"繁体"	"简体"	"IPA"	"注释"	"来源"		"#符號說明："	"音標後的“-”表示文讀；“=”表示讀書音，口語中不用；“*”表示讀音可能存疑，如聲母z、dz，dʐ、ʐ歸屬存疑，陽上陽去歸屬存疑等。"
"到"	"到"	"tæ5"		"鄉音字類"			
"倒"	"倒"	"tæ5"		"鄉音字類"			
"韜"	"韜"	"tʰæ1"		"鄉音字類"			
"縚"	"縚"	"tʰæ1"		"鄉音字類"			
"滔"	"滔"	"tʰæ1"		"鄉音字類"			
"慆"	"慆"	"tʰæ1"		"鄉音字類"			
"條"	"條"	"tʰæ1"		"鄉音字類"			
"饕"	"饕"	"tʰæ1"		"鄉音字類"			
"弢"	"弢"	"tʰæ1"		"鄉音字類"			
"洮"	"洮"	"tʰæ1"		"鄉音字類"			
"叨"	"叨"	"tʰæ1"		"鄉音字類"			
"槄"	"槄"	"tʰæ1"		"鄉音字類"			
"討"	"討"	"tʰæ3"		"鄉音字類"			
"濤"	"濤"	"dæ2"		"鄉音字類"			
"檮"	"檮"	"dæ2"		"鄉音字類"			
"翿"	"翿"	"dæ2"		"鄉音字類"			
"桃"	"桃"	"dæ2"		"鄉音字類"			
"逃"	"逃"	"dæ2"		"鄉音字類"			
"鼗"	"鼗"	"dæ2"		"鄉音字類"			
"咷"	"咷"	"dæ2"		"鄉音字類"			
"陶"	"陶"	"dæ2"		"鄉音字類"			
"萄"	"萄"	"dæ2"		"鄉音字類"			
"綯"	"綯"	"dæ2"		"鄉音字類"			
"淘"	"淘"	"dæ2"		"鄉音字類"			
"稻"	"稻"	"dæ4"		"鄉音字類"			
"道"	"道"	"dæ4"		"鄉音字類"			
"盗"	"盗"	"dæ6"		"鄉音字類"			
"導"	"导"	"dæ6"		"鄉音字類"			
"悼"	"悼"	"dæ6"		"鄉音字類"			
"蹈"	"蹈"	"dæ6"		"鄉音字類"			
"幬"	"幬"	"dæ6"		"鄉音字類"			
"燾"	"燾"	"dæ6"		"鄉音字類"			
"纛"	"纛"	"dæ6"		"鄉音字類"			
"鐃"	"鐃"	"næ2"		"鄉音字類"			
"橈"	"橈"	"næ2"		"鄉音字類"			
"怓"	"怓"	"næ2"		"鄉音字類"			
"呶"	"呶"	"næ2"		"鄉音字類"			
"峱"	"峱"	"næ2"		"鄉音字類"			
"猱"	"猱"	"næ2"		"鄉音字類"			
"獶"	"獶"	"næ2"		"鄉音字類"			
"惱"	"惱"	"næ4"		"鄉音字類"			
"腦"	"腦"	"næ4"		"鄉音字類"			
"𠜶"	"𠜶"	"næ4"		"鄉音字類"			
"瑙"	"瑙"	"næ4"		"鄉音字類"			
"撓"	"撓"	"næ4"		"鄉音字類"			
"勞"	"勞"	"læ2"		"鄉音字類"			
"撈"	"撈"	"læ2"		"鄉音字類"			
"牢"	"牢"	"læ2"		"鄉音字類"			
"醪"	"醪"	"læ2"		"鄉音字類"			
"癆"	"癆"	"læ2"		"鄉音字類"			
"膋"	"膋"	"læ2"		"鄉音字類"			
"潦"	"潦"	"læ4"		"鄉音字類"			
"老"	"老"	"læ4"		"鄉音字類"			
"遭"	"遭"	"ʦæ1"		"鄉音字類"			
"糟"	"糟"	"ʦæ1"		"鄉音字類"			
"搔"	"搔"	"ʦæ1"		"鄉音字類"			
"罺"	"罺"	"ʦæ1"		"鄉音字類"			
"藻"	"藻"	"ʦæ3"		"鄉音字類"			
"澡"	"澡"	"ʦæ3"		"鄉音字類"			
"璪"	"璪"	"ʦæ3"		"鄉音字類"			
"棗"	"棗"	"ʦæ3"		"鄉音字類"			
"早"	"早"	"ʦæ3"		"鄉音字類"			
"繰"	"繰"	"ʦæ3"		"鄉音字類"			
"爪"	"爪"	"ʦæ3"		"鄉音字類"			
"罩"	"罩"	"ʦæ5"		"鄉音字類"			
"躁"	"躁"	"ʦæ5"		"鄉音字類"			
"鈔"	"鈔"	"ʦʰæ1"		"鄉音字類"			
"抄"	"抄"	"ʦʰæ1"		"鄉音字類"			
"草"	"草"	"ʦʰæ3"		"鄉音字類"			
"懆"	"懆"	"ʦʰæ3"		"鄉音字類"			
"慅"	"慅"	"ʦʰæ3"		"鄉音字類"			
"炒"	"炒"	"ʦʰæ3"		"鄉音字類"			
"操"	"操"	"ʦʰæ5"		"鄉音字類"			
"慥"	"慥"	"ʦʰæ5"		"鄉音字類"			
"糙"	"糙"	"ʦʰæ5"		"鄉音字類"			
"梢"	"梢"	"sæ1"		"鄉音字類"			
"旓"	"旓"	"sæ1"		"鄉音字類"			
"蛸"	"蛸"	"sæ1"		"鄉音字類"			
"捎"	"捎"	"sæ1"		"鄉音字類"			
"弰"	"弰"	"sæ1"		"鄉音字類"			
"筲"	"筲"	"sæ1"		"鄉音字類"			
"艘"	"艘"	"sæ1"		"鄉音字類"			
"繅"	"繅"	"sæ1"		"鄉音字類"			
"騷"	"騷"	"sæ1"		"鄉音字類"			
"臊"	"臊"	"sæ1"		"鄉音字類"			
"溞"	"溞"	"sæ1"		"鄉音字類"			
"嫂"	"嫂"	"sæ3"		"鄉音字類"			
"掃"	"掃"	"sæ3"		"鄉音字類"			
"譟"	"譟"	"sæ5"		"鄉音字類"			
"噪"	"噪"	"sæ5"		"鄉音字類"			
"燥"	"燥"	"sæ5"		"鄉音字類"			
"氉"	"氉"	"sæ5"		"鄉音字類"			
"罺"	"罺"	"zæ2"		"鄉音字類"			
"樔"	"樔"	"zæ2"		"鄉音字類"			
"曹"	"曹"	"zæ2"		"鄉音字類"			
"槽"	"槽"	"zæ2"		"鄉音字類"			
"螬"	"螬"	"zæ2"		"鄉音字類"			
"嘈"	"嘈"	"zæ2"		"鄉音字類"			
"巢"	"巢"	"zæ2"		"鄉音字類"			
"造"	"造"	"zæ4"		"鄉音字類"			
"皁"	"皁"	"zæ4"		"鄉音字類"			
"櫂"	"櫂"	"zæ6"		"鄉音字類"			
"漕"	"漕"	"zæ6"		"鄉音字類"			
"高"	"高"	"kæ1"		"鄉音字類"			
"篙"	"篙"	"kæ1"		"鄉音字類"			
"膏"	"膏"	"kæ1"		"鄉音字類"			
"羔"	"羔"	"kæ1"		"鄉音字類"			
"餻"	"餻"	"kæ1"		"鄉音字類"			
"鼛"	"鼛"	"kæ1"		"鄉音字類"			
"櫜"	"櫜"	"kæ1"		"鄉音字類"			
"皐"	"皐"	"kæ1"		"鄉音字類"			
"皋"	"皋"	"kæ1"		"鄉音字類"			
"槹"	"槹"	"kæ1"		"鄉音字類"			
"槔"	"槔"	"kæ1"		"鄉音字類"			
"睾"	"睾"	"kæ1"		"鄉音字類"			
"縞"	"縞"	"kæ3"		"鄉音字類"			
"槁"	"槁"	"kæ3"		"鄉音字類"			
"稾"	"稾"	"kæ3"		"鄉音字類"			
"杲"	"杲"	"kæ3"		"鄉音字類"			
"皜"	"皜"	"kæ3"		"鄉音字類"			
"槀"	"槀"	"kæ3"		"鄉音字類"			
"告"	"告"	"kæ5"		"鄉音字類"			
"誥"	"誥"	"kæ5"		"鄉音字類"			
"郜"	"郜"	"kæ5"		"鄉音字類"			
"窖"	"窖"	"kæ5"		"鄉音字類"			
"尻"	"尻"	"kʰæ1"		"鄉音字類"			
"考"	"考"	"kʰæ3"		"鄉音字類"			
"栲"	"栲"	"kʰæ3"		"鄉音字類"			
"拷"	"拷"	"kʰæ3"		"鄉音字類"			
"薧"	"薧"	"kʰæ3"		"鄉音字類"			
"犒"	"犒"	"kʰæ5"		"鄉音字類"			
"靠"	"靠"	"kʰæ5"		"鄉音字類"			
"蒿"	"蒿"	"hæ1"		"鄉音字類"			
"烋"	"烋"	"hæ1"		"鄉音字類"			
"虓"	"虓"	"hæ1"		"鄉音字類"			
"哮"	"哮"	"hæ1"		"鄉音字類"			
"嚆"	"嚆"	"hæ1"		"鄉音字類"			
"好"	"好"	"hæ3"		"鄉音字類"			
"虓"	"虓"	"hæ5"		"鄉音字類"			
"虣"	"虣"	"hæ5"		"鄉音字類"			
"秏"	"秏"	"hæ5"		"鄉音字類"			
"毫"	"毫"	"ɦæ2"		"鄉音字類"			
"豪"	"豪"	"ɦæ2"		"鄉音字類"			
"濠"	"濠"	"ɦæ2"		"鄉音字類"			
"壕"	"壕"	"ɦæ2"		"鄉音字類"			
"嚎"	"嚎"	"ɦæ2"		"鄉音字類"			
"昊"	"昊"	"ɦæ4"		"鄉音字類"			
"灝"	"灝"	"ɦæ4"		"鄉音字類"			
"顥"	"顥"	"ɦæ4"		"鄉音字類"			
"鎬"	"鎬"	"ɦæ4"		"鄉音字類"			
"皓"	"皓"	"ɦæ4"		"鄉音字類"			
"浩"	"浩"	"ɦæ4"		"鄉音字類"			
"皞"	"皞"	"ɦæ4"		"鄉音字類"			
"號"	"号"	"ɦæ6"		"鄉音字類"			
"昊"	"昊"	"ɦæ6"		"鄉音字類"			
"浩"	"浩"	"ɦæ6"		"鄉音字類"			
"敖"	"敖"	"ŋæ2"		"鄉音字類"			
"鼇"	"鼇"	"ŋæ2"		"鄉音字類"			
"璈"	"璈"	"ŋæ2"		"鄉音字類"			
"螯"	"螯"	"ŋæ2"		"鄉音字類"			
"獒"	"獒"	"ŋæ2"		"鄉音字類"			
"聱"	"聱"	"ŋæ2"		"鄉音字類"			
"熬"	"熬"	"ŋæ2"		"鄉音字類"			
"嗸"	"嗸"	"ŋæ2"		"鄉音字類"			
"謷"	"謷"	"ŋæ2"		"鄉音字類"			
"遨"	"遨"	"ŋæ2"		"鄉音字類"			
"翱"	"翱"	"ŋæ2"		"鄉音字類"			
"磝"	"磝"	"ŋæ2"		"鄉音字類"			
"奡"	"奡"	"ŋæ6"		"鄉音字類"			
"傲"	"傲"	"ŋæ6"		"鄉音字類"			
"驁"	"驁"	"ŋæ6"		"鄉音字類"			
"坳"	"坳"	"æ1"		"鄉音字類"			
"凹"	"凹"	"æ1"	"~進去"	"鄉音字類"			
"㘭"	"㘭"	"æ1"	"同“坳”。"	"鄉音字類"			
"鏖"	"鏖"	"æ1"		"鄉音字類"			
"襖"	"袄"	"æ3"	"棉~"	"鄉音字類"			
"拗"	"拗"	"æ3"	"~斷俚"	"鄉音字類"			
"懊"	"懊"	"æ3"		"鄉音字類"			
"奥"	"奥"	"æ5"		"鄉音字類"			
"懊"	"懊"	"æ5"	"~悔"	"鄉音字類"			
"隩"	"隩"	"æ5"		"鄉音字類"			
"墺"	"墺"	"æ5"		"鄉音字類"			
"澳"	"澳"	"æ5"	"~洲"	"鄉音字類"			
"昭"	"昭"	"æ5"		"鄉音字類"			
"標"	"標"	"piæ1"		"鄉音字類"			
"飆"	"飆"	"piæ1"		"鄉音字類"			
"熛"	"熛"	"piæ1"		"鄉音字類"			
"杓"	"杓"	"piæ1"		"鄉音字類"			
"摽"	"摽"	"piæ1"		"鄉音字類"			
"𦔩"	"𦔩"	"piæ1"		"鄉音字類"			
"鑣"	"鑣"	"piæ1"		"鄉音字類"			
"儦"	"儦"	"piæ1"		"鄉音字類"			
"瀌"	"瀌"	"piæ1"		"鄉音字類"			
"彪"	"彪"	"piæ1"		"鄉音字類"			
"表"	"表"	"piæ3"	"~兄弟"	"鄉音字類"			
"錶"	"表"	"piæ1"	"手~"	"蘇州同音常用字彙"			
"裱"	"裱"	"piæ3"		"蘇州同音常用字彙"			
"飄"	"飄"	"pʰiæ1"		"鄉音字類"			
"漂"	"漂"	"pʰiæ1"		"鄉音字類"			
"嘌"	"嘌"	"pʰiæ1"		"鄉音字類"			
"彯"	"彯"	"pʰiæ1"		"鄉音字類"			
"嫖"	"嫖"	"pʰiæ1"		"鄉音字類"			
"摽"	"摽"	"pʰiæ3"		"鄉音字類"			
"縹"	"縹"	"pʰiæ3"		"鄉音字類"			
"漂"	"漂"	"pʰiæ3"		"鄉音字類"			
"皫"	"皫"	"pʰiæ3"		"鄉音字類"			
"瓢"	"瓢"	"biæ2"		"鄉音字類"			
"剽"	"剽"	"biæ2"		"鄉音字類"			
"苗"	"苗"	"miæ2"		"鄉音字類"			
"描"	"描"	"miæ2"		"鄉音字類"			
"藐"	"藐"	"miæ4"		"鄉音字類"			
"杪"	"杪"	"miæ4"		"鄉音字類"			
"秒"	"秒"	"miæ4"		"鄉音字類"			
"眇"	"眇"	"miæ4"		"鄉音字類"			
"渺"	"渺"	"miæ4"		"鄉音字類"			
"緲"	"緲"	"miæ4"		"鄉音字類"			
"廟"	"廟"	"miæ6"		"鄉音字類"			
"妙"	"妙"	"miæ6"		"鄉音字類"			
"庿"	"庿"	"miæ6"		"鄉音字類"			
"雕"	"雕"	"tiæ1"		"鄉音字類"			
"凋"	"凋"	"tiæ1"		"鄉音字類"			
"彫"	"彫"	"tiæ1"		"鄉音字類"			
"刁"	"刁"	"tiæ1"		"鄉音字類"			
"貂"	"貂"	"tiæ1"		"鄉音字類"			
"琱"	"琱"	"tiæ1"		"鄉音字類"			
"碉"	"碉"	"tiæ1"		"鄉音字類"			
"釣"	"钓"	"tiæ5"		"鄉音字類"			
"弔"	"弔"	"tiæ5"		"鄉音字類"			
"挑"	"挑"	"tʰiæ1"		"鄉音字類"			
"祧"	"祧"	"tʰiæ1"		"鄉音字類"			
"佻"	"佻"	"tʰiæ1"		"鄉音字類"			
"銚"	"銚"	"tʰiæ1"		"鄉音字類"			
"恌"	"恌"	"tʰiæ1"		"鄉音字類"			
"𣂁"	"𣂁"	"tʰiæ1"		"鄉音字類"			
"𠝡"	"𠝡"	"tʰiæ1"		"鄉音字類"			
"糶"	"糶"	"tʰiæ5"		"鄉音字類"			
"朓"	"朓"	"tʰiæ5"		"鄉音字類"			
"覜"	"覜"	"tʰiæ5"		"鄉音字類"			
"迢"	"迢"	"diæ2"		"鄉音字類"			
"苕"	"苕"	"diæ2"		"鄉音字類"			
"髫"	"髫"	"diæ2"		"鄉音字類"			
"調"	"調"	"diæ2"		"鄉音字類"			
"蜩"	"蜩"	"diæ2"		"鄉音字類"			
"條"	"條"	"diæ2"		"鄉音字類"			
"跳"	"跳"	"diæ2"		"鄉音字類"			
"軺"	"軺"	"diæ2"		"鄉音字類"			
"朓"	"朓"	"diæ4"		"鄉音字類"			
"窕"	"窕"	"diæ4"		"鄉音字類"			
"掉"	"掉"	"diæ6"		"鄉音字類"			
"寮"	"寮"	"liæ2"		"鄉音字類"			
"僚"	"僚"	"liæ2"		"鄉音字類"			
"遼"	"遼"	"liæ2"		"鄉音字類"			
"撩"	"撩"	"liæ2"		"鄉音字類"			
"嘹"	"嘹"	"liæ2"		"鄉音字類"			
"鷯"	"鷯"	"liæ2"		"鄉音字類"			
"寥"	"寥"	"liæ2"		"鄉音字類"			
"聊"	"聊"	"liæ2"		"鄉音字類"			
"敹"	"敹"	"liæ2"		"鄉音字類"			
"憀"	"憀"	"liæ2"		"鄉音字類"			
"簝"	"簝"	"liæ2"		"鄉音字類"			
"燎"	"燎"	"liæ6"		"鄉音字類"			
"繚"	"繚"	"liæ6"		"鄉音字類"			
"療"	"療"	"liæ6"		"鄉音字類"			
"料"	"料"	"liæ6"		"鄉音字類"			
"瞭"	"瞭"	"liæ6"		"鄉音字類"			
"焦"	"焦"	"ʦiæ1"		"鄉音字類"			
"蕉"	"蕉"	"ʦiæ1"		"鄉音字類"			
"鷦"	"鷦"	"ʦiæ1"		"鄉音字類"			
"椒"	"椒"	"ʦiæ1"		"鄉音字類"			
"僬"	"僬"	"ʦiæ1"		"鄉音字類"			
"燋"	"燋"	"ʦiæ1"		"鄉音字類"			
"醮"	"醮"	"ʦiæ5"		"鄉音字類"			
"愀"	"愀"	"ʦʰiæ1"		"鄉音字類"			
"湫"	"湫"	"ʦʰiæ1"		"鄉音字類"			
"峭"	"峭"	"ʦʰiæ5"		"鄉音字類"			
"悄"	"悄"	"ʦʰiæ5"		"鄉音字類"			
"哨"	"哨"	"ʦʰiæ5"		"鄉音字類"			
"誚"	"誚"	"ʦʰiæ5"		"鄉音字類"			
"逍"	"逍"	"siæ1"		"鄉音字類"			
"宵"	"宵"	"siæ1"		"鄉音字類"			
"霄"	"霄"	"siæ1"		"鄉音字類"			
"銷"	"銷"	"siæ1"		"鄉音字類"			
"綃"	"綃"	"siæ1"		"鄉音字類"			
"消"	"消"	"siæ1"		"鄉音字類"			
"硝"	"硝"	"siæ1"		"鄉音字類"			
"魈"	"魈"	"siæ1"		"鄉音字類"			
"蛸"	"蛸"	"siæ1"		"鄉音字類"			
"痟"	"痟"	"siæ1"		"鄉音字類"			
"翛"	"翛"	"siæ1"		"鄉音字類"			
"彇"	"彇"	"siæ1"		"鄉音字類"			
"簫"	"簫"	"siæ1"		"鄉音字類"			
"蕭"	"蕭"	"siæ1"		"鄉音字類"			
"瀟"	"瀟"	"siæ1"		"鄉音字類"			
"篠"	"篠"	"siæ3"		"鄉音字類"			
"筱"	"筱"	"siæ3"		"鄉音字類"			
"小"	"小"	"siæ3"		"鄉音字類"			
"歗"	"歗"	"siæ5"		"鄉音字類"			
"嘨"	"嘨"	"siæ5"		"鄉音字類"			
"肖"	"肖"	"siæ5"		"鄉音字類"			
"笑"	"笑"	"siæ5"		"鄉音字類"			
"樵"	"樵"	"ziæ2"		"鄉音字類"			
"譙"	"譙"	"ziæ2"		"鄉音字類"			
"憔"	"憔"	"ziæ2"		"鄉音字類"			
"噍"	"噍"	"ziæ2"		"鄉音字類"			
"顦"	"顦"	"ziæ2"		"鄉音字類"			
"交"	"交"	"ʨiæ1"		"鄉音字類"			
"茭"	"茭"	"ʨiæ1"		"鄉音字類"			
"蛟"	"蛟"	"ʨiæ1"		"鄉音字類"			
"鮫"	"鮫"	"ʨiæ1"		"鄉音字類"			
"郊"	"郊"	"ʨiæ1"		"鄉音字類"			
"膠"	"膠"	"ʨiæ1"		"鄉音字類"			
"姣"	"姣"	"ʨiæ1"		"鄉音字類"			
"驕"	"驕"	"ʨiæ1"		"鄉音字類"			
"嬌"	"嬌"	"ʨiæ1"		"鄉音字類"			
"憍"	"憍"	"ʨiæ1"		"鄉音字類"			
"僥"	"僥"	"ʨiæ1"		"鄉音字類"			
"澆"	"澆"	"ʨiæ1"		"鄉音字類"			
"徼"	"徼"	"ʨiæ1"		"鄉音字類"			
"薅"	"薅"	"ʨiæ1"		"鄉音字類"			
"皎"	"皎"	"ʨiæ3"		"鄉音字類"			
"繳"	"繳"	"ʨiæ3"		"鄉音字類"			
"皦"	"皦"	"ʨiæ3"		"鄉音字類"			
"朻"	"朻"	"ʨiæ3"		"鄉音字類"			
"絞"	"絞"	"ʨiæ3"		"鄉音字類"			
"狡"	"狡"	"ʨiæ3"		"鄉音字類"			
"撹"	"撹"	"ʨiæ3"		"鄉音字類"			
"㽱"	"㽱"	"ʨiæ3"		"鄉音字類"			
"㽲"	"㽲"	"ʨiæ3"		"鄉音字類"			
"矯"	"矯"	"ʨiæ3"		"鄉音字類"			
"敽"	"敽"	"ʨiæ3"		"鄉音字類"			
"蕌"	"蕌"	"ʨiæ3"		"鄉音字類"			
"叫"	"叫"	"ʨiæ5"		"鄉音字類"			
"嗷"	"嗷"	"ʨiæ5"		"鄉音字類"			
"嚻"	"嚻"	"ʨiæ5"		"鄉音字類"			
"較"	"較"	"ʨiæ5"		"鄉音字類"			
"教"	"教"	"ʨiæ5"		"鄉音字類"			
"窌"	"窌"	"ʨiæ5"		"鄉音字類"			
"磽"	"磽"	"ʨʰiæ1"		"鄉音字類"			
"墝"	"墝"	"ʨʰiæ1"		"鄉音字類"			
"橇"	"橇"	"ʨʰiæ1"		"鄉音字類"			
"敲"	"敲"	"ʨʰiæ1"		"鄉音字類"			
"巧"	"巧"	"ʨʰiæ5"		"鄉音字類"			
"喬"	"喬"	"ʥiæ2"		"鄉音字類"			
"橋"	"橋"	"ʥiæ2"		"鄉音字類"			
"僑"	"僑"	"ʥiæ2"		"鄉音字類"			
"翹"	"翹"	"ʥiæ2"		"鄉音字類"			
"荍"	"荍"	"ʥiæ2"		"鄉音字類"			
"嶠"	"嶠"	"ʥiæ6"		"鄉音字類"			
"轎"	"轎"	"ʥiæ6"		"鄉音字類"			
"嫋"	"嫋"	"ȵiæ4"		"鄉音字類"			
"鳥"	"鳥"	"ȵiæ4"		"鄉音字類"			
"鴞"	"鴞"	"ɕiæ1"		"鄉音字類"			
"梟"	"梟"	"ɕiæ1"		"鄉音字類"			
"驍"	"驍"	"ɕiæ1"		"鄉音字類"			
"僥"	"僥"	"ɕiæ1"		"鄉音字類"			
"枵"	"枵"	"ɕiæ1"		"鄉音字類"			
"囂"	"囂"	"ɕiæ1"		"鄉音字類"			
"歊"	"歊"	"ɕiæ1"		"鄉音字類"			
"嘐"	"嘐"	"ɕiæ1"		"鄉音字類"			
"嘵"	"嘵"	"ɕiæ3"		"鄉音字類"			
"曉"	"曉"	"ɕiæ3"		"鄉音字類"			
"竅"	"竅"	"ɕiæ5"		"鄉音字類"			
"孝"	"孝"	"ɕiæ5"		"鄉音字類"			
"遙"	"遙"	"ɦiæ2"		"鄉音字類"			
"搖"	"搖"	"ɦiæ2"		"鄉音字類"			
"謠"	"謠"	"ɦiæ2"		"鄉音字類"			
"瑤"	"瑤"	"ɦiæ2"		"鄉音字類"			
"徭"	"徭"	"ɦiæ2"		"鄉音字類"			
"繇"	"繇"	"ɦiæ2"		"鄉音字類"			
"颻"	"颻"	"ɦiæ2"		"鄉音字類"			
"窑"	"窑"	"ɦiæ2"		"鄉音字類"			
"爻"	"爻"	"ɦiæ2"		"鄉音字類"			
"肴"	"肴"	"ɦiæ2"		"鄉音字類"			
"崤"	"崤"	"ɦiæ2"		"鄉音字類"			
"淆"	"淆"	"ɦiæ2"		"鄉音字類"			
"殽"	"殽"	"ɦiæ2"		"鄉音字類"			
"珧"	"珧"	"ɦiæ2"		"鄉音字類"			
"姚"	"姚"	"ɦiæ2"		"鄉音字類"			
"𢋇"	"𢋇"	"ɦiæ2"		"鄉音字類"			
"堯"	"堯"	"ɦiæ2"		"鄉音字類"			
"嶤"	"嶤"	"ɦiæ2"		"鄉音字類"			
"斅"	"斅"	"ɦiæ6"		"鄉音字類"			
"恔"	"恔"	"ɦiæ6"		"鄉音字類"			
"校"	"校"	"ɦiæ6"		"鄉音字類"			
"傚"	"傚"	"ɦiæ6"		"鄉音字類"			
"効"	"効"	"ɦiæ6"		"鄉音字類"			
"效"	"效"	"ɦiæ6"		"鄉音字類"			
"耀"	"耀"	"ɦiæ6"		"鄉音字類"			
"曜"	"曜"	"ɦiæ6"		"鄉音字類"			
"筄"	"筄"	"ɦiæ6"		"鄉音字類"			
"夭"	"夭"	"iæ1"		"鄉音字類"			
"殀"	"夭"	"iæ1"		"蘇州同音常用字彙"			
"妖"	"妖"	"iæ1"		"鄉音字類"			
"腰"	"腰"	"iæ1"	"~子"	"鄉音字類"			
"邀"	"邀"	"iæ1"		"鄉音字類"			
"喓"	"喓"	"iæ1"		"鄉音字類"			
"幺"	"幺"	"iæ1"		"鄉音字類"			
"葽"	"葽"	"iæ1"		"鄉音字類"			
"徼"	"徼"	"iæ1"		"鄉音字類"			
"鷕"	"鷕"	"iæ5"		"鄉音字類"			
"䙚"	"䙚"	"iæ5"		"鄉音字類"			
"窈"	"窈"	"iæ5"		"鄉音字類"			
"杳"	"杳"	"iæ5"	"~~冥冥"	"鄉音字類"			
"窅"	"窅"	"iæ5"		"鄉音字類"			
"窔"	"窔"	"iæ5"		"鄉音字類"			
"要"	"要"	"iæ5"		"鄉音字類"			
"瓿"	"瓿"	"pʰøʏ1"		"鄉音字類"			
"剖"	"剖"	"pʰøʏ1"		"鄉音字類"			
"裒"	"裒"	"bøʏ2"		"鄉音字類"			
"掊"	"掊"	"bøʏ2"		"鄉音字類"			
"涪"	"涪"	"bøʏ2"		"鄉音字類"			
"抔"	"抔"	"bøʏ2"		"鄉音字類"			
"牟"	"牟"	"møʏ2"		"鄉音字類"			
"侔"	"侔"	"møʏ2"		"鄉音字類"			
"麰"	"麰"	"møʏ2"		"鄉音字類"			
"眸"	"眸"	"møʏ2"		"鄉音字類"			
"矛"	"矛"	"møʏ2"		"鄉音字類"			
"蟊"	"蟊"	"møʏ2"		"鄉音字類"			
"鍪"	"鍪"	"møʏ2"		"鄉音字類"			
"謀"	"謀"	"møʏ2"		"鄉音字類"			
"堥"	"堥"	"møʏ2"		"鄉音字類"			
"畝"	"亩"	"møʏ4"		"鄉音字類"			
"畝"	"亩"	"m̩4"	"白讀：三~田"	"蘇州同音常用字彙"			
"某"	"某"	"møʏ4"		"鄉音字類"			
"畮"	"畮"	"møʏ4"		"鄉音字類"			
"懋"	"懋"	"møʏ4"		"鄉音字類"			
"茂"	"茂"	"møʏ4"		"鄉音字類"			
"貿"	"貿"	"møʏ4"		"鄉音字類"			
"袤"	"袤"	"møʏ4"		"鄉音字類"			
"楙"	"楙"	"møʏ4"		"鄉音字類"			
"瞀"	"瞀"	"møʏ4"		"鄉音字類"			
"牡"	"牡"	"møʏ4"		"鄉音字類"			
"否"	"否"	"føʏ3"		"鄉音字類"			
"浮"	"浮"	"vøʏ2"		"鄉音字類"			
"蜉"	"蜉"	"vøʏ2"		"鄉音字類"			
"芣"	"芣"	"vøʏ2"		"鄉音字類"			
"罘"	"罘"	"vøʏ2"		"鄉音字類"			
"烰"	"烰"	"vøʏ2"		"鄉音字類"			
"阜"	"阜"	"vøʏ4"		"鄉音字類"			
"缶"	"缶"	"vøʏ4"		"鄉音字類"			
"兜"	"兜"	"tøʏ1"		"鄉音字類"			
"阧"	"阧"	"tøʏ3"		"鄉音字類"			
"斗"	"斗"	"tøʏ3"		"鄉音字類"			
"枓"	"枓"	"tøʏ3"		"鄉音字類"			
"抖"	"抖"	"tøʏ3"		"鄉音字類"			
"蚪"	"蚪"	"tøʏ3"		"鄉音字類"			
"鬥"	"鬥"	"tøʏ5"		"鄉音字類"			
"鬭"	"鬭"	"tøʏ5"		"鄉音字類"			
"偷"	"偷"	"tʰøʏ1"		"鄉音字類"			
"媮"	"媮"	"tʰøʏ1"		"鄉音字類"			
"緰"	"緰"	"tʰøʏ1"		"鄉音字類"			
"牏"	"牏"	"tʰøʏ1"		"鄉音字類"			
"斢"	"斢"	"tʰøʏ3"		"鄉音字類"			
"妵"	"妵"	"tʰøʏ3"		"鄉音字類"			
"透"	"透"	"tʰøʏ5"		"鄉音字類"			
"頭"	"頭"	"døʏ2"		"鄉音字類"			
"投"	"投"	"døʏ2"		"鄉音字類"			
"豆"	"豆"	"døʏ6"		"鄉音字類"			
"逗"	"逗"	"døʏ6"		"鄉音字類"			
"餖"	"餖"	"døʏ6"		"鄉音字類"			
"脰"	"脰"	"døʏ6"		"鄉音字類"			
"竇"	"竇"	"døʏ6"		"鄉音字類"			
"痘"	"痘"	"døʏ6"		"鄉音字類"			
"㝅"	"㝅"	"nøʏ2"		"鄉音字類"			
"耨"	"耨"	"nøʏ2"		"鄉音字類"			
"獳"	"獳"	"nøʏ2"		"鄉音字類"			
"婁"	"婁"	"løʏ2"		"鄉音字類"			
"樓"	"樓"	"løʏ2"		"鄉音字類"			
"摟"	"摟"	"løʏ2"		"鄉音字類"			
"螻"	"螻"	"løʏ2"		"鄉音字類"			
"蔞"	"蔞"	"løʏ2"		"鄉音字類"			
"髏"	"髏"	"løʏ2"		"鄉音字類"			
"留"	"留"	"løʏ2"		"鄉音字類"			
"榴"	"榴"	"løʏ2"		"鄉音字類"			
"鶹"	"鶹"	"løʏ2"		"鄉音字類"			
"騮"	"騮"	"løʏ2"		"鄉音字類"			
"劉"	"劉"	"løʏ2"		"鄉音字類"			
"飀"	"飀"	"løʏ2"		"鄉音字類"			
"镠"	"镠"	"løʏ2"		"鄉音字類"			
"流"	"流"	"løʏ2"		"鄉音字類"			
"旈"	"旈"	"løʏ2"		"鄉音字類"			
"瀏"	"瀏"	"løʏ2"		"鄉音字類"			
"疁"	"疁"	"løʏ2"		"鄉音字類"			
