"繁体字"	"简体字"	"新晃凳寨"	"国际音标"	"说明"	
"硼"	"硼"	"pong2"	"pʰoŋ11"		
"篷"	"篷"	"pong2"	"pʰoŋ11"	"文"	
"膨"	"膨"	"pong2"	"pʰoŋ11"		
"蓬"	"蓬"	"pong2"	"pʰoŋ11"		
"蟛"	"蟛"	"pong2"	"pʰoŋ11"		
"鵬"	"鹏"	"pong2"	"pʰoŋ11"		
"捧"	"捧"	"pong3"	"pʰoŋ21"		
"砰"	"砰"	"pong3"	"pʰoŋ21"		
"碰"	"碰"	"pong5"	"pʰoŋ45"		
"碰"	"碰"	"pong5"	"pʰoŋ45"	"文读"	
"剖"	"剖"	"pou1"	"pʰəu13"		
"撲"	"扑"	"pu1"	"pʰu13"	"扑救"	
"鋪"	"铺"	"pu1"	"pʰu13"	"铺陈"	
"僕"	"仆"	"pu2"	"pʰu11"		
"樸"	"朴"	"pu2"	"pʰu11"		
"脯"	"脯"	"pu2"	"pʰu11"		
"莆"	"莆"	"pu2"	"pʰu11"		
"菩"	"菩"	"pu2"	"pʰu11"		
"葡"	"葡"	"pu2"	"pʰu11"		
"蒲"	"蒲"	"pu2"	"pʰu11"		
"覆"	"覆"	"pu2"	"pʰu11"	"白，覆牌"	
"覆"	"覆"	"pu2"	"pʰu11"	"白，覆转来"	
"哺"	"哺"	"pu3"	"pʰu21"		
"埔"	"埔"	"pu3"	"pʰu21"		
"捕"	"捕"	"pu3"	"pʰu21"		
"普"	"普"	"pu3"	"pʰu21"		
"朴"	"朴"	"pu3"	"pʰu21"		
"浦"	"浦"	"pu3"	"pʰu21"		
"譜"	"谱"	"pu3"	"pʰu21"		
"仆"	"仆"	"pu5"	"pʰu45"	"仆倒"	
"撲"	"扑"	"pu5"	"pʰu45"	"扑爬"	
"瀑"	"瀑"	"pu5"	"pʰu45"		
"赴"	"赴"	"pu5"	"pʰu45"	"白"	
"攀"	"攀"	"puan1"	"pʰuan13"	"老"	
"潘"	"潘"	"puan1"	"pʰuan13"	"老"	
"瘢"	"瘢"	"puan2"	"pʰuan11"		
"盤"	"盘"	"puan2"	"pʰuan11"	"老"	
"磐"	"盘"	"puan2"	"pʰuan11"		
"蟠"	"蟠"	"puan2"	"pʰuan11"		
"蹣"	"蹒"	"puan2"	"pʰuan11"		
"判"	"判"	"puan5"	"pʰuan45"	"老"	
"叛"	"叛"	"puan5"	"pʰuan45"	"老"	
"畔"	"畔"	"puan5"	"pʰuan45"	"老"	
"盼"	"盼"	"puan5"	"pʰuan45"	"老"	
"絆"	"绊"	"puan5"	"pʰuan45"	"老"	
"期"	"期"	"qi1"	"tɕʰi13"		
"欺"	"欺"	"qi1"	"tɕʰi13"		
"溪"	"溪"	"qi1"	"tɕʰi13"		
"膝"	"膝"	"qi1"	"tɕʰi13"		
"蛆"	"蛆"	"qi1"	"tɕʰi13"		
"谿"	"溪"	"qi1"	"tɕʰi13"		
"趨"	"趋"	"qi1"	"tɕʰi13"	"老"	
"七"	"七"	"qi2"	"tɕʰi11"		
"其"	"其"	"qi2"	"tɕʰi11"		
"吃"	"吃"	"qi2"	"tɕʰi11"		
"奇"	"奇"	"qi2"	"tɕʰi11"		
"崎"	"崎"	"qi2"	"tɕʰi11"		
"旗"	"旗"	"qi2"	"tɕʰi11"		
"柒"	"柒"	"qi2"	"tɕʰi11"	"新"	
"棋"	"棋"	"qi2"	"tɕʰi11"		
"歧"	"歧"	"qi2"	"tɕʰi11"		
"淇"	"淇"	"qi2"	"tɕʰi11"		
"漆"	"漆"	"qi2"	"tɕʰi11"	"新"	
"琦"	"琦"	"qi2"	"tɕʰi11"		
"琪"	"琪"	"qi2"	"tɕʰi11"		
"畸"	"畸"	"qi2"	"tɕʰi11"		
"祁"	"祁"	"qi2"	"tɕʰi11"		
"祈"	"祈"	"qi2"	"tɕʰi11"		
"祺"	"祺"	"qi2"	"tɕʰi11"		
"芹"	"芹"	"qi2"	"tɕʰi11"		
"蜞"	"蜞"	"qi2"	"tɕʰi11"		
"跂"	"跂"	"qi2"	"tɕʰi11"		
"騎"	"骑"	"qi2"	"tɕʰi11"		
"鰭"	"鳍"	"qi2"	"tɕʰi11"		
"麒"	"麒"	"qi2"	"tɕʰi11"		
"乞"	"乞"	"qi3"	"tɕʰi21"		
"企"	"企"	"qi3"	"tɕʰi21"		
"取"	"取"	"qi3"	"tɕʰi21"	"老"	
"啟"	"启"	"qi3"	"tɕʰi21"		
"娶"	"娶"	"qi3"	"tɕʰi21"	"老"	
"曲"	"曲"	"qi3"	"tɕʰi21"	"老"	
"杞"	"杞"	"qi3"	"tɕʰi21"		
"綺"	"绮"	"qi3"	"tɕʰi21"		
"訖"	"讫"	"qi3"	"tɕʰi21"		
"豈"	"岂"	"qi3"	"tɕʰi21"		
"起"	"起"	"qi3"	"tɕʰi21"		
"迄"	"迄"	"qi3"	"tɕʰi21"		
"去"	"去"	"qi5"	"tɕʰi45"		
"器"	"器"	"qi5"	"tɕʰi45"		
"契"	"契"	"qi5"	"tɕʰi45"		
"契"	"契"	"qi5"	"tɕʰi45"		
"技"	"技"	"qi5"	"tɕʰi45"	"老"	
"棄"	"弃"	"qi5"	"tɕʰi45"		
"氣"	"气"	"qi5"	"tɕʰi45"		
"汽"	"汽"	"qi5"	"tɕʰi45"		
"泣"	"泣"	"qi5"	"tɕʰi45"		
"靳"	"靳"	"qi5"	"tɕʰi45"		
"恰"	"恰"	"qia2"	"tɕʰia11"		
"洽"	"洽"	"qia5"	"tɕʰia45"		
"跨"	"跨"	"qia5"	"tɕʰia45"	"白读"	
"仟"	"仟"	"qian1"	"tɕʰien13"	"新"	
"千"	"千"	"qian1"	"tɕʰien13"	"新"	
"牽"	"牵"	"qian1"	"tɕʰien13"		
"簽"	"签"	"qian1"	"tɕʰien13"	"新"	
"籤"	"签"	"qian1"	"tɕʰien13"	"新"	
"芊"	"芊"	"qian1"	"tɕʰien13"	"新"	
"謙"	"谦"	"qian1"	"tɕʰien13"		
"鉛"	"铅"	"qian1"	"tɕʰien13"		
"阡"	"阡"	"qian1"	"tɕʰien13"	"新"	
"騫"	"骞"	"qian1"	"tɕʰien13"		
"前"	"前"	"qian2"	"tɕʰien11"	"新"	
"掮"	"掮"	"qian2"	"tɕʰien11"		
"潛"	"潜"	"qian2"	"tɕʰien11"	"新"	
"虔"	"虔"	"qian2"	"tɕʰien11"		
"鉗"	"钳"	"qian2"	"tɕʰien11"		
"黔"	"黔"	"qian2"	"tɕʰien11"		
"淺"	"浅"	"qian3"	"tɕʰien21"	"新"	
"譴"	"谴"	"qian3"	"tɕʰien21"		
"遣"	"遣"	"qian3"	"tɕʰien21"		
"踐"	"践"	"qian5"	"tsʰien45"	"老"	
"倩"	"倩"	"qian5"	"tɕʰien45"	"新"	
"塹"	"堑"	"qian5"	"tɕʰien45"	"新"	
"嵌"	"嵌"	"qian5"	"tɕʰien45"		
"欠"	"欠"	"qian5"	"tɕʰien45"		
"歉"	"歉"	"qian5"	"tɕʰien45"		
"茜"	"茜"	"qian5"	"tɕʰien45"	"新"	
"戧"	"戗"	"qiang1"	"tɕʰiang13"		
"羌"	"羌"	"qiang1"	"tɕʰiang13"		
"腔"	"腔"	"qiang1"	"tɕʰiang13"		
"蜣"	"蜣"	"qiang1"	"tɕʰiang13"		
"強"	"强"	"qiang2"	"tɕʰiang11"		
"強"	"强"	"qiang3"	"tɕʰiang21"	"勉强"	
"像"	"像"	"qiang5"	"tɕʰiang45"	"老"	
"敲"	"敲"	"qiao1"	"tɕʰiau13"	"文"	
"橇"	"橇"	"qiao1"	"tɕʰiau13"		
"蹺"	"跷"	"qiao1"	"tɕʰiau13"		
"鍬"	"锹"	"qiao1"	"tɕʰiau13"	"新"	
"僑"	"侨"	"qiao2"	"tɕʰiau11"		
"喬"	"乔"	"qiao2"	"tɕʰiau11"		
"憔"	"憔"	"qiao2"	"tɕʰiau11"	"新"	
"樵"	"樵"	"qiao2"	"tɕʰiau11"	"新"	
"橋"	"桥"	"qiao2"	"tɕʰiau11"		
"瞧"	"瞧"	"qiao2"	"tɕʰiau11"	"新"	
"翹"	"翘"	"qiao2"	"tɕʰiau11"	"弯"	
"蕎"	"荞"	"qiao2"	"tɕʰiau11"		
"巧"	"巧"	"qiao3"	"tɕʰiau21"		
"悄"	"悄"	"qiao3"	"tɕʰiau21"	"新"	
"俏"	"俏"	"qiao5"	"tɕʰiau45"	"新"	
"峭"	"峭"	"qiao5"	"tɕʰiau45"	"新"	
"撬"	"撬"	"qiao5"	"tɕʰiau45"		
"竅"	"窍"	"qiao5"	"tɕʰiau45"		
"翹"	"翘"	"qiao5"	"tɕʰiau45"		
"鞘"	"鞘"	"qiao5"	"tɕʰiau45"		
"切"	"切"	"qie2"	"tɕʰie11"	"新"	
"竊"	"窃"	"qie2"	"tɕʰie11"	"新"	
"且"	"且"	"qie3"	"tɕʰie21"		
"妾"	"妾"	"qie5"	"tɕʰie45"	"新"	
"怯"	"怯"	"qie5"	"tɕʰie45"		
"愜"	"惬"	"qie5"	"tɕʰie45"		
"傾"	"倾"	"qin1"	"tɕʰin13"		
"卿"	"卿"	"qin1"	"tɕʰin13"		
"欽"	"钦"	"qin1"	"tɕʰin13"		
"氫"	"氢"	"qin1"	"tɕʰin13"		
"烴"	"烃"	"qin1"	"tɕʰin13"		
"羥"	"羟"	"qin1"	"tɕʰin13"		
"親"	"亲"	"qin1"	"tɕʰin13"	"新"	
"輕"	"轻"	"qin1"	"tɕʰin13"		
"頃"	"顷"	"qin1"	"tɕʰin13"		
"勤"	"勤"	"qin2"	"tɕʰin11"		
"擎"	"擎"	"qin2"	"tɕʰin11"		
"擒"	"擒"	"qin2"	"tɕʰin11"		
"琴"	"琴"	"qin2"	"tɕʰin11"		
"禽"	"禽"	"qin2"	"tɕʰin11"		
"秦"	"秦"	"qin2"	"tɕʰin11"	"新"	
"寢"	"寝"	"qin3"	"tɕʰin21"		
"寢"	"寝"	"qin3"	"tɕʰin21"	"新"	
"請"	"请"	"qin3"	"tɕʰin21"	"新"	
"凊"	"凊"	"qin45"	"tɕʰin45"	"冷，凉"	
"侵"	"侵"	"qin5"	"tɕʰin45"	"新"	
"唚"	"吣"	"qin5"	"tɕʰin45"	"新"	
"慶"	"庆"	"qin5"	"tɕʰin45"		
"沁"	"沁"	"qin5"	"tɕʰin45"	"新"	
"浸"	"浸"	"qin5"	"tɕʰin45"	"新"	
"磬"	"磬"	"qin5"	"tɕʰin45"		
"罄"	"罄"	"qin5"	"tɕʰin45"		
"卻"	"却"	"qio2"	"tɕʰio11"		
"榷"	"榷"	"qio2"	"tɕʰio11"		
"確"	"确"	"qio2"	"tɕʰio11"		
"缺"	"缺"	"qio2"	"tɕʰio11"	"老"	
"雀"	"雀"	"qio2"	"tɕʰio11"		
"鵲"	"鹊"	"qio2"	"tɕʰio11"		
"嚼"	"嚼"	"qio5"	"tɕʰio45"	"文读"	
"瓊"	"琼"	"qiong2"	"tɕʰioŋ11"		
"穹"	"穹"	"qiong2"	"tɕʰioŋ11"		
"窮"	"穷"	"qiong2"	"tɕʰioŋ11"		
"黥"	"黥"	"qiong2"	"tɕʰioŋ11"		
"丘"	"丘"	"qiu1"	"tɕʰiəu13"		
"秋"	"秋"	"qiu1"	"tɕʰiəu13"	"新"	
"蚯"	"蚯"	"qiu1"	"tɕʰiəu13"		
"邱"	"邱"	"qiu1"	"tɕʰiəu13"		
"鞦"	"秋"	"qiu1"	"tɕʰiəu13"	"新"	
"鰍"	"鳅"	"qiu1"	"tɕʰiəu13"	"新"	
"仇"	"仇"	"qiu2"	"tɕʰiəu11"		
"囚"	"囚"	"qiu2"	"tɕʰiəu11"		
"求"	"求"	"qiu2"	"tɕʰiəu11"		
"泅"	"泅"	"qiu2"	"tɕʰiəu11"		
"球"	"球"	"qiu2"	"tɕʰiəu11"		
"虯"	"虬"	"qiu2"	"tɕʰiəu11"		
"裘"	"裘"	"qiu2"	"tɕʰiəu11"		
"逑"	"逑"	"qiu2"	"tɕʰiəu11"		
"酋"	"酋"	"qiu2"	"tɕʰiəu11"		
"區"	"区"	"qu1"	"tɕʰy13"		
"吹"	"吹"	"qu1"	"tɕʰy13"		
"屈"	"屈"	"qu1"	"tɕʰy13"		
"嶇"	"岖"	"qu1"	"tɕʰy13"		
"曲"	"曲"	"qu1"	"tɕʰy13"		
"炊"	"炊"	"qu1"	"tɕʰy13"		
"疽"	"疽"	"qu1"	"tɕʰy13"		
"蛐"	"蛐"	"qu1"	"tɕʰy13"		
"趨"	"趋"	"qu1"	"tɕʰy13"	"新"	
"軀"	"躯"	"qu1"	"tɕʰy13"		
"驅"	"驱"	"qu1"	"tɕʰy13"		
"出"	"出"	"qu2"	"tɕʰy11"		
"垂"	"垂"	"qu2"	"tɕʰy11"		
"廚"	"厨"	"qu2"	"tɕʰy11"		
"捶"	"捶"	"qu2"	"tɕʰy11"		
"櫥"	"橱"	"qu2"	"tɕʰy11"		
"渠"	"渠"	"qu2"	"tɕʰy11"		
"滁"	"滁"	"qu2"	"tɕʰy11"		
"瞿"	"瞿"	"qu2"	"tɕʰy11"		
"衢"	"衢"	"qu2"	"tɕʰy11"		
"錘"	"锤"	"qu2"	"tɕʰy11"		
"除"	"除"	"qu2"	"tɕʰy11"		
"麴"	"曲"	"qu2"	"tɕʰy11"		
"黜"	"黜"	"qu2"	"tɕʰy11"		
"齣"	"出"	"qu2"	"tɕʰy11"		
"取"	"取"	"qu3"	"tɕʰy21"	"新"	
"娶"	"娶"	"qu3"	"tɕʰy21"	"新"	
"暑"	"暑"	"qu3"	"tɕʰy21"		
"處"	"处"	"qu3"	"tɕʰy21"		
"貯"	"贮"	"qu3"	"tɕʰy21"		
"鼠"	"鼠"	"qu3"	"tɕʰy21"		
"杵"	"杵"	"qu3"	"tɕʰy21"	"站立不动"	
"處"	"处"	"qu5"	"tɕʰy45"		
"趣"	"趣"	"qu5"	"tɕʰy45"		
"揣"	"揣"	"quai3"	"tɕʰyai21"		
"圈"	"圈"	"quan1"	"tɕʰuen13"		
"圈"	"圈"	"quan1"	"tɕʰuen13"		
"川"	"川"	"quan1"	"tɕʰuen13"		
"捲"	"卷"	"quan1"	"tɕʰuen13"		
"穿"	"穿"	"quan1"	"tɕʰuen13"		
"傳"	"传"	"quan2"	"tɕʰuen11"		
"全"	"全"	"quan2"	"tɕʰuen11"		
"拳"	"拳"	"quan2"	"tɕʰuen11"		
"拳"	"拴"	"quan2"	"tɕʰuen11"		
"捲"	"卷"	"quan2"	"tɕʰuen11"		
"權"	"权"	"quan2"	"tɕʰuen11"		
"泉"	"泉"	"quan2"	"tɕʰuen11"		
"痊"	"痊"	"quan2"	"tɕʰuen11"		
"船"	"船"	"quan2"	"tɕʰuen11"		
"蜷"	"蜷"	"quan2"	"tɕʰuen11"		
"醛"	"醛"	"quan2"	"tɕʰuen11"		
"顴"	"颧"	"quan2"	"tɕʰuen11"		
"喘"	"喘"	"quan3"	"tɕʰuen21"		
"犬"	"犬"	"quan3"	"tɕʰuen21"		
"串"	"串"	"quan5"	"tɕʰuen45"		
"券"	"券"	"quan5"	"tɕʰuen45"		
"勸"	"劝"	"quan5"	"tɕʰuen45"		
"篡"	"篡"	"quan5"	"tɕʰuen45"		
"床"	"床"	"quang2"	"tɕʰyaŋ11"		
"炔"	"炔"	"que2"	"tɕʰye11"		
"瘸"	"瘸"	"que2"	"tɕʰye11"		
"缺"	"缺"	"que2"	"tɕʰye11"	"新"	
"茄"	"茄"	"que2"	"tɕʰye11"		
"春"	"春"	"qun1"	"tɕʰyin13"		
"椿"	"椿"	"qun1"	"tɕʰyin13"		
"淳"	"淳"	"qun2"	"tɕʰyin11"		
"純"	"纯"	"qun2"	"tɕʰyin11"		
"群"	"群"	"qun2"	"tɕʰyin11"		
"脣"	"唇"	"qun2"	"tɕʰyin11"		
"裙"	"裙"	"qun2"	"tɕʰyin11"		
"醇"	"醇"	"qun2"	"tɕʰyin11"		
"鶉"	"鹑"	"qun2"	"tɕʰyin11"		
"蠢"	"蠢"	"qun3"	"tɕʰyin21"		
"沙"	"沙"	"sa1"	"sa13"		
"痧"	"痧"	"sa1"	"sa13"		
"砂"	"砂"	"sa1"	"sa13"		
"碴"	"碴"	"sa1"	"sa13"		
"紗"	"纱"	"sa1"	"sa13"		
"莎"	"莎"	"sa1"	"sa13"		
"莎"	"莎"	"sa1"	"sa13"		
"裟"	"裟"	"sa1"	"sa13"		
"鯊"	"鲨"	"sa1"	"sa13"		
"刷"	"刷"	"sa2"	"sa11"		
"刹"	"刹"	"sa2"	"sa11"		
"卅"	"卅"	"sa2"	"sa11"		
"啥"	"啥"	"sa2"	"sa11"		
"撒"	"撒"	"sa2"	"sa11"	"撒痞"	
"殺"	"杀"	"sa2"	"sa11"		
"煞"	"煞"	"sa2"	"sa11"		
"霎"	"霎"	"sa2"	"sa11"		
"傻"	"傻"	"sa3"	"sa21"	"文读"	
"灑"	"洒"	"sa3"	"sa21"		
"耍"	"耍"	"sa3"	"sa21"		
"薩"	"萨"	"sa5"	"sa45"		
"鎩"	"铩"	"sa5"	"sa45"		
"颯"	"飒"	"sa5"	"sa45"	"飒飒響"	
"摔"	"摔"	"sai1"	"sai13"		
"腮"	"腮"	"sai1"	"sai13"		
"衰"	"衰"	"sai1"	"sai13"		
"鰓"	"鳃"	"sai1"	"sai13"		
"甩"	"甩"	"sai3"	"sai21"		
"帥"	"帅"	"sai5"	"sai45"		
"帥"	"帅"	"sai5"	"sai45"		
"曬"	"晒"	"sai5"	"sai45"		
"曬"	"晒"	"sai5"	"sai45"		
"率"	"率"	"sai5"	"sai45"		
"蟀"	"蟀"	"sai5"	"sai45"		
"賽"	"赛"	"sai5"	"sai45"		
"三"	"三"	"san1"	"san13"		
"仨"	"仨"	"san1"	"san13"		
"叁"	"叁"	"san1"	"san13"		
"姍"	"姗"	"san1"	"san13"		
"山"	"山"	"san1"	"san13"		
"杉"	"杉"	"san1"	"san13"	"新"	
"潸"	"潸"	"san1"	"san13"		
"煽"	"煽"	"san1"	"san13"	"新"	
"珊"	"珊"	"san1"	"san13"		
"舢"	"舢"	"san1"	"san13"		
"苫"	"苫"	"san1"	"san13"	"新"	
"跚"	"跚"	"san1"	"san13"		
"傘"	"伞"	"san3"	"san21"		
"散"	"散"	"san3"	"san21"		
"閃"	"闪"	"san3"	"san21"	"新"	
"陝"	"陕"	"san3"	"san21"	"新"	
"善"	"善"	"san5"	"san45"	"新"	
"嬗"	"嬗"	"san5"	"san45"	"新"	
"扇"	"扇"	"san5"	"san45"	"新"	
"擅"	"擅"	"san5"	"san45"	"新"	
"散"	"散"	"san5"	"san45"		
"汕"	"汕"	"san5"	"san45"		
"繕"	"缮"	"san5"	"san45"	"新"	
"膳"	"膳"	"san5"	"san45"	"新"	
"訕"	"讪"	"san5"	"san45"		
"贍"	"赡"	"san5"	"san45"	"新"	
"鱔"	"鳝"	"san5"	"san45"	"新"	
"傷"	"伤"	"sang1"	"saŋ13"		
"商"	"商"	"sang1"	"saŋ13"		
"喪"	"丧"	"sang1"	"saŋ13"		
"孀"	"孀"	"sang1"	"saŋ13"	"ɕiang13"	
"桑"	"桑"	"sang1"	"saŋ13"		
"殤"	"殇"	"sang1"	"saŋ13"		
"湯"	"汤"	"sang1"	"saŋ13"		
"熵"	"熵"	"sang1"	"saŋ13"		
"瘍"	"疡"	"sang1"	"saŋ13"		
"箱"	"箱"	"sang1"	"saŋ13"		
"裳"	"裳"	"sang1"	"saŋ13"		
"觴"	"觞"	"sang1"	"saŋ13"		
"雙"	"双"	"sang1"	"saŋ13"		
"霜"	"霜"	"sang1"	"saŋ13"		
"償"	"偿"	"sang2"	"saŋ11"	"白读"	
"嘗"	"尝"	"sang2"	"saŋ11"	"白读"	
"嚐"	"尝"	"sang2"	"saŋ11"	"白读"	
"嫦"	"嫦"	"sang2"	"saŋ11"	"白读"	
"常"	"常"	"sang2"	"saŋ11"	"白读"	
"上"	"上"	"sang3"	"saŋ21"		
"嗓"	"嗓"	"sang3"	"saŋ21"		
"晌"	"晌"	"sang3"	"saŋ21"	"晌午"	
"爽"	"爽"	"sang3"	"saŋ21"		
"磉"	"磉"	"sang3"	"saŋ21"		
"賞"	"赏"	"sang3"	"saŋ21"		
"顙"	"颡"	"sang3"	"saŋ21"		
"上"	"上"	"sang5"	"saŋ45"		
"喪"	"丧"	"sang5"	"saŋ45"		
"尚"	"尚"	"sang5"	"saŋ45"		
"捎"	"捎"	"sao1"	"sau13"		
"搔"	"搔"	"sao1"	"sau13"		
"梢"	"梢"	"sao1"	"sau13"		
"燒"	"烧"	"sao1"	"sau13"		
"稍"	"稍"	"sao1"	"sau13"		
"臊"	"臊"	"sao1"	"sau13"	"害臊"	
"艄"	"艄"	"sao1"	"sau13"		
"騷"	"骚"	"sao1"	"sau13"		
"勺"	"勺"	"sao2"	"sau11"		
"韶"	"韶"	"sao2"	"sau11"		
"嫂"	"嫂"	"sao3"	"sau21"		
"少"	"少"	"sao3"	"sau21"		
"掃"	"扫"	"sao3"	"sau21"		
"哨"	"哨"	"sao5"	"sau45"		
"少"	"少"	"sao5"	"sau45"		
"掃"	"扫"	"sao5"	"sau45"		
"潲"	"潲"	"sao5"	"sau45"	"潲水"	
"紹"	"绍"	"sao5"	"sau45"		
"邵"	"邵"	"sao5"	"sau45"		
"佘"	"畲"	"se1"	"se13"		
"佘"	"畲"	"se1"	"se13"		
"奢"	"奢"	"se1"	"se13"		
"說"	"说"	"se1"	"se13"	"白读"	
"賒"	"赊"	"se1"	"se13"		
"嗇"	"啬"	"se2"	"se11"		
"塞"	"塞"	"se2"	"se11"		
"懾"	"慑"	"se2"	"se11"		
"折"	"折"	"se2"	"se11"		
"攝"	"摄"	"se2"	"se11"		
"涉"	"涉"	"se2"	"se11"		
"澀"	"涩"	"se2"	"se11"		
"瑟"	"瑟"	"se2"	"se11"		
"篩"	"筛"	"se2"	"se11"		
"舌"	"舌"	"se2"	"se11"		
"色"	"色"	"se2"	"se11"		
"蛇"	"蛇"	"se2"	"se11"		
"設"	"设"	"se2"	"se11"		
"銫"	"铯"	"se2"	"se11"		
"捨"	"舍"	"se3"	"se21"		
"猞"	"猞"	"se3"	"se21"		
"舍"	"舍"	"se3"	"se21"		
"射"	"射"	"se5"	"se45"		
"灄"	"滠"	"se5"	"se45"		
"社"	"社"	"se5"	"se45"		
"穡"	"穑"	"se5"	"se45"		
"赦"	"赦"	"se5"	"se45"		
"麝"	"麝"	"se5"	"se45"		
"先"	"先"	"seen1"	"sen13"	"老"	
"杉"	"杉"	"seen1"	"sen13"	"老"	
"煽"	"煽"	"seen1"	"sen13"	"老"	
"苫"	"苫"	"seen1"	"sen13"	"老"	
"衫"	"衫"	"seen1"	"sen13"	"老"	
"承"	"承"	"seen2"	"sen11"	"白读，承得住"	
"閃"	"闪"	"seen3"	"sen21"	"老"	
"陝"	"陕"	"seen3"	"sen21"	"老"	
"善"	"善"	"seen5"	"sen45"	"老"	
"嬗"	"嬗"	"seen5"	"sen45"	"老"	
"扇"	"扇"	"seen5"	"sen45"	"老"	
"擅"	"擅"	"seen5"	"sen45"	"老"	
"繕"	"缮"	"seen5"	"sen45"	"老"	
"膳"	"膳"	"seen5"	"sen45"	"老"	
"贍"	"赡"	"seen5"	"sen45"	"老"	
"鱔"	"鳝"	"seen5"	"sen45"	"老"	
"西"	"西"	"sei1"	"səi13"		
"雖"	"虽"	"sei1"	"səi13"		
"綏"	"绥"	"sei2"	"səi11"		
"誰"	"谁"	"sei2"	"səi11"		
"隋"	"隋"	"sei2"	"səi11"		
"隨"	"随"	"sei2"	"səi11"		
"髓"	"髓"	"sei2"	"səi11"		
"水"	"水"	"sei3"	"səi21"		
"歲"	"岁"	"sei5"	"səi45"		
"睡"	"睡"	"sei5"	"səi45"		
"碎"	"碎"	"sei5"	"səi45"		
"祟"	"祟"	"sei5"	"səi45"		
"稅"	"税"	"sei5"	"səi45"		
"細"	"细"	"sei5"	"səi45"		
"絮"	"絮"	"sei5"	"səi45"		
"遂"	"遂"	"sei5"	"səi45"		
"隧"	"隧"	"sei5"	"səi45"		
"伸"	"伸"	"sen1"	"sən13"		
"僧"	"僧"	"sen1"	"sən13"		
"勝"	"胜"	"sen1"	"sən13"		
"升"	"升"	"sen1"	"sən13"		
"呻"	"呻"	"sen1"	"sən13"		
"娠"	"娠"	"sen1"	"sən13"		
"孫"	"孙"	"sen1"	"sən13"		
"森"	"森"	"sen1"	"sən13"		
"深"	"深"	"sen1"	"sən13"		
"潸"	"潸"	"sen1"	"sən13"		
"牲"	"牲"	"sen1"	"sən13"		
"猻"	"狲"	"sen1"	"sən13"		
"生"	"生"	"sen1"	"sən13"		
"甥"	"甥"	"sen1"	"sən13"		
"申"	"申"	"sen1"	"sən13"		
"砷"	"砷"	"sen1"	"sən13"		
"笙"	"笙"	"sen1"	"sən13"		
"紳"	"绅"	"sen1"	"sən13"		
"聲"	"声"	"sen1"	"sən13"		
"身"	"身"	"sen1"	"sən13"		
"晨"	"晨"	"sen2"	"sən11"	"老"	
"澠"	"渑"	"sen2"	"sən11"		
"神"	"神"	"sen2"	"sən11"		
"繩"	"绳"	"sen2"	"sən11"		
"辰"	"辰"	"sen2"	"sən11"	"老"	
"吮"	"吮"	"sen3"	"sən21"		
"哂"	"哂"	"sen3"	"sən21"		
"嬸"	"婶"	"sen3"	"sən21"		
"審"	"审"	"sen3"	"sən21"		
"損"	"损"	"sen3"	"sən21"		
"沈"	"沈"	"sen3"	"sən21"		
"瀋"	"渖"	"sen3"	"sən21"		
"省"	"省"	"sen3"	"sən21"		
"筍"	"笋"	"sen3"	"sən21"		
"隼"	"隼"	"sen3"	"sən21"		
"乘"	"乘"	"sen5"	"sən45"		
"剩"	"剩"	"sen5"	"sən45"		
"勝"	"胜"	"sen5"	"sən45"		
"嵊"	"嵊"	"sen5"	"sən45"		
"晟"	"晟"	"sen5"	"sən45"		
"椹"	"椹"	"sen5"	"sən45"		
"滲"	"渗"	"sen5"	"sən45"		
"甚"	"甚"	"sen5"	"sən45"		
"盛"	"盛"	"sen5"	"sən45"		
"瞬"	"瞬"	"sen5"	"sən45"		
"聖"	"圣"	"sen5"	"sən45"		
"腎"	"肾"	"sen5"	"sən45"		
"蜃"	"蜃"	"sen5"	"sən45"		
"訕"	"讪"	"sen5"	"sən45"		
"順"	"顺"	"sen5"	"sən45"		
"生"	"生"	"sen5"	"sən45"	"生蛋"	
"夕"	"夕"	"si1"	"si13"	"老"	
"汐"	"汐"	"si1"	"si13"	"老"	
"席"	"席"	"si2"	"si11"	"老"	
"惜"	"惜"	"si2"	"si11"	"老"	
"昔"	"昔"	"si2"	"si11"	"老"	
"晰"	"晰"	"si2"	"si11"	"老"	
"析"	"析"	"si2"	"si11"	"老"	
"矽"	"硅"	"si2"	"si11"	"老"	
"習"	"习"	"si2"	"si11"	"老"	
"蓆"	"席"	"si2"	"si11"	"老"	
"襲"	"袭"	"si2"	"si11"	"老"	
"識"	"识"	"si2"	"sɿ11"		
"錫"	"锡"	"si2"	"si11"	"老"	
"仙"	"仙"	"sian1"	"sien13"	"老"	
"纖"	"纤"	"sian1"	"sien13"	"老"	
"鮮"	"鲜"	"sian1"	"sien13"	"老"	
"涎"	"涎"	"sian2"	"sien11"		
"鮮"	"鲜"	"sian3"	"sien21"	"老"	
"線"	"线"	"sian5"	"sien45"	"老"	
"羨"	"羡"	"sian5"	"sien45"	"老"	
"腺"	"腺"	"sian5"	"sien45"	"老"	
"廂"	"厢"	"siang1"	"siang13"	"老"	
"湘"	"湘"	"siang1"	"siang13"	"老"	
"相"	"相"	"siang1"	"siang13"	"老"	
"襄"	"襄"	"siang1"	"siang13"	"老"	
"鑲"	"镶"	"siang1"	"siang13"	"老"	
