使用綠色的								#客	#客	#闽南		藍色是鸡老师抄的									
id	注释	单字	番禺市桥	天河石牌	花都炭步	从化吕田	增城荔城	花都梯面	白云太和	南沙东涌		番禺市橋	天河石牌	花都文崗	從化獅象	增城荔城	白雲人和	黃埔蘿崗	南沙黃閣		issame
1303	～树	松	tʃʰoŋ31	tʃʰoŋ21	tʃʰoŋ21	tʰoŋ22	tʃʰeŋ21	tsʰoŋ21	tsʰioŋ22	siɔŋ55											
1304	歌～	頌	tʃoŋ22	tʃoŋ31	tʃoŋ32	tʃoŋ31	tʃeŋ31	soŋ55	sioŋ51	tsɔŋ35											
1305	风～	俗	tʃok2	tʃok2	tʃok2	tʃok2	tʃok2	tsʰok5	siok21	siɔk5		tʃok22	tʃok22	tʃok22	tʃok22	tʃok22	tʃok22	tʃok22	tʃok31		番禺, 天河, 花都, 从化, 增城
1306	两点～，闹～	鐘	tʃoŋ55	tʃoŋ55	tʃoŋ55	tʃoŋ35	tʃeŋ55	tsoŋ34	ʧoŋ33	tseŋ33											
1307	～类，树～[名，量]	種	tʃoŋ35	tʃoŋ25	tʃoŋ25	tʃoŋ35	tʃeŋ35	tsoŋ42	ʧoŋ31	tseŋ51											
1308	～田[动]	種	tʃoŋ33	tʃoŋ33	tʃoŋ25	tʃoŋ33	tʃeŋ35	tsoŋ55	ʧoŋ51	tseŋ12											
1309	接～，～犯	觸	tʃʰok5	tʃʰok5	tʃok5	tʃʰok5	tʃʰok5	tsok32	tʃʲok5	tsʰɔk5											
1310	结～	束	tʃʰok5	tʃʰok5	tʃʰok5	tʃʰok5		tsʰok32	ʧʰok21	tsʰɔk5											
1311	～于，家～	屬	ʃok2	ʃok2	ʃok2	ʃok2	ʃok2	sok5	ʃok5	sɔk5											
1312	～固	鞏	koŋ35	koŋ25	hoŋ25	koŋ35	keŋ35	koŋ42	koŋ31	kiɔŋ51											
1313	一～，～同	共	koŋ22	koŋ31	koŋ32	koŋ31	keŋ31	kʰioŋ55	kʰioŋ51	kaŋ35		koŋ22	koŋ31	koŋ32	koŋ31	keŋ31	koŋ31	koŋ41	koŋ31		1
1314	～部，公安～	局	kok2	kok2	kok2	kok2	kok2	kʰiok5	kʰiok5	kek5		kok22	kok22	kok22	kok22	kok22	kok22	kok22	kok31		番禺, 天河, 花都, 从化, 增城
1315	白～	玉	jok2	jok2	jok2	zok2	jok2	ɡiok5	ŋiok5	ŋek5		jok22	jok22	jok22	zok22	jok22	jok22	jok22	jok31		番禺, 天河, 花都, 从化, 增城
1316	～易，宽～	容	joŋ31	joŋ21	joŋ21	zoŋ22	jeŋ21	jioŋ21	ioŋ22	iɔŋ55											
1317	～敢	勇	joŋ13	joŋ34	joŋ34	zoŋ31	jeŋ35	jioŋ42	ioŋ31	iɔŋ51											
1318	～处	用	joŋ22	joŋ22	joŋ32	zoŋ31	jeŋ31	jioŋ55	ioŋ51	eŋ22		joŋ22	joŋ22	joŋ32	zoŋ31	jeŋ31	joŋ31	joŋ41	joŋ31		1
1319	～望，贪～	慾	jok2	jok2	jok2	zok2	jok2	kok32	iok5	iɔk5											
1320	～康	健	kin22	kin31	kin32	kiɛn31	kœŋ31	kian55	kʰian51	kiaŋ35		kin22	kin31	kin32	kiɛn31	kœŋ31	kiɛn31	kin41	kiŋ31		1
