"字頭"	"聲紐"	"呼"	"等"	"韻部"	"聲調"	"組"	"攝"	"聲母"	"韻母"	"聲調"	"備註"		"部首"	"單字筆畫"	"部首外筆畫"	"注音"	"解釋"	
"謙"	"溪"	"開"	"四"	"添"	"平"	"見"	"咸"	"j"	"im"	1		1	"言"	"17"	"10"	"ㄑㄧㄢ"	"不自滿。如：「謙和」、「謙沖」、「謙虛」、「謙讓」、「謙謙君子」。_x000D_
"	
"篙"	"見"	"開"	"一"	"豪"	"平"	"見"	"效"	"g"	"eou"	1			"竹"	"16"	"10"	"ㄍㄠ"	"用來撐船前進的長竿。如：「你划槳，我撐篙。」_x000D_
"	
"遣"	"溪"	"開"	"三"	"仙A"	"上"	"見"	"山"	"j"	"in"	2			"辵"	"14"	"10"	"ㄑㄧㄢˇ"	"(1)差使、派發。如：「派遣」、「特遣」、「遣兵」、「遣送」。(2)排解。如：「排遣」、「消遣」、「遣悶」。(3)安置、運用。如：「遣詞造句」。_x000D_
"	
"糕"	"見"	"開"	"一"	"豪"	"平"	"見"	"效"	"g"	"eou"	1			"米"	"16"	"10"	"ㄍㄠ"	"(1)用米粉或麵粉蒸烤而成的點心。如：「米糕」、「蛋糕」、「年糕」、「綠豆糕」。(2)糟糕：不好、壞了，表示事情出了差錯。如：「糟糕！我把重要的事給忘了。」_x000D_
"	
"搞"	"見"	"開"	"二"	"肴"	"上"	"見"	"效"	"g"	"ou"	2			"手"	"13"	"10"	"ㄍㄠˇ"	"(1)弄。如：「亂搞」、「搞砸」、「胡搞」、「搞清楚」。(2)做、從事。如：「搞社團」、「搞公司」。_x000D_
"	
"稿"	"見"	"開"	"一"	"豪"	"上"	"見"	"效"	"g"	"eou"	2			"禾"	"15"	"10"	"ㄍㄠˇ"	"(1)指文章或圖畫的底本。如：「草稿」、「畫稿」、「手稿」、「底稿」。(2)文章。如：「稿件」、「稿費」、「投稿」。(3)事先考慮的計劃。如：「腹稿」。_x000D_
"	
"告"	"見"	"開"	"一"	"豪"	"去"	"見"	"效"	"g"	"eou"	3			"口"	"07	"	"04	"	"ㄍㄠˋ"	"(1)訴說、對人說。如：「報告」、「你趕快告訴大家實情。」(2)起訴、控告。如：「告發」、「原告」、「被告」、「告狀」。(3)請求。如：「告假」、「告饒」、「告辭」、「告退」。(4)表明。如：「自告奮勇」。(5)宣布，或表示狀況的出現。如：「告示」、「公告」、「告急」、「告捷」、「大功告成」。(6)規勸。如：「忠告」。
"	
"哥"	"見"	"開"	"一"	"歌"	"平"	"見"	"果"	"g"	"eo"	1			"口"	"10"	"07	"	"ㄍㄜ"	"(1)兄長。如：「哥哥」、「大哥」。(2)對男性同輩的稱呼。如：「老哥」、「小哥」。_x000D_
"	
"胳"	"見"	"開"	"一"	"唐"	"入"	"見"	"宕"	"g"	"ok"	8			"肉"	"10"	"06	"	"ㄍㄜ"	"(1)腋下，肩膀與手臂交接處底下的部位。如：「胳肢窩」。(2)胳臂：肩膀以下、手腕以上的部位。如：「一雙胳臂強而有力。」_x000D_
"	
"割"	"見"	"開"	"一"	"寒"	"入"	"見"	"山"	"g"	"ot"	8			"刀"	"12"	"10"	"ㄍㄜ"	"(1)用刀切斷。如：「割草」、「割稻」、「切割」。(2)分開、劃分。如：「割讓」、「割據」、「割愛」。_x000D_
"	
"歌"	"見"	"開"	"一"	"歌"	"平"	"見"	"果"	"g"	"eo"	1			"欠"	"14"	"10"	"ㄍㄜ"	"(1)有詞的曲子。如：「歌曲」、「歌詞」、「歌謠」、「兒歌」、「流行歌」。(2)唱。如：「歌唱」、「高歌一曲」。(3)頌揚。如：「歌頌」、「歌功頌德」。_x000D_
"	
"擱"	"見"	"開"	"一"	"唐"	"入"	"見"	"宕"	"g"	"ok"	8			"手"	"17"	"14"	"ㄍㄜ"	"(1)放置。如：「擱置」、「擱在桌上」。(2)停留、延緩。如：「延擱」、「耽擱」、「擱下」。(3)加入。如：「多擱點兒糖」。_x000D_
"	
"鴿"	"見"	"開"	"一"	"覃"	"入"	"見"	"咸"	"g"	"op"	8			"鳥"	"17"	"06	"	"ㄍㄜ"	"一種鳥類。俗稱為「鴿子」，種類多，記憶力極強，善飛翔，經訓練可用以傳書信。_x000D_
"	
"殃"	"影"	"開"	"三"	"陽"	"平"	"影"	"宕"	"j"	"aa"	1		1	"歹"	"09	"	"05	"	"ㄧㄤ"	"(1)災難、禍害。如：「遭殃」、「災殃」、「池魚之殃」。(2)傷害、殘害。如：「禍國殃民」。_x000D_
"	
"秧"	"影"	"開"	"三"	"陽"	"平"	"影"	"宕"	"j"	"aa"	1		1	"禾"	"10"	"05	"	"ㄧㄤ"	"(1)稻苗。如：「稻秧」、「插秧」、「秧田」、「秧苗」。(2)泛稱一般植物的幼苗。如：「樹秧」、「花秧」、「菜秧」。(3)初生的動物。如：「魚秧」、「豬秧」。_x000D_
"	
"鴦"	"影"	"開"	"三"	"陽"	"平"	"影"	"宕"	"j"	"aa"	1		1	"鳥"	"16"	"05	"	"ㄧㄤ"	"鴛鴦：A>鳥名。體形較鴨小。雄的叫「鴛」，羽毛美麗，頭部有紫黑色的羽冠，翼的上部為黃褐色；雌的叫「鴦」，全身為蒼褐色。如：「鴛鴦戲水」。B>比喻夫婦或男女戀人。如：「同命鴛鴦」。C>搭配成雙的。如：「鴛鴦鍋」、「鴛鴦劍」、「鴛鴦枕」。_x000D_
"	
"閤"	"見"	"開"	"一"	"覃"	"入"	"見"	"咸"	"g"	"op"	8			"門"	"14"	"06	"	"ㄍㄜˊ
ㄏㄜˊ"	"1.樓房。通「閣」。如：「閤樓」、「閨閤」。2.(1)閉。通「合」、「闔」。如：「閤眼」。(2)總、全部。通「闔」。如：「閤府」、「閤第光臨」。
"	
"閣"	"見"	"開"	"一"	"唐"	"入"	"見"	"宕"	"g"	"ok"	8			"門"	"14"	"06	"	"ㄍㄜˊ"	"(1)形狀像樓房的建築。如：「高閣」、「閣樓」、「亭臺樓閣」。(2)藏書的房間。如：「藏經閣」、「文淵閣」。(3)女子的房間。如：「繡閣」、「閨閣」。(4)出閣：指女子出嫁。如：「大姊昨天出閣，家裡很熱鬧。」(5)內閣：總稱行政院所屬的各部會組織。_x000D_
"	
"葛"	"見"	"開"	"一"	"寒"	"入"	"見"	"山"	"g"	"ot"	8			"艸"	"13"	"09	"	"ㄍㄜˊ
ㄍㄜˇ"	"1.多年生草本植物。莖細長，複葉闊大，花紫赤色。莖可編籃，纖維可織布及造紙，根可提煉澱粉及入藥。2.姓。_x000D_
"	
"各"	"見"	"開"	"一"	"唐"	"入"	"見"	"宕"	"g"	"ok"	8			"口"	"06	"	"03	"	"ㄍㄜˋ
ㄍㄜˇ"	"1.每個。如：「各處」、「各別」、「各位」、「各行各業」、「各不相干」、「各有千秋」、「各奔前程」。2.自各兒：每個人、自己。或作「自個兒」。如：「自各兒的東西要看好，可別弄丟了！」。
"	
"個"	"見"	"開"	"一"	"歌"	"去"	"見"	"果"	"g"	"eo"	3			"人"	"10"	"08	"	"ㄍㄜˋ
ㄍㄜˇ"	"1.(1)單一、各別的。如：「個人」、「個性」、「個體」、「個別」。(2)此、這個。如：「個中滋味」、「個中好手」。(3)個子、個兒：物體的高矮或大小。如：「大個子」、「小個兒」。(4)量詞。用於計算單獨的人或物的單位。如：「兩個饅頭」、「一個理想」。2.自個兒：自己一個人。如：「你去不去？你不去我自個兒去。」_x000D_
"	
"根"	"見"	"開"	"一"	"痕"	"平"	"見"	"臻"	"g"	"an"	1			"木"	"10"	"06	"	"ㄍㄣ"	"(1)植物莖幹伸入土中吸收養分的部分。如：「樹根」、「草根」。(2)物體的底部。如：「牆根」、「舌根」、「牙根」。(3)事情的原由、本源。如：「禍根」、「病根」。(4)事物的存底。如：「票根」、「存根」。(5)作為依據。如：「根據」。(6)澈底。如：「根絕」、「根治」、「根除」。(7)數學上稱方程式中未知數的值或解為「根」。(8)量詞。用於計算細長形物體的單位。如：「一根棍子」、「三根筷子」。_x000D_
"	
"跟"	"見"	"開"	"一"	"痕"	"平"	"見"	"臻"	"g"	"an"	1			"足"	"13"	"06	"	"ㄍㄣ"	"(1)足的後部。如：「足跟」、「腳後跟」。(2)鞋子的後部。如：「鞋跟」。(3)隨行、尾隨。如：「跟從」、「跟隨」、「你先走，我跟在你後面。」(4)和、與。如：「我跟他一道去。」、「我跟他是大學同學。」(5)對、向。如：「我跟他說過了。」_x000D_
"	
"約"	"影"	"開"	"三"	"藥"	"入"	"影"	"宕"	"j"	"aa"	2		1	"糸"	"09	"	"03	"	"ㄩㄝ"	"(1)限制、拘束。如：「約束」、「約法」。(2)邀請。如：「邀約」、「約請」。(3)雙方事先說定的。如：「約定」、「約會」。(4)預先說定共同遵守的事。如：「合約」、「條約」。(5)大略、大概。如：「約計」、「約略」、「約莫」、「大約」。(6)不明顯的。如：「隱約」。(7)節省。如：「節約」、「儉約」。(8)柔弱、美好的。如：「婉約」。_x000D_
"	
"仰"	"疑"	"開"	"三"	"陽"	"上"	"見"	"宕"	"nj"	"aa"	5			"人"	"06	"	"04	"	"ㄧㄤˇ"	"(1)臉向上。如：「仰泳」、「仰天長嘯」、「人仰馬翻」。(2)崇敬。如：「仰慕」、「景仰」、「信仰」、「敬仰」、「久仰大名」。(3)依賴。如：「仰賴」、「仰仗」、「仰人鼻息」。
"	
"詳"	"邪"	"開"	"三"	"陽"	"平"	"精"	"宕"	"d"	"aa"	4			"言"	"13"	"06	"	"ㄒㄧㄤˊ"	"(1)完備、仔細。如：「詳細」、「詳備」、「詳實」、「詳盡」。(2)明白、知道。如：「姓名不詳」。(3)細述、陳述。如：「內詳」。(4)從容、莊重。如：「安詳」。_x000D_
"	
"耿"	"見"	"開"	"二"	"耕"	"上"	"見"	"梗"	"g"	"ang"	2		1	"耳"	"10"	"04	"	"ㄍㄥˇ"	"(1)正直不阿的。如：「耿介」、「耿直」。(2)耿耿：A>光明的樣子。如：「耿耿星河」。B>忠誠的樣子。如：「忠心耿耿」。C>心中有牽掛的樣子。如：「耿耿於懷」。_x000D_
"	
"哽"	"見"	"開"	"二"	"庚"	"上"	"見"	"梗"	"g"	"ong"	2			"口"	"10"	"07	"	"ㄍㄥˇ"	"喉嚨塞住，發不出聲音來。如：「哽咽」、「哽塞」。_x000D_
"	
"鑲"	"心"	"開"	"三"	"陽"	"平"	"精"	"宕"	"sl"	"aa"	1			"金"	"25"	"17"	"ㄒㄧㄤ"	"把東西嵌入、配置在另一物體的中間或邊緣。如：「鑲牙」、「鑲邊」、「鑲框」、「金鑲玉嵌」。_x000D_
"	
"躍"	"以"	"開"	"三"	"陽"	"入"	"以"	"宕"	"nj"	"aa"	6		1	"足"	"21"	"14"	"ㄩㄝˋ"	"(1)跳。如：「跳躍」、「躍升」、「躍出」、「一躍而起」、「雀躍不已」。(2)奔馳。如：「躍馬中原」。(3)躍躍：A>心情激動的樣子。如：「躍躍欲試」。B>高興的樣子。如：「躍躍以喜」。(4)躍然紙上：形容描述得非常生動逼真。如：「所有人物都刻劃得栩栩如生，躍然紙上。」_x000D_
"	
"工"	"見"	"開"	"一"	"東"	"平"	"見"	"通"	"g"	"ung"	1			"工"	"03	"	"00	"	"ㄍㄨㄥ"	"(1)從事勞務的人。如：「工人」、「勞工」、「長工」、「礦工」。(2)有專門技術的人。如：「技工」、「工匠」、「木工」、「鐵工」。(3)工作。如：「上工」、「加工」、「怠工」、「完工」。(4)技巧。如：「唱工」、「雕工」、「手工」、「巧奪天工」。(5)大規模、有計畫的建設。如：「工程」、「施工」、「竣工」。(6)精細的。如：「工巧」、「工筆」、「工整」。(7)擅長。如：「工於心計」。_x000D_
"	
"弓"	"見"	"開"	"三"	"東"	"平"	"見"	"通"	"g"	"ung"	1			"弓"	"03	"	"00	"	"ㄍㄨㄥ"	"(1)發射箭或彈丸的器具。如：「弓箭」、「彈弓」、「十字弓」。(2)彎曲。如：「弓腰」。
"	
"公"	"見"	"開"	"一"	"東"	"平"	"見"	"通"	"g"	"ung"	1			"八"	"04	"	"02	"	"ㄍㄨㄥ"	"(1)不自私的。如：「公平」、「公正」、「公道」。(2)大眾的。如：「公物」、「公海」、「公筷母匙」、「公眾人物」、「公共安全」、「北大西洋公約」。(3)國家的、政府的。如：「公營」、「公家機關」、「公務人員」、「公費留學」。(4)明白的讓大眾知道。如：「公開」、「公告」、「公布」、「公諸於世」。(5)大眾的事務。如：「公事」、「辦公」、「公私分明」、「因公忘私」、「假公濟私」。(6)古代公、侯、伯、子、男五等爵的第一位。(7)稱謂：A>祖父。如：「外公」。B>丈夫的父親。如：「公婆」。C>尊稱年老或有地位的人。如：「李公」、「趙公」。(8)屬雄性動物的。如：「公雞」、「公牛」。(9)公制度量衡的名稱。如：「公斤」、「公尺」、「公升」。
"	
"功"	"見"	"開"	"一"	"東"	"平"	"見"	"通"	"g"	"ung"	1			"力"	"05	"	"03	"	"ㄍㄨㄥ"	"(1)功勞、功績。如：「記功」、「功臣」、「豐功偉業」、「歌功頌德」、「勞苦功高」、「功不可沒」、「好大喜功」、「小兵立大功」。(2)成效。如：「成功」、「功效」、「事半功倍」、「徒勞無功」。(3)為完成某事，所投注的心力。如：「用功」、「下苦功」。(4)事業。如：「事功」、「功業」、「功成名就」、「功敗垂成」。(5)功夫：A>武術。如：「功夫演員」、「功夫皇帝」、「中國功夫」。（音讀為ㄍㄨㄥ　ㄈㄨ。）B>空閒、時間。如：「有話快說，我可沒功夫陪你！」、「不到一會兒功夫，他就把試題寫完了。」或作「工夫」。（音讀為ㄍㄨㄥ　˙ㄈㄨ。）C>努力的程度。如：「他費了很大的功夫才把電腦學好。」或作「工夫」。（音讀為ㄍㄨㄥ　˙ㄈㄨ。）
"	
"攻"	"見"	"開"	"一"	"東"	"平"	"見"	"通"	"g"	"ung"	1			"攴"	"07	"	"03	"	"ㄍㄨㄥ"	"(1)進擊。如：「攻打」、「進攻」、「攻擊」、「圍攻」、「攻守俱佳」。(2)研習、研究。如：「攻讀」、「聞道有先後，術業有專攻。」(3)指責。如：「群起攻之」。_x000D_
"	
"恭"	"見"	"開"	"三"	"鍾"	"平"	"見"	"通"	"g"	"ung"	1			"心"	"10"	"06	"	"ㄍㄨㄥ"	"(1)態度敬慎、謙和有禮。如：「恭敬」、「恭讀」、「恭順」、「恭迎大駕」。(2)祝賀。如：「恭喜」、「恭賀」。(3)大小便。如：「出恭」。_x000D_
"	
"蚣"	"見"	"開"	"一"	"東"	"平"	"見"	"通"	"g"	"ung"	1			"虫"	"10"	"04	"	"ㄍㄨㄥ"	"蜈蚣：節肢爬蟲動物。身體扁而長，全身有許多環節，每一節有一對腳。最小的蜈蚣僅一公分長，十三對腳；最大的可近三十公分，有一百七十七對腳。口器的兩邊各有一隻又黑又尖的毒鉤，可分泌毒液麻痺獵物。最後的一對腳特別長，有如尾巴。常棲息於朽木或石縫下捕食昆蟲。_x000D_
"	
"躬"	"見"	"開"	"三"	"東"	"平"	"見"	"通"	"g"	"ung"	1			"身"	"10"	"03	"	"ㄍㄨㄥ"	"(1)身體。如：「鞠躬」、「政躬康泰」。(2)親自。如：「事必躬親」、「躬行實踐」。_x000D_
"	
"宮"	"見"	"開"	"三"	"東"	"平"	"見"	"通"	"g"	"ung"	1			"宀"	"10"	"07	"	"ㄍㄨㄥ"	"(1)古代稱帝王居住的房屋。如：「皇宮」、「宮殿」、「宮廷」。(2)供奉神明的建築物。如：「行天宮」、「指南宮」、「朝天宮」、「天后宮」。(3)古代五音之一。與商、角、徵、羽合稱為「五音」。(4)宮刑：古代割掉男、女生殖器官的一種刑罰。_x000D_
"	
"拱"	"見"	"開"	"三"	"鍾"	"上"	"見"	"通"	"g"	"ung"	2			"手"	"09	"	"06	"	"ㄍㄨㄥˇ"	"(1)雙手合握而行禮。如：「拱手」。(2)圍繞。如：「眾星拱月」。(3)彎曲如半圓形的。如：「拱門」、「拱橋」。(4)強迫推舉。如：「他被大家拱出來擔任班長。」
"	
"鞏"	"見"	"開"	"三"	"鍾"	"上"	"見"	"通"	"g"	"ung"	2			"革"	"15"	"06	"	"ㄍㄨㄥˇ"	"牢固，使堅固。如：「鞏固」。_x000D_
"	
"供"	"見"	"開"	"三"	"鍾"	"平"	"見"	"通"	"g"	"ung"	1	"～應"		"人"	"08	"	"06	"	"ㄍㄨㄥ
ㄍㄨㄥˋ"	"1.(1)給。如：「供給」、「提供」、「供應」、「供需失調」、「供過於求」。(2)犯案者答覆法官審訊時所陳述的事實。如：「招供」、「口供」、「供狀」、「供詞」。2.(1)對神明奉獻。如：「供奉」、「供神」。(2)奉獻給神明的東西。如：「上供」、「供品」。_x000D_
"	
"供"	"見"	"開"	"三"	"鍾"	"去"	"見"	"通"	"g"	"ung"	3	"～養"							
"貢"	"見"	"開"	"一"	"東"	"去"	"見"	"通"	"g"	"ung"	3			"貝"	"10"	"03	"	"ㄍㄨㄥˋ"	"(1)古代指臣屬向君王的奉獻。如：「進貢」、「貢品」、「貢物」。(2)貢獻：將力量或財物獻出。如：「我們要將所學貢獻給國家社會。」_x000D_
"	
"鉤"	"見"	"開"	"一"	"侯"	"平"	"見"	"流"	"g"	"au"	1	"文讀"							
"溝"	"見"	"開"	"一"	"侯"	"平"	"見"	"流"	"g"	"au"	1			"水"	"13"	"10"	"ㄍㄡ"	"(1)小水道。如：「溝壑」、「陰溝」、「水溝」。(2)疏通。如：「溝通」。_x000D_
"	
"苟"	"見"	"開"	"一"	"侯"	"上"	"見"	"流"	"g"	"au"	2			"艸"	"09	"	"05	"	"ㄍㄡˇ"	"(1)隨便、草率。如：「一絲不苟」、「不苟言笑」、「不敢苟同」。(2)姑且、暫且。如：「苟安」、「苟全」、「苟活」、「苟延殘喘」。(3)假如。如：「苟非其人」、「苟若有之」。(4)苟且：A>只顧眼前，得過且過。如：「苟且偷生」。B>胡亂之事。如：「男女苟且」。C>敷衍了事。如：「因循苟且」。_x000D_
"	
"狗"	"見"	"開"	"一"	"侯"	"上"	"見"	"流"	"g"	"au"	2			"犬"	"08	"	"05	"	"ㄍㄡˇ"	"(1)一種哺乳類家畜。聽覺、嗅覺都很靈敏，會看門。種類眾多。如：「看門狗」。(2)罵人的話。比喻沒主見、受人利用或幫人作惡的人。如：「走狗」、「狗腿子」、「看門狗」、「狗仗人勢」。_x000D_
"	
"枸"	"見"	"開"	"一"	"侯"	"平"	"見"	"流"	"g"	"au"	2			"木"	"09	"	"05	"	"ㄍㄡˇ"	"枸杞：落葉灌木。葉為長橢圓形，花淡紫色。果實為長橢圓形的紅色漿果，味道甘甜，可以做藥，有明目、滋補的功能。根皮、枝葉也可以做藥，有解熱、消炎的功能。如：「姊姊常將枸杞子沖熱水喝，以保養眼睛。」_x000D_
"	
"垢"	"見"	"開"	"一"	"侯"	"上"	"見"	"流"	"g"	"ou"	2			"土"	"09	"	"06	"	"ㄍㄡˋ"	"(1)汙髒的東西。如：「油垢」、「齒垢」、「汙垢」、「塵垢」、「藏汙納垢」。(2)恥辱。如：「含垢偷生」。(3)不乾淨的。如：「蓬頭垢面」。_x000D_
"	
"搆"	"見"	"開"	"一"	"侯"	"去"	"見"	"流"	"g"	"au"	3			"手"	"13"	"10"	"ㄍㄡˋ"	"(1)觸及。如：「搆不著」。(2)搭建。如：「搆木為巢」。_x000D_
"	
"構"	"見"	"開"	"一"	"侯"	"去"	"見"	"流"	"g"	"au"	3			"木"	"14"	"10"	"ㄍㄡˋ"	"(1)組織。如：「架構」、「機構」、「結構」。(2)設想、規劃。如：「構思」、「虛構」、「構想」。(3)結成、造成。如：「構怨」。(4)作品。如：「佳構」。(5)搭蓋、建造。如：「構築」、「構屋結舍」。_x000D_
"	
"購"	"見"	"開"	"一"	"侯"	"去"	"見"	"流"	"g"	"au"	3			"貝"	"17"	"10"	"ㄍㄡˋ"	"採買。如：「採購」、「郵購」、「購買」、「購物中心」。_x000D_
"	
"數"	"生"	"合"	"三"	"虞"	"去"	"莊"	"遇"	"s"	"u"	3	"名詞"							
"估"	"見"	"開"	"一"	"模"	"上"	"見"	"遇"	"g"	"u"	2		1	"人"	"07	"	"05	"	"ㄍㄨ
ㄍㄨˋ"	"1.衡量、推算。如：「估計」、「低估」、「估價」、「估量」、「評估」。2.估衣：待出售的舊衣服。_x000D_
"	
