	單字	合水(調類)	合水(調值)	注释
4661	湯	tʰuɔŋ1	tʰuɔŋ⁴⁵	
4662	向	hiɛŋ3	hiɛŋ³³	
4663	爍	lɪk7	lɪk⁴⁵	
4664	餉	hiɛŋ2	hiɛŋ³²³	
4665	商	siɛŋ1	siɛŋ⁴⁵	
4666	傷	siɛŋ1	siɛŋ⁴⁵	
4667	賞	siɛŋ2	siɛŋ³²³	
4668	孀	suɔŋ1	suɔŋ⁴⁵	
4669	霜	suɔŋ1	suɔŋ⁴⁵	
4670	爽	suɔŋ2	suɔŋ³²³	
4671	若	jiɛk9	jiɛk⁵²	假若
4672	攘	ȵiɛŋ5	ȵiɛŋ³¹²	攘除
4673	壤	ȵiɛŋ4	ȵiɛŋ³¹	
4674	讓	ȵiɛŋ6	ȵiɛŋ⁵²	
4675	箬			
4676	弱	ȵiɛk9	ȵiɛk⁵²	
4677	瓤	niɛŋ4	niɛŋ³¹	
4678	鑲	ɬiɛŋ1	ɬiɛŋ⁴⁵	
4679	強	kiɛŋ4	kiɛŋ³¹	強壯
4680	狂	kʰiɛŋ4	kʰiɛŋ³¹	
4681	搶	ʦʰiɛŋ2	ʦʰiɛŋ³²³	
4682	鏘	ʦʰiɛŋ1	ʦʰiɛŋ⁴⁵	
4683	槍	ʦʰiɛŋ1	ʦʰiɛŋ⁴⁵	
4684	鵲	ʦiɛk8	ʦiɛk³	
4685	彷	fuɔŋ2	fuɔŋ³²³	仿佛
4686	妨	fuɔŋ4	fuɔŋ³¹	
4687	芳	fuɔŋ1	fuɔŋ⁴⁵	
4688	仿	fuɔŋ2	fuɔŋ³²³	
4689	紡	fuɔŋ2	fuɔŋ³²³	
4690	訪	fuɔŋ2	fuɔŋ³²³	
4691	釀	ȵiɛŋ6	ȵiɛŋ⁵²	
4692	娘	niɛŋ4	niɛŋ³¹	
4693	亡	muɔŋ4	muɔŋ³¹	
4694	望	muɔŋ6	muɔŋ⁵²	
4695	芒	muɔŋ4	muɔŋ³¹	光芒
4696	惘	muɔŋ5	muɔŋ³¹²	
4697	網	muɔŋ5	muɔŋ³¹²	
4698	妄	muɔŋ4	muɔŋ³¹	
4699	忘	muɔŋ4	muɔŋ³¹	
4700	輞			
4701	糧	liɛŋ4	liɛŋ³¹	
4702	量	liɛŋ4	liɛŋ³¹	測量
4703	量	liɛŋ6	liɛŋ⁵²	重量
4704	蜋	luɔŋ4	luɔŋ³¹	
4705	粱	liɛŋ4	liɛŋ³¹	
4706	良	liɛŋ4	liɛŋ³¹	
4707	涼	liɛŋ4	liɛŋ³¹	
4708	梁	liɛŋ4	liɛŋ³¹	
4709	兩	niɛŋ5	niɛŋ³¹²	兩個
4710	兩	liɛŋ2	liɛŋ³²³	十兩
4711	亮	liɛŋ6	liɛŋ⁵²	
4712	掠	liɛk9	liɛk⁵²	
4713	諒	liɛŋ6	liɛŋ⁵²	
4714	略	liɛk9	liɛk⁵²	
4715	踉			
4716	蔣	ʦiɛŋ2	ʦiɛŋ³²³	
4717	將	ʦiɛŋ1	ʦiɛŋ⁴⁵	將來
4718	將	ʦiɛŋ3	ʦiɛŋ³³	將領
4719	漿	ʦiɛŋ1	ʦiɛŋ⁴⁵	
4720	獎	ʦiɛŋ2	ʦiɛŋ³²³	
4721	槳	ʦiɛŋ2	ʦiɛŋ³²³	
4722	醬	ʦiɛŋ3	ʦiɛŋ³³	
4723	雀	ʦʰiɛk8	ʦʰiɛk³	
4724	爵	ʦiɛk8	ʦiɛk³	
4725	疆	kiɛŋ1	kiɛŋ⁴⁵	
4726	薑	kiɛŋ1	kiɛŋ⁴⁵	
4727	韁	kiɛŋ1	kiɛŋ⁴⁵	
4728	僵	kiɛŋ1	kiɛŋ⁴⁵	
4729	姜	kiɛŋ1	kiɛŋ⁴⁵	
4730	逛			
4731	襁			
4732	獷	kʰuɔŋ3	kʰuɔŋ³³	
4733	腳	kiɛk8	kiɛk³	
4734	卻	kʰiɛk8	kʰiɛk³	
4735	礓			
4736	钁			
4737	繮	kiɛŋ1	kiɛŋ⁴⁵	
4738	牆	ʦʰiɛŋ4	ʦʰiɛŋ³¹	
4739	薔	ʦʰiɛŋ4	ʦʰiɛŋ³¹	
4740	匠	ʦiɛŋ6	ʦiɛŋ⁵²	
4741	嚼	ʦiɛk8	ʦiɛk³	
4742	創	ʦʰuɔŋ3	ʦʰuɔŋ³³	創傷
4743	創	ʦʰuɔŋ3	ʦʰuɔŋ³³	創造
4744	瘡	ʦʰuɔŋ1	ʦʰuɔŋ⁴⁵	
4745	愴	ʦʰuɔŋ2	ʦʰuɔŋ³²³	
4746	床	ʦʰuɔŋ4	ʦʰuɔŋ³¹	
4747	狀	ʦuɔŋ6	ʦuɔŋ⁵²	
4748	牀	ʦʰuɔŋ4	ʦʰuɔŋ³¹	
4749	著	ʦiɛk9	ʦiɛk⁵²	著涼
4750	長	ʦʰiɛŋ4	ʦʰiɛŋ³¹	長久
4751	腸	ʦʰiɛŋ4	ʦʰiɛŋ³¹	
4752	場	ʦʰiɛŋ4	ʦʰiɛŋ³¹	
4753	仗	ʦiɛŋ6	ʦiɛŋ⁵²	仗義
4754	杖	ʦiɛŋ6	ʦiɛŋ⁵²	
4755	丈	ʦiɛŋ6	ʦiɛŋ⁵²	
4756	悵	ʦʰiɛŋ3	ʦʰiɛŋ³³	
4757	暢	ʦʰiɛŋ3	ʦʰiɛŋ³³	
4758	嘗	siɛŋ4	siɛŋ³¹	
4759	常	siɛŋ4	siɛŋ³¹	
4760	償	siɛŋ4	siɛŋ³¹	
4761	徜	siɛŋ4	siɛŋ³¹	
4762	尚	siɛŋ6	siɛŋ⁵²	
4763	裳	siɛŋ4	siɛŋ³¹	
4764	上	siɛŋ6	siɛŋ⁵²	
4765	上	siɛŋ5	siɛŋ³¹²	
4766	猖	ʦʰiɛŋ1	ʦʰiɛŋ⁴⁵	
4767	倡	ʦʰiɛŋ1	ʦʰiɛŋ⁴⁵	倡優
4768	倡	ʦʰiɛŋ3	ʦʰiɛŋ³³	倡導
4769	昌	ʦʰiɛŋ1	ʦʰiɛŋ⁴⁵	
4770	菖	ʦʰiɛŋ1	ʦʰiɛŋ⁴⁵	
4771	敞	ʦʰuɔŋ2	ʦʰuɔŋ³²³	
4772	廠	ʦʰuɔŋ2	ʦʰuɔŋ³²³	
4773	唱	ʦʰiɛŋ3	ʦʰiɛŋ³³	
4774	綽	ʦʰiɛk8	ʦʰiɛk³	
4775	娼	ʦʰiɛŋ1	ʦʰiɛŋ⁴⁵	
4776	鯧	ʦʰiɛŋ1	ʦʰiɛŋ⁴⁵	
4777	芍			
4778	肪	fuɔŋ1	fuɔŋ⁴⁵	
4779	方	fuɔŋ1	fuɔŋ⁴⁵	
4780	防	fuɔŋ4	fuɔŋ³¹	
4781	房	fuɔŋ4	fuɔŋ³¹	
4782	坊	fuɔŋ1	fuɔŋ⁴⁵	堤坊
4783	魴			
4784	坊	fuɔŋ1	fuɔŋ⁴⁵	街坊
4785	放	fuɔŋ3	fuɔŋ³³	
4786	倣			
4787	舫	fuɔŋ2	fuɔŋ³²³	
4788	塞	ɬɐk7	ɬɐk⁴⁵	塞車
4789	僧	ʦɐŋ1	ʦɐŋ⁴⁵	
4790	黑	hɐk7	hɐk⁴⁵	
4791	薨			
4792	恆	hɐŋ4	hɐŋ³¹	
4793	弘	wɐŋ4	wɐŋ³¹	又读fɐŋ³¹
4794	惑	wɐk9	wɐk⁵²	
4795	或	wɐk9	wɐk⁵²	
4796	肯	hɐŋ2	hɐŋ³²³	
4797	剋	hɐk7	hɐk⁴⁵	
4798	刻	hɐk7	hɐk⁴⁵	又读kʰɐk⁴⁵
4799	克	hɐk7	hɐk⁴⁵	
4800	忒			
4801	蹭			
4802	冒			冒頓
4803	墨	mɐk9	mɐk⁵²	
4804	默	mɐk9	mɐk⁵²	
4805	楞	lɪŋ4	lɪŋ³¹	楞角
4806	稜	lɪŋ4	lɪŋ³¹	
4807	肋	lɐk9	lɐk⁵²	
4808	勒	lɐk9	lɐk⁵²	
4809	棱	lɪŋ4	lɪŋ³¹	
4810	增	ʦɐŋ1	ʦɐŋ⁴⁵	
4811	憎	ʦɐŋ1	ʦɐŋ⁴⁵	
4812	曾	ʦɐŋ1	ʦɐŋ⁴⁵	曾孫
4813	則	ʦɐk7	ʦɐk⁴⁵	
4814	亙	kɐŋ2	kɐŋ³²³	
4815	國	kɐk8	kɐk³	
4816	肱			
4817	燈	tɐŋ1	tɐŋ⁴⁵	
4818	登	tɐŋ1	tɐŋ⁴⁵	
4819	凳	tɐŋ3	tɐŋ³³	
4820	德	tɐk7	tɐk⁴⁵	
4821	得	tɐk7	tɐk⁴⁵	
4822	鐙	tɐŋ1	tɐŋ⁴⁵	
4823	騰	tʰɐŋ4	tʰɐŋ³¹	
4824	藤	tʰɐŋ4	tʰɐŋ³¹	
4825	蹬	tɐŋ6	tɐŋ⁵²	
4826	鄧	tɐŋ6	tɐŋ⁵²	
4827	特	tɐk9	tɐk⁵²	
4828	謄	tʰɐŋ4	tʰɐŋ³¹	
4829	滕	tʰɐŋ4	tʰɐŋ³¹	
4830	曾	ʦʰɐŋ4	ʦʰɐŋ³¹	曾經
4831	層	ʦʰɐŋ4	ʦʰɐŋ³¹	
4832	贈	ʦɐŋ6	ʦɐŋ⁵²	
4833	賊	ʦʰɐk9	ʦʰɐk⁵²	
4834	朋	pʰɐŋ4	pʰɐŋ³¹	
4835	鵬	pʰɐŋ4	pʰɐŋ³¹	
4836	蔔	pɐk9	pɐk⁵²	
4837	崩	pɐŋ1	pɐŋ⁴⁵	
4838	北	pɐk7	pɐk⁴⁵	
4839	側	ʦɐk7	ʦɐk⁴⁵	
4840	仄	ʦɐk7	ʦɐk⁴⁵	
4841	徵	ʦɪŋ1	ʦɪŋ⁴⁵	徵求
4842	癥	ʦɪŋ3	ʦɪŋ³³	
4843	稙			
4844	蒸	ʦɪŋ1	ʦɪŋ⁴⁵	
4845	拯	ʦɪŋ2	ʦɪŋ³²³	又读ʦʰɪŋ³²³
4846	證	ʦɪŋ3	ʦɪŋ³³	
4847	職	ʦɪk7	ʦɪk⁴⁵	
4848	域	wɪk9	wɪk⁵²	又读wɐk⁵²
4849	臆	jɐt7	jɐt⁴⁵	
4850	膺	jɪŋ1	jɪŋ⁴⁵	
4851	應	jɪŋ1	jɪŋ⁴⁵	應該
4852	應	jɪŋ3	jɪŋ³³	回應,白读ʔɪŋ³³
4853	鷹	jɪŋ1	jɪŋ⁴⁵	
4854	億	jɪk7	jɪk⁴⁵	
4855	憶	jɪk7	jɪk⁴⁵	
4856	抑	jɪk7	jɪk⁴⁵	
4857	弋			
4858	蠅	jɪŋ4	jɪŋ³¹	
4859	孕	ȵɐn6	ȵɐn⁵²	
4860	翌	jɪk9	jɪk⁵²	
4861	翼	jɪk9	jɪk⁵²	
4862	凝	nɪŋ4	nɪŋ³¹	又读ȵɪŋ³¹
4863	熄	ɬɪk7	ɬɪk⁴⁵	
4864	息	ɬɪk7	ɬɪk⁴⁵	
4865	興	hɪŋ1	hɪŋ⁴⁵	興旺
4866	興	hɪŋ3	hɪŋ³³	助興
4867	識	sɪk7	sɪk⁴⁵	認識
4868	升	sɪŋ1	sɪŋ⁴⁵	
4869	昇	sɪŋ1	sɪŋ⁴⁵	
4870	勝	sɪŋ1	sɪŋ⁴⁵	勝任
4871	勝	sɪŋ3	sɪŋ³³	勝利
4872	軾	sɪk7	sɪk⁴⁵	
4873	飾	sɪk7	sɪk⁴⁵	
4874	式	sɪk7	sɪk⁴⁵	
4875	拭	sɪk7	sɪk⁴⁵	
4876	嗇	ɬɪk7	ɬɪk⁴⁵	
4877	色	sɪk7	sɪk⁴⁵	
4878	仍	ȵɪŋ4	ȵɪŋ³¹	
4879	扔	ȵɪŋ4	ȵɪŋ³¹	
4880	極	kɪk9	kɪk⁵²	
4881	匿	nɪk7	nɪk⁴⁵	
4882	凌	lɪŋ4	lɪŋ³¹	
4883	陵	lɪŋ4	lɪŋ³¹	
4884	菱	lɪŋ4	lɪŋ³¹	
4885	力	lɪk9	lɪk⁵²	
4886	綾	lɪŋ4	lɪŋ³¹	
4887	鯪	lɪŋ4	lɪŋ³¹	
4888	即	ʦɪk7	ʦɪk⁴⁵	
4889	鯽	ʦɐk7	ʦɐk⁴⁵	
4890	稷	ʦɪk7	ʦɪk⁴⁵	
4891	亟	kɪk7	kɪk⁴⁵	亟需
4892	兢	kɪŋ1	kɪŋ⁴⁵	
4893	棘	kɪk7	kɪk⁴⁵	
4894	矜	kɪŋ1	kɪŋ⁴⁵	
4895	塍			
4896	繩	sɪŋ4	sɪŋ³¹	
4897	乘	sɪŋ4	sɪŋ³¹	乘車
4898	乘			萬乘之國
4899	剩	sɪŋ6	sɪŋ⁵²	
4900	蝕	sɪk9	sɪk⁵²	
4901	惻	ʦʰɐk7	ʦʰɐk⁴⁵	
4902	測	ʦʰɐk7	ʦʰɐk⁴⁵	
4903	懲	ʦʰɪŋ4	ʦʰɪŋ³¹	
4904	直	ʦɪk9	ʦɪk⁵²	
4905	敕			
4906	飭			
4907	丞	sɪŋ4	sɪŋ³¹	
4908	承	sɪŋ4	sɪŋ³¹	
4909	殖	ʦɪk9	ʦɪk⁵²	
4910	稱	ʦʰɪŋ1	ʦʰɪŋ⁴⁵	稱呼
4911	稱	ʦʰɪŋ3	ʦʰɪŋ³³	稱職
4912	秤	ʦʰɪŋ3	ʦʰɪŋ³³	地秤
4913	馮			暴虎馮河
4914	憑	pʰɐŋ4	pʰɐŋ³¹	
4915	愎			
4916	冰	pɪŋ1	pɪŋ⁴⁵	
4917	逼	pɪk7	pɪk⁴⁵	
4918	圇	lɐn4	lɐn³¹	
4919	圾	ɬɐp7	ɬɐp⁴⁵	
4920	歹	tai2	tai³²³	
4921	圳	ʦɐn3	ʦɐn³³	
4922	劍	kim3	kim³³	
4923	享	hiɛŋ2	hiɛŋ³²³	
4924	踩	ʦʰai2	ʦʰai³²³	白读ȵai³²³
4925	踮	tim3	tim³³	
4926	螂	luɔŋ4	luɔŋ³¹	
4927	踴	jʊŋ2	jʊŋ³²³	
4928	鴕	tʰuɔ4	tʰuɔ³¹	
4929	糕	kou1	kou⁴⁵	
4930	柿	si6	si⁵²	
4931	糬			
4932	糯	nuɔ6	nuɔ⁵²	
4933	妞			
4934	焙	pui6	pui⁵²	又读pʰui³¹
4935	妳	nei5	nei³¹²	
4936	妮	nei4	nei³¹	
4937	歪	wai1	wai⁴⁵	
4938	疤	pa1	pa⁴⁵	
4939	污	wu1	wu⁴⁵	
4940	汽	hei3	hei³³	
4941	粑	pa1	pa⁴⁵	
4942	桕	kʰɐu5	kʰɐu³¹²	
4943	棕	ʦʊŋ1	ʦʊŋ⁴⁵	
4944	撇	pʰit8	pʰit³	
4945	撒	ɬat8	ɬat³	
4946	撐	ʦʰɐŋ3	ʦʰɐŋ³³	
4947	囫			
4948	囡			
4949	砸	ʦap9	ʦap⁵²	
4950	砲	pʰau3	pʰau³³	
4951	饈	ɬɐu1	ɬɐu⁴⁵	
4952	掙	ʦɐŋ1	ʦɐŋ⁴⁵	掙脫
4953	砍	hɐm2	hɐm³²³	
4954	聯	lun4	lun³¹	又读lin³¹
4955	棋	kʰei4	kʰei³¹	
4956	蹦	pɐŋ1	pɐŋ⁴⁵	
4957	週	ʦɐu1	ʦɐu⁴⁵	
4958	她	tʰa1	tʰa⁴⁵	
4959	奶	nai5	nai³¹²	
4960	剷	ʦʰan2	ʦʰan³²³	
4961	闆	pan2	pan³²³	
4962	剎	sat8	sat³	
4963	磁	ʦʰei4	ʦʰei³¹	
4964	骷			
4965	嘩	wa1	wa⁴⁵	
4966	磚	ʦin1	ʦin⁴⁵	
4967	躲	tuɔ2	tuɔ³²³	
4968	磺	wuɔŋ4	wuɔŋ³¹	
4969	躺	tʰuɔŋ2	tʰuɔŋ³²³	
4970	罕	huɔn5	huɔn³¹²	
4971	耙	pʰa4	pʰa³¹	
4972	嘴	ʦui2	ʦui³²³	
4973	瑪	ma5	ma³¹²	
4974	間	kan1	kan⁴⁵	空間
4975	籽	ʦei2	ʦei³²³	
4976	瑙	nou5	nou³¹²	
4977	啤	pɛ1	pɛ⁴⁵	
4978	餃	kau2	kau³²³	
4979	揪			
4980	餵	wɐi3	wɐi³³	
4981	揍	ʦɐu3	ʦɐu³³	
4982	餡	hɐm6	hɐm⁵²	
4983	淌	tʰuɔŋ2	tʰuɔŋ³²³	
4984	嶄	ʦam2	ʦam³²³	
4985	淘	tʰou4	tʰou³¹	
4986	釉	jɐu6	jɐu⁵²	
4987	擤	ɬɐŋ3	ɬɐŋ³³	
4988	擦	ʦʰat8	ʦʰat³	
4989	嚕	lou1	lou⁴⁵	
4990	嚐	siɛŋ4	siɛŋ³¹	
4991	擱	kuɔk8	kuɔk³	
4992	嚎	hou4	hou³¹	
4993	擂	lui4	lui³¹	
4994	桿	kuɔn1	kuɔn⁴⁵	
4995	胸	hʊŋ1	hʊŋ⁴⁵	
4996	刨	pʰau4	pʰau³¹	
4997	胚	pʰui1	pʰui⁴⁵	
4998	挖	wat8	wat³	
4999	碗	wun2	wun³²³	
5000	碟	tiɐp9	tiɐp⁵²	
5001	碘	tin2	tin³²³	
5002	碳	tʰan3	tʰan³³	
5003	碰	pʰʊŋ3	pʰʊŋ³³	
5004	觔			
5005	熔	jʊŋ4	jʊŋ³¹	
5006	颳	kat8	kat³	
5007	琉	lɐu4	lɐu³¹	
5008	嗖	sɐu1	sɐu⁴⁵	
5009	榕	jʊŋ4	jʊŋ³¹	
5010	缽	put8	put³	
5011	您	nei5	nei³¹²	
5012	搧	sin3	sin³³	
5013	搬	pun1	pun⁴⁵	
5014	噹	tuɔŋ1	tuɔŋ⁴⁵	
5015	噸	tɐn1	tɐn⁴⁵	
5016	搗	tou2	tou³²³	
5017	跺	tuɔ2	tuɔ³²³	
5018	褂	ka3	ka³³	
5019	搞	kau2	kau³²³	
5020	舔	tʰim2	tʰim³²³	
5021	鞍	ʔuɔn1	ʔuɔn⁴⁵	
5022	捱	ŋai4	ŋai³¹	
5023	捆	kʰɐn2	kʰɐn³²³	
5024	癱	tʰan1	tʰan⁴⁵	
5025	灶	ʦou3	ʦou³³	
5026	峰	fʊŋ1	fʊŋ⁴⁵	
5027	壟	lʊŋ5	lʊŋ³¹²	
5028	肇	siu6	siu⁵²	
5029	摹	mou4	mou³¹	
5030	嘀			
5031	摀			
5032	嘟			
5033	嘛			喇嘛
5034	摔	ɬɐt7	ɬɐt⁴⁵	
5035	腺	ɬin3	ɬin³³	
5036	槓	kuɔŋ3	kuɔŋ³³	
5037	輛	liɛŋ5	liɛŋ³¹²	
5038	騙	pʰin3	pʰin³³	
5039	筷	kʰai3	kʰai³³	
5040	惦	tim3	tim³³	
5041	霉	mui4	mui³¹	
5042	瀟	ɬiu1	ɬiu⁴⁵	
5043	瀕			
5044	籐	tʰɐŋ4	tʰɐŋ³¹	
5045	鋁	lui5	lui³¹²	
5046	錶	piu1	piu⁴⁵	
5047	崑	kɐn1	kɐn⁴⁵	
5048	崙	lɐn4	lɐn³¹	
5049	崁			
5050	簑			
5051	群	kʰɐn4	kʰɐn³¹	
5052	怎	ʦɐm2	ʦɐm³²³	
5053	嗨			
5054	嗯	ŋ4	ŋ³¹	又读m³¹
5055	嗡	jʊŋ1	jʊŋ⁴⁵	
5056	嗦	ɬuɔ1	ɬuɔ⁴⁵	
5057	嗶	pɐt7	pɐt⁴⁵	
5058	嗎	ma1	ma⁴⁵	助詞
5059	嗆	ʦʰiɛŋ1	ʦʰiɛŋ⁴⁵	食急氣逆
5060	嗅	ʦʰɐu3	ʦʰɐu³³	
5061	齣	ʦʰɐt7	ʦʰɐt⁴⁵	
5062	嗓	ɬuɔŋ2	ɬuɔŋ³²³	
5063	獗	kʰit8	kʰit³	
5064	峇			
5065	鱷	ŋuɔk9	ŋuɔk⁵²	
5066	舺			
5067	溯	suɔk8	suɔk³	
5068	峪			
5069	塭			
5070	烤	hau1	hau⁴⁵	
5071	烯	hei1	hei⁴⁵	
5072	烷	jin2	jin³²³	
5073	烹	pʰɐŋ1	pʰɐŋ⁴⁵	
5074	塌	tʰap8	tʰap³	
5075	膛	tʰuɔŋ4	tʰuɔŋ³¹	
5076	篛	jiɛk9	jiɛk⁵²	
5077	辣	lat9	lat⁵²	
5078	匆	ʦʰʊŋ1	ʦʰʊŋ⁴⁵	
5079	睬	ʦʰuɔi2	ʦʰuɔi³²³	
5080	銲	huɔn6	huɔn⁵²	
5081	睏	kʰɐn3	kʰɐn³³	
5082	謊	fuɔŋ1	fuɔŋ⁴⁵	
5083	裡	lei5	lei³¹²	
5084	儘	ʦɐn6	ʦɐn⁵²	儘管
5085	岔	ʦʰa3	ʦʰa³³	
5086	滾	kan2	kan³²³	
5087	岩	ŋam4	ŋam³¹	
5088	喲	juɔ1	juɔ⁴⁵	
5089	喳	ʦa1	ʦa⁴⁵	
5090	喂	wɐi3	wɐi³³	又读wɐi⁵²;wei⁵²
5091	喇	la1	la⁴⁵	喇嘛
5092	臟	ʦuɔŋ6	ʦuɔŋ⁵²	
5093	罈	tʰam4	tʰam³¹	
5094	迤	ji5	ji³¹²	斜行延伸
5095	蛋	tan6	tan⁵²	
5096	僱	ku3	ku³³	
5097	魂	wɐn4	wɐn³¹	
5098	魷	jɐu4	jɐu³¹	
5099	啦	la1	la⁴⁵	
5100	啊	ʔa1	ʔa⁴⁵	
5101	啃	hɐŋ2	hɐŋ³²³	
5102	啟	kʰai2	kʰai³²³	又读kɐi³²³
5103	矽	ʦɪk9	ʦɪk⁵²	
5104	鈾	jɐu4	jɐu³¹	
5105	孢	pau1	pau⁴⁵	
5106	蹧	ʦou1	ʦou⁴⁵	
5107	屜	tʰɐi3	tʰɐi³³	
5108	忑	tʰɪk7	tʰɪk⁴⁵	
5109	忐	tʰam2	tʰam³²³	
5110	唷	juɔ1	juɔ⁴⁵	
5111	唔	m4	m³¹	
5112	蝴	wu4	wu³¹	
5113	鬍	wu4	wu³¹	
5114	懂	tʊŋ2	tʊŋ³²³	
5115	鏽	ɬɐu3	ɬɐu³³	
5116	糰	tʰun4	tʰun³¹	
5117	傢	ka1	ka⁴⁵	
5118	伙	fuɔ2	fuɔ³²³	
5119	櫥	ʦʰi4	ʦʰi³¹	
5120	湧	jʊŋ2	jʊŋ³²³	
5121	燙	tʰuɔŋ3	tʰuɔŋ³³	
5122	尷	kam3	kam³³	
5123	愣			
5124	哼	hɐŋ1	hɐŋ⁴⁵	哼歌
5125	哪	na5	na³¹²	哪裡
5126	哩	lei5	lei³¹²	英哩
5127	勾	ŋɐu1	ŋɐu⁴⁵	勾劃
5128	哞	mɐu4	mɐu³¹	
5129	瞄	miu4	miu³¹	
5130	瞌	hɐp7	hɐp⁴⁵	
5131	瞧	ʦʰiu4	ʦʰiu³¹	
5132	靛	tin6	tin⁵²	
5133	嬤	ma1	ma⁴⁵	
5134	耍	sa2	sa³²³	
5135	稿	kou2	kou³²³	
5136	另	lɪŋ6	lɪŋ⁵²	
5137	叭	pa1	pa⁴⁵	
5138	茉	mut9	mut⁵²	
5139	叼	tiu1	tiu⁴⁵	
5140	覷	ʦʰui3	ʦʰui³³	
5141	茼	tʰʊŋ4	tʰʊŋ³¹	
5142	茲			在茲
5143	螞	ma5	ma³¹²	螞蟻
5144	艙	ʦʰuɔŋ1	ʦʰuɔŋ⁴⁵	
5145	你	nei5	nei³¹²	
5146	佣	jʊŋ6	jʊŋ⁵²	
5147	樣	jiɛŋ6	jiɛŋ⁵²	
5148	票	pʰiu3	pʰiu³³	
5149	祂	tʰa1	tʰa⁴⁵	
5150	颱	tʰuɔi4	tʰuɔi³¹	
5151	嘿	hei1	hei⁴⁵	嘿嘿
5152	燜	mun6	mun⁵²	
5153	褲	fu3	fu³³	
5154	癌	ŋam4	ŋam³¹	
5155	癒	ji6	ji⁵²	
5156	蠕	ji4	ji³¹	
5157	蠔	hou4	hou³¹	
5158	嫦	siɛŋ4	siɛŋ³¹	
5159	嫻	han4	han³¹	
5160	倆	niɛŋ5	niɛŋ³¹²	
5161	橛	kit8	kit³	木橛子
5162	橛	kʰit9	kʰit⁵²	兩橛
5163	倘	tʰuɔŋ2	tʰuɔŋ³²³	
5164	們	mun4	mun³¹	
5165	濾	lui6	lui⁵²	
5166	厘	lei4	lei³¹	
5167	咱			
5168	咯	luɔ1	luɔ⁴⁵	助詞
5169	咩	mɛ1	mɛ⁴⁵	
5170	咪	mei1	mei⁴⁵	
5171	咕	ku1	ku⁴⁵	
5172	咖	ka3	ka³³	
5173	咐	fu3	fu³³	
5174	咒	ʦɐu3	ʦɐu³³	
5175	咚	tʊŋ1	tʊŋ⁴⁵	
5176	喵	miu1	miu⁴⁵	
5177	緡	mɐn4	mɐn³¹	
5178	癮	jɐn5	jɐn³¹²	
5179	瘋	fʊŋ1	fʊŋ⁴⁵	
5180	腮	ɬuɔi1	ɬuɔi⁴⁵	
5181	簽	ʦʰim1	ʦʰim⁴⁵	
5182	嚷	ȵiɛŋ4	ȵiɛŋ³¹	
5183	媳	ɬɪk7	ɬɪk⁴⁵	
5184	賠	pʰui4	pʰui³¹	
5185	窗	ʦʰuɔŋ1	ʦʰuɔŋ⁴⁵	
5186	賬	ʦiɛŋ3	ʦiɛŋ³³	
5187	賺	ʦan6	ʦan⁵²	
5188	做	ʦou3	ʦou³³	
5189	窩	wuɔ1	wuɔ⁴⁵	
5190	俐	lei6	lei⁵²	
5191	玫	mui4	mui³¹	
5192	鍘	ʦap9	ʦap⁵²	
5193	綁	puɔŋ2	puɔŋ³²³	
5194	綑	kʰɐn2	kʰɐn³²³	
5195	埕	ʦʰɪŋ4	ʦʰɪŋ³¹	
5196	埔	pou6	pou⁵²	又读pʰou³³
5197	殼	huɔk8	huɔk³	
5198	埡	ʔa3	ʔa³³	
5199	埠	fɐu6	fɐu⁵²	商埠，外埠
5200	埠	pʰou6	pou⁵²	船埠，埠頭
5201	抬	tʰuɔi4	tʰuɔi³¹	
5202	礁	ʦiu1	ʦiu⁴⁵	
5203	啪	pʰɐk7	pʰɐk⁴⁵	
5204	呃	ʔɐk7	ʔɐk⁴⁵	
5205	呆	ŋuɔi4	ŋuɔi³¹	
5206	錨	mau4	mau³¹	
5207	婷	tʰɪŋ4	tʰɪŋ³¹	
5208	婿	ɬɐi3	ɬɐi³³	
5209	袱	fʊk9	fʊk⁵²	
5210	漩	ɬin4	ɬin³¹	
5211	卡	kʰa3	kʰa³³	
5212	鷥	si1	si⁴⁵	
5213	牠	tʰa1	tʰa⁴⁵	
5214	吩	fɐn1	fɐn⁴⁵	
5215	瞇	mei4	mei³¹	
5216	吔	ja1	ja⁴⁵	
5217	吊	tiu3	tiu³³	
5218	吆	jiu1	jiu⁴⁵	
5219	晌	hiɛŋ2	hiɛŋ³²³	
5220	晒	sai3	sai³³	
5221	壩	pa3	pa³³	
5222	晰	ɬɪk7	ɬɪk⁴⁵	
5223	晾	luɔŋ6	luɔŋ⁵²	
5224	拿	na4	na³¹	
5225	拷	hau1	hau⁴⁵	
5226	秘	pei3	pei³³	
5227	拆	ʦʰɐk7	ʦʰɐk⁴⁵	
5228	爺	jɛ4	jɛ³¹	
5229	葡	pʰou4	pʰou³¹	
5230	嬸	sɐm2	sɐm³²³	
5231	蟑	ʦiɛŋ1	ʦiɛŋ⁴⁵	
5232	錳	mɐŋ5	mɐŋ³¹²	
5233	垃	lɐp9	lɐp⁵²	
5234	毽	kin6	kin⁵²	
5235	垮	kʰa1	kʰa⁴⁵	
5236	菠	puɔ1	puɔ⁴⁵	
5237	菫	kɐn2	kɐn³²³	
5238	哎	ʔai1	ʔai⁴⁵	
5239	菇	ku1	ku⁴⁵	
5240	潑	pʰut8	pʰut³	
