汉字	注释	隆回荷香桥	隆回六都寨	隆回七江	隆回司门前	隆回金石桥	隆回小沙江	隆回西洋江	隆回横板桥	隆回岩口	隆回罗洪	隆回高坪	洞口石江	洞口江口	洞口长塘	洞口山门	洞口高沙	洞口花园	绥宁金屋塘	绥宁梅坪	绥宁黄土矿	绥宁唐家坊	绥宁瓦屋塘
论		lẽ55	luẽ55	luẽ55	luẽ55	luẽ55	lẽ55	lẽ55	lẽ55	liə̃55	lə̃55	liə̃55	lẽ55	lẽ55	lẽ55	lẽ55	lẽ55	lẽ55	lẽ55	lẽ55	lĩ33	lĩ55	lĩ33
尊		tsuẽ33	tsuẽ33	tsuẽ33	tsuẽ33	tsuẽ33	tsẽ33	tsuẽ55	tsẽ55	tsiə̃33	tsə̃33	tsiə̃33	tsẽ55	tsẽ55	tsẽ55	tsuẽ55	tɕyĩ55	tsẽ55	tsẽ55	tsẽ55	tɕĩ33	tsĩ33	tsĩ33
村		tsʰuẽ33	tsʰuẽ33	tsʰuẽ33	tsʰuẽ33	tsʰuẽ33	tsʰẽ33	tsʰuẽ55	tsʰẽ55	tsʰiə̃33	tsʰuə̃33	tsʰiə̃33	tsʰẽ55	tsʰẽ55	tsʰẽ55	tsʰuẽ55	tɕʰyĩ24	tsʰẽ55	tsʰẽ55	tsʰẽ55	tɕʰĩ35	tsʰĩ55	tsʰĩ35
寸		tsʰuẽ45	tsʰuẽ55	tsʰuẽ55	tsʰuẽ55	tsʰuẽ55	tsʰẽ55	tsʰuẽ45	tsʰẽ45	tsʰiə̃55	tsʰuə̃55	tsʰiə̃55	tsʰe24	tsʰe24	tsʰe24	tsʰuẽ45	tɕʰyĩ24	tsʰẽ35	tsʰe24	tsʰe24	tɕʰĩ35	tsʰĩ55	tsʰĩ35
存		tsʰuẽ13	tsʰuẽ13	tsʰuẽ13	tsʰuẽ13	tsʰuẽ13	tsʰẽ13	tsʰuẽ13	tsʰẽ13	tsʰiə̃13	tsʰuə̃13	tsʰiə̃13	tsʰẽ13	tsʰẽ13	tsʰẽ13	tsʰuẽ13	tɕʰyĩ13	tsʰẽ13	tsʰẽ13	tsʰẽ13	tɕʰĩ55	tsʰĩ13	tsʰĩ13
孙		suẽ33	suẽ33	suẽ33	suẽ33	suẽ33	sẽ33	suẽ55	sẽ55	siə̃33	suə̃33	siə̃33	sẽ55	sẽ55	sẽ55	suẽ55	ɕyĩ55	sẽ55	sẽ55	sẽ55	ɕĩ33	sĩ33	sĩ33
损		suẽ312	suẽ312	suẽ312	suẽ312	suẽ312	sẽ312	suẽ312	sẽ312	siə̃312	suə̃312	siə̃312	sẽ312	sẽ312	sẽ312	suẽ312	ɕyĩ312	sẽ312	sẽ312	sẽ312	ɕĩ312	sĩ312	sĩ312
逊		ɕyẽ55	ɕyẽ55	ɕuə̃55	suẽ55	suẽ55	sẽ55	suẽ45	sẽ45	siə̃55	suə̃55	siə̃55	sẽ24	sẽ24	sẽ24	suẽ45	ɕyĩ24	sẽ35	sẽ24	sẽ24	ɕĩ35	sĩ55	sĩ35
昆		kʰuẽ33	kʰuẽ33	kʰuẽ33	kʰuẽ33	kʰuẽ33	kʰuẽ33	kʰuẽ55	kʰuẽ55	kʰuə̃33	kʰuə̃33	kʰuə̃33	fẽ55	kʰuẽ55	kʰuẽ55	kʰuẽ55	kʰuẽ55	kʰuẽ55	kʰuẽ55	kʰuẽ55	kʰue33	kʰuĩ33	kʰue33
滚		kuẽ312	kuẽ312	kuẽ312	kuẽ312	kuẽ312	kuẽ312	kuẽ312	kuẽ312	kuə̃312	kuə̃312	kuə̃312	kuẽ312	kuẽ312	kuẽ312	kuẽ312	kuẽ312	kuẽ312	kuẽ312	kuẽ312	kuẽ312	kuĩ312	kuẽ312
棍		kuẽ45	kuẽ55	kuẽ55	kuẽ55	kuẽ55	kuẽ55	kuẽ45	kuẽ45	kuə̃55	kuə̃55	kuə̃55	kue24	kue24	kue24	kuẽ45	kuẽ24	kuẽ35	kuẽ24	kuẽ24	kuẽ35	kui55	kuẽ35
坤		kʰuẽ33	kʰuẽ33	kʰuẽ33	kʰuẽ33	kʰuẽ33	kʰuẽ33	kʰuẽ55	kʰuẽ55	kʰuə̃33	kʰuə̃33	kʰuə̃33	fẽ55	kʰẽ55	kʰẽ55	kʰuẽ55	kʰuẽ55	kʰuẽ55	kʰẽ55	kʰẽ55	kʰuẽ33	kʰuĩ33	kʰuẽ33
捆		kʰuẽ312	kʰuẽ312	kʰuẽ312	kʰuẽ312	kʰuẽ312	kʰuẽ312	kʰuẽ312	kʰuẽ312	kʰuə̃312	kʰuə̃312	kʰuə̃312	kʰuẽ312	kʰuẽ312	kʰuẽ312	kʰuẽ312	kʰuẽ312	kʰuẽ312	kʰuẽ312	kʰuẽ312	kʰuẽ312	kʰui312	kʰuẽ312
困		kʰuẽ45	kʰuẽ55	kʰuẽ55	kʰuẽ55	kʰuẽ55	kʰuẽ55	kʰuẽ45	kʰuẽ45	kʰuə̃55	kʰuə̃55	kʰuə̃55	kʰuẽ24	kʰuẽ24	kʰuẽ24	kʰuẽ45	kʰuẽ24	kʰuẽ35	kʰuẽ24	kʰuẽ24	kʰuẽ35	kʰuĩ55	kʰuẽ35
婚		xuẽ33	xuẽ33	xuẽ33	xuẽ33	xuẽ33	xuẽ33	xuẽ55	xuẽ55	xuə̃33	fə̃33	xuə̃33	fẽ55	xuẽ55	xuẽ55	xuẽ55	xuẽ55	xuẽ55	xuẽ55	xuẽ55	fẽ33	fẽ33	fẽ33
魂		xuẽ13	xuẽ13	xuẽ13	xuẽ13	xuẽ13	xuẽ13	xuẽ13	xuẽ13	xuə̃13	fə̃13	xuə̃13	fẽ13	xuẽ13	xuẽ13	xuẽ13	xuẽ13	xuẽ13	xuẽ13	xuẽ13	fe55	fẽ13	fẽ13
混		xuẽ55	xuẽ55	xuẽ55	xuẽ55	xuẽ55	xuẽ55	xuẽ45	xuẽ45	xuə̃55	fə̃55	xuə̃55	fẽ55	xuẽ55	xuẽ55	xuẽ312	xuẽ312	xuẽ312	xuẽ55	xuẽ55	fẽ312	fẽ312	fẽ312
瘟		uẽ33	uẽ33	uẽ33	uẽ33	uẽ33	uẽ33	uẽ55	uẽ55	uə̃33	uə̃33	uə̃33	uẽ55	uẽ55	uẽ55	uẽ55	uẽ55	uẽ55	uẽ55	uẽ55	uẽ33	uĩ33	uẽ33
稳		uẽ312	uẽ312	uẽ312	uẽ312	uẽ312	uẽ312	uẽ312	uẽ312	uə̃312	uə̃312	uə̃312	uẽ312	uẽ312	uẽ312	uẽ312	uẽ312	uẽ312	uẽ312	uẽ312	uẽ312	uĩ312	uẽ312
轮		lẽ13	luẽ13	luẽ13	luẽ13	luẽ13	lẽ13	lẽ13	lẽ13	liə̃13	lə̃13	liə̃13	lẽ13	lẽ13	lẽ13	lẽ13	lĩ13	lẽ13	lẽ13	lẽ13	lĩ55	lĩ13	lĩ13
遵		tsuẽ33	tsuẽ33	tsuẽ33	tsuẽ33	tsuẽ33	tsẽ33	tsẽ55	tsẽ55	tsiə̃33	tsə̃33	tɕyə̃33	tsẽ55	tsẽ55	tsẽ55	tsuẽ55	tɕyĩ55	tsĩ55	tsẽ55	tsẽ55	tsɪ33	tsɪ33	tsɪ33
俊		tsuẽ45	tsuẽ55	tsuẽ55	tsuẽ55	tsuẽ55	tsẽ55	tsẽ45	tsẽ45	tsiə̃55	tsə̃55	tɕyə̃55	tsẽ45	tsẽ45	tsẽ45	tsẽ45	tɕyĩ24	tsĩ35	tsẽ24	tsẽ24	tsĩ35	tsĩ55	tsĩ35
笋		sẽ312	suẽ312	suẽ312	suẽ312	suẽ312	sẽ312	sẽ312	sẽ312	siə̃312	suə̃312	ɕiə̃312	suẽ312	sẽ312	sẽ312	suẽ312	ɕyĩ312	syĩ312	sẽ312	sẽ312	ɕĩ312	sĩ312	sĩ312
迅		sẽ45	ɕuẽ55	suẽ55	sẽ55	sẽ55	sẽ55	sẽ45	sẽ45	syə̃55	ɕyə̃55	ɕyə̃55	sue24	se24	se24	suẽ45	ɕyĩ24	syĩ35	se24	se24	ɕĩ35	sĩ55	sĩ35
旬		sẽ13	ɕuẽ13	suẽ13	suẽ13	suẽ13	ɕyẽ13	sẽ13	sẽ13	syə̃13	ɕyə̃13	ɕyə̃13	suẽ13	sẽ13	sẽ13	suẽ13	ɕyĩ13	syĩ13	sẽ13	sẽ13	ɕĩ55	sĩ13	sĩ13
殉		sẽ13	ɕuẽ13	suẽ13	suẽ55	suẽ55	ɕyẽ55	sẽ13	sẽ13	syə̃55	ɕyə̃55	ɕyə̃55	suẽ13	sẽ13	sẽ13	suẽ13	ɕyĩ13	syĩ13	sẽ13	sẽ13	ɕĩ33	sĩ13	sĩ13
椿		tɕʰyẽ55	tɕʰuẽ33	tɕʰuẽ33	tɕʰuẽ33	tɕʰyẽ33	tɕʰyẽ33	tɕʰyẽ55	tɕʰyẽ55	kʰuə̃33	tɕʰyə̃33	tɕʰyə̃33	tɕʰyẽ55	tɕʰyẽ55	tɕʰyẽ55	tɕʰyẽ55	tɕʰyĩ55	tɕʰyĩ55	tɕʰyẽ55	tɕʰyẽ55	tɕʰĩ33	tɕʰĩ33	tɕʰĩ33
肫		tɕʰẽ312	tɕʰẽ312	tɕʰẽ312	tɕʰẽ55	tɕʰẽ55	tɕʰẽ55	tɕʰẽ312	tɕʰẽ312	tɕʰẽ13	tɕʰyə̃55	tɕʰẽ13	tɕʰẽ312	tɕʰẽ312	tɕʰẽ312	tɕʰe45	tɕʰẽ312	tɕʰẽ35	tɕʰẽ312	tɕʰẽ312	tɕʰĩ35	tɕʰĩ55	tɕʰĩ35
准		tɕyẽ312	tɕuẽ312	tɕuẽ312	tɕuẽ312	tɕyẽ312	tɕyẽ312	tɕyẽ312	tɕyẽ312	kuə̃312	tɕyə̃312	tɕə̃312	tɕyẽ312	tɕyẽ312	tɕyẽ312	tɕyẽ312	tɕyĩ312	tɕyĩ312	tɕyẽ312	tɕyẽ312	tɕĩ312	tɕĩ312	tɕĩ312
春		tɕʰyẽ533	tɕʰuẽ33	tɕʰuẽ33	tɕʰuẽ33	tɕʰyẽ33	tɕʰyẽ33	tɕʰyẽ55	tɕʰyẽ55	kʰuə̃33	tɕʰyə̃33	tɕʰə̃33	tɕʰyẽ55	tɕʰyẽ55	tɕʰyẽ55	tɕʰyẽ55	tɕʰyĩ55	tɕʰyĩ55	tɕʰyẽ55	tɕʰyẽ55	tɕʰĩ33	tɕʰĩ33	tɕʰĩ33
蠢		tɕʰyẽ312	tɕʰuẽ312	tɕʰuẽ312	tɕʰuẽ312	tɕʰyẽ312	tɕʰyẽ312	tɕʰyẽ312	tɕʰyẽ312	kʰuə̃312	tɕʰyə̃312	tɕʰə̃312	tɕʰyẽ312	tɕʰyẽ312	tɕʰyẽ312	tɕʰyẽ312	tɕʰyĩ312	tɕʰyĩ312	tɕʰyẽ312	tɕʰyẽ312	tɕʰĩ312	tɕʰĩ312	tɕʰĩ312
唇		ɕyẽ13	tɕʰuẽ13	ɕuẽ13	ɕuẽ13	tɕʰyẽ13	ɕhyẽ13	ɕyẽ13	ɕyẽ13	tɕʰyə̃13	ɕhyə̃13	tɕʰə̃13	ɕyẽ13	ɕyẽ13	ɕyẽ13	ɕyẽ13	ɕyĩ13	ɕyĩ13	ɕyẽ13	ɕyẽ13	ɕɪ55	ɕĩ13	ɕĩ13
顺		ɕyẽ55	ɕuẽ55	ɕuẽ55	ɕuẽ55	ɕyẽ55	ɕyẽ55	ɕyẽ45	ɕyẽ45	ɕyə̃55	ɕyə̃55	ɕə̃55	ɕyẽ55	ɕyẽ55	ɕyẽ55	ɕyẽ45	ɕyĩ24	ɕyĩ35	ɕyẽ55	ɕyẽ55	ɕĩ33	ɕĩ55	ɕĩ33
舜		ɕyẽ45	ɕuẽ55	ɕuẽ55	ɕuẽ55	ɕyẽ55	ɕyẽ55	ɕyẽ45	ɕyẽ45	ɕyə̃55	ɕyə̃55	ɕə̃55	ɕyẽ24	ɕyẽ24	ɕyẽ24	ɕyẽ45	ɕyɪ24	ɕyĩ35	ɕyẽ24	ɕyẽ24	ɕĩ35	ɕĩ55	ɕĩ35
醇		ɕyẽ13	tɕʰuẽ13	ɕuẽ13	tɕʰuẽ13	tɕʰyẽ13	ɕyẽ13	ɕyẽ13	ɕyẽ13	kʰuə̃13	ɕyə̃13	tɕʰə̃13	ɕyẽ13	ɕyẽ13	ɕyẽ13	ɕyẽ13	ɕyĩ13	ɕyĩ13	ɕyẽ13	ɕyẽ13	ɕĩ55	ɕĩ13	ɕĩ13
润		mẽ55	mẽ55	mẽ55	yẽ55	yẽ55	yẽ55	mẽ55	mẽ55	miə̃55	yə̃55	miə̃55	mẽ55	yẽ55	mẽ55	wẽ55	yĩ24	yĩ55	yẽ55	yẽ55	ĩ33	ĩ55	ĩ33
均		tɕyẽ33	tɕuẽ33	tɕuẽ33	tɕuẽ33	tɕyẽ33	tɕyẽ33	tɕyẽ55	tɕyẽ55	kuə̃33	tɕyə̃33	tɕə̃33	tɕyẽ55	tɕyẽ55	tɕyẽ55	tɕyẽ55	tɕyĩ55	tɕyĩ55	tɕyẽ55	tɕyẽ55	tɕĩ33	tɕĩ33	tɕĩ33
菌		tɕʰyẽ55	tɕʰuẽ312	tɕʰuẽ312	tɕʰuẽ312	tɕʰyẽ312	tɕʰyẽ312	tɕʰyẽ312	tɕʰyẽ312	kuə̃312	tɕʰyə̃312	tɕʰə̃312	tɕʰyẽ312	tɕʰyẽ312	tɕʰyẽ312	tɕʰyẽ312	tɕʰyĩ312	tɕʰyĩ312	tɕʰyẽ312	tɕʰyẽ312	tɕʰĩ312	tɕʰĩ312	tɕʰĩ312
匀		yẽ13	yẽ13	yẽ13	yẽ13	yẽ13	yẽ13	mẽ13	mẽ13	yə̃13	yə̃13	miə̃13	mẽ13	yẽ13	yẽ13	wẽ13	yĩ13	yĩ13	yẽ13	yẽ13	ĩ55	ĩ13	ĩ13
允		yẽ312	iə̃312	yə̃312	yə̃312	yẽ312	yẽ312	mẽ312	mẽ312	uə̃312	yə̃312	miə̃312	mẽ312	yə̃312	yə̃312	wẽ312	yĩ312	yĩ312	ye312	ye312	ĩ312	ĩ312	ĩ312
分		fẽ33	fẽ33	fẽ33	fẽ33	fẽ33	fẽ33	fẽ55	fẽ55	fiə̃33	fə̃33	fə̃33	fẽ55	fẽ55	fẽ55	fẽ55	fẽ55	xuẽ55	fẽ55	fẽ55	fẽ33	fẽ33	fẽ33
粉		fẽ312	fẽ312	fẽ312	fẽ312	fẽ312	fẽ312	fẽ312	fẽ312	fiə̃312	fə̃312	fə̃312	fẽ312	fẽ312	fẽ312	fẽ312	fẽ312	xuẽ312	fẽ312	fẽ312	fẽ312	fẽ312	fẽ312
粪		fẽ45	fẽ55	fẽ55	fẽ55	fẽ55	fẽ55	fẽ45	fẽ45	fiə̃55	fə̃55	fə̃55	fẽ24	fẽ24	fẽ24	fẽ45	xue24	fẽ35	fẽ24	fẽ24	fẽ35	fẽ55	fẽ35
纷		fẽ312	fẽ312	fẽ312	fẽ312	fẽ312	fẽ312	fẽ312	fẽ312	fiə̃312	fə̃312	fə̃312	fẽ312	fẽ312	fẽ312	fẽ312	xuẽ312	fẽ312	fẽ55	fẽ55	fẽ33	fẽ312	fẽ312
坟		fẽ13	fẽ13	fẽ13	fẽ13	fẽ13	xuẽ13	fẽ13	fẽ13	fiə̃13	fə̃13	fə̃13	fẽ13	fẽ13	fẽ13	fẽ13	xuẽ13	fẽ13	fẽ13	fẽ13	fẽ55	fẽ13	fẽ13
愤		fẽ55	fẽ55	fẽ55	fẽ55	fẽ55	fẽ55	fẽ45	fẽ45	fiə̃55	fə̃55	fə̃55	fẽ55	fẽ55	fẽ55	fẽ45	xuẽ24	fẽ35	fẽ55	fẽ55	fe33	fe55	fe35
份		fẽ55	fẽ55	fẽ55	fẽ55	fẽ55	fẽ55	fẽ55	fẽ55	fiə̃55	fə̃55	fə̃55	fẽ55	fẽ55	fẽ55	fẽ55	xuẽ55	fẽ35	fẽ55	fẽ55	fẽ33	fẽ35	fẽ35
蚊		uẽ13/mẽ55	uẽ13/mẽ55	uẽ13/mẽ55	uẽ13/mẽ55	uẽ13/mẽ55	uẽ13/mẽ55	uẽ13/mẽ55	uẽ13/mẽ55	uə̃13	uə̃13/mə̃55	uə̃13/mə̃55	uẽ13/mẽ55	uẽ13/mẽ55	uẽ13/mẽ55	uẽ13/mẽ55	uẽ13/mẽ55	uẽ13/mẽ55	uẽ13/mẽ55	uẽ13/mẽ55	uẽ55/me55	uẽ13/mẽ33	uẽ13/mẽ33
吻		uẽ13	uẽ13	uẽ13	uẽ13	uẽ13	uẽ13	u13	u13	uə̃13	uə̃13	uə̃13	u13	ue312	u13	u13	u13	u13	ue312	ue312	uẽ55	uẽ13	uẽ13
问		uẽ45	uẽ55	uẽ55	uẽ55	uẽ55	uẽ55	uẽ55	uẽ55	uə̃55	uə̃55	uə̃55	uẽ55	uẽ55	uẽ55	uẽ55	uẽ55	uẽ55	uẽ55	uẽ55	uẽ33	uẽ55	uẽ33
军		tɕuẽ33	tɕuẽ33	tɕuẽ33	tɕuẽ33	tɕẽ33	tɕyẽ33	tɕyẽ55	tɕyẽ55	kuə̃33	tɕyə̃33	tɕyə̃33	tɕyẽ55	tɕyẽ55	tɕyẽ55	tɕyẽ55	tɕyĩ55	tɕyĩ55	tɕyẽ55	tɕyẽ55	tɕĩ33	tɕi33	tɕi33
裙		tɕʰuẽ13	tɕʰuẽ13	tɕʰuẽ13	kʰuẽ13	tɕʰẽ13	tɕʰyẽ13	tɕʰyẽ13	tɕʰyẽ13	kʰuə̃13	tɕʰyə̃13	kʰuə̃13	tɕʰyẽ13	tɕʰyẽ13	tɕʰyẽ13	tɕʰyẽ13	tɕʰyĩ13	tɕʰyĩ13	tɕʰyẽ13	tɕʰyẽ13	tɕʰĩ55	tɕʰĩ13	tɕʰĩ13
熏		ɕuẽ33	ɕuẽ33	ɕuẽ33	ɕuẽ33	ɕyẽ33	ɕyẽ33	ɕyẽ55	ɕyẽ55	ɕyə̃33	ɕyə̃33	ɕyə̃33	ɕyẽ55	ɕyẽ55	ɕyẽ55	ɕyẽ55	ɕyĩ55	ɕyĩ55	ɕyẽ55	ɕyẽ55	ɕĩ33	ɕĩ33	ɕĩ33
训		ɕuẽ45	ɕuẽ55	ɕuẽ55	ɕuẽ55	ɕyẽ55	ɕyẽ55	ɕyẽ45	ɕyẽ45	ɕyə̃45	ɕyə̃45	ɕyə̃45	ɕyẽ24	ɕyẽ24	ɕyẽ24	ɕyẽ45	ɕyĩ24	ɕyĩ35	ɕyẽ24	ɕyẽ24	ɕĩ35	ɕĩ55	ɕi35
熨		yẽ55	yẽ55	yẽ55	yẽ55	ue55	ue55	mẽ55	mẽ55	yə̃55	yə̃55	yə̃55	mẽ55	yẽ55	yẽ55	wẽ55	yĩ24	yĩ55	yẽ55	yẽ55	ĩ33	ĩ55	ĩ33
云		yẽ13	yẽ13	yẽ13	yẽ13	yẽ13	yẽ13	mẽ13	mẽ13	yə̃13	yə̃13	miə̃13	mẽ13	yẽ13	yẽ13	wẽ13	yĩ13	yĩ13	yẽ13	yẽ13	ĩ55	ĩ13	ĩ13
运		yẽ55	yẽ55	yẽ55	yẽ55	yẽ55	yẽ55	mẽ55	mẽ55	miə̃55	yə̃55	miə̃55	mẽ55	yẽ55	mẽ55	wẽ55	yĩ24	yĩ55	yẽ55	yẽ55	ĩ35	ĩ55	ĩ55
帮		pɔ̃33	pɔ̃33	pɔ̃33	pɔ̃33	pɔ̃33	pɔ33	pɔ̃55	pɔ̃55	pɔ̃33	pɔ̃33	pɔ̃33	pɔ̃55	pɔ̃55	pɔ̃55	pɔ̃55	pɔ̃55	pɔ̃55	pɔ̃55	pɔ̃55	pɔ̃33	pɔ̃33	pɔ33
榜		pɔ̃312	pɔ̃312	pɔ̃312	pɔ̃312	pɔ̃312	pɔ312	pɔ̃312	pɔ̃312	pɔ̃312	pɔ̃312	pɔ̃312	pɔ̃312	pɔ̃312	pɔ̃312	pɔ̃312	pɔ̃312	pɔ̃312	pɔ̃312	pɔ̃312	pɔ̃312	pɔ̃312	pɔ̃312
谤		pɔ̃312	pɔ̃33	pɔ̃33	pɔ̃33	pɔ̃33	pɔ33	pʰɔ̃45	pʰɔ̃45	pɔ̃312	pɔ̃312	pɔ̃312	pʰɔ24	pʰɔ24	pʰɔ24	pɔ̃312	pɔ̃312	pɔ̃312	pʰɔ24	pʰɔ24	pɔ̃35	pɔ̃55	pɔ̃35
滂		pʰɔ̃13	pʰɔ̃13	pʰɔ̃13	pʰɔ̃13	pʰɔ̃13	pʰɔ13	pʰɔ̃13	pʰɔ̃13	pʰɔ̃13	pʰɔ̃13	pʰɔ̃13	pʰɔ̃13	pʰɔ̃13	pʰɔ̃13	ɸɔ̃55	pʰɔ̃55	pʰɔ̃55	pʰɔ̃13	pʰɔ̃13	pʰɔ̃33	pʰɔ̃33	pʰɔ̃33
旁		pʰɔ̃13	pʰɔ̃13	pʰɔ̃13	pʰɔ̃13	pʰɔ̃13	pʰɔ13	pʰɔ̃13	pʰɔ̃13	pʰɔ̃13	pʰɔ̃13	pʰɔ̃13	pʰɔ̃13	pʰɔ̃13	pʰɔ̃13	ɸɔ̃13	pʰɔ̃13	pʰɔ̃13	pʰɔ̃13	pʰɔ̃13	pʰɔ̃55	pʰɔ̃13	pʰɔ̃13
忙		mɔ̃13	mɔ̃13	mɔ̃13	mɔ̃13	mɔ̃13	mɔ13	mɔ̃13	mɔ̃13	mɔ̃13	mɔ̃13	mɔ̃13	mɔ̃13	mɔ̃13	mɔ̃13	mɔ̃13	mɔ̃13	mɔ̃13	mɔ̃13	mɔ̃13	mɔ̃55	mɔ̃13	mɔ̃13
蟒		mɔ̃312	mɔ̃312	mɔ̃312	mɔ̃312	mɔ̃312	mɔ312	mɔ̃312	mɔ̃312	mɔ̃312	mɔ̃312	mɔ̃312	mɔ̃312	mɔ̃312	mɔ̃312	mɔ̃312	mɔ̃312	mɔ̃312	mɔ̃312	mɔ̃312	mɔ̃312	mɔ̃312	mɔ̃312
当		tɔ̃33	tɔ̃33	tɔ̃33	tɔ̃33	tɔ̃33	tɔ33	tɔ̃55	tɔ̃55	tɔ̃33	tɔ̃33	tɔ̃33	tɔ̃55	tɔ̃55	tɔ̃55	tɔ̃55	tɔ̃55	tɔ̃55	tɔ̃55	tɔ̃55	tɔ̃33	tɔ̃33	tɔ̃33
挡		tɔ̃312	tɔ̃312	tɔ̃312	tɔ̃312	tɔ̃312	tɔ312	tɔ̃312	tɔ̃312	tɔ̃312	tɔ̃312	tɔ̃312	tɔ̃312	tɔ̃312	tɔ̃312	tɔ̃312	tɔ̃312	tɔ̃312	tɔ̃312	tɔ̃312	tɔ̃312	tɔ̃312	tɔ̃312
当		tɔ̃45	tɔ̃55	tɔ̃55	tɔ̃55	tɔ̃55	tɔ55	tɔ̃45	tɔ̃45	tɔ̃55	tɔ̃55	tɔ̃55	tɔ̃24	tɔ̃24	tɔ̃24	tɔ̃45	tɔ24	tɔ̃35	tɔ̃24	tɔ̃24	tɔ̃35	tɔ̃55	tɔ̃35
汤		xɔ̃33	xɔ̃33	xɔ̃33	xɔ̃33	xɔ̃33	tʰɔ33	xɔ̃55	xɔ̃55	xɔ̃33	xɔ̃33	tʰɔ̃33	xɔ̃55	tʰɔ̃55	xɔ̃55	xɔ̃55	tʰɔ̃55	tʰɔ̃55	xɔ̃55	xɔ̃55	tʰɔ̃33	tʰɔ̃33	tʰɔ̃33
躺		xɔ̃312	xɔ̃312	xɔ̃312	xɔ̃312	xɔ̃312	tʰɔ312	xɔ̃312	xɔ̃312	xɔ̃312	xɔ̃312	tʰɔ̃312	xɔ̃312	tʰɔ̃312	xɔ̃312	xɔ̃312	tʰɔ̃312	tʰɔ̃312	xɔ̃312	xɔ̃312	tʰɔ̃312	tʰɔ̃312	tʰɔ̃312
烫		xɔ̃45	xɔ̃55	xɔ̃55	xɔ̃55	xɔ̃55	tʰɔ55	xɔ̃55	xɔ̃55	xɔ̃55	xɔ̃55	tʰɔ̃55	xɔ̃24	tʰɔ̃24	xɔ̃24	xɔ̃55	tʰɔ̃24	tʰɔ̃35	xɔ̃24	xɔ̃24	tʰɔ̃35	tʰɔ̃55	tʰɔ̃35
糖		xɔ̃13	xɔ̃13	xɔ̃13	xɔ̃13	xɔ̃13	tʰɔ13	xɔ̃13	xɔ̃13	xɔ̃13	xɔ̃13	tʰɔ̃13	xɔ̃13	tʰɔ̃13	xɔ̃13	xɔ̃13	tʰɔ̃13	tʰɔ̃13	xɔ̃13	xɔ̃13	tʰɔ̃55	tʰɔ̃13	tʰɔ̃13
荡		xɔ̃312	xɔ̃55	xɔ̃55	xɔ̃55	xɔ̃55	tʰɔ55	xɔ̃55	xɔ̃55	xɔ̃55	xɔ̃312	tʰɔ̃55	xɔ̃312	tʰɔ312	xɔ312	xɔ̃312	tʰɔ̃312	tʰɔ̃312	xɔ̃312	xɔ̃312	tʰɔ̃312	tʰɔ̃312	tʰɔ̃312
囊		lɔ̃13	lɔ̃13	lɔ̃13	lɔ̃13	lɔ̃13	lɔ13	lɔ̃13	lɔ̃13	lɔ̃13	lɔ̃13	lɔ̃13	lɔ̃13	lɔ̃13	lɔ̃13	lɔ̃13	lɔ̃13	lɔ̃13	lɔ̃13	lɔ̃13	lɔ̃55	lɔ̃13	lɔ̃13
狼		lɔ̃13	lɔ̃13	lɔ̃13	lɔ̃13	lɔ̃13	lɔ13	lɔ̃13	lɔ̃13	lɔ̃13	lɔ̃13	lɔ̃13	lɔ̃13	lɔ̃13	lɔ̃13	lɔ̃13	lɔ̃13	lɔ̃13	lɔ̃13	lɔ̃13	lɔ̃55	lɔ̃13	lɔ̃13
朗		lɔ̃312	lɔ̃312	lɔ̃312	lɔ̃312	lɔ̃312	lɔ312	lɔ̃312	lɔ̃312	lɔ̃312	lɔ̃312	lɔ̃312	lɔ̃312	lɔ̃312	lɔ̃312	lɔ̃312	lɔ̃312	lɔ̃312	lɔ̃312	lɔ̃312	lɔ̃312	lɔ̃312	lɔ̃312
浪		lɔ̃55	lɔ̃55	lɔ̃55	lɔ̃55	lɔ̃55	lɔ55	lɔ̃55	lɔ̃55	lɔ̃55	lɔ̃55	lɔ̃55	lɔ̃55	lɔ̃55	lɔ̃55	lɔ̃55	lɔ̃55	lɔ̃55	lɔ̃55	lɔ̃55	lɔ̃33	lɔ̃55	lɔ̃33
脏		tsɔ̃33	tsɔ̃33	tsɔ̃33	tsɔ̃33	tsɔ̃33	tsɔ33	tsɔ̃55	tsɔ̃55	tsɔ̃33	tsɔ̃33	tsɔ̃33	tsɔ̃55	tsɔ̃55	tsɔ̃55	tsɔ̃55	tsɔ̃55	tsɔ̃55	tsɔ̃55	tsɔ̃55	tsɔ̃33	tsɔ̃33	tsɔ̃33
葬		tsɔ̃45	tsɔ̃55	tsɔ̃55	tsuɔ̃55	tsuɔ̃55	tsɔ55	tsɔ̃45	tsɔ̃45	tsɔ̃45	tsɔ̃55	tsɔ̃55	tsɔ̃24	tsɔ̃24	tsɔ̃24	tsɔ̃45	tsɔ̃24	tsɔ̃35	tsɔ̃24	tsɔ̃24	tsɔ̃35	tsɔ̃55	tsɔ̃35
