	富阳街道	柳家龙岩	古城秀山	莲山水寨	朝东水谷	城北马山	福利毛家	麦岭街道	朝东街道	朝东茶山	白沙黄板桥	石家街道	石家龙湾	葛坡老塘面寨	新华街道	江永桃川	富川保庆话	富川七都话	富川八都话	富川客家话	富川梧州话
抢	tɕʰiɑŋ53	tɕʰiɑŋ53	tɕʰiaŋ51	tɕʰiɑŋ53	tɕʰiaŋ553	tɕʰiaŋ453	tɕʰiɑŋ53	tɕʰiaŋ45	tɕʰiã55	tɕʰiaŋ51	tɕʰiaŋ55	tɕʰiɑ̃55	tɕʰiɑŋ55	tɕʰiɑŋ53	tɕʰiaŋ553	tɕʰiaŋ45	tʃʰiõ31	tʃʰiaŋ24	tʃʰiaŋ211	tʃʰiɔŋ31	tʰie44
匠	tɕiɑŋ35	tɕiɑŋ35	tɕiaŋ35	tɕiɑŋ35	tɕiaŋ35	tɕiaŋ24	tɕiɑŋ35	tɕiaŋ13	tɕiã24	tɕiaŋ24	tɕiaŋ24	tɕiɑ̃35	tɕiɑŋ24	tɕiɑŋ24	tɕiaŋ224	tɕiaŋ13	ʃyõ31	tʃiaŋ35	tʃiaŋ45	tʃiɔŋ51	tie503
想	ɕiɑŋ53	ɕiɑŋ53	ɕiaŋ51	ɕiɑŋ53	ɕiaŋ553	ɕiaŋ453	ɕiɑŋ53	ɕiaŋ45	ɕiã55	ɕiaŋ51	ɕiaŋ55	ɕiɑ̃55	ɕiɑŋ55	ɕiɑŋ53	ɕiaŋ553	ɕiaŋ45	ʃiɑɔ31	ʃiaŋ24	ʃiaŋ211	siɔŋ31	sie44
像	ɕiɑŋ35	tɕiɑŋ35/ɕiɑŋ35	ɕiaŋ35	tɕiɑŋ35	ɕiaŋ35	ɕiaŋ24	ɕiɑŋ35	ɕiaŋ13	ɕiã24	ɕiaŋ24	tɕiaŋ24	ɕiɑ̃35	tɕiɑŋ24	ɕiɑŋ24	ɕiaŋ224	ɕiaŋ13	ʃyõ14	tʃiaŋ42	tʃiaŋ33	siɔŋ51	sie503
张(量)	tsɑŋ44	tsiɑŋ44	tsaŋ44	tsiɑŋ44	tsaŋ44	tsaŋ33	tsɑŋ44	tsɑŋ33	tɕiã44	tɕiaŋ33	tsaŋ33	tsɑ̃44	tsɑŋ33	tsɑŋ33	tsaŋ44	tɕiaŋ44	tʃyõ33	ɗiaŋ52	liaŋ52	tʃɔŋ24	tʃie51
长(~短)	tsɑŋ31	tsiɑŋ31	tsaŋ21	tsɑŋ31	tsaŋ31	tsʰaŋ31	tsʰɑŋ31	tɕʰiaŋ31	tsʰã31	tɕʰiaŋ31	tsʰaŋ21	tsʰɑ̃31	tsʰɑŋ31	tsʰɑŋ31	tsʰaŋ22	tɕʰiaŋ31	ʃyõ213	ɗiaŋ22	tʃiaŋ42	tʃʰɔŋ12	sie231
装	tsuɑŋ44	tsuɑŋ44	tsuaŋ44	tsuɑŋ44	tsuaŋ44	tsuaŋ33	tsuɑŋ44	tsuaŋ33	tsuã44	tsuaŋ33	tsuaŋ33	tsuɑ̃44	tsuɑŋ33	tsuɑŋ33	tsuaŋ44	tsuaŋ44	tsõ33	tsaŋ52	tsaŋ52	tʃɔŋ24	tʃye51
壮	tsuɑŋ35	tsuɑŋ35	tsuaŋ35	tsuɑŋ35	tsuaŋ35	tsuaŋ24	tsuɑŋ35	tsuaŋ13	tsuã24	tsuaŋ24	tsuaŋ24	tsuɑ̃35	tsuɑŋ24	tsuɑŋ24	tsuaŋ224	tsuaŋ13	tsõ45	tsuaŋ35	tsaŋ42	tʃɔŋ51	tʃye503
疮	tsʰuɑŋ44	tsʰuɑŋ44	tsʰuaŋ44	tsʰuɑŋ44	tsʰuaŋ44	tsʰuaŋ33	tsʰuɑŋ44	tsʰuaŋ33	tsʰã44	tsʰuaŋ33	tsʰuaŋ33	tsʰuɑ̃44	tsʰuɑŋ33	tsʰuɑŋ33	tsʰuaŋ44	tsʰuaŋ44	tsʰõ33	tsʰaŋ52	tsʰaŋ42	tʃʰɔŋ24	tʃʰye51
床	tsuɑŋ31	tsuɑŋ31	tsuaŋ21	tsuɑŋ31	tsuaŋ31	tsʰuaŋ31	tsʰuɑŋ31	tsʰuaŋ31	tsʰuã31	tsʰuaŋ31	tsʰuaŋ21	tsʰuɑ̃31	tsʰuɑŋ31	tsʰuɑŋ31	tsʰuaŋ22	tsʰuaŋ31	sõ213	tsaŋ22	tsaŋ42	tʃʰɔŋ12	sye231
霜	suɑŋ44	suɑŋ44	suaŋ44	suɑŋ44	suaŋ44	suaŋ33	suɑŋ44	suaŋ33	sã44	suaŋ33	suaŋ33	suɑ̃44	suɑŋ33	suɑŋ33	suaŋ44	suaŋ44	sõ33	saŋ52	saŋ42	sɔŋ24	sye51
章	tsɑŋ44	tsɑŋ44	tsaŋ44	tsɑŋ44	tsaŋ44	tsaŋ33	tsɑŋ44	tsaŋ33	tɕiã44	tɕiaŋ33	tsaŋ33	tsɑ̃44	tsɑŋ33	tsɑŋ33	tsaŋ44	tɕiaŋ44	tʃyõ33	tʃaŋ52	taŋ52	tʃɔŋ24	tʃie51
厂	tsʰɑŋ53	tsʰɑŋ53	tsʰaŋ51	tsʰɑŋ53	tsʰaŋ553	tsʰaŋ453	tsʰɑŋ53	tsʰaŋ45	tɕʰiã55	tɕʰiaŋ51	tsʰaŋ55	tsʰɑ̃55	tsʰɑŋ55	tsʰɑŋ53	tsʰaŋ553	tɕʰaŋ45	tʃʰyõ31	tsʰaŋ24	tʰaŋ211	tʃʰɔŋ31	tʃʰie44
唱	tsʰɑŋ35	tsʰɑŋ35	tsʰaŋ35	tsʰɑŋ35	tsʰaŋ35	tsʰaŋ24	tsʰɑŋ35	tsʰaŋ13	tsʰã24	tɕʰiaŋ24	tsʰaŋ24	tsʰɑ̃35	tsʰɑŋ24	tsʰɑŋ24	tsʰaŋ224	tɕʰiaŋ13	tʃʰyõ14	tsʰaŋ33	tʰaŋ33	tʃʰɔŋ51	tʃʰie503
伤	sɑŋ44	sɑŋ44	saŋ44	sɑŋ44	saŋ44	ɕiaŋ33	sɑŋ44	ɕiaŋ33	ɕiã44	ɕiaŋ33	saŋ33	sɑ̃44	sɑŋ33	sɑŋ33	saŋ44	ɕiaŋ44	ʃyõ33	ʃaŋ52	ʃiaŋ52	ʃɔŋ24	sie51
尝	tsɑŋ31	sɑŋ31	saŋ21	sɑŋ31	saŋ31	saŋ31	sɑŋ31	saŋ31	ɕiã31	tɕʰiaŋ31	saŋ21	sɑ̃31	sɑŋ22	ʦʰɑŋ31	saŋ22	tsʰaŋ31	ʃyõ213	ʃaŋ22	ʃiaŋ31	ʃɔŋ12	sie231
上(~去)	sɑŋ35	sɑŋ35	saŋ35	sɑŋ35	saŋ35	saŋ24	sɑŋ35	ɕiaŋ13	ɕiã24	ɕiaŋ24	saŋ24	sɑ̃35	sɑŋ24	sɑŋ24	saŋ224	ɕiaŋ13	ʃyõ31	ʃaŋ42	ʃiaŋ33	ʃɔŋ24	sie231
让	iɑŋ35	iɑŋ35	iaŋ35	iɑŋ35	iaŋ35	iaŋ24	iɑŋ35	iaŋ13	iã24	iaŋ24	iaŋ24	iɑ̃35	iɑŋ24	iɑŋ24	iaŋ224	iaŋ13	ȵyõ33	iaŋ35	iaŋ45	ŋiɔŋ51	ɲie203
姜(生~)	kiɑŋ44	kiɑŋ44	kiaŋ44	kiɑŋ44	kiaŋ44	ʨiaŋ33	kiɑŋ44	ʨiaŋ33	tɕiã44	tɕiaŋ33	kiaŋ33	kiɑ̃44	kiɑŋ33	ʨiɑŋ33	kiaŋ44	tɕiaŋ44	tʃyõ33	kiaŋ52	taŋ52	kiɔŋ24	kie51
响	ɕiɑŋ53	xiɑŋ53	ɕiaŋ51	xiɑŋ53	xiaŋ553	ɕiaŋ453	ɕiɑŋ53	ɕiaŋ45	ɕiã55	ɕiaŋ51	ɕiaŋ55	ɕiɑ̃55	ɕiɑŋ55	ɕiɑŋ53	ɕiaŋ553	ɕiaŋ45	ʃyõ31	ʃiaŋ24	ʃiaŋ211	ʃiɔŋ31	ʃie44
向	ɕiɑŋ35	xiɑŋ35	ɕiaŋ35	xiɑŋ35	ɕiaŋ35	ɕiaŋ24	ɕiɑŋ35	ɕiaŋ13	ɕiã24	ɕiaŋ24	ɕiaŋ24	ɕiɑ̃35	ɕiɑŋ24	ɕiɑŋ24	ɕiaŋ224	ɕiaŋ13	ʃyõ45	ʃiaŋ33	ʃiaŋ33	ʃiɔŋ51	ʃie503
秧	iɑŋ44	iɑŋ44	iaŋ44	iɑŋ44	iaŋ44	iaŋ33	iɑŋ44	iaŋ33	iã44	iaŋ33	iaŋ33	iɑ̃44	iɑŋ33	iɑŋ33	iaŋ44	iaŋ44	ȵyõ33	iaŋ52	iaŋ52	iɔŋ24	ie51
痒	iɑŋ53	iɑŋ53	iaŋ51	iɑŋ53	iaŋ553	iaŋ453	iɑŋ53	iaŋ45	iã55	iaŋ51	iaŋ55	iɑ̃55	iɑŋ55	iɑŋ53	iaŋ553	iaŋ45	ȵyõ31	iaŋ42	iaŋ33	hɔi24	ɦɤ231
样	iɑŋ35	iɑŋ35	iaŋ35	iɑŋ35	iaŋ35	iaŋ24	iɑŋ35	iaŋ13	iã24	iaŋ24	iaŋ24	iɑ̃35	iɑŋ24	iɑŋ24	iaŋ224	iaŋ13	ȵyõ45	iaŋ35	iaŋ45	iɔŋ51	ie203
雀	tɕʰye213	tsʰuo213	tɕʰyo13	tsʰuo213	tɕʰyɛ213	tɕʰye31	tɕʰye31	tɕʰye31	tɕʰyo31	tɕʰyo31	tɕʰyo21	tɕʰyɛ31	tɕʰyo31	tɕʰye31	tɕʰye213	tɕʰyo31	tʃʰye45	tʃʰy35	tʃi52	tʃʰœk5	tʃiɑ203
削	ɕye213	suo213	ɕuo44	suo213	ɕyɛ213	ɕye31	ɕiɔ31	ɕyo31	ɕyo31	ɕyo31	ɕyɛ21	ɕyɛ31	ɕye31	ɕye31	ɕye44	ɕyo31	ʃiɘu33	ʃɪu52	ʃiɔu52	siɔk2	syø51
着(~火)	tsuo213	tsuo213	tsuo13	tsuo213	tsuo213	tsuo31	tsuo31	tsuo31	tɕyo31	tɕyo31	tɕyo21	tsuo31	tso31	tsuo31	tsuo213	tɕyo31	tʃyo45	ɗuei35	tʃiɤɯ45	tʃʰɔk5	tʃiɑ503
勺	sɑo31	sɔ31	sɔ35	sʌ31	sɑo35	sɑɔ31	sɔ31	sɑɔ31	sɑɔ31	sɑo243	sɑɔ21	sɔ31	sɑo31	sɑo31	sɑo22	sɑɔ31	ʃyo45	sɑu22	ʃiɤɯ45	ʃɔk5	sɔ231
弱	ŋio213	ȵuo213	ȵyo13	ŋuo213	ȵyo213	ȵio31	ȵiɔ31	nyo31	ȵo31	io31	ȵyo21	ȵyo31	ȵyo31	ȵyo31	ȵyo213	io31	iɘu45	ȵɪu35	iɤɯ45		ɲio203
脚	tsuo213	ʦuo213	tsuo13	ʦuo213	tsuo213	tsuo31	tsuo31	tɕyo31	tɕyo31	tɕyo31	tɕyo21	tɕyo31	tɕyo31	tsuo31	kyo213	tɕyo31	tʃiɘu33	ki55	tɤɯ14	ŋiɔk5	kie51
约	io213	yo213	yo13	yo213	io213	io31	iɔ31	yo31	yo31	io31	yo21	yo31	yo31	yo31	yo213	io31	yo14	iɤ33	iɤɯ14	kiɔk2	io51
药	io213	yo213	yo13	yo213	io213	io31	iɔ31	yo31	yo31	io31	yo21	yo31	yo31	yo31	yo213	io31	iɘu45	i35	iɤɯ45	iɔk2	ie203
光(~线)	kuɑŋ44	kuɑŋ44	kuaŋ44	kuɑŋ44	kuaŋ44	kuaŋ33	kuɑŋ44	kuaŋ33	kuã44	kuaŋ33	kuaŋ33	kuɑ̃44	kuɑŋ33	kuɑŋ33	kuaŋ44	kuaŋ44	kõ33	kaŋ52	kaŋ52	iɔk5	kuə̃51
慌	fɑŋ44	fɑŋ44	faŋ44	fɑŋ44	xuaŋ44	fuaŋ33	xuɑŋ44	fuaŋ33	fã44	faŋ33	faŋ33	fɑ̃44	fɑŋ33	fɑŋ33	faŋ44	faŋ44	fæ̃33	faŋ52	haŋ52	kɔŋ24	fə̃51
黄	uɑŋ31	uɑŋ31	uaŋ21	uɑŋ31	uaŋ31	uaŋ31	uɑŋ31	uaŋ31	uã31	uaŋ31	uaŋ21	uɑ̃31	uɑŋ31	uɑŋ31	xuaŋ22	faŋ31	ŋõ213	haŋ22	haŋ31	fɔŋ24	və̃231
郭	kuo213	kuo213	kuo44	kuo213	kuo213	kuo31	kuo31	kuo31	kuo31	kuo31	kuo21	kuo44	ko31	kuo31	kuo44	ko31	kuo14	ku55	kɔu14	vɔŋ12	kyɑ503
霍	kʰuo213	xuo213	xuo13	fuo213	xuo35	xuo24	kʰuo31	kʰuo31	kʰuo31	xuo31	huo21	kʰuo31	xo31	xuo24	xuo213	xo13	xuo14	fu35	fu52	kɔk2	fo51
方	fɑŋ44	fɑŋ44	faŋ44	fɑŋ44	faŋ44	faŋ33	xuɑŋ44	fuaŋ33	fã44	faŋ33	faŋ33	fɑ̃44	fɑŋ33	fɑŋ33	faŋ44	faŋ44	xõ33	faŋ52	faŋ52	hɔ51	fəŋ51
放	fɑŋ35	fɑŋ35	faŋ35	fɑŋ35	faŋ35	faŋ24	xuɑŋ35	fuaŋ13	fã24	faŋ24	faŋ24	fɑ̃35	fɑŋ24	fɑŋ24	faŋ224	faŋ13	xõ45	paŋ33	maŋ33	fɔŋ24	poŋ503
纺	fɑŋ53	fɑŋ53	faŋ51	fɑŋ53	faŋ553	faŋ453	xuɑŋ53	fuaŋ45	fã55	faŋ51	faŋ55	fɑ̃55	fɑŋ55	fɑŋ53	faŋ553	faŋ45	fæ̃31	pʰaŋ24	pʰaŋ211	fɔŋ51	fɑŋ231
房	fɑŋ31	fɑŋ31	faŋ21	fɑŋ31	faŋ31	faŋ31	xuɑŋ31	fuaŋ31	fã31	faŋ31	faŋ21	fɑ̃31	fɑŋ31	fɑŋ31	faŋ22	faŋ31	xõ213	paŋ22	paŋ42	fɔŋ31	pəŋ231
防	fɑŋ31	fɑŋ31	faŋ21	fɑŋ31	faŋ31	faŋ31	xuɑŋ31	fuaŋ31	fã31	faŋ31	faŋ21	fɑ̃31	fɑŋ31	fɑŋ31	faŋ22	faŋ31	fæ̃213	faŋ22	paŋ31	fɔŋ12	poŋ231
网	uɑŋ53	uɑŋ53	uaŋ51	uɑŋ53	uaŋ553	uaŋ453	uɑŋ53	uaŋ45	uã55	uaŋ51	uaŋ55	uɑ̃55	uɑŋ55	uɑŋ53	uaŋ553	uaŋ45	uæ̃31	maŋ42	maŋ33	fɔŋ12	mie231
筐	kʰuɑŋ44	kʰuɑŋ44	kʰuaŋ44	kʰuɑŋ44	kʰuaŋ44	kʰuaŋ33	kʰuɑŋ44	kʰuaŋ33	kʰuã44	kʰuaŋ33	kʰuaŋ33	kʰuɑ̃44	kʰuɑŋ33	kʰuɑŋ33	kʰuaŋ44	kʰuaŋ44	kʰõ33	kʰuaŋ33	tʰaŋ52	mɔŋ31	kʰye51
狂	kuɑŋ31	kuɑŋ31	kuaŋ21	kʰuɑŋ31	kuaŋ31	kʰuaŋ31	kuɑŋ31/kʰuɑŋ31	kʰuaŋ31	kʰuã31	faŋ31	kʰuaŋ21	kʰuɑ̃31	kʰuɑŋ31	kʰuɑŋ31	kʰuaŋ22	kʰuaŋ31	kʰuæ̃213	kʰuaŋ22	kʰaŋ42	kʰɔŋ24	fɑŋ51
王	uɑŋ31	uɑŋ31	uaŋ21	uɑŋ31	uaŋ31	uaŋ31	uɑŋ31	uaŋ31	uã31	uaŋ31	uaŋ21	uɑ̃31	uɑŋ31	uɑŋ31	uaŋ22	uaŋ31	ŋõ213	uaŋ22	uaŋ42	kʰɔŋ12	və̃231
旺	uɑŋ35	uɑŋ35	uaŋ35	uɑŋ35	uaŋ35	uaŋ24	uɑŋ35	uaŋ13	uã24	uaŋ24	uaŋ24	uɑ̃35	uɑŋ24	uɑŋ24	uaŋ224	uaŋ13	ŋõ45	uaŋ35	uaŋ45	mɔŋ12	və̃203
缚	fu35	fu213	fu35	fu213	fu35	fu31	xu35	fu13	pɔ55	paŋ24	fu21	fu35	fu31	fu31	fu22	po31	fu45	pu35	fu24	mɔŋ51	piɑ503
绑	pɑŋ53	pɑŋ53	paŋ51	pɑŋ53	paŋ553	paŋ453	pɑŋ53	paŋ45	pã55	paŋ51	paŋ55	pɑ̃55	pɑŋ55	pɑŋ53	paŋ553	paŋ45	pæ̃31	paŋ24	paŋ42	pɔŋ31	piɛ̃44
胖	pʰɑŋ35	pʰɑŋ35	pʰaŋ35	pʰɑŋ35	pʰaŋ35	pʰaŋ24	pʰɑŋ35	pʰaŋ13	pʰã24	pʰaŋ24	pʰaŋ24	pʰɑ̃35	pʰɑŋ24	pʰɑŋ24	pʰaŋ224	pʰaŋ13	pʰõ14	pʰaŋ33	pʰaŋ33	pʰaŋ51	pi231
棒	pɑŋ35	pɑŋ35	paŋ35	pɑŋ35	paŋ35	paŋ24	pɑŋ35	paŋ13	pã24	paŋ24	paŋ24	pɑ̃35	pɑŋ24	pɑŋ24	paŋ224	paŋ13	põ14	paŋ35	maŋ33	pɔŋ51	pɑŋ51
桩	tsuɑŋ44	tsuɑŋ44	tsuaŋ44	tsuɑŋ44	tsuaŋ44	tsuaŋ33	tsuɑŋ44	tsuaŋ33	tsuã44	tsuaŋ33	tsuaŋ33	tsuɑ̃44	tsuɑŋ33	tsuɑŋ33	tsuaŋ44	tsuaŋ44	tsõ33	tsaŋ52	tsaŋ52	tʃɔŋ24	tʃyɛ51
撞	tsuɑŋ35	tsʰuɑŋ53	tsuaŋ35	tsʰuɑŋ53	tsʰuaŋ553	tsuaŋ24	tsʰuɑŋ35	tsuaŋ13	tsʰuã24	tsʰuaŋ24	tsuaŋ55	tsuɑ̃35	tsuɑŋ24	tsuɑŋ24	tsuaŋ224	tsʰuaŋ45	tsʰõ31	tsaŋ35	tsaŋ45	tʃʰɔŋ51	tʃʰyɛ503
窗	tsʰuɑŋ44	tsʰuɑŋ44	tsʰuaŋ44	tsʰuɑŋ44	tsʰuaŋ44	tsʰuaŋ33	tsʰuɑŋ44	tsʰuaŋ33	tsʰuã44	tsʰuaŋ33	tsʰuaŋ33	tsʰuɑ̃44	tsʰuɑŋ33	tsʰuɑŋ33	tsʰuaŋ44	tsʰuaŋ44	tsʰõ33	tsʰaŋ52	tsʰaŋ42	tʃʰɔŋ24	tʰyɛ51
双	suɑŋ44	suɑŋ44	suaŋ44	suɑŋ44	suaŋ44	suaŋ33	suɑŋ44	suaŋ33	suã44	suaŋ33	suaŋ33	suɑ̃44	suɑŋ33	suɑŋ33	suaŋ44	suaŋ44	sõ33	saŋ52	saŋ52	sʊŋ24	ʃyɛ51
江	kiɑŋ44	kiɑŋ44	kiaŋ44	kiɑŋ44	kiaŋ44	ʨiaŋ33	kiɑŋ44	ʨiaŋ33	ʨiã44	ʨiaŋ33	kiaŋ33	kiɑ̃44	kiɑŋ33	kiɑŋ33	kiaŋ44	ʨiaŋ44	tʃiõ33	kaŋ52	taŋ52	kɔŋ24	kyɛ51
讲	kiɑŋ53	kiɑŋ53	kiaŋ51	kiɑŋ53	kiaŋ553	ʨiaŋ453	kiɑŋ53	ʨiaŋ45	ʨiã55	ʨiaŋ51	kiaŋ55	kiɑ̃55	kiɑŋ55	kiɑŋ53	kiaŋ553	ʨiaŋ45	kõ31	kiaŋ24	taŋ211	kɔŋ31	kiɛ44
降(投~)	ɕiɑŋ31	xiɑŋ31	ɕiaŋ21	xiɑŋ31	xiaŋ31	ɕiaŋ31	ɕiɑŋ31	ʨiaŋ31	ɕiã31	ɕiaŋ31	ɕiaŋ21	ɕiɑ̃31	ɕiɑŋ31	ɕiɑŋ31	kiaŋ224	ɕiaŋ31	tʃiõ45	ʃiaŋ22	ʃiaŋ42	ʃiɔŋ12	iɑŋ231
项	ɕiɑŋ35	xiɑŋ35	ɕiaŋ35	xiɑŋ35	ɕiaŋ35	ɕiaŋ24	ɕiɑŋ35	ɕiaŋ13	ɕiã24	ɕiaŋ24	ɕiaŋ24	ɕiɑ̃35	ɕiɑŋ24	ɕiɑŋ24	ɕiaŋ224	xaŋ13	ʃiõ45	ʃiaŋ35	ʃiaŋ45	hɔŋ51	iɛ203
剥	puo213	puo213	puo13	puo213	puo213	puo31	puo31	puo31	puo44	puo31	puo21	puo44	po31	puo31	puo213	po31	pu33	pɪu55	ȶɔu14	pɔk2	mɤɛ51
桌	tsuo213	tsuo213	tsuo13	tsuo213	tsuo213	tsuo31	tsuo31	tsuo31	tsuo31	tsuo31	tsuo21	tsuo31	tso31	tsuo31	tsuo213	tso31	tsu33	tsu33	tsuo24	tʃɔk2	tyø231
镯	tsuo213	tsuo213	tsuo13	tsu213	tsuo213	tsuo31	tsu31	tsuo31	tsu31	tsuo31	tsuo21	tsuo31	tso31	tsuo31	tsuo213	tso31	tsuo14	tsu35	tsuo31	tʃuk2	tʃo24
角	kuo213	kuo213	kuo13	kuo213	kuo213	kuo31	kuo31	ʨyo31	kuo31	kuo31	kuo21	kuo31	ko31	kuo31	kuo213	ko31	ku33	kɪu55	ȶɔu14	kɔk2	kyɑ503
壳	kʰuo213	kʰuo213	kʰuo13	kʰuo213	kʰuo213	kʰuo31	kʰuo31	kʰuo31	kʰuo31	kʰuo31	kʰuo21	kʰuo31	kʰo31	kʰuo31	kʰuo213	kʰo31	kʰu33	ʃɪu55	ʃɔu14	kʰɔk2	ʃiɑ503
学	ɕye31	xyo31	ɕyo21	xyo31	ɕyo31	suo31	ɕye31	ɕyo31	ɕyo31	ɕio31	ɕyɛ21	ɕuo31	ɕye31	ɕye31	ɕyo213	ɕyo31	xu45	ʃɪu35	ʃiɔu45	hɔk5	yɑ203
握	u213	u44	u44	u44	uo213	u33	u44	u31	u44	u24	ŋuo213	u44	ŋo24	u33	u213	u31	u45	u42	u33	vɔt5	vɤ51
朋	poŋ31	poŋ31	pəŋ21	pʊŋ31	poŋ31	pʰoŋ31	pʰoŋ31	pʰoŋ31	pʰoŋ31	pʰoŋ31	pʰoŋ21	pʰoŋ31	pʰoŋ31	pʰəŋ31	pʰʊŋ22	pʰoŋ31	poŋ213	poŋ22	pɘŋ31	pʰʊŋ12	poŋ231
灯	tɐn44	tən44	təŋ44	təŋ44	təŋ44	ten33	təŋ44	tən33	ten44	ten33	tən33	tən44	tɜn33	təŋ33	tɜn44	ten44	tiɛ̃33	ɗoŋ52	nɘŋ42	ten24	lə̃51
等	tɐn53	tən53	təŋ51	təŋ53	təŋ553	ten453	təŋ53	tən45	ten55	ten51	tən55	tən55	tɜn55	təŋ53	tɜn553	ten45	tiɛ̃31	ɗəu24	nɘŋ211	ten31	lə̃44
凳	tɐn35	tən35	təŋ35	təŋ35	təŋ35	ten24	təŋ35	tən13	ten24	ten24	tən24	tən35	tɜn24	təŋ24	tɜn224	ten13	tiɛ̃45	ɗoŋ33	nɘŋ33	ten51	lə̃503
藤	tɐn31	tən31	təŋ21	təŋ31	təŋ31	tʰen31	tʰəŋ31	tʰən31	ten31	tʰen31	tʰən21	tʰən31	tʰɜn31	tʰəŋ31	tʰɜn22	tʰen31	tiɛ̃213	ɗoŋ22	tɘŋ42	tʰen12	tə̃231
能	nɐn31	nən31	nəŋ21	nəŋ31	nəŋ31	nen31	nəŋ31	nən31	nen31	nen31	nən21	nən31	nɜn31	nəŋ31	nɜn22	nen31	nen213	nen22	nɘŋ42	nen12	nə̃231
层	tsɐn31	tsən31	tsəŋ21	tsəŋ31	tsəŋ31	tsʰen31	tsʰəŋ31	tsʰən31	tsʰen31	tsʰen31	tsʰən21	tsʰən31	tsʰɜn31	tsʰəŋ31	tsʰɜn22	tsʰen31	ʃiɛ̃14	tsɿ22	tʃi42	tʃʰien12	sə̃231
僧	sɐn44	sən44	səŋ44	səŋ44	səŋ44	sen33	səŋ44	tsən33	tsen44	sen33	sən33	tsən44	sɜn33	səŋ33	tsɜn44	tsen44	ʃiɛ̃33	sen33	tsʰɘŋ52	sen24	tʃə̃51
肯	kʰɐn53	kʰən53	kʰəŋ51	kʰəŋ53	kʰəŋ553	kʰen453	kʰəŋ53	kʰən45	kʰen55	kʰen51	kʰən55	kʰən55	kʰɜn55	kʰəŋ53	kʰɜn553	kʰen45	kʰen31	hoŋ24	hɘŋ211	kʰen31	hə̃44
北	pɤ213	pɤ213	pɤ13	pəŋ213	pɯə213	pə31	pə31	pə31	pə31	pə31	pə21	pə31	pɤ31	pɜ31	pɤ213	pə31	pɘ14	pu55	pɔu14	pet2	pɤ51
墨	mɤ213	mɤ213	mɤ13	muo213	mɯə213	mə31	mə31	mə31	mə31	mə31	mə21	mə31	mɤ31	mɜ31	muo213	mə31	mɘ14	mu35	mɔu241	met5	mɤ203
得	tɤ213	tɤ213	tɤ13	tɘ213	tɯə213	tə31	tə31	tə31	tə31	tə31	tə21	tɤ31	tɤ31	tɜ31	tɤ213	tə31	tɘ14	ɗu55	lu14	tet2	lɤ51
特	tʰɤ213	tʰɤ213	tʰɤ13	tʰɘ213	tʰɯə213	tʰə31	tʰə31	tʰə31	tʰə31	tʰə31	tʰə21	tʰɤ31	tʰɤ31	tʰɜ31	tʰɤ213	tʰə31	tʰɘ14	tʰɤ24	tʰɤɯ14	tʰet5	tʰɤ51
贼	tsɤ213	tsɤ213	tsɤ13	tsɘ213	tsɯə213	tsʰə31	tsə31	tsə31	tsə31	tsə31	tsə21	tsɤ31	tsɤ31	tsɜ31	tsɤ213	tsə31	ʦɘ14	tsəu35	ʦɔu45	tʃʰet5	sɤ203
塞	sɤ213	sɤ213	sɤ13	sɘ213	sɯə213	sə31	sə31	sə31	sə31	sə31	sə21	sɤ31	sɤ31	sɜ31	sɤ213	sə31	ʃi33	su55	sɔu14	set2	sɤ51
刻	kʰɤ213	kʰɤ213	kʰɤ13	kʰɘ213	kʰɯə213	kʰə31	kʰə31	kʰə31	kʰə31	kʰə31	kʰə21	kʰɤ31	kʰɤ31	kʰɜ31	kʰɤ213	kʰə31	kʰɘ14	kʰɤ55	kʰɤɯ24	kʰet2	kʰɤ51
黑	xɤ213	xɤ213	xɤ13	xɘ213	xɯə213	xə31	xə31	xə31	xə31	xə31	xə21	xɤ31	xɤ31	xɜ31	xɤ213	xə31	xɘ33	hu55	hɔu14	het2	hɤ51
冰	pin44	pin44	pin44	pin44	pin44	pin33	pin44	pin33	piɪ̃44	pin33	pin33	piɪ̃44	pin33	pin33	piẽ44	piɪn44	pin33	pioŋ52	pɪŋ33	pin24	pɛ̃51
证	tsɐn35	tɕin35	tɕin35	tɕin35	tsən35	ʨin24	ʨin35	ʨiẽ13	tɕien24	ʨin24	tɕin24	tɕiɪ̃35	ʨin24	ʨin24	tsɜn224	tɕin13	tʃin45	tʃen35	ȶoŋ33	tʃin51	tʃɛ̃503
秤	tɕʰin35/tɕʰin44	tɕʰin35	tɕʰin35	tɕʰin35	tɕʰĩ35	tɕʰin24	tɕʰin35	tɕʰiẽ13	tɕʰien24/tɕʰiɪ̃44	tɕʰin24	tɕʰin24	tɕʰiɪ̃35	tɕʰin24	tɕʰin24	tsʰɜn224	tɕʰin13	tʃʰin14/tɕʰin44	tʃʰi33/tʃʰi52	tʃʰi33/tɕʰin44	tʃʰin51	tʃʰɛ̃503
绳	ɕyn31	ɕyn31	ɕyn21	ɕyn31	ɕyn31	ɕyen31	ɕyn31	ɕyẽ31	ɕyn31	ɕyn31	ɕyn21	suən31	ɕyn31	səŋ31	ɕyẽ22	ɕyn31	ʃyn213	ʃyen22	ʃyn31	ʃʊn12	sə̃231
