字目	读音	注释	声母	韵母	声调	(声母)	(声母序)	(韵母序)	(调序)	最后一个同音字?1为是	声韵组合	最后一个同音异调?1为是	同音字汇(同音异调!)	同音字汇连声韵
弄	=D4054&E4054&F4054	文	l	oŋ	41	=IF(D4054=0,"〇",D4054)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B4054=B4055,0,1)	=D4054&E4054	=IF(L4054=L4055,0,1)	=IF(M4053=0,IF(K4053=0,IF(B4054=B4053,N4053&IF(C4054=0,A4054,A4054&"{"&C4054&"}"),"["&J4054&"]"&IF(C4054=0,A4054,A4054&"{"&C4054&"}")),N4053&"["&J4054&"]"&IF(C4054=0,A4054,A4054&"{"&C4054&"}")),"["&J4054&"]"&IF(C4054=0,A4054,A4054&"{"&C4054&"}"))	=L4054&N4054
農	=D4055&E4055&F4055		n	oŋ	44	=IF(D4055=0,"〇",D4055)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B4055=B4056,0,1)	=D4055&E4055	=IF(L4055=L4056,0,1)	=IF(M4054=0,IF(K4054=0,IF(B4055=B4054,N4054&IF(C4055=0,A4055,A4055&"{"&C4055&"}"),"["&J4055&"]"&IF(C4055=0,A4055,A4055&"{"&C4055&"}")),N4054&"["&J4055&"]"&IF(C4055=0,A4055,A4055&"{"&C4055&"}")),"["&J4055&"]"&IF(C4055=0,A4055,A4055&"{"&C4055&"}"))	=L4055&N4055
膿	=D4056&E4056&F4056	文	n	oŋ	44	=IF(D4056=0,"〇",D4056)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B4056=B4057,0,1)	=D4056&E4056	=IF(L4056=L4057,0,1)	=IF(M4055=0,IF(K4055=0,IF(B4056=B4055,N4055&IF(C4056=0,A4056,A4056&"{"&C4056&"}"),"["&J4056&"]"&IF(C4056=0,A4056,A4056&"{"&C4056&"}")),N4055&"["&J4056&"]"&IF(C4056=0,A4056,A4056&"{"&C4056&"}")),"["&J4056&"]"&IF(C4056=0,A4056,A4056&"{"&C4056&"}"))	=L4056&N4056
濃	=D4057&E4057&F4057		n	oŋ	44	=IF(D4057=0,"〇",D4057)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B4057=B4058,0,1)	=D4057&E4057	=IF(L4057=L4058,0,1)	=IF(M4056=0,IF(K4056=0,IF(B4057=B4056,N4056&IF(C4057=0,A4057,A4057&"{"&C4057&"}"),"["&J4057&"]"&IF(C4057=0,A4057,A4057&"{"&C4057&"}")),N4056&"["&J4057&"]"&IF(C4057=0,A4057,A4057&"{"&C4057&"}")),"["&J4057&"]"&IF(C4057=0,A4057,A4057&"{"&C4057&"}"))	=L4057&N4057
棕	=D4058&E4058&F4058	文	ts	oŋ	35	=IF(D4058=0,"〇",D4058)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B4058=B4059,0,1)	=D4058&E4058	=IF(L4058=L4059,0,1)	=IF(M4057=0,IF(K4057=0,IF(B4058=B4057,N4057&IF(C4058=0,A4058,A4058&"{"&C4058&"}"),"["&J4058&"]"&IF(C4058=0,A4058,A4058&"{"&C4058&"}")),N4057&"["&J4058&"]"&IF(C4058=0,A4058,A4058&"{"&C4058&"}")),"["&J4058&"]"&IF(C4058=0,A4058,A4058&"{"&C4058&"}"))	=L4058&N4058
鬃	=D4059&E4059&F4059	文	ts	oŋ	35	=IF(D4059=0,"〇",D4059)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B4059=B4060,0,1)	=D4059&E4059	=IF(L4059=L4060,0,1)	=IF(M4058=0,IF(K4058=0,IF(B4059=B4058,N4058&IF(C4059=0,A4059,A4059&"{"&C4059&"}"),"["&J4059&"]"&IF(C4059=0,A4059,A4059&"{"&C4059&"}")),N4058&"["&J4059&"]"&IF(C4059=0,A4059,A4059&"{"&C4059&"}")),"["&J4059&"]"&IF(C4059=0,A4059,A4059&"{"&C4059&"}"))	=L4059&N4059
宗	=D4060&E4060&F4060		ts	oŋ	35	=IF(D4060=0,"〇",D4060)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B4060=B4061,0,1)	=D4060&E4060	=IF(L4060=L4061,0,1)	=IF(M4059=0,IF(K4059=0,IF(B4060=B4059,N4059&IF(C4060=0,A4060,A4060&"{"&C4060&"}"),"["&J4060&"]"&IF(C4060=0,A4060,A4060&"{"&C4060&"}")),N4059&"["&J4060&"]"&IF(C4060=0,A4060,A4060&"{"&C4060&"}")),"["&J4060&"]"&IF(C4060=0,A4060,A4060&"{"&C4060&"}"))	=L4060&N4060
淙	=D4061&E4061&F4061		ts	oŋ	35	=IF(D4061=0,"〇",D4061)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B4061=B4062,0,1)	=D4061&E4061	=IF(L4061=L4062,0,1)	=IF(M4060=0,IF(K4060=0,IF(B4061=B4060,N4060&IF(C4061=0,A4061,A4061&"{"&C4061&"}"),"["&J4061&"]"&IF(C4061=0,A4061,A4061&"{"&C4061&"}")),N4060&"["&J4061&"]"&IF(C4061=0,A4061,A4061&"{"&C4061&"}")),"["&J4061&"]"&IF(C4061=0,A4061,A4061&"{"&C4061&"}"))	=L4061&N4061
綜	=D4062&E4062&F4062		ts	oŋ	35	=IF(D4062=0,"〇",D4062)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B4062=B4063,0,1)	=D4062&E4062	=IF(L4062=L4063,0,1)	=IF(M4061=0,IF(K4061=0,IF(B4062=B4061,N4061&IF(C4062=0,A4062,A4062&"{"&C4062&"}"),"["&J4062&"]"&IF(C4062=0,A4062,A4062&"{"&C4062&"}")),N4061&"["&J4062&"]"&IF(C4062=0,A4062,A4062&"{"&C4062&"}")),"["&J4062&"]"&IF(C4062=0,A4062,A4062&"{"&C4062&"}"))	=L4062&N4062
總	=D4063&E4063&F4063	文	ts	oŋ	53	=IF(D4063=0,"〇",D4063)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B4063=B4064,0,1)	=D4063&E4063	=IF(L4063=L4064,0,1)	=IF(M4062=0,IF(K4062=0,IF(B4063=B4062,N4062&IF(C4063=0,A4063,A4063&"{"&C4063&"}"),"["&J4063&"]"&IF(C4063=0,A4063,A4063&"{"&C4063&"}")),N4062&"["&J4063&"]"&IF(C4063=0,A4063,A4063&"{"&C4063&"}")),"["&J4063&"]"&IF(C4063=0,A4063,A4063&"{"&C4063&"}"))	=L4063&N4063
粽	=D4064&E4064&F4064	文	ts	oŋ	41	=IF(D4064=0,"〇",D4064)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B4064=B4065,0,1)	=D4064&E4064	=IF(L4064=L4065,0,1)	=IF(M4063=0,IF(K4063=0,IF(B4064=B4063,N4063&IF(C4064=0,A4064,A4064&"{"&C4064&"}"),"["&J4064&"]"&IF(C4064=0,A4064,A4064&"{"&C4064&"}")),N4063&"["&J4064&"]"&IF(C4064=0,A4064,A4064&"{"&C4064&"}")),"["&J4064&"]"&IF(C4064=0,A4064,A4064&"{"&C4064&"}"))	=L4064&N4064
綜	=D4065&E4065&F4065		ts	oŋ	41	=IF(D4065=0,"〇",D4065)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B4065=B4066,0,1)	=D4065&E4065	=IF(L4065=L4066,0,1)	=IF(M4064=0,IF(K4064=0,IF(B4065=B4064,N4064&IF(C4065=0,A4065,A4065&"{"&C4065&"}"),"["&J4065&"]"&IF(C4065=0,A4065,A4065&"{"&C4065&"}")),N4064&"["&J4065&"]"&IF(C4065=0,A4065,A4065&"{"&C4065&"}")),"["&J4065&"]"&IF(C4065=0,A4065,A4065&"{"&C4065&"}"))	=L4065&N4065
聰	=D4066&E4066&F4066		tsʰ	oŋ	35	=IF(D4066=0,"〇",D4066)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B4066=B4067,0,1)	=D4066&E4066	=IF(L4066=L4067,0,1)	=IF(M4065=0,IF(K4065=0,IF(B4066=B4065,N4065&IF(C4066=0,A4066,A4066&"{"&C4066&"}"),"["&J4066&"]"&IF(C4066=0,A4066,A4066&"{"&C4066&"}")),N4065&"["&J4066&"]"&IF(C4066=0,A4066,A4066&"{"&C4066&"}")),"["&J4066&"]"&IF(C4066=0,A4066,A4066&"{"&C4066&"}"))	=L4066&N4066
匆	=D4067&E4067&F4067		tsʰ	oŋ	35	=IF(D4067=0,"〇",D4067)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B4067=B4068,0,1)	=D4067&E4067	=IF(L4067=L4068,0,1)	=IF(M4066=0,IF(K4066=0,IF(B4067=B4066,N4066&IF(C4067=0,A4067,A4067&"{"&C4067&"}"),"["&J4067&"]"&IF(C4067=0,A4067,A4067&"{"&C4067&"}")),N4066&"["&J4067&"]"&IF(C4067=0,A4067,A4067&"{"&C4067&"}")),"["&J4067&"]"&IF(C4067=0,A4067,A4067&"{"&C4067&"}"))	=L4067&N4067
葱	=D4068&E4068&F4068	文	tsʰ	oŋ	35	=IF(D4068=0,"〇",D4068)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B4068=B4069,0,1)	=D4068&E4068	=IF(L4068=L4069,0,1)	=IF(M4067=0,IF(K4067=0,IF(B4068=B4067,N4067&IF(C4068=0,A4068,A4068&"{"&C4068&"}"),"["&J4068&"]"&IF(C4068=0,A4068,A4068&"{"&C4068&"}")),N4067&"["&J4068&"]"&IF(C4068=0,A4068,A4068&"{"&C4068&"}")),"["&J4068&"]"&IF(C4068=0,A4068,A4068&"{"&C4068&"}"))	=L4068&N4068
囱	=D4069&E4069&F4069		tsʰ	oŋ	35	=IF(D4069=0,"〇",D4069)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B4069=B4070,0,1)	=D4069&E4069	=IF(L4069=L4070,0,1)	=IF(M4068=0,IF(K4068=0,IF(B4069=B4068,N4068&IF(C4069=0,A4069,A4069&"{"&C4069&"}"),"["&J4069&"]"&IF(C4069=0,A4069,A4069&"{"&C4069&"}")),N4068&"["&J4069&"]"&IF(C4069=0,A4069,A4069&"{"&C4069&"}")),"["&J4069&"]"&IF(C4069=0,A4069,A4069&"{"&C4069&"}"))	=L4069&N4069
充	=D4070&E4070&F4070		tsʰ	oŋ	35	=IF(D4070=0,"〇",D4070)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B4070=B4071,0,1)	=D4070&E4070	=IF(L4070=L4071,0,1)	=IF(M4069=0,IF(K4069=0,IF(B4070=B4069,N4069&IF(C4070=0,A4070,A4070&"{"&C4070&"}"),"["&J4070&"]"&IF(C4070=0,A4070,A4070&"{"&C4070&"}")),N4069&"["&J4070&"]"&IF(C4070=0,A4070,A4070&"{"&C4070&"}")),"["&J4070&"]"&IF(C4070=0,A4070,A4070&"{"&C4070&"}"))	=L4070&N4070
衝	=D4071&E4071&F4071		tsʰ	oŋ	35	=IF(D4071=0,"〇",D4071)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B4071=B4072,0,1)	=D4071&E4071	=IF(L4071=L4072,0,1)	=IF(M4070=0,IF(K4070=0,IF(B4071=B4070,N4070&IF(C4071=0,A4071,A4071&"{"&C4071&"}"),"["&J4071&"]"&IF(C4071=0,A4071,A4071&"{"&C4071&"}")),N4070&"["&J4071&"]"&IF(C4071=0,A4071,A4071&"{"&C4071&"}")),"["&J4071&"]"&IF(C4071=0,A4071,A4071&"{"&C4071&"}"))	=L4071&N4071
囪	=D4072&E4072&F4072		tsʰ	oŋ	35	=IF(D4072=0,"〇",D4072)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B4072=B4073,0,1)	=D4072&E4072	=IF(L4072=L4073,0,1)	=IF(M4071=0,IF(K4071=0,IF(B4072=B4071,N4071&IF(C4072=0,A4072,A4072&"{"&C4072&"}"),"["&J4072&"]"&IF(C4072=0,A4072,A4072&"{"&C4072&"}")),N4071&"["&J4072&"]"&IF(C4072=0,A4072,A4072&"{"&C4072&"}")),"["&J4072&"]"&IF(C4072=0,A4072,A4072&"{"&C4072&"}"))	=L4072&N4072
蔥	=D4073&E4073&F4073	文	tsʰ	oŋ	35	=IF(D4073=0,"〇",D4073)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B4073=B4074,0,1)	=D4073&E4073	=IF(L4073=L4074,0,1)	=IF(M4072=0,IF(K4072=0,IF(B4073=B4072,N4072&IF(C4073=0,A4073,A4073&"{"&C4073&"}"),"["&J4073&"]"&IF(C4073=0,A4073,A4073&"{"&C4073&"}")),N4072&"["&J4073&"]"&IF(C4073=0,A4073,A4073&"{"&C4073&"}")),"["&J4073&"]"&IF(C4073=0,A4073,A4073&"{"&C4073&"}"))	=L4073&N4073
沖	=D4074&E4074&F4074	文	tsʰ	oŋ	35	=IF(D4074=0,"〇",D4074)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B4074=B4075,0,1)	=D4074&E4074	=IF(L4074=L4075,0,1)	=IF(M4073=0,IF(K4073=0,IF(B4074=B4073,N4073&IF(C4074=0,A4074,A4074&"{"&C4074&"}"),"["&J4074&"]"&IF(C4074=0,A4074,A4074&"{"&C4074&"}")),N4073&"["&J4074&"]"&IF(C4074=0,A4074,A4074&"{"&C4074&"}")),"["&J4074&"]"&IF(C4074=0,A4074,A4074&"{"&C4074&"}"))	=L4074&N4074
叢	=D4075&E4075&F4075	文	tsʰ	oŋ	44	=IF(D4075=0,"〇",D4075)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B4075=B4076,0,1)	=D4075&E4075	=IF(L4075=L4076,0,1)	=IF(M4074=0,IF(K4074=0,IF(B4075=B4074,N4074&IF(C4075=0,A4075,A4075&"{"&C4075&"}"),"["&J4075&"]"&IF(C4075=0,A4075,A4075&"{"&C4075&"}")),N4074&"["&J4075&"]"&IF(C4075=0,A4075,A4075&"{"&C4075&"}")),"["&J4075&"]"&IF(C4075=0,A4075,A4075&"{"&C4075&"}"))	=L4075&N4075
衝	=D4076&E4076&F4076		tsʰ	oŋ	41	=IF(D4076=0,"〇",D4076)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B4076=B4077,0,1)	=D4076&E4076	=IF(L4076=L4077,0,1)	=IF(M4075=0,IF(K4075=0,IF(B4076=B4075,N4075&IF(C4076=0,A4076,A4076&"{"&C4076&"}"),"["&J4076&"]"&IF(C4076=0,A4076,A4076&"{"&C4076&"}")),N4075&"["&J4076&"]"&IF(C4076=0,A4076,A4076&"{"&C4076&"}")),"["&J4076&"]"&IF(C4076=0,A4076,A4076&"{"&C4076&"}"))	=L4076&N4076
鬆	=D4077&E4077&F4077	文	s	oŋ	35	=IF(D4077=0,"〇",D4077)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B4077=B4078,0,1)	=D4077&E4077	=IF(L4077=L4078,0,1)	=IF(M4076=0,IF(K4076=0,IF(B4077=B4076,N4076&IF(C4077=0,A4077,A4077&"{"&C4077&"}"),"["&J4077&"]"&IF(C4077=0,A4077,A4077&"{"&C4077&"}")),N4076&"["&J4077&"]"&IF(C4077=0,A4077,A4077&"{"&C4077&"}")),"["&J4077&"]"&IF(C4077=0,A4077,A4077&"{"&C4077&"}"))	=L4077&N4077
送	=D4078&E4078&F4078	文	s	oŋ	41	=IF(D4078=0,"〇",D4078)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B4078=B4079,0,1)	=D4078&E4078	=IF(L4078=L4079,0,1)	=IF(M4077=0,IF(K4077=0,IF(B4078=B4077,N4077&IF(C4078=0,A4078,A4078&"{"&C4078&"}"),"["&J4078&"]"&IF(C4078=0,A4078,A4078&"{"&C4078&"}")),N4077&"["&J4078&"]"&IF(C4078=0,A4078,A4078&"{"&C4078&"}")),"["&J4078&"]"&IF(C4078=0,A4078,A4078&"{"&C4078&"}"))	=L4078&N4078
宋	=D4079&E4079&F4079	文	s	oŋ	41	=IF(D4079=0,"〇",D4079)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B4079=B4080,0,1)	=D4079&E4079	=IF(L4079=L4080,0,1)	=IF(M4078=0,IF(K4078=0,IF(B4079=B4078,N4078&IF(C4079=0,A4079,A4079&"{"&C4079&"}"),"["&J4079&"]"&IF(C4079=0,A4079,A4079&"{"&C4079&"}")),N4078&"["&J4079&"]"&IF(C4079=0,A4079,A4079&"{"&C4079&"}")),"["&J4079&"]"&IF(C4079=0,A4079,A4079&"{"&C4079&"}"))	=L4079&N4079
公	=D4080&E4080&F4080	文	k	oŋ	35	=IF(D4080=0,"〇",D4080)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B4080=B4081,0,1)	=D4080&E4080	=IF(L4080=L4081,0,1)	=IF(M4079=0,IF(K4079=0,IF(B4080=B4079,N4079&IF(C4080=0,A4080,A4080&"{"&C4080&"}"),"["&J4080&"]"&IF(C4080=0,A4080,A4080&"{"&C4080&"}")),N4079&"["&J4080&"]"&IF(C4080=0,A4080,A4080&"{"&C4080&"}")),"["&J4080&"]"&IF(C4080=0,A4080,A4080&"{"&C4080&"}"))	=L4080&N4080
工	=D4081&E4081&F4081	文	k	oŋ	35	=IF(D4081=0,"〇",D4081)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B4081=B4082,0,1)	=D4081&E4081	=IF(L4081=L4082,0,1)	=IF(M4080=0,IF(K4080=0,IF(B4081=B4080,N4080&IF(C4081=0,A4081,A4081&"{"&C4081&"}"),"["&J4081&"]"&IF(C4081=0,A4081,A4081&"{"&C4081&"}")),N4080&"["&J4081&"]"&IF(C4081=0,A4081,A4081&"{"&C4081&"}")),"["&J4081&"]"&IF(C4081=0,A4081,A4081&"{"&C4081&"}"))	=L4081&N4081
功	=D4082&E4082&F4082	文	k	oŋ	35	=IF(D4082=0,"〇",D4082)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B4082=B4083,0,1)	=D4082&E4082	=IF(L4082=L4083,0,1)	=IF(M4081=0,IF(K4081=0,IF(B4082=B4081,N4081&IF(C4082=0,A4082,A4082&"{"&C4082&"}"),"["&J4082&"]"&IF(C4082=0,A4082,A4082&"{"&C4082&"}")),N4081&"["&J4082&"]"&IF(C4082=0,A4082,A4082&"{"&C4082&"}")),"["&J4082&"]"&IF(C4082=0,A4082,A4082&"{"&C4082&"}"))	=L4082&N4082
攻	=D4083&E4083&F4083		k	oŋ	35	=IF(D4083=0,"〇",D4083)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B4083=B4084,0,1)	=D4083&E4083	=IF(L4083=L4084,0,1)	=IF(M4082=0,IF(K4082=0,IF(B4083=B4082,N4082&IF(C4083=0,A4083,A4083&"{"&C4083&"}"),"["&J4083&"]"&IF(C4083=0,A4083,A4083&"{"&C4083&"}")),N4082&"["&J4083&"]"&IF(C4083=0,A4083,A4083&"{"&C4083&"}")),"["&J4083&"]"&IF(C4083=0,A4083,A4083&"{"&C4083&"}"))	=L4083&N4083
蚣	=D4084&E4084&F4084	文	k	oŋ	35	=IF(D4084=0,"〇",D4084)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B4084=B4085,0,1)	=D4084&E4084	=IF(L4084=L4085,0,1)	=IF(M4083=0,IF(K4083=0,IF(B4084=B4083,N4083&IF(C4084=0,A4084,A4084&"{"&C4084&"}"),"["&J4084&"]"&IF(C4084=0,A4084,A4084&"{"&C4084&"}")),N4083&"["&J4084&"]"&IF(C4084=0,A4084,A4084&"{"&C4084&"}")),"["&J4084&"]"&IF(C4084=0,A4084,A4084&"{"&C4084&"}"))	=L4084&N4084
講	=D4085&E4085&F4085	白	k	oŋ	53	=IF(D4085=0,"〇",D4085)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B4085=B4086,0,1)	=D4085&E4085	=IF(L4085=L4086,0,1)	=IF(M4084=0,IF(K4084=0,IF(B4085=B4084,N4084&IF(C4085=0,A4085,A4085&"{"&C4085&"}"),"["&J4085&"]"&IF(C4085=0,A4085,A4085&"{"&C4085&"}")),N4084&"["&J4085&"]"&IF(C4085=0,A4085,A4085&"{"&C4085&"}")),"["&J4085&"]"&IF(C4085=0,A4085,A4085&"{"&C4085&"}"))	=L4085&N4085
貢	=D4086&E4086&F4086		k	oŋ	41	=IF(D4086=0,"〇",D4086)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B4086=B4087,0,1)	=D4086&E4086	=IF(L4086=L4087,0,1)	=IF(M4085=0,IF(K4085=0,IF(B4086=B4085,N4085&IF(C4086=0,A4086,A4086&"{"&C4086&"}"),"["&J4086&"]"&IF(C4086=0,A4086,A4086&"{"&C4086&"}")),N4085&"["&J4086&"]"&IF(C4086=0,A4086,A4086&"{"&C4086&"}")),"["&J4086&"]"&IF(C4086=0,A4086,A4086&"{"&C4086&"}"))	=L4086&N4086
汞	=D4087&E4087&F4087		k	oŋ	41	=IF(D4087=0,"〇",D4087)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B4087=B4088,0,1)	=D4087&E4087	=IF(L4087=L4088,0,1)	=IF(M4086=0,IF(K4086=0,IF(B4087=B4086,N4086&IF(C4087=0,A4087,A4087&"{"&C4087&"}"),"["&J4087&"]"&IF(C4087=0,A4087,A4087&"{"&C4087&"}")),N4086&"["&J4087&"]"&IF(C4087=0,A4087,A4087&"{"&C4087&"}")),"["&J4087&"]"&IF(C4087=0,A4087,A4087&"{"&C4087&"}"))	=L4087&N4087
戇	=D4088&E4088&F4088		k	oŋ	41	=IF(D4088=0,"〇",D4088)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B4088=B4089,0,1)	=D4088&E4088	=IF(L4088=L4089,0,1)	=IF(M4087=0,IF(K4087=0,IF(B4088=B4087,N4087&IF(C4088=0,A4088,A4088&"{"&C4088&"}"),"["&J4088&"]"&IF(C4088=0,A4088,A4088&"{"&C4088&"}")),N4087&"["&J4088&"]"&IF(C4088=0,A4088,A4088&"{"&C4088&"}")),"["&J4088&"]"&IF(C4088=0,A4088,A4088&"{"&C4088&"}"))	=L4088&N4088
空	=D4089&E4089&F4089	文	kʰ	oŋ	35	=IF(D4089=0,"〇",D4089)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B4089=B4090,0,1)	=D4089&E4089	=IF(L4089=L4090,0,1)	=IF(M4088=0,IF(K4088=0,IF(B4089=B4088,N4088&IF(C4089=0,A4089,A4089&"{"&C4089&"}"),"["&J4089&"]"&IF(C4089=0,A4089,A4089&"{"&C4089&"}")),N4088&"["&J4089&"]"&IF(C4089=0,A4089,A4089&"{"&C4089&"}")),"["&J4089&"]"&IF(C4089=0,A4089,A4089&"{"&C4089&"}"))	=L4089&N4089
