汉字	注释	环县甜水	环县环城	环县车道	庆城庆城	庆城桐川	庆城太白梁	华池柔远	华池乔川	合水西华池	合水太白	合水段家集	西峰西街	西峰肖金	镇原城关	镇原新城	镇原三岔	宁县新宁	宁县早胜	宁县盘克	正宁山河	正宁宫河	正宁五顷原	正宁三嘉	泾川泾明	泾川城关	泾川玉都	灵台中台	灵台邵寨	华亭东华	华亭神峪	崇信锦屏	崇信木林	崇信新窑	崆峒柳湖汉	崆峒柳湖回	崆峒香莲	崆峒大秦
滑		꜁xuᴀ	꜁xuᴀ	꜁xuᴀ	꜁xuᴀ	꜁xuᴀ	꜁xuᴀ	꜁xuᴀ	꜁xuᴀ	꜁xuᴀ	꜁xuᴀ	꜁xuᴀ	꜁xuᴀ	꜁xuᴀ	꜁xuᴀ	꜁xuᴀ	꜁xuᴀ	꜁xuᴀ	꜁xuᴀ	꜁xuᴀ	꜁xuᴀ	꜁xuᴀ	꜁xuᴀ	꜁xuᴀ	꜁xuᴀ	꜁xuᴀ	꜁xuᴀ	꜁xuᴀ	꜁xuᴀ	꜁xuᴀ	꜁xuᴀ	꜁xuᴀ	꜁xuᴀ	꜁xuᴀ	꜁xuᴀ	꜁xuᴀ	꜁xuᴀ	꜁xuᴀ
挖		꜀vᴀ	꜀uᴀ	꜀vᴀ	꜀uᴀ	꜀uᴀ	꜀uᴀ	꜀uᴀ	꜀vᴀ	꜀uᴀ	꜀uᴀ	꜀uᴀ	꜀uᴀ	꜀uᴀ	꜀uᴀ	꜀uᴀ	꜀uᴀ	꜀uᴀ	꜀uᴀ	꜀uᴀ	꜀uᴀ	꜀ua	꜀uᴀ	꜀uᴀ	꜀vᴀ	꜀vᴀ	꜀uᴀ	꜀uᴀ	꜀uᴀ	꜀uᴀ	꜀uᴀ	꜀uᴀ	꜀uᴀ	꜀uᴀ	꜀uᴀ	꜀uᴀ	꜀vᴀ	꜀uᴀ
闩		ʂuæ̃꜄	ʂuæ̃꜄	ʂuæ̃꜄	ʂuæ̃꜄	ʂuæ̃꜄	ʃæ̃꜄	ʂuæ̃꜄	ʂuæ̃꜄	ʂuæ̃꜄	ʂuæ̃꜄	ʃæ̃꜄	ʃʒ̍ʷæ̃꜄	ʃæ̃꜄	sæ̃꜄	ʃæ̃꜄	ʃæ̃꜄	ʃæ̃꜄	ʃæ̃꜄	ʃæ̃꜄	ʃæ̃꜄	ʃæ̃꜄	fæ̃꜄	ʃæ̃꜄	ʃæ̃꜄	ʃʒ̍ʷæ̃꜄	ʃæ̃꜄	ʃæ̃꜄	ʃæ̃꜄	ʂuæ̃꜄	ʂuæ̃꜄	ʃʒ̍ʷæ̃꜄	ʃæ̃꜄	ʂuæ̃꜄	fæ̃꜄	fæ̃꜄	fæ̃꜄	ʃæ̃꜄
拴		꜀ʂuæ̃	꜀ʂuæ̃	꜀ʂuæ̃	꜀ʂuæ̃	꜀ʂuæ̃	꜀ʃæ̃	꜀ʂuæ̃	꜀ʂuæ̃	꜀ʂuæ̃	꜀ʂuæ̃	꜀ʃæ̃	꜀ʃʒ̍ʷæ̃	꜀ʃæ̃	꜀sæ̃	꜀ʃæ̃	꜀ʃæ̃	꜀ʃæ̃	꜀ʃæ̃	꜀ʃæ̃	꜀ʃæ̃	꜀ʃæ̃	꜀fæ̃	꜀ʃæ̃	꜀ʃæ̃	꜀ʃʒ̍ʷæ̃	꜀ʃæ̃	꜀ʃæ̃	꜀ʃæ̃	꜀ʂuæ̃	꜀ʂuæ̃	꜀ʃʒ̍ʷæ̃	꜀ʃæ̃	꜀ʂuæ̃	꜀fæ̃	꜀fæ̃	꜀fæ̃	꜀ʃæ̃
刷		꜀ʂuᴀ	꜀ʂuᴀ	꜀ʂuᴀ	꜀ʂuᴀ	꜀ʂuᴀ	꜀ʃᴀ	꜀ʂuᴀ	꜀ʂuᴀ	꜀ʂuᴀ	꜀ʂuᴀ	꜀ʃᴀ	꜀ʃʒ̍ʷᴀ	꜀ʃᴀ	꜀sᴀ	꜀ʃᴀ	꜀ʃᴀ	꜀ʃᴀ	꜀ʃᴀ	꜀ʃᴀ	꜀ʃᴀ	꜀ʃᴀ	꜀fᴀ	꜀ʃᴀ	꜀ʃᴀ	꜀ʃʒ̍ʷᴀ	꜀ʃᴀ	꜀ʃᴀ	꜀ʃᴀ	꜀ʂuᴀ	꜀ʂuᴀ	꜀ʃʒ̍ʷᴀ	꜀ʃᴀ	꜀ʂuᴀ	꜀fᴀ	꜀fᴀ	꜀fᴀ	꜀ʃᴀ
关		꜀kuæ̃	꜀kuæ̃	꜀kuæ̃	꜀kuæ̃	꜀kuæ̃	꜀kuæ̃	꜀kuæ̃	꜀kuæ̃	꜀kuæ̃	꜀kuæ̃	꜀kuæ̃	꜀kuæ̃	꜀kuæ̃	꜀kuæ̃	꜀kuæ̃	꜀kuæ̃	꜀kuæ̃	꜀kuæ̃	꜀kuæ̃	꜀kuæ̃	꜀kuæ̃	꜀kuæ̃	꜀kuæ̃	꜀kuæ̃	꜀kuæ̃	꜀kuæ̃	꜀kuæ̃	꜀kuæ̃	꜀kuæ̃	꜀kuæ̃	꜀kuæ̃	꜀kuæ̃	꜀kuæ̃	꜀kuæ̃	꜀kuæ̃	꜀kuæ̃	꜀kuæ̃
刮		꜁kuᴀ	꜀kuᴀ	꜀kuᴀ	꜀kuᴀ	꜀kuᴀ	꜀kuᴀ	꜀kuᴀ	꜀kuᴀ	꜀kuᴀ	꜀kuᴀ	꜀kuᴀ	꜀kuᴀ	꜀kuᴀ	꜁kuᴀ	꜀kuᴀ	꜀kuᴀ	꜀kuᴀ	꜀kuᴀ	꜀kuᴀ	꜀kuᴀ	꜀kuᴀ	꜀kuᴀ	꜀kuᴀ	꜀kuᴀ	꜀kuᴀ	꜀kuᴀ	꜀kuᴀ	꜀kuᴀ	꜀kuᴀ	꜀kuᴀ	꜀kuᴀ	꜀kuᴀ	꜀kuᴀ	꜀kuᴀ	꜀kuᴀ	꜀kuᴀ	꜀kuᴀ
弯		꜀væ̃	꜀uæ̃	꜀væ̃	꜀uæ̃	꜀uæ̃	꜀uæ̃	꜀uæ̃	꜀væ̃	꜀uæ̃	꜀uæ̃	꜀uæ̃	꜀uæ̃	꜀uæ̃	꜀uæ̃	꜀uæ̃	꜀uæ̃	꜀uæ̃	꜀uæ̃	꜀uæ̃	꜀uæ̃	꜀uæ̃	꜀uæ̃	꜀uæ̃	꜀væ̃	꜀væ̃	꜀uæ̃	꜀uæ̃	꜀uæ̃	꜀uæ̃	꜀uæ̃	꜀uæ̃	꜀uæ̃	꜀uæ̃	꜀uæ̃	꜀uæ̃	꜀væ̃	꜀uæ̃
恋		lyæ̃꜄	lyæ̃꜄	lyæ̃꜄	lyæ̃꜄	lyæ̃꜄	lyæ̃꜄	lyæ̃꜄	lyæ̃꜄	lyæ̃꜄	lyæ̃꜄	lyæ̃꜄	lyæ̃꜄	lyæ̃꜄	luæ̃꜄	lyæ̃꜄	lyæ̃꜄	lyæ̃꜄	lyæ̃꜄	lyæ̃꜄	lyæ̃꜄	lyæ̃꜄	lyæ̃꜄	lyæ̃꜄	lyæ̃꜄	lyæ̃꜄	lyæ̃꜄	yæ̃꜄	lyæ̃꜄	yæ̃꜄	lyæ̃꜄	yæ̃꜄	lyæ̃꜄	yæ̃꜄	꜁luæ̃	꜁lyæ̃	lyæ̃꜄	lyæ̃꜄
全		꜁tɕʰyæ̃/꜁tsʰuæ̃	꜁tɕʰyæ̃/꜁tsʰuæ̃	꜁tɕʰyæ̃/꜁tsʰuæ̃	꜁tɕʰyæ̃/꜁tsʰuæ̃	꜁tɕʰyæ̃/꜁tsʰuæ̃	꜁tɕʰyæ̃/꜁tsʰuæ̃	꜁tɕʰyæ̃/꜁tsʰuæ̃	꜁tɕʰyæ̃/꜁tsʰuæ̃	꜁tɕʰyæ̃/꜁tsʰuæ̃	꜁tɕʰyæ̃/꜁tsʰuæ̃	꜁tɕʰyæ̃/꜁tsʰuæ̃	꜁tɕʰyæ̃/꜁tsʰuæ̃	꜁tɕʰyæ̃/꜁tsʰuæ̃	꜁tɕʰyæ̃/꜁tsʰuæ̃	꜁tɕʰyæ̃/꜁tsʰuæ̃	꜁tɕʰyæ̃/꜁tsʰuæ̃	꜁tɕʰyæ̃/꜁tsʰuæ̃	꜁tɕʰyæ̃/꜁tsʰuæ̃	꜁tɕʰyæ̃/꜁tsʰuæ̃	꜁tɕʰyæ̃/꜁tsʰuæ̃	꜁tɕʰyæ̃/꜁tsʰuæ̃	꜁tɕʰyæ̃/꜁tsʰuæ̃	꜁tɕʰyæ̃/꜁tsʰuæ̃	꜁tɕʰyæ̃/꜁tsʰuæ̃	꜁tɕʰyæ̃/꜁tsʰuæ̃	꜁tɕʰyæ̃/꜁tsʰuæ̃	꜁tɕʰyæ̃/꜁tsʰuæ̃	꜁tɕʰyæ̃/꜁tsʰuæ̃	꜁tɕʰyæ̃/꜁tsʰuæ̃	꜁tɕʰyæ̃/꜁tsʰuæ̃	꜁tɕʰyæ̃/꜁tsʰuæ̃	꜁tɕʰyæ̃/꜁tsʰuæ̃	꜁tɕʰyæ̃/꜁tsʰuæ̃	꜁tɕʰyæ̃/꜁tsʰuæ̃	꜁tɕʰyæ̃/꜁tsʰuæ̃	꜁tɕʰyæ̃/꜁tsʰuæ̃	꜁tɕʰyæ̃/꜁tsʰuæ̃
泉		꜁tɕʰyæ̃	꜁tɕʰyæ̃	꜁tɕʰyæ̃	꜁tɕʰyæ̃	꜁tɕʰyæ̃	꜁tɕʰyæ̃	꜁tɕʰyæ̃	꜁tɕʰyæ̃	꜁tɕʰyæ̃/꜁tsʰuæ̃	꜁tɕʰyæ̃	꜁tɕʰyæ̃/꜁tsʰuæ̃	꜁tɕʰyæ̃	꜁tɕʰyæ̃	꜁tɕʰyæ̃	꜁tɕʰyæ̃	꜁tɕʰyæ̃	꜁tɕʰyæ̃/꜁tsʰuæ̃	꜁tɕʰyæ̃/꜁tsʰuæ̃	tɕʰyæ̃/꜁tsʰuæ̃	꜁tɕʰyæ̃/꜁tsʰuæ̃	꜁tɕʰyæ̃/꜁tsʰuæ̃	꜁tɕʰyæ̃	tɕʰyæ̃/꜁tsʰuæ̃	꜁tɕʰyæ̃	꜁tɕʰyæ̃	꜁tɕʰyæ̃	꜁tɕʰyæ̃	꜁tɕʰyæ̃	꜁tɕʰyæ̃	꜁tɕʰyæ̃	꜁tɕʰyæ̃	꜁tɕʰyæ̃	꜁tɕʰyæ̃	꜁tɕʰyæ̃	꜁tɕʰyæ̃	꜁tɕʰyæ̃	tɕʰyæ̃/꜁tsʰuæ̃
绝		꜁tɕyə	꜁tɕyɤ	꜁tɕyə	꜁tɕyɛ	꜁tɕyɛ	꜁tɕyɛ	꜁tɕyo	꜁tɕyə	꜁tɕyɛ	꜁tɕyə	꜁tɕyo	꜁tɕyɛ	꜁tɕyɛ	꜁tɕyɛ	꜁tɕye	꜁tɕyə	꜁tɕyɛ	꜁tɕyɛ	꜁tɕyo	꜁tɕyɤ	꜁tɕyo	꜁tɕyɛ	꜁tɕyo	꜁tɕyɛ	꜁tɕyɪ	꜁tɕye	꜁tɕyɛ	꜁tɕyɛ	꜁tɕyo	꜁tɕyo	꜁tɕyɛ	꜁tɕyɛ	꜁tɕyɛ	꜁tɕyɤ	꜁tɕyɤ	꜁tɕyɛ	꜁tɕyo
选		꜂ɕyæ̃	꜂ɕyæ̃	꜂ɕyæ̃	꜂ɕyæ̃	꜂ɕyæ̃	꜂ɕyæ̃	꜂ɕyæ̃	꜂ɕyæ̃	꜂ɕyæ̃	꜂ɕyæ̃	꜂ɕyæ̃	꜂ɕyæ̃	꜂ɕyæ̃	꜂ɕyæ̃	꜂ɕyæ̃	꜂ɕyæ̃	꜂ɕyæ̃/꜂suæ̃	꜂ɕyæ̃/꜂suæ̃	꜂ɕyæ̃/꜂suæ̃	꜂ɕyæ̃	꜂ɕyæ̃/꜂suæ̃	꜂ɕyæ̃	꜂ɕyæ̃/꜂suæ̃	꜂ɕyæ̃	꜂ɕyæ̃	꜂ɕyæ̃	꜂ɕyæ̃	꜂ɕyæ̃	꜂ɕyæ̃	꜂ɕyæ̃	꜂ɕyæ̃	꜂ɕyæ̃	꜂ɕyæ̃	꜂ɕyæ̃	꜂ɕyæ̃	꜂ɕyæ̃	꜂ɕyæ̃
雪		꜀ɕyə	꜀ɕyɤ	꜀ɕyə	꜀ɕyɛ	꜀ɕyɛ	꜀ɕyɛ	꜀ɕyo	꜀ɕyə	꜀ɕyɛ	꜀ɕyə	꜀ɕyo	꜀ɕyɛ	꜀ɕyɛ	꜀ɕyɛ	꜀ɕye	꜀ɕyə	꜀ɕyɛ	꜀ɕyɛ	꜀ɕyo	꜀ɕyɤ	꜀ɕyo	꜀ɕyɛ	꜀ɕyo	꜀ɕyɛ	꜀ɕyɪ	꜀ɕye	꜀ɕyɛ	꜀ɕyɛ	꜀ɕyo	꜀ɕyo	꜀ɕyɛ	꜀ɕyɛ	꜀ɕyɛ	꜀ɕyɤ	꜀ɕyɤ	꜀ɕyɛ	꜀ɕyo
旋	边	ɕyæ̃꜄	ɕyæ̃꜄	ɕyæ̃꜄	suæ̃꜄	suæ̃꜄	suæ̃꜄	suæ̃꜄	ɕyæ̃꜄	suæ̃꜄	suæ̃꜄	suæ̃꜄	suæ̃꜄	suæ̃꜄	ɕyæ̃꜄	suæ̃꜄	ɕyæ̃꜄	suæ̃꜄	suæ̃꜄	suæ̃꜄	ɕyæ̃꜄	suæ̃꜄	ɕyæ̃꜄	suæ̃꜄	suæ̃꜄	ɕyæ̃꜄	ɕyæ̃꜄	suæ̃꜄	suæ̃꜄	suæ̃꜄	suæ̃꜄	ɕyæ̃꜄	suæ̃꜄	suæ̃꜄	ɕyæ̃꜄	ɕyæ̃꜄	suæ̃꜄	suæ̃꜄
椽		꜁tʂʰuæ̃	꜁tʂʰuæ̃	꜁tʂʰuæ̃	꜁tʂʰuæ̃	꜁tʂʰuæ̃	꜁tʃʰæ̃	꜁tʂʰuæ̃	꜁tʂʰuæ̃	꜁tʂʰuæ̃	꜁tʂʰuæ̃	꜁tʃʰæ̃	꜁tʃʰʒ̍ʷæ̃	꜁tʃʰæ̃	꜁tsʰæ̃	꜁tʃʰæ̃	꜁tʃʰæ̃	꜁tʃʰæ̃	꜁tʃʰæ̃	꜁tʃʰæ̃	꜁tʃʰæ̃	꜁tʃʰæ̃	꜁pfhæ̃	꜁tʃʰæ̃	꜁tʃʰæ̃	꜁tʃʰʒ̍ʷæ̃	꜁tʃʰæ̃	꜁tʃʰæ̃	꜁tʃʰæ̃	꜁tʂʰuæ̃	꜁tʂʰuæ̃	꜁tʃʰʒ̍ʷæ̃	꜁tʃʰæ̃	꜁tʂʰuæ̃	꜁tʂʰuæ̃	꜁tfhæ̃	꜁tʂʰuæ̃	꜁tʃʰæ̃
砖		꜀tʂuæ̃	꜀tʂuæ̃	꜀tʂuæ̃	꜀tʂuæ̃	꜀tʂuæ̃	꜀tʃæ̃	꜀tʂuæ̃	꜀tʂuæ̃	꜀tʂuæ̃	꜀tʂuæ̃	꜀tʃæ̃	꜀tʃʒ̍ʷæ̃	꜀tʃæ̃	꜀tsæ̃	꜀tʃæ̃	꜀tʃæ̃	꜀tʃæ̃	꜀tʃæ̃	꜀tʃæ̃	꜀tʃæ̃	꜀tʃæ̃	꜀pfæ̃	꜀tʃæ̃	꜀tʃæ̃	꜀tʃʰʒ̍ʷæ̃	꜀tʃæ̃	꜀tʃæ̃	꜀tʃæ̃	꜀tʂuæ̃	꜀tʂuæ̃	꜀tʃʒ̍ʷæ̃	꜀tʃæ̃	꜀tʂuæ̃	꜀tʂuæ̃	꜀tfæ̃	꜀tʂuæ̃	꜀tʃæ̃
穿		꜀tʂʰuæ̃/꜀tsʰuæ̃	꜀tʂʰuæ̃/꜀tsʰuæ̃	꜀tʂʰuæ̃/꜀tsʰuæ̃	꜀tʂʰuæ̃/꜀tsʰuæ̃	꜀tʂʰuæ̃/꜀tsʰuæ̃	꜀tʃʰæ̃/꜀tsʰuæ̃	꜀tʂʰuæ̃/꜀tsʰuæ̃	꜀tʂʰuæ̃/꜀tsʰuæ̃	꜀tʂʰuæ̃/꜀tsʰuæ̃	꜀tʂʰuæ̃/꜀tsʰuæ̃	꜀tʃʰæ̃/꜀tsʰuæ̃	꜀tʃʰʒ̍ʷæ̃/꜀tsʰuæ̃	꜀tʃʰæ̃/꜀tsʰuæ̃	꜀tsʰæ̃/꜀tsʰuæ̃	꜀tʃʰæ̃	꜀tʃʰæ̃/꜀tsʰuæ̃	꜀tʃʰæ̃/꜀kʰuæ̃/꜀tsʰuæ̃	꜀tʃʰæ̃/꜀kʰuæ̃/꜀tɕʰyæ̃	꜀tʃʰæ̃/꜀kʰuæ̃/꜀tsʰuæ̃	꜀tʃʰæ̃/꜀kʰuæ̃/꜀tɕʰyæ̃	꜀tʃʰæ̃/꜀kʰuæ̃/꜀tɕʰyæ̃	꜀pfhæ̃/꜀kʰuæ̃/꜀tɕʰyæ̃	꜀tʃʰæ̃/꜀kʰuæ̃/꜀tɕʰyæ̃	꜀tʃʰæ̃	꜀tsʰuæ̃	꜀tʃʰæ̃/꜀kʰuæ̃/꜀tsʰuæ̃	꜀tʃʰæ̃/꜀kʰuæ̃/꜀tsʰuæ̃	꜀tʃʰæ̃/꜀kʰuæ̃/꜀tsʰuæ̃	꜀tʂʰuæ̃/꜀kʰuæ̃/꜀tsʰuæ̃	꜀tʂʰuæ̃/꜀kʰuæ̃/꜀tsʰuæ̃	꜀tʃʰʒ̍ʷæ̃	꜀tʃʰæ̃/꜀kʰuæ̃/꜀tsʰuæ̃	꜀tʂʰuæ̃/꜀kʰuæ̃/꜀tsʰuæ̃	꜀tʂʰuæ̃/꜀kʰuæ̃/꜀tsʰuæ̃	꜀tfhæ̃/꜀kʰuæ̃	꜀tʂʰuæ̃/꜀kʰuæ̃/꜀tsʰuæ̃	꜀tʃʰæ̃/꜀kʰuæ̃
喘		꜂tʂʰuæ̃	꜂tʂʰuæ̃	꜂tʂʰuæ̃	꜂tʂʰuæ̃	꜂tʂʰuæ̃	꜂tʃʰæ̃	꜂tʂʰuæ̃	꜂tʂʰuæ̃	꜂tʂʰuæ̃	꜂tʂʰuæ̃	꜂tʃʰæ̃	꜂tʃʰʒ̍ʷæ̃	꜂tʃʰæ̃	꜂tsʰæ̃	꜂tʃʰæ̃	꜂tʃʰæ̃	꜂tʃʰæ̃	꜂tʃʰæ̃	꜂tʃʰæ̃	꜂tʃʰæ̃	꜂tʃʰæ̃	꜂pfhæ̃	꜂tʃʰæ̃	꜂tʃʰæ̃	꜂tʃʰʒ̍ʷæ̃	꜂tʃʰæ̃	꜂tʃʰæ̃	꜂tʃʰæ̃	꜂tʂʰuæ̃	꜂tʂʰuæ̃	꜂tʃʰʒ̍ʷæ̃	꜂tʃʰæ̃	꜂tʂʰuæ̃	꜂tʂʰuæ̃	꜂tfhæ̃	꜂tʂʰuæ̃	꜂tʃʰæ̃
船		꜁tʂuhæ̃/꜁ʂuæ̃	꜁tʂuhæ̃/꜁ʂuæ̃	꜁tʂuhæ̃/꜁ʂuæ̃	꜁tʂuhæ̃/꜁ʂuæ̃	꜁tʂuhæ̃/꜁ʂuæ̃	꜁tʃʰæ̃/꜁ʃæ̃	꜁tʂuhæ̃/꜁ʂuæ̃	꜁tʂuhæ̃/꜁ʂuæ̃	꜁tʂuhæ̃/꜁ʂuæ̃	꜁tʂuhæ̃/꜁ʂuæ̃	꜁tʃʰæ̃/꜁ʃæ̃	꜁tʃʰʒ̍ʷæ̃/꜁ʃʒ̍ʷæ̃	꜁tʃʰæ̃/꜁ʃæ̃	tsʰæ̃/꜁sæ̃	꜁tʃʰæ̃/꜁ʃæ̃	꜁tʃʰæ̃/꜁ʃæ̃	꜁tʃʰæ̃/꜁ʃæ̃	꜁tʃʰæ̃/꜁ʃæ̃	꜁tʃʰæ̃/꜁ʃæ̃	꜁tʃʰæ̃/꜁ʃæ̃	꜁tʃʰæ̃/꜁ʃæ̃	꜁pfhæ̃/꜁fæ̃	꜁tʃʰæ̃/꜁ʃæ̃	꜁tʃʰæ̃/꜁ʃæ̃	꜁tʃʰʒ̍ʷæ̃/꜁ʃʒ̍ʷæ̃	꜁tʃʰæ̃/꜁ʃæ̃	꜁tʃʰæ̃/꜁ʃæ̃	꜁tʃʰæ̃/꜁ʃæ̃	꜁tʂuhæ̃/꜁ʂuæ̃	꜁tʂuhæ̃/꜁ʂuæ̃	꜁tʃʰʒ̍ʷæ̃/꜁ʃʒ̍ʷæ̃	꜁tʃʰæ̃/꜁ʃæ̃	꜁tʂuhæ̃/꜁ʂuæ̃	꜁tʂʰuæ̃/꜁fæ̃	꜁tfhæ̃/꜁fæ̃	꜁tʂʰuæ̃/꜁fæ̃	꜁tʃʰæ̃
说	⁓话	꜁ʂuə	꜀ʂuɤ	꜀ʂuə	꜀ʂuɛ	꜀ʂuɛ	꜀ʃɛ	꜀ʂuo	꜀ʂuə	꜀ʂuo	꜀ʂuə	꜀ʃɤ	꜀ʂɤ/꜀ʂɛ	꜀ʃɤ	꜀ɕiɛ	꜀ɕie	꜀ʃə/ɕiɛ	꜀ʃo	꜀ʃo	꜀ʃə	꜀ʃɤ	꜀ʃɤ	꜀fo	꜀ʃɤ	꜀ʂɤ	꜀ɕiɪ	꜀ɕie	꜀ʂɤ	꜀ʂɤ	꜀ʂuo	꜀ʂuo	꜀ʃʒ̍ʷɤ	꜀ʂɤ	꜀ʂuo	꜀fɤ	꜀fɤ	꜀fɤ	꜀ʂɤ
软		꜂ʐuæ̃	꜂ʐuæ̃	꜂ʐuæ̃	꜂ʐuæ̃	꜂ʐuæ̃	꜂ʒæ̃	꜂ʐuæ̃	꜂ʐuæ̃	꜂ʐuæ̃	꜂ʐuæ̃	꜂ʒæ̃	꜂ʒʒ̍ʷæ̃	꜂ʒæ̃	꜂zæ̃	꜂ʒæ̃	꜂ʒæ̃	꜂ʒæ̃	꜂ʒæ̃	꜂ʒæ̃	꜂ʒæ̃	꜂ʒæ̃	꜂væ̃	꜂ʒæ̃	꜂ʒæ̃	꜂ʒʒ̍ʷæ̃	꜂ʒæ̃	꜂ʒæ̃	꜂ʒæ̃	꜂ʐuæ̃	꜂ʐuæ̃	꜂ʒʒ̍ʷæ̃	꜂ʒæ̃	꜂ʐuæ̃	꜂væ̃	꜂væ̃	꜂væ̃	꜂ʒæ̃
卷		꜂tɕyæ̃	꜂tɕyæ̃	꜂tɕyæ̃	꜂tɕyæ̃	꜂tɕyæ̃	꜂tɕyæ̃	꜂tɕyæ̃	꜂tɕyæ̃	꜂tɕyæ̃	꜂tɕyæ̃	꜂tɕyæ̃	꜂tɕyæ̃	꜂tɕyæ̃	꜂tɕyæ̃	꜂tɕyæ̃	꜂tɕyæ̃	꜂tɕyæ̃	꜂tɕyæ̃	꜂tɕyæ̃	꜂tɕyæ̃	꜂tɕyæ̃	꜂tɕyæ̃	꜂tɕyæ̃	꜂tɕyæ̃	꜂tɕyæ̃	꜂tɕyæ̃	꜂tɕyæ̃	꜂tɕyæ̃	꜂tɕyæ̃	꜂tɕyæ̃	꜂tɕyæ̃	꜂tɕyæ̃	꜂tɕyæ̃	꜂tɕyæ̃	꜂tɕyæ̃	꜂tɕyæ̃	꜂tɕyæ̃
圈		꜀tɕʰyæ̃	꜀tɕʰyæ̃	꜀tɕʰyæ̃	꜀tɕʰyæ̃	꜀tɕʰyæ̃	꜀tɕʰyæ̃	꜀tɕʰyæ̃	꜀tɕʰyæ̃	꜀tɕʰyæ̃	꜀tɕʰyæ̃	꜀tɕʰyæ̃	꜀tɕʰyæ̃	꜀tɕʰyæ̃	꜀tɕʰyæ̃	꜀tɕʰyæ̃	꜀tɕʰyæ̃	꜀tɕʰyæ̃	꜀tɕʰyæ̃	꜀tɕʰyæ̃	꜀tɕʰyæ̃	꜀tɕʰyæ̃	꜀tɕʰyæ̃	꜀tɕʰyæ̃	꜀tɕʰyæ̃	꜀tɕʰyæ̃	꜀tɕʰyæ̃	꜀tɕʰyæ̃	꜀tɕʰyæ̃	꜀tɕʰyæ̃	꜀tɕʰyæ̃	꜀tɕʰyæ̃	꜀tɕʰyæ̃	꜀tɕʰyæ̃	꜀tɕʰyæ̃	꜀tɕʰyæ̃	꜀tɕʰyæ̃	꜀tɕʰyæ̃
圈	猪～	tɕyæ̃꜄	tɕyæ̃꜄	tɕyæ̃꜄	tɕyæ̃꜄	tɕyæ̃꜄	tɕʰyæ̃꜄	tɕyæ̃꜄	tɕyæ̃꜄	tɕyæ̃꜄	tɕyæ̃꜄	tɕʰyæ̃꜄	tɕʰyæ̃꜄	tɕʰyæ̃꜄	tɕʰyæ̃꜄	tɕʰyæ̃꜄	tɕʰyæ̃꜄	tɕʰyæ̃꜄	tɕʰyæ̃꜄	tɕʰyæ̃꜄	tɕʰyæ̃꜄	tɕʰyæ̃꜄	tɕyæ̃꜄	tɕʰyæ̃꜄	tɕʰyæ̃꜄	tɕʰyæ̃꜄	tɕʰyæ̃꜄	tɕʰyæ̃꜄	tɕʰyæ̃꜄	tɕʰyæ̃꜄	tɕʰyæ̃꜄	tɕʰyæ̃꜄	tɕʰyæ̃꜄	tɕʰyæ̃꜄	tɕyæ̃꜄	tɕyæ̃꜄	tɕyæ̃꜄	tɕʰyæ̃꜄
圆		꜁yæ̃	꜁yæ̃	꜁yæ̃	꜁yæ̃	꜁yæ̃	꜁yæ̃	꜁yæ̃	꜁yæ̃	꜁yæ̃	꜁yæ̃	꜁yæ̃	꜁yæ̃	꜁yæ̃	꜁yæ̃	꜁yæ̃	꜁yæ̃	꜁yæ̃	꜁yæ̃	꜁yæ̃	꜁yæ̃	꜁yæ̃	꜁yæ̃	꜁yæ̃	꜁yæ̃	꜁yæ̃	꜁yæ̃	꜁yæ̃	꜁yæ̃	꜁yæ̃	꜁yæ̃	꜁yæ̃	꜁yæ̃	꜁yæ̃	꜁yæ̃	꜁yæ̃	꜁yæ̃	꜁yæ̃
缘		꜁yæ̃/꜁iæ̃	꜁yæ̃/꜁iæ̃	꜁yæ̃/꜁iæ̃	꜁yæ̃/꜁iæ̃	꜁yæ̃/꜁iæ̃	꜁yæ̃/꜁iæ̃	꜁yæ̃/꜁iæ̃	꜁yæ̃/꜁iæ̃	꜁yæ̃/꜁iæ̃	꜁yæ̃/꜁iæ̃	꜁yæ̃	꜁yæ̃	꜁yæ̃/꜁iæ̃	꜁yæ̃/꜁iæ̃	꜁yæ̃/꜁iæ̃	꜁yæ̃/꜁iæ̃	꜁yæ̃/꜁iæ̃	꜁yæ̃/꜁iæ̃	꜁yæ̃/꜁iæ̃	꜁yæ̃/꜁iæ̃	꜁yæ̃/꜁iæ̃	꜁yæ̃	꜁yæ̃/꜁iæ̃	꜁yæ̃/꜁iæ̃	꜁yæ̃/꜁iæ̃	꜁yæ̃/꜁iæ̃	꜁yæ̃/꜁iæ̃	꜁yæ̃/꜁iæ̃	꜁yæ̃	꜁yæ̃/꜁iæ̃	꜁yæ̃/꜁iæ̃	꜁yæ̃/꜁iæ̃	꜁yæ̃/꜁iæ̃	꜁yæ̃/꜁iæ̃	꜁yæ̃	꜁yæ̃/꜁iæ̃	꜁yæ̃
