汉字	罗马字	IPA	注释																
石	tsioh8	tsioʔ˩˧	(白)																
石	sek8	sek˩˧	(文)																
石	sɛ7	sɛ˨˨	石榴																
碩	soh4	soʔ˦˨	硕士																
益	ek4	ek˦˨																	
亦	ek8	ek˩˧																	
亦	a7	a˨˨	也																
譯	ek8	ek˩˧																	
液	sioh8	sioʔ˩˧	手液，骹液																
液	ek8	ek˩˧	洗手液																
壁	piah4	piaʔ˦˨																	
霹	phek4	pʰek˦˨																	
劈	phek4	pʰek˦˨																	
劈	phut4	pʰut˦˨	劈落去																
劈	phuah4	pʰuaʔ˦˨	劈柴																
覓	bau7	bau˨˨	觅功课																
覓	bai7	bai˨˨																	
滴	tih4	tiʔ˦˨	掉落:滴目滓																
滴	tom5	tom˩˨	(训)物品掉入水中的声音																
嫡	tit4	tit˦˨																	
的	tit4	tit˦˨	目的																
的	tek4	tek˦˨	的确良																
踢	tʰat4	tʰat˦˨																	
踢	tsam7	tsam˨˨	(训)猛踹																
剔	tʰat4	tʰat˦˨																	
剔	tʰek4	tʰek˦˨																	
狄	tek8	tek˩˧																	
笛	tat8	tat˩˧	笛仔																
敵	tek8	tek˩˧																	
糴	tiah8	tiaʔ˩˧	1.糴tiaʔ7米:买米 2.糶tʰio3米:卖米																
糶	tʰio3	tʰio˨˩	1.糴tiaʔ7米:买米 2.糶tʰio4米:卖米																
溺	kek4	kek˦˨																	
歷	lek8	lek˩˧																	
曆	lah8	laʔ˩˧	(白)历日:日历																
曆	lek8	lek˩˧	(文)																
績	tsek4	tsek˦˨																	
戚	tshek4	tsʰek˦˨																	
寂	tsek8	tsek˩˧																	
寂	tsih	tsiʔ	(白)tiam7 tsiʔ4 tsiʔ4																
錫	siah4	siaʔ˦˨																	
析	sek4	sek˦˨																	
擊	kek4	kek˦˨																	
激	kek4	kek˦˨	1.忍:激牢牢 2.装:激倥倥 3.酝酿:激雨																
激	kit4	kit˦˨	激动																
喫	kheh4	kʰeh˦˨	吃骨头																
礦	khong3	kʰoŋ˨˩																	
橫	huɛnn5	huɛ̃˩˨	横樵举入灶:做事死板																
轟	eng1	eŋ˧˧																	
轟	hong1	hoŋ˧˧																	
宏	hong5	hoŋ˩˨																	
兄	hiann1	hiã˧˧																	
兄	iann1	iã˧˧	只在契兄一词出现连读kʰe3 iã1																
榮	eng5	eŋ˩˨																	
永	eng2	eŋ˥˨																	
泳	eng2	eŋ˥˨																	
咏	eng2	eŋ˥˨																	
傾	kheng1	kʰeŋ˧˧																	
頃	kheng2	kʰeŋ˥˨																	
瓊	kheng5	kʰeŋ˩˨																	
營	iann5	iã˩˨	(白)军营																
營	eng5	eŋ˩˨	(文)																
塋	eng5	eŋ˩˨																	
穎	eng2	eŋ˥˨																	
螢	iann5	iã˩˨	(白)火萤																
螢	eng5	eŋ˩˨	(文)																
獲	hut4	hut˦˨	(训)㧾																
獲	hek4	hek˦˨																	
劃	uɛh8	uɛʔ˩˧																	
劃	uah8	uaʔ˩˧																	
役	ek8	ek˩˧																	
疫	ek8	ek˩˧																	
篷	phang5	pʰaŋ˩˨	(白)																
蓬	phong5	pʰoŋ˩˨	(文)																
蒙	bong5	boŋ˩˨																	
懵	bong2	boŋ˥˨																	
東	tang1	taŋ˧˧	(白)																
東	tong1	toŋ˧˧	(文)东风																
崠	tang3	taŋ˨˩	地名:霞寨镇岽后, 岽仔鞍，崎岭乡岽头, 碗尾岽，国强乡岽仔林山，岽仔尾。此字闽区为taŋ3，客区为toŋ3																
崠	tong3	toŋ˨˩	高山，作地名主要分布在平和西部:九峰观音崬																
崬	tang3	taŋ˨˩	地名:霞寨镇岽后, 岽仔鞍，崎岭乡岽头, 碗尾岽，国强乡岽仔林山，岽仔尾。此字闽区为taŋ3，客区为toŋ3																
崬	tong3	toŋ˨˩	高山，作地名主要分布在平和西部:九峰观音崬																
董	tong2	toŋ˥˨																	
懂	tong2	toŋ˥˨																	
棟	tong3	toŋ˨˩																	
凍	tang3	taŋ˨˩	(白)干冻kian1 taŋ3:汤在低温下凝结成果冻状																
凍	tong3	toŋ˨˩	(文)																
通	tʰang1	tʰaŋ˧˧	(白)																
通	tʰeng1	tʰeŋ˧˧	(文)																
通	tʰong1	tʰoŋ˧˧	(文)																
桶	tʰang2	tʰaŋ˥˨																	
桶	tʰong7	tʰoŋ˨˨	(训)一大叠:归tʰoŋ7册																
桶	tʰang7	tʰaŋ˨˨	(训)笨拙，愚笨																
捅	tʰong2	tʰoŋ˥˨	(文)																
捅	tʰng2	tʰŋ˥˨	(白)																
痛	tʰong3	tʰoŋ˨˩																	
同	tang5	taŋ˩˨	(白)同名:称呼与自己同名的人																
同	tong5	toŋ˩˨	(文)																
銅	tang5	taŋ˩˨																	
桐	tang5	taŋ˩˨	地名:霞寨镇桐树科																
桐	tʰang5	tʰaŋ˩˨	桐仔树，桐油																
筒	tang5	taŋ˩˨	落水筒																
筒	tʰang2	tʰaŋ˥˨	悬筒																
筒	tang5	taŋ˩˨	(训)有写作𩪘:尾taŋ5骨																
筒	kong2	koŋ˥˨	(训)长筒状器具:水koŋ2仔																
童	tang5	taŋ˩˨	(白)童乩																
童	tong5	toŋ˩˨	(文)儿童																
瞳	tong5	toŋ˩˨																	
動	tang7	taŋ˨˨	(白)振动																
動	tong7	toŋ˨˨	(文)																
動	tang3	taŋ˨˩	(训)taŋ3甲:指甲长进肉里																
洞	tang7	taŋ˨˨	(白)																
洞	tong7	toŋ˨˨	(文)																
籠	lang5	laŋ˩˨	鸡笼仔																
籠	lang1	laŋ˧˧	火笼																
籠	lang2	laŋ˥˨	竹笼																
籠	lang7	laŋ˨˨	箸笼																
籠	long5	loŋ˩˨	(文)																
聾	lang5	laŋ˩˨	臭耳聋																
攏	lang2	laŋ˥˨	(白)承拢:承包																
攏	long2	loŋ˥˨	(文)																
弄	lang7	laŋ˨˨	(白)弄龙，弄狮，弄喙舌																
弄	long7	loŋ˨˨	(文)																
弄	lang3	laŋ˨˩	(训)laŋ3空																
棕	tsang1	tsaŋ˧˧	棕蓑tsaŋ1 sui1																
鬃	tsang1	tsaŋ˧˧	铰头鬃																
總	tsang2	tsaŋ˥˨	(白)菜总:菜苗																
總	tsong2	tsoŋ˥˨	(文)																
聰	tshong1	tsʰoŋ˧˧	(文)																
匆	tshong1	tsʰoŋ˧˧																	
葱	tshang1	tsʰaŋ˧˧	北葱，葱仔																
囱	tshong1	tsʰoŋ˧˧																	
叢	tsang5	tsaŋ˩˨	(白)量词，一支一根																
叢	tsong5	tsoŋ˩˨	(文)丛书																
送	sang3	saŋ˨˩	(白)																
送	song3	soŋ˨˩	(文)																
公	kang1	kaŋ˧˧	(白)公母																
公	kong1	koŋ˧˧	(文)公司																
工	kang1	kaŋ˧˧	(白)做工，工人																
工	kong1	koŋ˧˧	(文)工作																
功	kang1	kaŋ˧˧	(白)用功																
功	khang1	kʰaŋ˧˧	(白)功课																
功	kong1	koŋ˧˧	(文)功夫																
攻	kong1	koŋ˧˧																	
貢	kong3	koŋ˨˩	贡糖贡肉																
空	khang1	kʰaŋ˧˧	(白)落空																
空	khong1	kʰoŋ˧˧	(文)空间																
冇	phann3	pʰã˨˩	冇心:空心"竹栱仔笋冇冇"																
孔	khong2	kʰoŋ˥˨																	
孔	khang2	kʰaŋ˥˨	(白)孔雀																
控	khong3	kʰoŋ˨˩	(文)面孔																
控	khang3	kʰaŋ˨˩	(替)抠，抓挠																
烘	hang1	haŋ˧˧	烘炉																
哄	hang2	haŋ˥˨	哄吓，哄头																
哄	hong7	hoŋ˨˨																	
紅	ang5	aŋ˩˨																	
洪	ang5	aŋ˩˨	(白)姓氏																
洪	hong5	hoŋ˩˨	(文)洪水																
鴻	hong5	hoŋ˩˨																	
虹	kheng7	kʰeŋ˨˨																	
翁	ang1	aŋ˧˧	(白)表示神明的应也是此字，但一般为区别于老公，写成尪																
翁	ong1	oŋ˧˧	(文)																
瓮	ang3	aŋ˨˩	金斗瓮仔:拾分金时装骨头的坛子																
冬	tang1	taŋ˧˧	(白)放冬:学生放假.由学堂在农忙时间让学生放假回家做农事引申而来																
冬	tong1	toŋ˧˧	(文)																
統	tʰong2	tʰoŋ˥˨																	
農	long5	loŋ˩˨																	
膿	lang5	laŋ˩˨	(白)涨脓																
膿	long5	loŋ˩˨	(文)																
宗	tsong1	tsoŋ˧˧																	
鬆	sang1	saŋ˧˧																	
宋	siong3	sioŋ˨˩																	
宋	seng3	seŋ˨˩	又																
風	hong1	hoŋ˧˧	风肠，风吹辇，风柜斗草																
楓	puinn1	puĩ˧˧	地名:枫埔puĩ1 pou1																
瘋	hong1	hoŋ˧˧																	
諷	hong2	hoŋ˥˨																	
豐	hong1	hoŋ˧˧																	
馮	hong5	hoŋ˩˨																	
鳳	hong7	hoŋ˨˨																	
夢	bang7	baŋ˨˨	(白)做眠梦																
夢	bong7	boŋ˨˨	(文)																
隆	leng5	leŋ˩˨																	
嵩	siong1	sioŋ˧˧	九峰柏嵩关pek4 sioŋ1 kuan1																
中	tang1	taŋ˧˧	(白)中央taŋ1 hŋ1																
中	teng1	teŋ˧˧	(文)中秋，一中																
中	teng3	teŋ˨˩	(文)中奖																
忠	teng1	teŋ˧˧																	
蟲	tʰang5	tʰaŋ˩˨	宸蟲仔sin5 aŋ5 ŋa:壁虎																
仲	teng7	teŋ˨˨																	
崇	seng5	seŋ˩˨																	
終	teng1	teŋ˧˧																	
眾	tseng3	tseŋ˨˩																	
充	tsheng1	tsʰeŋ˧˧																	
銃	tsheng3	tsʰeŋ˨˩																	
絨	jeng5	jeŋ˩˨																	
戎	jeng5	jeŋ˩˨																	
弓	keng1	keŋ˧˧																	
宮	keng1	keŋ˧˧																	
穹	keng1	keŋ˧˧																	
窮	keng5	keŋ˩˨																	
熊	him5	him˩˨																	
雄	heng5	heŋ˩˨																	
融	eng5	eŋ˩˨																	
融	iunn5	iũ˩˨	(白)																
封	hong1	hoŋ˧˧																	
峯	phang1	pʰaŋ˧˧	(白)地名:秀(小)峰乡，大溪镇峰山村																
峯	hong1	hoŋ˧˧	(文)																
鋒	hong1	hoŋ˧˧																	
捧	phang5	pʰaŋ˩˨	捧水捧茶																
捧	phong2	pʰoŋ˥˨																	
逢	hong5	hoŋ˩˨																	
縫	phang7	pʰaŋ˨˨	(白)缝隙																
縫	pang5	paŋ˩˨	(白)																
縫	hong5	hoŋ˩˨	(文)																
奉	hong7	hoŋ˨˨																	
俸	hong7	hoŋ˨˨																	
濃	long5	loŋ˩˨																	
龍	liong5	lioŋ˩˨	排龙阵:阵仗大																
龍	leng5	leŋ˩˨	龙眼leŋ5 keŋ2																
隴	long2	loŋ˥˨																	
躘	leng3	leŋ˨˩	1.脚踩"leŋ3骹力车" 2.踢腿"leŋ3被" 3.跃起																
壟	leng2	leŋ˥˨	(白)																
龔	keng2	keŋ˥˨	(白)																
龔	kiong2	kioŋ˥˨	(文)																
蹤	tsong1	tsoŋ˧˧																	
蹤	tsong5	tsoŋ˩˨																	
縱	tsheng3	tsʰeŋ˨˩	放纵																
從	tseng5	tseŋ˩˨																	
慫	som5	som˩˨	(训)																
松	tsheng5	tsʰeŋ˩˨	(白)																
松	siong5	sioŋ˩˨																	
松	seng5	seŋ˩˨																	
松	tshang3	tsʰaŋ˨˩	(替)毛发竖立:毛tsʰaŋ3 tsʰaŋ3																
誦	seng7	seŋ˨˨																	
頌	seng7	seŋ˨˨																	
訟	seng7	seŋ˨˨																	
冢	tʰeng2	tʰeŋ˥˨																	
寵	tʰeng2	tʰeŋ˥˨																	
重	tang7	taŋ˨˨	(白)																
重	teng5	teŋ˩˨	(文)重复																
重	teng7	teŋ˨˨	(文)重要																
鐘	tseng1	tseŋ˧˧																	
種	tseng3	tseŋ˨˩																	
腫	tseng2	tseŋ˥˨																	
衆	tseng3	tseŋ˨˩	众神明:对神明的泛称，大众爷:戚继光，众公妈:有受立祠供奉的孤魂野鬼，大众汤:赈灾汤食																
种	tseng3	tseŋ˨˩																	
冲	tsheng1	tsʰeŋ˧˧	同tsʰioŋ1																
冲	tsheng3	tsʰeŋ˨˩																	
冲	tshiang5	tsʰiaŋ˩˨	水冲下去:tsʰiaŋ5 hin5 su1浑舒																
冲	tang5	taŋ˩˨	同tsʰiaŋ5:taŋ5厕所																
冲	tsong5	tsoŋ˩˨	(替)四处奔波																
舂	tseng1	tseŋ˧˧																	
舂	kit8	kit˩˧	(替)牛kit8:牛桩																
茸	jeng5	jeŋ˩˨	食茸:食补																
冗	leng7	leŋ˨˨	松散																
恭	keng1	keŋ˧˧	恭敬																
供	keng1	keŋ˧˧																	
供	keng3	keŋ˨˩																	
拱	keng2	keŋ˥˨	衫仔拱:衣架																
鞏	kheng2	kʰeŋ˥˨																	
恐	kheng2	kʰeŋ˥˨																	
恐	kheng2	kʰeŋ˥˨																	
共	kang7	kaŋ˨˨	(白)																
共	keng7	keŋ˨˨	(文)共同																
胸	heng1	heŋ˧˧																	
凶	heng1	heŋ˧˧																	
雍	eng1	eŋ˧˧																	
擁	eng1	eŋ˧˧																	
容	eng5	eŋ˩˨																	
熔	eng5	eŋ˩˨																	
庸	eng1	eŋ˧˧																	
勇	eng2	eŋ˥˨																	
湧	eng2	eŋ˥˨																	
恿	seng7	seŋ˨˨	溺爱:餳恿siã5 seŋ7																
用	eng7	eŋ˨˨																	
卜	pok4	pok˦˨																	
扑	phok4	pʰok˦˨																	
扑	phut4	pʰut˦˨																	
扑	phak4	pʰak˦˨	扑克																
僕	phak4	pʰak˦˨	(训)趴倒																
僕	phok4	pʰok˦˨																	
朴	phoh4	pʰoʔ˦˨	(白)朴实																
朴	phok4	pʰok˦˨	(文)朴素																
曝	phak8	pʰak˩˧	(白)晒																
曝	phok8	pʰok˩˧	(文)																
瀑	pok8	pok˩˧																	
木	bak8	bak˩˧	(白)木匠																
木	bok8	bok˩˧	(文)木材																
沐	bak4	bak˦˨	(白)沾染到																
沐	bok8	bok˩˧	(文)沐浴																
禿	tʰut8	tʰut˩˧	秃顶																
獨	tak8	tak˩˧	(白)孤独																
獨	tok8	tok˩˧	(文)独立																
讀	tʰak8	tʰak˩˧	(白)读册																
讀	tʰok8	tʰok˩˧	(文)																
鹿	lok8	lok˩˧																	
漉	lak4	lak˦˨	漉水:新衣过水																
祿	lok8	lok˩˧	王禄仔:江湖骗子																
族	tsok8	tsok˩˧																	
速	sok4	sok˦˨																	
穀	kok4	kok˦˨	五谷丰登																
谷	kok4	kok˦˨																	
哭	khau3	kʰau˨˩																	
斛	hak4	hak˦˨	石斛																
屋	ok4	ok˦˨	船屋:疍民船上的小屋																
篤	tok4	tok˦˨																	
督	tok4	tok˦˨																	
毒	tʰau7	tʰau˨˨	(白)投毒毒死																
毒	tak8	tak˩˧	(白)																
毒	tok8	tok˩˧	(文)																
酷	khok4	kʰok˦˨																	
沃	ak4	ak˦˨	浇																
福	hok4	hok˦˨																	
幅	pak4	pak˦˨	(白)																
蝠	hok4	hok˦˨	(文)																
復	hok4	hok˦˨																	
腹	pak4	pak˦˨																	
覆	phak4	pʰak˦˨	(白)趴倒																
覆	hok4	hok˦˨	(文)覆灭																
覆	hop4	hop˦˨	(训)1.盖着2.闷着																
服	hok8	hok˩˧																	
伏	pu7	pu˨˨	伏卵，伏番薯																
伏	hok8	hok˩˧																	
袱	hok8	hok˩˧																	
目	bak8	bak˩˧	(白)小溪眼泪用目滓tsai2，平和其他地方有用目屎																
目	bok8	bok˩˧	(文)																
穆	bok8	bok˩˧																	
牧	bok8	bok˩˧																	
六	lak8	lak˩˧	(白)																
六	lek8	lek˩˧	(文)																
陸	lek8	lek˩˧	大陆tua7 lek8																
肅	sok4	sok˦˨																	
肅	siok4	siok˦˨	又																
竹	tek4	tek˦˨																	
築	tek4	tek˦˨																	
畜	hek4	hek˦˨																	
逐	tak8	tak˩˧	逐家																
逐	jek4	jek˦˨	(训)追赶，也有写作迮																
軸	tek8	tek˩˧																	
縮	sok4	sok˦˨																	
縮	siok4	siok˦˨	又																
祝	tsek4	tsek˦˨																	
叔	tsek4	tsek˦˨																	
熟	sek8	sek˩˧																	
淑	sek4	sek˦˨																	
肉	bah4	baʔ˦˨																	
菊	kek4	kek˦˨																	
麴	khak4	kʰak˦˨	酒曲，红曲白曲																
蓄	hek4	hek˦˨																	
蓄	hak4	hak˦˨	辖:购置不动产																
蓄	hat4	hat˦˨	同hak4																
郁	ut4	ut˦˨	1.ut4味:腐味 2.ut4 tsut4:心情苦闷 3.弯曲:ut4伤																
育	ek8	ek˩˧																	
綠	lek8	lek˩˧																	
錄	lek8	lek˩˧																	
碌	la5	la˩˨	拍碌碡，叩碌碡la5 tat8																
碌	lek8	lek˩˧	(白)																
碌	lok8	lok˩˧	碌碌泅:游手好闲，碌碌无为																
碡	tat8	tat˩˧	拍碌碡，叩碌碡la5 tat8																
足	tsek4	tsek˦˨																	
促	tshek4	tsʰek˦˨	1.促架势 2.索仔促较长个																
粟	tshek4	tsʰek˦˨																	
俗	sek8	sek˩˧																	
俗	sioh8	sioʔ˩˧	(替)拾俗:秋后算账"事志过后mai3 koʔ4拾俗也"																
續	sek8	sek˩˧																	
燭	tsek4	tsek˦˨																	
觸	tshek4	tsʰek˦˨																	
贖	si5	si˩˨																	
束	sok4	sok˦˨																	
束	siok4	siok˦˨	又																
蜀	tsit8	tsit˩˧	一																
屬	sek8	sek˩˧																	
辱	jek8	jek˩˧																	
麯	khak4	kʰak˦˨	酒曲																
曲	khut4	kʰut˦˨	(白)曲尺																
曲	khak4	kʰak˦˨	酒曲																
曲	khek4	kʰek˦˨																	
曲	khiok4	kʰiok˦˨	地名:芦溪镇九曲																
局	kek8	kek˩˧																	
玉	gek8	gek˩˧																	
獄	gak8	gak˩˧	监狱kã1 gak8																
旭	hek4	hek˦˨																	
欲	ek8	ek˩˧																	
浴	ek8	ek˩˧																	
蕊	lui2	lui˥˨																	
㔊	tʰuann2	tʰuã˥˨	㔊草:除草																
緷	hun7	hun˨˨	緷衫:衬衫																
醪	lo5	lo˩˨	浑浊:醪酒																
醭	phu2	pʰu˥˨	发霉:生醭， 臭霉味:臭醭味(漳典用字)																
餳	siann5	siã˩˨	引诱(漳典用字)																
肨	phong3	pʰoŋ˨˩	膨胀																
䫌	phe2	pʰe˥˨	喙䫌: 脸颊																
摃	kong3	koŋ˨˩	敲																
㩝	ko5	ko˩˨	1.搅拌 2.胡搅蛮缠																
挐	ji5	ji˩˨	乱来																
㞞	siau5	siau˩˨	精液																
骹	kha1	kʰa˧˧	1.下肢:好骹手 2.底部:山骹																
