例字	注释	中古音	公平	九屋	潭下	甘棠	定江	三街	灵田	大圩力村	潮田	大境	海洋江尾
创		宕开三去漾初		tsʰɑŋ53	tsʰuɑŋ35{借桂}	tsʰuɑŋ35	tsʰuaŋ55	tʃʰyaŋ35	tsʰuaŋ55	tʃʰʊɑŋ35	tʃʰuɑŋ24	uaŋ35	tsʰuɑŋ53
状		宕开三去漾崇	tʃʊɔ̃53	tsɑŋ33	tsuɑŋ35	tsuɑŋ35	tsuaŋ55	tʃyaŋ33	tsuaŋ44	tʃʰɔŋ21	tʃʰuɑŋ21	fuaŋ21	tsuɑŋ33
唱		宕开三去漾昌		tsʰɑŋ33	tsʰɑŋ53	tsʰɑŋ35	tsʰaŋ55	tsʰaŋ33	tsʰaŋ55	tʃʰɔŋ35	tiɑŋ24	tʃʰaŋ35	tiɑŋ53
上	{~面}	宕开三去漾禅	ʃaŋ21	sɑŋ21	sɑŋ53	sɑŋ35	saŋ13	saŋ21	saŋ44	ʃɔŋ21	ʃaŋ21	ʃaŋ53	ʃiɑŋ33
让		宕开三去漾日	ȵiaŋ53	iɑŋ53	iɑŋ53	ȵiɑŋ21	liaŋ31	iaŋ21	iaŋ44	iɑŋ21	ȵiɑŋ21	ȵiaŋ21	ȵiɑŋ33
向		宕开三去漾晓	hin35	hiɑŋ33	ʃiɑŋ35	hiɑŋ35	ʃiaŋ55	ʃiaŋ35	ɕiaŋ55	ʃiɑŋ35	ʃiɑŋ24	ʃiaŋ35	tʃʰiɑŋ53
样		宕开三去漾以	iaŋ53	iɑŋ35	iɑŋ53	iɑŋ21	iaŋ31	iaŋ21	iaŋ44	iɑŋ21	iɑŋ21	iaŋ21	iɑŋ33
鹊		宕开三入药清			tʃʰiɑu5	tʃʰiou44	tʃʰiau31	tʃʰiau21	tsʰiɑu21			tʃʰio21{借桂}	tsio21
削		宕开三入药心	si4	ʃiau33	ʃiᵒu5	ʃiou5	ʃio5/ʃio22	ʃiou33	ɕiəu242	ʃiᵒʊ53	ʃiou5	ʃiou5	sio21
着	{~衣}	宕开三入药知	tʃʊo55		15	tsᵘɔ5		tsuo33					tiɛ21
着	{睡~}	宕开三入药澄	ti4	tiɑu33	tiɑu21	tsuo5	tiau31	tsu33	tiɑu4	tiᴇ21		tsuo21	tsᵘo21
弱		宕开三入药日		iua422	iɑu5	niou5	liau31	niau5	liɑu21	ȵiɔ53		ȵio21	ȵio21
脚		宕开三入药见	ki4	kiua5	tʃiɑu5	kiou5	tʃiau5	tʃiau5	kiɑu21	tʃiᴇ53	tʃyᴇ5	tʃyɛ5	tʃyɛ5
虐		宕开三入药疑		nyᴇ21	15	ȵiou5	liau5	ȵiau5	niɑu21		ȵyᴇ21	ȵyɛ53	ȵyɛ54
约		宕开三入药影		iua422	iᵘɔ21	iou5	io5/iau5	iau5	iɑu21		yᴇ5	yɛ5	io21
药		宕开三入药以	ia44	iua422	iɑu5	iou5	iau5	iau5	iɑu21	iᴇ53	yᴇ5	yɛ53	yɛ5
光		宕合一平唐见	kũ44	kuɑŋ232	kuɑŋ13	kuɑŋ132	kuaŋ24	kuaŋ13	kuaŋ242	kɔŋ422	kuɑŋ43	kuaŋ42	kuɑŋ24
荒		宕合一平唐晓	hũ44	huɑŋ232	fɑŋ13	huɑŋ132	faŋ24	faŋ13	huaŋ242	hɔŋ422	faŋ43	huaŋ42	fɑŋ24
黄		宕合一平唐匣	ʊon21	uɑŋ33	uɑŋ33	uɑŋ22	uaŋ22	uaŋ533	uaŋ33	ɔŋ33	uɑŋ33	uaŋ33	uɑŋ21
广		宕合一上荡见	fɯ4{训读}	kuɑŋ422	kuɑŋ44	kuɑŋ44	kuaŋ33	kuaŋ33	kuaŋ35	kɔŋ55	kuɑŋ55	kuaŋ55	kuɑŋ55
谎		宕合一上荡晓		huɑŋ422	fɑŋ44	huɑŋ44	faŋ33	faŋ33	huaŋ35	hɔŋ55	faŋ55	huaŋ55	
郭		宕合一入铎见		kua5	kuɯ5/kɑu5	kʊ5	kuo5	kuo5	kuo21	kʊɔ53	kuo21	kuo21	kᵘo5
方		宕合三平阳非	hũ44	fɑŋ232	fɑŋ13	fɑŋ132	faŋ24	faŋ13	faŋ33	fɔŋ422	faŋ43	faŋ42	fɑŋ24
房		宕合三平阳奉	hũ21	fɑŋ33	fɑŋ33	fɑŋ22	faŋ22	faŋ33	faŋ33	hɔŋ33	faŋ33	faŋ33	fɑŋ21
筐		宕合三平阳溪		kuɑŋ232	kʰuɑŋ13	kʰuɑŋ132	kuaŋ24	kʰuaŋ13	kʰuaŋ242	kʰʊɑŋ422	kʰuɑŋ43	kʰuaŋ42	kʰuɑŋ24
狂		宕合三平阳群		kʰuɑŋ21{借桂}	kʰuɑŋ21{借桂}	kʰuɑŋ22	kuaŋ22	kuaŋ33	kuaŋ33	kʰʊɑŋ33	kʰuɑŋ21{借桂}	kuaŋ33	kuɑŋ21
王		宕合三平阳云	ʊon21	uɑŋ33	uɑŋ33	uɑŋ22	uaŋ22	uaŋ33	uaŋ33	in33	uɑŋ33	uaŋ33	uɑŋ21
纺		宕合三上养敷	hũ55	fɑŋ422	fɑŋ53{借桂}	fɑŋ44	faŋ33	faŋ33	faŋ35	fɑŋ55	faŋ55	faŋ55	fɑŋ55
网		宕合三上养微	mũ33	mɑŋ21	mɑŋ21	mɑŋ44	maŋ13	maŋ33{老派}/uaŋ33{新派}	moŋ21	mɔŋ13	maŋ52	maŋ53	uɑŋ55
枉		宕合三上养影	ʊon55	uɑŋ422	uɑŋ44	uɑŋ44	uaŋ24	uaŋ33	uaŋ35	ɔŋ33	uɑŋ55	uaŋ55	uɑŋ55
放		宕合三去漾非	hũ33	fɑŋ33	fɑŋ35	fɑŋ35	faŋ55	faŋ33	foŋ55	hɔŋ35	faŋ24	faŋ35	fɑŋ53
忘		宕合三去漾微	mũ53	mɑŋ53	mɑŋ53	mɑŋ21	maŋ31	maŋ21	maŋ44	mɔŋ21	maŋ21	maŋ21	mɑŋ33
逛		宕合三去漾见		kuɑŋ33	kuɑŋ35	kʰuɑŋ44		kuaŋ33	kuaŋ55			kuaŋ35	
况		宕合三去漾晓		kʰuɑŋ35{借桂}	15	kʰuɑŋ35	kuaŋ55	kuaŋ33	kʰuaŋ55	kʰʊɑŋ35	kʰuɑŋ24	kʰuaŋ33	kʰuɑŋ33
旺		宕合三去漾云	ʊon53	uɑŋ53	uɑŋ53	uɑŋ21	uaŋ31	uaŋ21	uaŋ44	ɔŋ21	uɑŋ21	uaŋ21	uɑŋ53
庞		江开二平江並	pon21	pɑŋ33	15	pʰɑŋ22	paŋ22	puo533	pan33		paŋ33	paŋ33	pã21
桩		江开二平江知	tʃɔ̃44	tsʰoŋ232	tsuɑŋ13	tsuɑŋ132	tsuaŋ24	tʃyaŋ13	tsʰuən242	tʃʊɑŋ422	tʃuɑŋ43	tʃuaŋ42	tsuɑŋ24
窗		江开二平江初	tʃʰʊɔ̃44	tsʰɑŋ232	tsʰuɑŋ13	tsʰuɑŋ132	tsʰuaŋ24	tyaŋ13	tsʰuaŋ242	tʃʰɔŋ422	tʃʰuɑŋ43	tʃʰuaŋ42	tsʰuɑŋ24
双		江开二平江生	ʃʊɔ̃44	sɑŋ232	suɑŋ13	suɑŋ132	suaŋ24	ʃyaŋ13	suaŋ242	ʃɔŋ422	ʃuɑŋ43	ʃuaŋ42	suɑŋ24
江		江开二平江见	kaŋ44	kɑŋ232	kɑŋ13	kɑŋ132	kaŋ24	kaŋ13	kaŋ242	kɔŋ422	kaŋ43	kaŋ42	kɑŋ24
降	{投~}	江开二平江匣		ʃiɑŋ21	ʃiɑŋ21{借桂}	15	ʃiaŋ22	ʃiaŋ33	ɕiaŋ33	ʃiɑŋ33	ʃiɑŋ21	ʃiaŋ33	ʃiɑŋ21
棒		江开二上讲並	pon33	pɑŋ33	pɑŋ21	pou21	paŋ31	paŋ21	paŋ44	pɔŋ21	paŋ21	paŋ21	pɑŋ33
讲		江开二上讲见	kaŋ33	kɑŋ422	kɑŋ44	kɑŋ44	kaŋ33	kaŋ33	kaŋ35	kɔŋ55	kaŋ55	kaŋ55	kɑŋ55
胖		江开二上讲滂	pʰon33	pʰɑŋ33	pʰɑŋ53	pʰɑŋ35	pʰaŋ55	paŋ33	pʰaŋ55	pʰɑŋ35	fi33{训读}	pʰaŋ35	pʰɑŋ53
撞		江开二去绛澄	tʃʰɔ̃55	pʰoŋ53	tsuɑŋ35	15	tsuaŋ55	tʃyaŋ33	tsuaŋ44	tʃʰɔŋ35	tʃʰuɑ54	tʃʰuaŋ55	tsuɑŋ53
降	{下~}	江开二去绛见		kiɑŋ35	ʃiɑŋ35{借桂}	kiɑŋ35	tʃiaŋ55	tʃiaŋ33	tɕiaŋ55		tʃiɑŋ24	tʃiaŋ35	tʃiɑŋ53
巷		江开二去绛匣	hɔ̃21	hɑŋ53	hɑŋ53	hɑŋ21	haŋ31	haŋ21	haŋ44	hɔŋ21	haŋ21	haŋ21	hɑŋ33
剥		江开二去绛帮	piᴇ55	puo35	pɑu5	pou5	puo5	puo35	puo21	ɓʊɔ21	pe5	pɛ5	pᵘo5
桌		江开二入觉知		tuo33	tsɑu5	tsɑu5	tsau5	tsu33	tsuo21	tʃʊɔ53	fuo5	fuo5	tsᵘo5
戳		江开二入觉彻	tʃʰʊo55	sɑu33	tsʰɑu5	tsʰuo5		tsʰuo5	tsʰuo21	tʃʰʊɔ53	tʃuo5	tʃua5	tsʰᵘo5
捉		江开二入觉庄	tʃʊo55	tsɑu5	tsɑu5	tsɑu5	tsau5	tsu5	tsuo21	tʃʊɔ53	tʃuo5	tʃuo5	tsᵘo5/tʃᵘo5
觉		江开二入觉见		kʰiua5	tʃʰiᵘɔ21	kʰiɑu5	tʃiau5	tʃiau5	tɕiɑu21	tʃʰiɔ21	tʃʰio21{借桂}	tʃʰyɛ21	
角		江开二入觉见	ka4	kuo5	kɑu5	kou5	kau5	kuo5	kuo21		kuo5	kuo5	kᵘo5
确		江开二入觉溪		kʰua33	tʃʰyɛ5	kʰᵘɔ5	kʰuo5	kʰuo5	kʰuo21	kʰyɑ̃53	kʰuo5	kʰuo5	kʰᵘo21
壳		江开二入觉溪	kʰa44	kʰɑu422	kʰɑu5	kʰou5	kʰau5	kʰuo5	kʰuo21	kʰʊɔ53	kʰuo5	kʰuo5	kʰᵘo5
乐	{音~}	江开二入觉疑		iɔ21	iɑu5	uo5	io22	iau5	io21	iɔ21	io21{借桂}	yɛ53	io21
学		江开二入觉匣	ha44	ʃiua422	ʃiɑu5	hiou21	ʃiau5	ʃiau5	ɕiɑu4	ʃiɔ21{借桂}	huo21	huo21	ʃio21
握		江开二入觉影	u21	u5	u33	ʊ44	uo5	u533	u21	u33	u24	u5	u33
朋		曾开一平登並	pon21	paŋ33	pei33	pou22	pɔy22	poŋ33	pən33	piᴇ̃33	poŋ33	poŋ33	poŋ21
灯		曾开一平登端	taŋ44	taŋ232	təi13	təi132	təi24	təi13	lən242	ɗɜn422	tɘŋ43	tɘŋ42	tɘŋ24
藤		曾开一平登定	taŋ21	təi33	təi33	təi22	təi22	təi33	tə33	tɜn33	tɘŋ33	tɘŋ33	tɘŋ21
能		曾开一平登泥	naŋ21	nəi33	nəi33	nəi22	laŋ22	nəi33	nə33	nɜn33	nɘŋ33	nɘŋ33	nɘŋ21
增		曾开一平登精	tsaŋ44	tsəi232	tsəi13	tsəi132	tsaŋ24	tsəi13	tsən242	tsɜn422	tsɘŋ43	tsɘŋ42	tsɘŋ24
层		曾开一平登从	tsaŋ21	təi33	tsəi33	tsaŋ22	tsəi22	tsəi533	tɕyᴇ33	tsʰɜn33	tsʰɘŋ33	tsɘŋ33	tsɘŋ21
僧		曾开一平登心		sa33	sa13	tsəi132	tsəi24	tsəi13	sən242	tsɜn422	sɘŋ43	tsɘŋ42	tsɘŋ24
等		曾开一上等端	taŋ55	təi422	təi44	təi44	təi33	təi33	lə35	ɗɜn55	tɘŋ55	tɘŋ55	tɘŋ55
肯		曾开一上等溪		həi21	kʰəi21	kʰəi44	kʰaŋ13	tʃiəi33	kʰə35	kʰɜn55	kʰɘŋ55	kʰɘŋ55	kʰɘŋ55
凳		曾开一去嶝端	taŋ35	təi33	təi35	təi35	təi55	təi33	lə55	ɗɜn35	tɘŋ24	tɘŋ35	tɘŋ53
邓		曾开一去嶝定	taŋ53	taŋ53	taŋ53	taŋ21	taŋ31	toŋ21	tən44	tɜn13	tɘŋ24	tɘŋ35	tɘŋ33
北		曾开一入德帮	pa4	pa5	pəi5	pəi5	pəi5	pəi5	pə21	ɓᴇɪ53	pɤ5	pɤ5	pɤ5
墨		曾开一入德明	ma4	ma422	məi5	məi5	məi5	məi5	mə21	mᴇɪ53	mɤ52	mɤ53	mɤ5
得		曾开一入德端	ta4	ta5	ta5	ta5	ta5	ta5	la21	ɗɑ53	tɤ5	tɤ5	tɤ5
特		曾开一入德定		tʰa5	tʰa5	tʰye5	tʰa5	tʰɤ33	tə21		tʰɤ21{借桂}	tʰɤ5	tʰɤ21
勒		曾开一入德来	la4	nəi422	na5	nəi5	ləi5	ləi5	la21	lᴇɪ53	nɤ52	lɤ53	lɤ5
贼		曾开一入德从	tsa4	tsa53	tsəi53	tsəi21	tsəi31	tsəi5	tɕyᴇ4	tsʰᴇɪ21	tsʰɤ33	tsɤ33	tɤ21
塞		曾开一入德心	sa4	sa5	səi5	səi5	səi5	səi33	sə21	sᴇɪ53	sɤ5	sɤ5	sɤ5
刻		曾开一入德溪	ka4	kʰa422	kʰa44	kʰa5	kʰa5	tia5	kʰa21	kʰɑ53	kʰɤ5	kʰɤ5	kʰɤ5
克		曾开一入德溪	kʰa4	kʰa422	kʰa21	kʰa5	kʰa5	tʃia5	kʰa21	kʰɑ53	kʰɤ5	kʰɤ5	kʰy5
黑		曾开一入德晓	hɯ4	ha422	həi5	həi5	həi5	həi5	hə21	hᴇɪ53	hɤ5	hɤ5	hɤ5
冰		曾开三平蒸帮		piŋ232	piŋ13	piŋ132	piŋ24	piŋ13	pin242	ɓin422	pɘŋ43	pɘŋ42	pɘŋ24
蒸		曾开三平蒸章	tʃaŋ44	tsəi232	tsəi13	tsəi132	tsəi24	tsəi13	tsᴇn242	tʃɜn422	tʃiɘŋ43	faŋ42	tʃiᵊŋ24
称	{~重}	曾开三平蒸昌	tʃʰaŋ44	səi232	səi13	səi132	tsʰəi24	tsʰəi13	tsʰᴇn242	tʃʰɜn422	tʃʰiɘŋ43	aŋ42	tʃʰiᵊŋ24
乘		曾开三平蒸船		səi33	səi33	tsʰaŋ22	səi22	səi33	sᴇn33	ʃɜn33	tʃʰiɘŋ33	tʃoŋ33	tʃiᵊŋ21
升		曾开三平蒸书	ʃaŋ44	səi232	səi13	səi132	səi24	səi13	sᴇn242	ʃɜn422	ʃiɘŋ43	ʃɘŋ42	ʃiᵊŋ24
承		曾开三平蒸禅		tsʰaŋ21{借桂}	15	tsaŋ22	səi22	səi533	sᴇn33	ʃɜn33	tʃʰiɘŋ33	tʃɘŋ33	tʃiᵊŋ21
鹰		曾开三平蒸影	aŋ44	əi232	əi13	ŋəi132	ŋəi24	nəi13	ᴇn242	in33	iɘŋ43	iŋ42	iᵊŋ24
证		曾开三去证章		tsəi35	tsəi35	tsəi35	tsəi55	tsəi33	tsᴇn55	tʃɜn35	tʃiɘŋ24	tʃɘŋ35	tʃiᵊŋ53
秤		曾开三去证昌	tʃʰaŋ35	tsʰəi33	tsʰəi53	tsʰəi35	tsʰəi55	tsʰəi33	tsʰᴇn55	tʃʰɜn35	tʃʰiɘŋ24	tʃʰɘŋ35	tʃʰiᵊŋ53
剩		曾开三去证船	ʃaŋ53	səi35	səi53	səi21	səi31	səi21	sᴇn44	ʃɜn21	ʃiɘŋ21	ʃiɛ̃21	ʃiᵊŋ53
胜		曾开三去证书	ʃaŋ35	saŋ35{借桂}	səi35	səi35	səi55	səi35	sᴇn44	ʃɜn35	ʃiɘŋ24	ʃɘŋ35	ʃiᵊŋ53
兴	{高~}	曾开三去证晓	haŋ35	həi33	həi13	həi35	həi55	həi33	hᴇn55	ʃin35	ʃiɘŋ24	ʃiŋ35	ʃiᵊŋ33
逼		曾开三入职帮	pi4	pi5	pi5	pi5	pi5	piᴇ5	piᴇ21	ɓi53	piᴇ5	piɛ5	piɛ5
力		曾开三入职来	li21	niᴇ422	nəi5	nəi5	ləi5	liᴇ5	liᴇ21	lᴇɪ53	ȵiᴇ5	liɛ̃53	liɛ5
媳		曾开三入职心		ʃi232	ʃi13	ʃi132	ʃi24	ʃiᴇ5	ɕi242	sᴇɪ53	ʃi21	ʃi5	si21
直		曾开三入职澄	tʃa4	tiᴇ33	təi53	tsəi21	tsəi31	tsəi21	tiᴇ4	tᴇɪ21	tiᴇ33	tiɛ33	tiɛ21
侧		曾开三入职庄		tsʰa422	tsʰa5	tsʰa5	tsʰa5	tsəi5	tsʰa21	tʃᴇɪ53	tʃʰɤ5	tsʰɤ5	tsʰɤ5
色		曾开三入职生	ʃa4	sa33	səi5	səi5	səi31	səi33	sə21	ʃiɑ21	ʃɤ5	sɤ5	sɤ5
织		曾开三入职章	tʃʊɯ44	tʃiᴇ5	tsəi5	tsəi5	tsəi5	tʃiᴇ5	tɕiᴇ21	tʃᴇɪ53	tʃiᴇ5	tʃiɛ5	tʃiɛ5
食		曾开三入职船	hi4	ʃiᴇ33	səi21	sɿ21	səi31	ʃiᴇ21	ɕiᴇ4			ʃiɛ33	ʃiɛ21
识		曾开三入职书		ʃiᴇ33	ʃi5	sɿ44	ʃi5/a22	ʃi33	ɕiᴇ4	ʃi21		ʃiɛ33	ʃi21
极		曾开三入职群		tʃi21{借桂}	15	ki21	tʃi5	tʃi5	kiᴇ21	tʃi21	tʃi21	tʃi21	tʃi21
国		曾合一入德见	kʊɯ4	kua5	kua5	kua5	kuo5	kua5	kua21	kʊɔ53	kuo5	kuo5	kᵘo5
彭		梗开二平庚並	pon21	pʰaŋ21{借桂}	pᵘɔŋ33	pou22	pɔy22	paŋ33	poŋ33	piᴇ̃33	poŋ33	poŋ33	poŋ21
撑		梗开二平庚彻	tʃʰin44	tsʰa232	15	tsʰaŋ132	tsʰɔŋ24	tsʰa13	tsʰᴇn242	tʃʰɑ̃35		tʃʰã35	tsʰã24
铛		梗开二平庚初	tʃʰin44	tsʰa232	tsʰa13	tsʰa132		tsʰa13	tsʰᴇn242				
生		梗开二平庚生	ʃin44	sa232	sa13	sa132	sa24	sa13	sᴇn242	ʃɑŋ422	ʃɑ̃43	ʃã42	sɘŋ24
甥		梗开二平庚生	ʃin44	sa33{变调}	sa13	sa132	sa24	sa13	sᴇn242	ʃɑŋ422	ʃɑ̃43	sɘŋ42	ʃã24
庚		梗开二平庚见	kaŋ44	ka232	ka13	ka132	kɔŋ24	tiəi13	kᴇn242	kɑŋ422	kɘŋ43	kɘŋ42	kɘŋ24
衡		梗开二平庚匣		haŋ33	15	haŋ22	haŋ22	hoŋ33	hən33		hɘŋ33	hɘŋ33	hɘŋ21
猛		梗开二上梗明		moŋ21	mᵘɔŋ44	mou44	mɔy13	maŋ33	moŋ21	mɔŋ13	moŋ52	moŋ53	moŋ55
打		梗开二上梗端	kʊɯ33{训读}	pua21{训读}	pəi21{训读}	tʊ44		tuo33/pia533{训读}	pa21{训读}	piɑ̃53{训读}	maŋ55{训读}	ta55/pa33{训读}	
冷		梗开二上梗来	lin33	nuo21	nᵘɔ44	nʊ44	lɔ55	luo33	luan21	lɑ̃13	nɑ̃52	lã53	lã55/kɘŋ53{训读}
省		梗开二上梗生		sa422	sa44	sa44		sa33	sᴇn35	sɜn55	ʃɘŋ44	sɘŋ55	sɘŋ55
杏		梗开二上梗匣		ʃiŋ35	15	hiŋ35	ʃie55	ʃiŋ33	ɕiᴇn44	ʃin35	ʃiɘŋ24{借桂}	ʃiŋ35	
更		梗开二去映见	kaŋ35	kaŋ33	kaŋ35	kaŋ35	kɔŋ55	kaŋ35	kən55	kɜn35	kɘŋ24	kɘŋ35	
硬		梗开二去映疑	ȵiɛ̃53	a53	a53	ŋa21	ŋa31	nia21	uan44	ŋɑ̃21	ŋɑ̃21	ŋã21	ŋã33
百		梗开二入陌帮	piᴇ4	pa5	pa5	pa5	pa5	pa5	pa21	ɓɑ53	pɤ5	pɤ5	pɤ5
伯		梗开二入陌帮	piᴇ4	pa5	pa5	pa5	pa5	pa5	pa21			pɤ5	pɤ21
拍		梗开二入陌滂	pʰiᴇ4	pʰa422	pʰa5	pʰa5	pʰa5	pʰa5	pʰa21	pɑ53	pʰɤ5	pʰɤ5	pʰɤ5
𢫦		梗开二入陌明	pʰiᴇ4	pua21	pəi21	pʰa5		pia5	pa21	piɑ̃53	maŋ55{训读}	pa33	
白		梗开二入陌並	piᴇ53	pa53	pa53	pa21	pa31	pa21	pa4	pɑ̃21	pɤ21	pɤ21	pɤ21
拆		梗开二入陌彻	tʃʰiᴇ55	tsʰa422	tsʰa5	tsʰa5	tsʰa5	tsʰa5	tsʰa21	tʃʰɑ53	tʃʰɤ5	tsʰɤ5	tsʰɤ5
择		梗开二入陌澄	tʃiᴇ55	tsa33	tsa5	tsa21	tsa22	tsa21	tsa21	kʰɑ53	tsɤ5	tsɤ5	tsɤ5
格		梗开二入陌见	kiᴇ4	ka5	ka5	ka44	ka5	tʃia5	ka21	kɑ53	kɤ5	kɤ5	kɤ5
客		梗开二入陌溪	hiᴇ55	ha422	kʰa5	kʰa5	kʰa5	tʃia5	kʰa21	kʰɑ53	kʰɤ5	kʰɤ5	kʰɤ5
棚		梗开二平耕帮	pon21	paŋ33	pei33	pou22	pɔy22	poŋ13/pa33	poŋ33	piᴇ̃33	poŋ33	poŋ33	poŋ21
橙	{~子}	梗开二平耕澄	tsaŋ21	kɑŋ232	15	tsaŋ22		tsaŋ33	tsᴇn33	kʊɑ̃33{训读}	tʃʰiɘŋ33	tʃɘŋ33	
争		梗开二平耕庄	tʃin44	tsa232	tsəi13	tsa132	tsaŋ24	tsəi13	tsᴇn242	tʃɑ̃422	tʃiɘŋ43	tʃã24	tʃã24
耕		梗开二平耕见	kin44	ka232	ka13	ka132	kɔŋ24	tʃia13	kᴇn242		kiɘŋ43	kɘŋ42	kɘŋ24
幸		梗开二上耿匣		ʃiŋ35{借桂}	ʃiŋ35{借桂}	hiŋ35	ʃiŋ55	ʃiŋ33	ɕin44	ʃin35{借桂}	ʃiɘŋ24	ʃiŋ35	
麦		梗开二入麦明	mi53	ma422	ma5	ma5	ma5	ma5	ma21	mɑ53	mɤ52	mɤ53	mɤ5
脉		梗开二入麦明	mi53	ma21	ma5	ma5	ma5	ma5	ma21	mɑ53	mɤ52	mɤ53	mɤ5
责		梗开二入麦庄		tsa21	tsa5	tsa5	tsa5	tsa5	tsa21	tʃiɑ53	tsɤ5	tsɤ5	tsɤ5
策		梗开二入麦初		tsʰa21	tsʰa5	tsʰa5	tsʰa22	tsʰa5	tsʰa21	tsʰɑ53	tsʰɤ5	tsʰɤ5	tsʰɤ5
隔		梗开二入麦见	kiᴇ4	ka5	ka5	ka5	ka5	tʃia5	ka21	kɑ53	kɤ5	kɤ5	kɤ5
核		梗开二入麦匣			həi5	ha5	həi5	həi5	hə21			hɤ33	hɤ5
兵		梗开三平庚帮	paŋ44	pəi232	pəi13	pəi132	pəi24	pəi13	pᴇn242	ɓɜn422	pɘŋ43	pɘŋ42	pɘŋ24
平		梗开三平庚並	paŋ21	pəi33	pəi33	pəi22	pəi22	pəi533	pᴇn33	pɜn33	pɘŋ33	pɘŋ33	pɘŋ21
明		梗开三平庚明		məi33	məi33	məi22	məi22	məi533	mᴇn33	mɜn33	miɘŋ33	mɘŋ33	miᵊŋ21
京		梗开三平庚见	kaŋ44	kəi232	kəi13	kəi132	kəi24	tiəi13	kᴇn242	tʃin422	kiɘŋ43	tʃiŋ42	tʃiᵊŋ24
迎		梗开三平庚疑		iŋ33	iŋ33	iŋ22	ie22	iŋ533	iᴇn33	in21{借桂}		iŋ33	
英		梗开三平庚影		əi232	əi13	ŋəi132	iŋ24	nəi13	ᴇn242	in33{借桂}	iɘŋ43	iŋ42	iᵊŋ24
景		梗开三上梗见		tʃiŋ53	tʃiŋ53	kəi44	kəi33	tʃiəi33	tɕin35	tʃin55	tʃiɘŋ55	tʃiŋ55	tʃiᵊŋ55
影		梗开三上梗影	iaŋ55	əi422	əi44	ŋəi44	iŋ33	nəi33	in21	ɜn55	iɘŋ55	iŋ55	iᵊŋ55
病		梗开三去映並	paŋ53	pəi53	pəi33	pəi21	pəi31	pəi21	pᴇn44	pɜn21	pɘŋ21	pɘŋ21	pɘŋ33
命		梗开三去映明	maŋ53	məi53	məi53	məi21	məi31	məi21	mᴇn44	mɜn21	mɘŋ21	mɘŋ21	mɘŋ33
镜		梗开三去映见	kaŋ35	kəi33	kəi35	kəi35	kəi55	tʃiəi33	kᴇn55	kɜn35	kɘŋ24	kɘŋ35	kɘŋ53
庆		梗开三去映溪		kʰəi53	kʰəi53	kʰəi35	tʃʰiŋ55	tiəi35	tɕʰin55	tʃʰin35	tʃʰiɘŋ24	tʃʰiŋ35	tʃʰiᵊŋ53
剧	{戏~}	梗开三入陌群		tʃy35{借桂}	tʃy35{借桂}	kʏ35	tʃy55	tʃy35	tɕy55	ky35	tʃy24	tʃy35	tʃy53
名		梗开三平清明	maŋ53	məi33	məi33	məi22	məi22	məi533	mᴇn33	mɜn33	miɘŋ33	mɘŋ33	miᵊŋ21
精		梗开三平清精	tsan44	tsəi232	tsəi13	tsəi132	tsəi24	tsəi13/ʃiəi13	tsᴇn242	tsɜn422	tʃiɘŋ43	tsɘŋ42	tsɘŋ24
清		梗开三平清清	tsʰaŋ44	tsʰəi232	tsʰəi13	tsʰəi132	tsʰəi24	tsʰəi13	tsʰᴇn242	tsʰɜn422	tʃʰiɘŋ43	tsʰɘŋ42	tsʰɘŋ24
晴		梗开三平清从	tsaŋ21	tsəi33	tsəi33	tsəi22	tsəi22	tsəi533	tsᴇn33	tsʰɜn33	tʃʰiɘŋ33	tsɘŋ33	tsɘŋ21
程		梗开三平清澄		səi33	səi33	səi22	səi22	səi533	tsᴇn33	tʃɜn33	tʃʰaŋ33	tʃʰɘŋ21{借桂}	tʃiᵊŋ21
正	{~月}	梗开三平清章	tʃaŋ44	tsəi232	tsəi13	tsəi132	tsəi24	tsəi13	tsᴇn242	tʃɜn422	tʃiɘŋ43	tʃɘŋ42	
声		梗开三平清书	ʃaŋ44	səi232	səi13	səi132	səi24	səi13	sᴇn242	ʃɜn422	ʃiɘŋ43	ʃɘŋ42	ʃiᵊŋ24
成		梗开三平清禅	ʃan21	səi33	səi33	səi22	səi22	səi533	sᴇn33	ʃɜn33	tʃʰiɘŋ33	ʃɘŋ33	tʃiᵊŋ21
轻		梗开三平清溪	haŋ44	həi232	kʰəi13	kʰəi132	kʰəi24	tʃʰiəi13	kʰᴇn242	kʰɜn422	kʰiɘŋ43	kʰɘŋ42	kʰɘŋ24
赢		梗开三平清以	ŋaŋ21	əi33	əi33	ŋəi22	ŋəi22	ȵiəi533	ᴇn33	ŋɜn33	ŋ33	ŋɘŋ33	ŋɘŋ21
领		梗开三上静来	lan33	nəi21	nəi21	nəi44	ləi13	ləi33	lᴇn21	lan13	ȵiɘŋ52	lɘŋ53	lɘŋ55
井		梗开三上静精	tsaŋ55	tsəi422	tsəi44	tsəi44	tsəi33	tsəi33	tsᴇn35	tsɜn55	tʃiɘŋ55	tsɘŋ55	tsɘŋ55
请		梗开三上静清	tsʰaŋ55	tsʰəi21	tsʰəi21	tsʰəi44	tsʰəi13	tsʰəi33	tsʰᴇn35	tsʰɜn55	tʃʰiɘŋ55	tsʰɘŋ55	tsʰɘŋ55
