字	类型	读音
	IPA	tɕijɯ / tɕi / tɕiçi / tɕijɯʔ
朮	假名	チツ
	IPA	tɕiʔ
朮／術	假名	チツ
	IPA	tɕiʔ
秫	假名	チ
	IPA	tɕi
述	假名	チ／ス
	IPA	tɕi / sɯ
鱊	假名	キヱツ
	IPA	kieʔ
术	假名	チツ
	IPA	tɕiʔ
橘	假名	キユツ／キヱ／キ／ケ
	IPA	kijɯʔ / kie / ki / ke
瑟	假名	スヱツ／スエ／シエ
	IPA	sɯeʔ / sɯe / ɕie
蝨／虱	假名	スエツ／スヱツ／スヱ
	IPA	sɯeʔ / sɯe
蟋	假名	スヱ／スイツ
	IPA	sɯe / sɯiʔ
瑁	假名	ムイ
	IPA	mɯi
仏	假名	フ
	IPA	ɸɯ
觱	假名	ピツ
	IPA	piʔ
梅/梅	假名	ムイ
	IPA	mɯi
弗	假名	ホ／ホユ／フ／フエ
	IPA	ho / hojɯ / ɸɯ / ɸɯe
甶	假名	フ
	IPA	ɸɯ
蛑	假名	メ◦ウ
	IPA	meɯ
尉/熨	假名	ヲイ／イ
	IPA	oi / i
菀	假名	ワアン
	IPA	waːN
蔚	假名	ウイ
	IPA	ɯi
鬱	假名	イユツ／イ
	IPA	ijɯʔ / i
鬰	假名	イユ
	IPA	ijɯ
牡	假名	メ◦ウ／メウ
	IPA	meɯ
物	假名	ウヱ／ウエ／ウ／ウエツ／ウヱツ／エ
	IPA	ɯe / ɯ / ɯeʔ / e
欻	假名	ホ
	IPA	ho
屈	假名	キヱ／クエ
	IPA	kie / kɯe
拂	假名	フヲ／フエ／ウエ
	IPA	ɸɯo / ɸɯe / ɯe
掘	假名	ク
	IPA	kɯ
厥	假名	キユツ
	IPA	kijɯʔ
屈	假名	キヱ／クエ
	IPA	kie / kɯe
迄	假名	ヒ／キ
	IPA	çi / ki
乞	假名	キツ／キ／ケ
	IPA	kiʔ / ki / ke
契	假名	キイ
	IPA	kiː
訖	假名	ヘ／キ
	IPA	he / ki
冕	假名	メン
	IPA	meN
孛	假名	プ
	IPA	pɯ
緬	假名	メン
	IPA	meN
鵓	假名	ベ
	IPA	be
滑	假名	ハツ／ワ
	IPA	haʔ / wa
鶻	假名	コツ
	IPA	koʔ
突/突	假名	テツ／テ／ト
	IPA	teʔ / te / to
崒	假名	スエツ
	IPA	sɯeʔ
窣	假名	スヱ／スヲ
	IPA	sɯe / sɯo
鮸	假名	メン／ワン
	IPA	meN / waN
啒	假名	ク
	IPA	kɯ
忽	假名	ホ
	IPA	ho
笏	假名	ホツ
	IPA	hoʔ
窟	假名	コ／キユ
	IPA	ko / kijɯ
兀	假名	ゲ／ウ
	IPA	ge / ɯ
杌	假名	キユイ
	IPA	kijɯi
咄	假名	ト／ト゚
	IPA	to / tʰo
啒	假名	ク
	IPA	kɯ
滑	假名	ハツ／ワ
	IPA	haʔ / wa
骨	假名	クオツ／クラツ／クヲ／クヲツ／クウ／コ
	IPA	kɯoʔ / kɯraʔ / kɯo / kɯː / ko
鶻	假名	コツ
	IPA	koʔ
疲	假名	ビイ
	IPA	biː
麫	假名	メン
	IPA	meN
罷	假名	バアヽ／バア／バ／パア／パアヽ
	IPA	baː / ba / paː
為／爲	假名	ヲイ／ウイ
	IPA	oi / ɯi
栘	假名	イン
	IPA	iN
移	假名	イヽ
	IPA	iː
蛇	假名	シヱヽ／セウ／セヱエ／セヱヽ／ゼヱヽ
	IPA	ɕieː / seɯ / seː / zeː
蠵	假名	イヽ
	IPA	iː
璃	假名	リイ／リ
	IPA	riː / ri
离／離	假名	リイ／リ
	IPA	riː / ri
籬	假名	リイ
	IPA	riː
蠡	假名	リイ
	IPA	riː
鸝	假名	リイ
	IPA	riː
麗	假名	リイ
	IPA	riː
𪖂	假名	リイ
	IPA	riː
哩	假名	リイ／リ
	IPA	riː / ri
差	假名	ツアヽ／サ゚イ／チヤア／ツウ／サ゚
	IPA	tsɯaː / tsai / tɕijaː / tsɯː / tsa
衰	假名	ソイ／ツアイ
	IPA	soi / tsɯai
匙	假名	スウ／ズウ
	IPA	sɯː / zɯː
垂	假名	ツイ／チユイ／ズイ
	IPA	tsɯi / tɕijɯi / zɯi
堤	假名	テイ
	IPA	tei
提	假名	デイ／テイ／テ゚イ
	IPA	dei / tei / diː
篅	假名	チヱン
	IPA	tɕieN
面	假名	メン／メ゚／ムン
	IPA	meN / mʰe / mɯN
門	假名	メン／モン／モ゚ン／ムン
	IPA	meN / moN / məN / mɯN
木	假名	モ／モツ／モフ
	IPA	mo / moʔ / moɸɯ
鞞	假名	セ゚イ／ヒイ／ピイ
	IPA	piː / çiː
委	假名	ヲイ／ウイ
	IPA	oi / ɯi
椅	假名	イヽ／ギイ
	IPA	iː / giː
欹	假名	イ／イヽ
	IPA	i / iː
猗	假名	イ
	IPA	i
萎	假名	ヲイ
	IPA	oi
逶	假名	ヲイ
	IPA	oi
茈	假名	チヤイ
	IPA	tɕijai
螭	假名	リン／リイ
	IPA	riN / riː
廝	假名	スウ
	IPA	sɯː
斯	假名	スウ／ス
	IPA	sɯː / sɯ
蟴	假名	スウ
	IPA	sɯː
鐁	假名	スウ
	IPA	sɯː
兒	假名	ルウ／ルヽ
	IPA	rɯː
吹	假名	ツイ／チユイ
	IPA	tsɯi / tɕijɯi
炊	假名	チユイ
	IPA	tɕijɯi
彌／瀰	假名	ミイ／ミ
	IPA	miː / mi
摩	假名	モウ／モ／マ
	IPA	moɯ / mo / ma
摩	假名	モウ／モ／マ
	IPA	moɯ / mo / ma
墮	假名	ト
	IPA	to
戲	假名	ヒイ／ヒ
	IPA	çiː / çi
犧	假名	カア
	IPA	kaː
羲	假名	ヒイ
	IPA	çiː
麾	假名	ホイ
	IPA	hoi
施	假名	スウ／ス
	IPA	sɯː / sɯ
雌	假名	ツウ／ヅウ
	IPA	tsɯː / dzɯː
崎	假名	キイ
	IPA	kiː
窺	假名	クイ
	IPA	kɯi
虧	假名	クイ
	IPA	kɯi
莓	假名	モウ
	IPA	moɯ
披	假名	ピイ／ピ
	IPA	piː / pi
池	假名	チイ／ヅウ／ツウ／ズウ／チ
	IPA	tɕiː / dzɯː / tsɯː / zɯː / tɕi
篪/箎	假名	チイ
	IPA	tɕiː
踟	假名	ツウ
	IPA	tsɯː
錘	假名	ヅイ
	IPA	dzɯi
馳	假名	ズウ
	IPA	zɯː
簁	假名	ス
	IPA	sɯ
籭	假名	シヤイ
	IPA	ɕijai
儀	假名	ニイ／ギイ
	IPA	niː / giː
危	假名	タイ／グイ／クイ
	IPA	tai / gɯi / kɯi
宜	假名	イヽ／ニイ
	IPA	iː / niː
崖	假名	ヤイ
	IPA	jai
涯	假名	イヤア／ヤイ
	IPA	ijaː / jai
知	假名	ツウ／チイ／チ
	IPA	tsɯː / tɕiː / tɕi
蜘	假名	ツウ
	IPA	tsɯː
只	假名	ツウ／チ
	IPA	tsɯː / tɕi
巵	假名	ツウ
	IPA	tsɯː
支	假名	ツウ／ツ
	IPA	tsɯː / ʔ
枝	假名	ツウ／チ
	IPA	tsɯː / tɕi
梔	假名	ツウ
	IPA	tsɯː
肢/胑	假名	ツウ
	IPA	tsɯː
鳷	假名	ツウ
	IPA	tsɯː
㫖	假名	ツ
	IPA	ʔ
卮	假名	ツウ
	IPA	tsɯː
觜	假名	ツイ
	IPA	tsɯi
嘴	假名	ツイ
	IPA	tsɯi
奇	假名	キイ／ギイ／キ
	IPA	kiː / giː / ki
岐	假名	キイ
	IPA	kiː
歧	假名	キ
	IPA	ki
示	假名	スウ／シ／ス
	IPA	sɯː / ɕi / sɯ
祇/衹	假名	キ
	IPA	ki
騎	假名	キイ／ギン
	IPA	kiː / giN
鵸	假名	キイ
	IPA	kiː
竒	假名	キイ
	IPA	kiː
奇	假名	キイ／ギイ／キ
	IPA	kiː / giː / ki
妓	假名	キ
	IPA	ki
羈	假名	キイ
	IPA	kiː
規	假名	クイ
	IPA	kɯi
隨	假名	スイ／ヅイ／ズイ
	IPA	sɯi / dzɯi / zɯi
枇	假名	ビイ
	IPA	biː
苺	假名	モウ
	IPA	moɯ
毗	假名	ヒ／ビ／ピ／ピイ
	IPA	çi / bi / pi / piː
母	假名	モウ／ムウ／ム
	IPA	moɯ / mɯː / mɯ
貔	假名	ピイ
	IPA	piː
帷	假名	ウイ／ヲイ
	IPA	ɯi / oi
唯	假名	ウイ
	IPA	ɯi
夷	假名	イヽ／イ
	IPA	iː / i
姨	假名	イヽ
	IPA	iː
彝	假名	イ
	IPA	i
惟	假名	ウイ
	IPA	ɯi
維	假名	ウイ
	IPA	ɯi
遺	假名	イ
	IPA	i
鮧	假名	イヽ
	IPA	iː
梨/棃/䔧	假名	リイ
	IPA	riː
蜊	假名	リイ
	IPA	riː
呢	假名	ニイ／ニ
	IPA	niː / ni
尼	假名	ニイ／ニ
	IPA	niː / ni
柅	假名	ニイ
	IPA	niː
誰	假名	ジユイ／スイ／シユイ／ツユイ／ズユイ
	IPA	dʑijɯi / sɯi / ɕijɯi / tsɯjɯi / zɯjɯi
悲	假名	ポイ／フイ／プイ
	IPA	poi / ɸɯi / pɯi
伊	假名	イ／イヽ
	IPA	i / iː
蛜	假名	イヽ
	IPA	iː
瓷/磁	假名	ツウ／ヅウ
	IPA	tsɯː / dzɯː
薺	假名	ツイ／ツユイ
	IPA	tsɯi / tsɯjɯi
蠐	假名	ツユイ／チイ
	IPA	tsɯjɯi / tɕiː
餈／糍	假名	ツウ／ヅウ
	IPA	tsɯː / dzɯː
絺	假名	ツウ／チ
	IPA	tsɯː / tɕi
私	假名	スウ／ス
	IPA	sɯː / sɯ
綏	假名	スイ
	IPA	sɯi
荽	假名	スイ
	IPA	sɯi
雖	假名	スイ／ツイ
	IPA	sɯi / tsɯi
推	假名	トイ
	IPA	toi
鴟	假名	ツウ／スウ／ズウ
	IPA	tsɯː / sɯː / zɯː
莓	假名	モウ
	IPA	moɯ
莓	假名	モウ
	IPA	moɯ
墓	假名	モウ
	IPA	moɯ
屎	假名	スウ
	IPA	sɯː
尸／屍	假名	スウ／シ／ス
	IPA	sɯː / ɕi / sɯ
蓍	假名	スウ
	IPA	sɯː
鳲	假名	スウ
	IPA	sɯː
墀	假名	ズウ／チ
	IPA	zɯː / tɕi
椎	假名	ヅイ
	IPA	dzɯi
槌	假名	ツイ
	IPA	tsɯi
莉	假名	リイ
	IPA	riː
遲	假名	ヅウ／ヂイ／チイ／チ／ズウ／ツウ
	IPA	dzɯː / dʑiː / tɕiː / tɕi / zɯː / tsɯː
鎚	假名	ツイ
	IPA	tsɯi
師	假名	スウ／ス
	IPA	sɯː / sɯ
榱	假名	ツイ
	IPA	tsɯi
獅	假名	スウ
	IPA	sɯː
篩	假名	シヤイ
	IPA	ɕijai
衰	假名	ソイ／ツアイ
	IPA	soi / tsɯai
鰤	假名	スウ
	IPA	sɯː
氐	假名	テヱイ
	IPA	teːi
胝	假名	テ゚イ
	IPA	diː
追	假名	ツイ／スイ
	IPA	tsɯi / sɯi
祗	假名	キ
	IPA	ki
脂	假名	ツウ
	IPA	tsɯː
錐	假名	ツユイ／ツイ
	IPA	tsɯjɯi / tsɯi
騅	假名	ツユイ
	IPA	tsɯjɯi
咨	假名	ツウ
	IPA	tsɯː
姿	假名	ツウ
	IPA	tsɯː
粢	假名	ツウ／ツ
	IPA	tsɯː / ʔ
資	假名	ツウ／ツ
	IPA	tsɯː / ʔ
赍	假名	ツユイ
	IPA	tsɯjɯi
髭	假名	ツウ
	IPA	tsɯː
夔	假名	クイ
	IPA	kɯi
耆	假名	スウ／キ
	IPA	sɯː / ki
葵	假名	クイ／グイ
	IPA	kɯi / gɯi
鰭	假名	ズウ
	IPA	zɯː
飢	假名	キイ
	IPA	kiː
龜	假名	クイ／クウ／タイ／ツイ／クーウ
	IPA	kɯi / kɯː / tai / tsɯi
台	假名	タイ／ダイ
	IPA	tai / dai
怡	假名	イヽ
	IPA	iː
貽	假名	イヽ／イ
	IPA	iː / i
狸/貍	假名	リイ
	IPA	riː
釐	假名	リイ
	IPA	riː
時	假名	ズウ／スウ／ス／ヅウ
	IPA	zɯː / sɯː / sɯ / dzɯː
鰣	假名	スウ／ズウ
	IPA	sɯː / zɯː
慈	假名	ツウ／ヅウ／ツ
	IPA	tsɯː / dzɯː / ʔ
茲	假名	ツウ／ズウ
	IPA	tsɯː / zɯː
鷀	假名	ツウ／ヅウ
	IPA	tsɯː / dzɯː
痴／癡	假名	ツウ／チ
	IPA	tsɯː / tɕi
司	假名	スウ／ス
	IPA	sɯː / sɯ
思	假名	スウ／ツウ／ス
	IPA	sɯː / tsɯː / sɯ
絲	假名	スウ
	IPA	sɯː
而	假名	ルヽ／ルウ／ル／ル゚
	IPA	rɯː / rɯ / rɯ˞
鮞	假名	ルウ
	IPA	rɯː
嘻	假名	ヒイ
	IPA	çiː
嬉	假名	ヒイ
	IPA	çiː
熙	假名	ヒイ
	IPA	çiː
熹	假名	ヒイ
	IPA	çiː
煕	假名	ヒイ
	IPA	çiː
詩	假名	スウ
	IPA	sɯː
欺	假名	キイ
	IPA	kiː
持	假名	ツウ／チ／ツ／スウ
	IPA	tsɯː / tɕi / ʔ / sɯː
治	假名	ツウ／ヅウ
	IPA	tsɯː / dzɯː
莉	假名	リイ
	IPA	riː
疑	假名	ニイ／ユイ
	IPA	niː / jɯi
之	假名	ツウ／ツ
	IPA	tsɯː / ʔ
芝	假名	ツウ
	IPA	tsɯː
仔	假名	ツウ
	IPA	tsɯː
滋	假名	ズウ
	IPA	zɯː
其	假名	ギイ／キイ／キ
	IPA	giː / kiː / ki
旗	假名	ギイ／キイ
	IPA	giː / kiː
期	假名	キイ／ギイ／キ
	IPA	kiː / giː / ki
棊／棋	假名	キイ／ギイ
	IPA	kiː / giː
淇	假名	ギイ
	IPA	giː
碁	假名	ギイ／キイ
	IPA	giː / kiː
萁	假名	ギイ
	IPA	giː
蘄	假名	キン
	IPA	kiN
騏	假名	キイ
	IPA	kiː
麒	假名	キイ／ギイ
	IPA	kiː / giː
鯔	假名	フウ／ツウ
	IPA	ɸɯː / tsɯː
其	假名	ギイ／キイ／キ
	IPA	giː / kiː / ki
基	假名	キイ
	IPA	kiː
居	假名	キユイ
	IPA	kijɯi
箕	假名	キイ
	IPA	kiː
萁	假名	ギイ
	IPA	giː
祠	假名	ズウ／ス
	IPA	zɯː / sɯ
詞	假名	ズウ／ス／スウ
	IPA	zɯː / sɯ / sɯː
辭／辞	假名	ヅウ／ツウ／ズウ
	IPA	dzɯː / tsɯː / zɯː
肥	假名	ウイ
	IPA	ɯi
慕	假名	モウ／ム／モヲ
	IPA	moɯ / mɯ / moː
圍	假名	ヲイ／ウイ
	IPA	oi / ɯi
幃	假名	ヲイ／ウイ
	IPA	oi / ɯi
違	假名	ヲイ／ウイ／イヽ
	IPA	oi / ɯi / iː
韋	假名	ヲイ／ウイ
	IPA	oi / ɯi
墨	假名	モツ／モ゚／モ
	IPA	moʔ / mə / mo
默	假名	モツ／モ゚／ム／メ
	IPA	moʔ / mə / mɯ / me
誹	假名	フイ
	IPA	ɸɯi
非	假名	フイ／ヒイ／プイ
	IPA	ɸɯi / çiː / pɯi
飛	假名	フイ／ヒイ
	IPA	ɸɯi / çiː
馡	假名	ヒイ
	IPA	çiː
依	假名	イヽ／イ
	IPA	iː / i
威	假名	ヲイ／ウイ
	IPA	oi / ɯi
葳	假名	ヲイ
	IPA	oi
蝛	假名	ヲイ
	IPA	oi
衣	假名	イヽ／イ／イー
	IPA	iː / i
幕	假名	モツ／モ
	IPA	moʔ / mo
貘	假名	モツ／モ
	IPA	moʔ / mo
希	假名	ヒイ
	IPA	çiː
徽	假名	ホイ
	IPA	hoi
揮	假名	ホ
	IPA	ho
晞	假名	ヒイ
	IPA	çiː
暉	假名	ホイ
	IPA	hoi
稀	假名	ヒイ
	IPA	çiː
豨	假名	ヒイ
	IPA	çiː
煇/輝	假名	クイ／ホイ
	IPA	kɯi / hoi
𤟤	假名	ポイ
	IPA	poi
繋	假名	ヒイ
	IPA	çiː
妃	假名	フイ／ヒイ
	IPA	ɸɯi / çiː
菲	假名	ヒイ／フイ
	IPA	çiː / ɸɯi
霏	假名	ヒイ／ヒィ／フィ
	IPA	çiː / ɸi
巍	假名	ク゚イ
	IPA	ŋɯi
崎	假名	キイ
	IPA	kiː
幾	假名	キイ
	IPA	kiː
旂	假名	キイ
	IPA	kiː
祈	假名	ギイ／キ
	IPA	giː / ki
幾	假名	キイ
	IPA	kiː
機	假名	キイ／キ
	IPA	kiː / ki
歸	假名	クイ
	IPA	kɯi
璣	假名	キイ
	IPA	kiː
磯	假名	キイ
	IPA	kiː
蘄	假名	キン
	IPA	kiN
饑	假名	キイ
	IPA	kiː
帰	假名	クイ
	IPA	kɯi
皈	假名	クイ
	IPA	kɯi
婢	假名	セ゚イ
	IPA	piː
罷	假名	バアヽ／バア／バ／パア／パアヽ
	IPA	baː / ba / paː
麥	假名	モツ／モ／メ
	IPA	moʔ / mo / me
樏	假名	ルイ
	IPA	rɯi
累	假名	ルイ
	IPA	rɯi
邐	假名	リイ
	IPA	riː
揣	假名	ツヲヽ
	IPA	tsɯoː
是	假名	ズウ／スウ／ス
	IPA	zɯː / sɯː / sɯ
俾	假名	ピイ／ピ
	IPA	piː / pi
彼	假名	ポイ／ピ／ピイ／フイ／プイ／ホイ
	IPA	poi / pi / piː / ɸɯi / pɯi / hoi
鞞	假名	セ゚イ／ヒイ／ピイ
	IPA	piː / çiː
倚	假名	イヽ／イ
	IPA	iː / i
委	假名	ヲイ／ウイ
	IPA	oi / ɯi
椅	假名	イヽ／ギイ
	IPA	iː / giː
猗	假名	イ
	IPA	i
爾	假名	ルヽ／ルウ／ル／ル゚／ロン
	IPA	rɯː / rɯ / rɯ˞ / roN
蕊/蘂	假名	シユイ／ジユイ
	IPA	ɕijɯi / dʑijɯi
邇	假名	ルウ
	IPA	rɯː
侈	假名	ツウ
	IPA	tsɯː
哆	假名	トウ／ト
	IPA	toɯ / to
苜	假名	モツ
	IPA	moʔ
靡	假名	ミイ
	IPA	miː
豕	假名	スウ
	IPA	sɯː
此	假名	ツウ／ツ
	IPA	tsɯː / ʔ
企	假名	ギイ／キイ
	IPA	giː / kiː
綺	假名	キイ／キ
	IPA	kiː / ki
跪	假名	グイ
	IPA	gɯi
披	假名	ピイ／ピ
	IPA	piː / pi
豸	假名	ツウ
	IPA	tsɯː
灑	假名	シヤイ／サ
	IPA	ɕijai / sa
簁	假名	ス
	IPA	sɯ
蛾	假名	ゴウ
	IPA	goɯ
螘/蟻	假名	ニイ
	IPA	niː
只	假名	ツウ／チ
	IPA	tsɯː / tɕi
咫	假名	ツウ
	IPA	tsɯː
枳	假名	ツウ／チ
	IPA	tsɯː / tɕi
紙	假名	チイ／ツウ
	IPA	tɕiː / tsɯː
紫	假名	ツウ／ノウ
	IPA	tsɯː / noɯ
茈	假名	チヤイ
	IPA	tɕijai
觜	假名	ツイ
	IPA	tsɯi
妓	假名	キ
	IPA	ki
技	假名	ギイ
	IPA	giː
跪	假名	グイ
	IPA	gɯi
庋	假名	キイ
	IPA	kiː
枳	假名	ツウ／チ
	IPA	tsɯː / tɕi
桅	假名	ヲイ
	IPA	oi
否	假名	へ◦ウ／ピイ
	IPA	heɯ / piː
牝	假名	ピン
	IPA	piN
鮪／鲔	假名	ヲイ／ユウ
	IPA	oi / jɯː
唯	假名	ウイ
	IPA	ɯi
壘	假名	ルイ
	IPA	rɯi
履	假名	リイ／リ
	IPA	riː / ri
耒	假名	ルイ
	IPA	rɯi
藟/蘽	假名	ルイ
	IPA	rɯi
柅	假名	ニイ
	IPA	niː
眎/視	假名	ズウ／ス
	IPA	zɯː / sɯ
枇	假名	ビイ
	IPA	biː
目	假名	モツ／モ
	IPA	moʔ / mo
死	假名	スウ／ス
	IPA	sɯː / sɯ
蕊	假名	シユイ
	IPA	ɕijɯi
蕋	假名	ジユイ
	IPA	dʑijɯi
美	假名	ムイ
	IPA	mɯi
屎	假名	スウ
	IPA	sɯː
水	假名	シユイ／シヱイ／スイ
	IPA	ɕijɯi / ɕiei / sɯi
矢	假名	スウ
	IPA	sɯː
指	假名	ツウ／シ／ツ
	IPA	tsɯː / ɕi / ʔ
旨	假名	ツウ
	IPA	tsɯː
姊	假名	ツユイ
	IPA	tsɯjɯi
几	假名	キイ
	IPA	kiː
晷	假名	クイ
	IPA	kɯi
簋	假名	キイ
	IPA	kiː
軌	假名	クイ
	IPA	kɯi
麂	假名	キイ
	IPA	kiː
兕	假名	ズウ
	IPA	zɯː
矣	假名	イヽ／イ
	IPA	iː / i
以	假名	イヽ／イ
	IPA	iː / i
已	假名	イヽ／イ
	IPA	iː / i
苡/苢	假名	イヽ
	IPA	iː
李	假名	リイ
	IPA	riː
理	假名	リイ／リ
	IPA	riː / ri
裏／里／裡	假名	リ／リイ／リー
	IPA	ri / riː
鯉	假名	リイ
	IPA	riː
呆	假名	ガイ／カイ
	IPA	gai / kai
伱/你	假名	ニイ／ニ
	IPA	niː / ni
仕	假名	ズウ
	IPA	zɯː
士	假名	ズウ／ス
	IPA	zɯː / sɯ
柹	假名	スウ／フウ
	IPA	sɯː / ɸɯː
柿	假名	ズウ
	IPA	zɯː
市	假名	スウ／ズウ
	IPA	sɯː / zɯː
恥／耻	假名	ツウ
	IPA	tsɯː
祉	假名	ツウ
	IPA	tsɯː
耳	假名	ルウ／ルヽ／ル
	IPA	rɯː / rɯ
齒	假名	ツウ
	IPA	tsɯː
喜	假名	ヒイ
	IPA	çiː
始	假名	スウ／ス
	IPA	sɯː / sɯ
杞/𣏌	假名	キイ
	IPA	kiː
起	假名	キイ／キー
	IPA	kiː / ki
使	假名	スウ／ス
	IPA	sɯː / sɯ
史	假名	ヂ／ス／スウ
	IPA	dʑi / sɯ / sɯː
擬	假名	ユイ／ニイ
	IPA	jɯi / niː
止	假名	ツウ
	IPA	tsɯː
沚	假名	ツウ
	IPA	tsɯː
芷	假名	ツウ
	IPA	tsɯː
趾	假名	ツウ
	IPA	tsɯː
仔	假名	ツウ
	IPA	tsɯː
子	假名	ツウ／フウ／ツ／フ／ツイ／ツー
	IPA	tsɯː / ɸɯː / ʔ / ɸɯ / tsɯi / tsɯ
梓	假名	ツウ／ジン
	IPA	tsɯː / dʑiN
秄/耔	假名	ツウ
	IPA	tsɯː
己	假名	キイ／キヽ
	IPA	kiː
紀	假名	キイ
	IPA	kiː
似	假名	ズウ
	IPA	zɯː
姒	假名	ズウ
	IPA	zɯː
祀	假名	ズウ
	IPA	zɯː
耜	假名	ツウ
	IPA	tsɯː
葦	假名	ヲイ
	IPA	oi
匪	假名	ヒイ
	IPA	çiː
棐/榧	假名	フイ
	IPA	ɸɯi
沒／没	假名	モツ／モ゚／モ／ム
	IPA	moʔ / mə / mo / mɯ
靉	假名	アイ
	IPA	ai
艋	假名	モン
	IPA	moN
虺	假名	ホイ
	IPA	hoi
豨	假名	ヒイ
	IPA	çiː
豈	假名	キイ
	IPA	kiː
菲	假名	ヒイ／フイ
	IPA	çiː / ɸɯi
幾	假名	キイ
	IPA	kiː
鬼	假名	クイ
	IPA	kɯi
孟	假名	モン
	IPA	moN
蠓	假名	モン
	IPA	moN
爲	假名	ウイ／ヲイ
	IPA	ɯi / oi
易	假名	イヽ／イ
	IPA	iː / i
累	假名	ルイ
	IPA	rɯi
荔	假名	リイ
	IPA	riː
離	假名	リイ／リ
	IPA	riː / ri
瑞	假名	ツイ／ヅイ／スイ／ズイ
	IPA	tsɯi / dzɯi / sɯi / zɯi
睡	假名	スイ／ジユイ／シユイ
	IPA	sɯi / dʑijɯi / ɕijɯi
豉	假名	スウ／ズウ
	IPA	sɯː / zɯː
蠓	假名	モン
	IPA	moN
濛／矇／蒙	假名	モン／ムン
	IPA	moN / mɯN
倚	假名	イヽ／イ
	IPA	iː / i
萎	假名	ヲイ
	IPA	oi
賜	假名	スウ
	IPA	sɯː
吹	假名	ツイ／チユイ
	IPA	tsɯi / tɕijɯi
戲	假名	ヒイ／ヒ
	IPA	çiː / çi
毀/毁	假名	ボイ
	IPA	boi
施	假名	スウ／ス
	IPA	sɯː / sɯ
翅	假名	ツウ／チ
	IPA	tsɯː / tɕi
刺	假名	ツウ／ラ
	IPA	tsɯː / ra
企	假名	ギイ／キイ
	IPA	giː / kiː
霧	假名	モン／ウ／ウヽ
	IPA	moN / ɯ / ɯː
譬	假名	ピイ／ピ
	IPA	piː / pi
槌	假名	ツイ
	IPA	tsɯi
錘	假名	ヅイ
	IPA	dzɯi
灑	假名	シヤイ／サ
	IPA	ɕijai / sa
晒	假名	シヤイ
	IPA	ɕijai
義	假名	クイ／ニイ／ギ
	IPA	kɯi / niː / gi
議	假名	ニイ／イヽ／イ／ギ
	IPA	niː / iː / i / gi
智	假名	チイ／ツウ／チ
	IPA	tɕiː / tsɯː / tɕi
積	假名	ツイン／ツヱ／チ／ツウ
	IPA	tsɯiN / tsɯe / tɕi / tsɯː
騎	假名	キイ／ギン
	IPA	kiː / giN
寄	假名	キイ／ギイ
	IPA	kiː / giː
備	假名	ホイ／ビイ／ピ／ポイ
	IPA	hoi / biː / pi / poi
枇	假名	ビイ
	IPA	biː
罔	假名	ワン
	IPA	waN
魍	假名	ワン
	IPA	waN
鼻	假名	ビイ／ピ／ビ
	IPA	biː / pi / bi
位	假名	ヲイ／ウイ
	IPA	oi / ɯi
遺	假名	イ
	IPA	i
利	假名	リイ／エ／リ
	IPA	riː / e / ri
淚	假名	レイ／ルイ
	IPA	rei / rɯi
類	假名	ルイ
	IPA	rɯi
膩	假名	ニ
	IPA	ni
地	假名	イ／チイ／テイ／デイ／シイ／チ／ヂ／チ゚／テ゜イ
	IPA	i / tɕiː / tei / dei / ɕiː / tɕi / dʑi / tɕʰi / diː
眎/視	假名	ズウ／ス
	IPA	zɯː / sɯ
庇	假名	ピイ
	IPA	piː
万／萬	假名	ワン／マン／バン
	IPA	waN / maN / baN
毖	假名	ヒ／ピ
	IPA	çi / pi
祕／秘	假名	ピイ／ビイ／ピ
	IPA	piː / biː / pi
費	假名	フイ／ヒ
	IPA	ɸɯi / çi
轡	假名	ピイ／ピ
	IPA	piː / pi
嫉	假名	ヅヱ
	IPA	dzɯe
悴	假名	スイ
	IPA	sɯi
瘁	假名	ツヱ
	IPA	tsɯe
自	假名	ヅウ／ツウ／ツ／スウ／ズウ
	IPA	dzɯː / tsɯː / ʔ / sɯː / zɯː
萃	假名	ツイ／スイツ
	IPA	tsɯi / sɯiʔ
四/肆	假名	スウ／ズウ／ス
	IPA	sɯː / zɯː / sɯ
泗	假名	スウ
	IPA	sɯː
祟	假名	ツヲン
	IPA	tsɯoN
粹	假名	スイ
	IPA	sɯi
駟	假名	スウ
	IPA	sɯː
二/貳	假名	ルウ／ルヽ／ル／ル゚／ルイ
	IPA	rɯː / rɯ / rɯ˞ / rɯi
出	假名	チユ／チ／チヒ／チユツ
	IPA	tɕijɯ / tɕi / tɕiçi / tɕijɯʔ
媚	假名	ムイ
	IPA	mɯi
寐	假名	ムイ／ミ
	IPA	mɯi / mi
呬	假名	ヒイ
	IPA	çiː
屍	假名	スウ
	IPA	sɯː
䯸	假名	ツウ
	IPA	tsɯː
次	假名	ツウ／ツ
	IPA	tsɯː / ʔ
翠	假名	ツイ
	IPA	tsɯi
器	假名	キイ
	IPA	kiː
棄	假名	キイ
	IPA	kiː
墜	假名	ツイ／ドヲ
	IPA	tsɯi / doː
治	假名	ツウ／ヅウ
	IPA	tsɯː / dzɯː
稚/稺	假名	ズウ
	IPA	zɯː
緻	假名	ツウ
	IPA	tsɯː
鎚	假名	ツイ
	IPA	tsɯi
率	假名	スヱヽ／ソ゚
	IPA	sɯeː / tsɯo
致	假名	ツウ／チイ／チ／ツ
