"繁体字"	"简体字"	"新晃凳寨"	"声母"	"韵母"	"调值"	"声调"	"国际音标"	"说明"	
"橡"	"橡"	"xiang5"	"ɕ"	"iaŋ"	45	"去声"	"ɕiaŋ45"		
"相"	"相"	"xiang5"	"ɕ"	"iaŋ"	45	"去声"	"ɕiaŋ45"	"新"	
"象"	"象"	"xiang5"	"ɕ"	"iaŋ"	45	"去声"	"ɕiaŋ45"		
"囂"	"嚣"	"xiao1"	"ɕ"	"iau"	13	"阴平"	"ɕiau13"		
"宵"	"宵"	"xiao1"	"ɕ"	"iau"	13	"阴平"	"ɕiau13"	"新"	
"消"	"消"	"xiao1"	"ɕ"	"iau"	13	"阴平"	"ɕiau13"	"新"	
"硝"	"硝"	"xiao1"	"ɕ"	"iau"	13	"阴平"	"ɕiau13"	"新"	
"簫"	"箫"	"xiao1"	"ɕ"	"iau"	13	"阴平"	"ɕiau13"	"新"	
"肖"	"肖"	"xiao1"	"ɕ"	"iau"	13	"阴平"	"ɕiau13"	"新"	
"蕭"	"萧"	"xiao1"	"ɕ"	"iau"	13	"阴平"	"ɕiau13"	"新"	
"蛸"	"蛸"	"xiao1"	"ɕ"	"iau"	13	"阴平"	"ɕiau13"	"新"	
"銷"	"销"	"xiao1"	"ɕ"	"iau"	13	"阴平"	"ɕiau13"	"新"	
"霄"	"霄"	"xiao1"	"ɕ"	"iau"	13	"阴平"	"ɕiau13"	"新"	
"淆"	"淆"	"xiao2"	"ɕ"	"iau"	11	"阳平"	"ɕiau11"		
"爻"	"爻"	"xiao2"	"ɕ"	"iau"	11	"阳平"	"ɕiau11"		
"肴"	"肴"	"xiao2"	"ɕ"	"iau"	11	"阳平"	"ɕiau11"		
"小"	"小"	"xiao3"	"ɕ"	"iau"	21	"上声"	"ɕiau21"	"新"	
"曉"	"晓"	"xiao3"	"ɕ"	"iau"	21	"上声"	"ɕiau21"		
"哮"	"哮"	"xiao5"	"ɕ"	"iau"	45	"去声"	"ɕiau45"		
"嘯"	"啸"	"xiao5"	"ɕ"	"iau"	45	"去声"	"ɕiau45"	"新"	
"孝"	"孝"	"xiao5"	"ɕ"	"iau"	45	"去声"	"ɕiau45"		
"效"	"效"	"xiao5"	"ɕ"	"iau"	45	"去声"	"ɕiau45"		
"校"	"校"	"xiao5"	"ɕ"	"iau"	45	"去声"	"ɕiau45"		
"笑"	"笑"	"xiao5"	"ɕ"	"iau"	45	"去声"	"ɕiau45"	"新"	
"些"	"些"	"xie1"	"ɕ"	"ie"	13	"阴平"	"ɕie13"	"新"	
"蠍"	"蝎"	"xie1"	"ɕ"	"ie"	13	"阴平"	"ɕie13"		
"協"	"协"	"xie2"	"ɕ"	"ie"	11	"阳平"	"ɕie11"		
"挈"	"挈"	"xie2"	"ɕ"	"ie"	11	"阳平"	"ɕie11"		
"挾"	"挟"	"xie2"	"ɕ"	"ie"	11	"阳平"	"ɕie11"		
"攜"	"携"	"xie2"	"ɕ"	"ie"	11	"阳平"	"ɕie11"		
"斜"	"斜"	"xie2"	"ɕ"	"ie"	11	"阳平"	"ɕie11"	"新"	
"楔"	"楔"	"xie2"	"ɕ"	"ie"	11	"阳平"	"ɕie11"		
"歇"	"歇"	"xie2"	"ɕ"	"ie"	11	"阳平"	"ɕie11"		
"泄"	"泄"	"xie2"	"ɕ"	"ie"	11	"阳平"	"ɕie11"	"新"	
"畦"	"畦"	"xie2"	"ɕ"	"ie"	11	"阳平"	"ɕie11"		
"穴"	"穴"	"xie2"	"ɕ"	"ie"	11	"阳平"	"ɕie11"	"老"	
"脅"	"胁"	"xie2"	"ɕ"	"ie"	11	"阳平"	"ɕie11"		
"諧"	"谐"	"xie2"	"ɕ"	"ie"	11	"阳平"	"ɕie11"		
"邪"	"邪"	"xie2"	"ɕ"	"ie"	11	"阳平"	"ɕie11"		
"邪"	"邪"	"xie2"	"ɕ"	"ie"	11	"阳平"	"ɕie11"	"新"	
"雪"	"雪"	"xie2"	"ɕ"	"ie"	11	"阳平"	"ɕie11"	"新"	
"寫"	"写"	"xie3"	"ɕ"	"ie"	21	"上声"	"ɕie21"	"新"	
"卸"	"卸"	"xie5"	"ɕ"	"ie"	45	"去声"	"ɕie45"	"新"	
"屑"	"屑"	"xie5"	"ɕ"	"ie"	45	"去声"	"ɕie45"	"新"	
"懈"	"懈"	"xie5"	"ɕ"	"ie"	45	"去声"	"ɕie45"		
"泄"	"泄"	"xie5"	"ɕ"	"ie"	45	"去声"	"ɕie45"	"新"	
"瀉"	"泻"	"xie5"	"ɕ"	"ie"	45	"去声"	"ɕie45"	"新"	
"蟹"	"蟹"	"xie5"	"ɕ"	"ie"	45	"去声"	"ɕie45"	"文读"	
"解"	"解"	"xie5"	"ɕ"	"ie"	45	"去声"	"ɕie45"		
"謝"	"谢"	"xie5"	"ɕ"	"ie"	45	"去声"	"ɕie45"	"新"	
"心"	"心"	"xin1"	"ɕ"	"in"	13	"阴平"	"ɕin13"	"新"	
"惺"	"惺"	"xin1"	"ɕ"	"in"	13	"阴平"	"ɕin13"	"新"	
"新"	"新"	"xin1"	"ɕ"	"in"	13	"阴平"	"ɕin13"	"新"	
"昕"	"昕"	"xin1"	"ɕ"	"in"	13	"阴平"	"ɕin13"		
"星"	"星"	"xin1"	"ɕ"	"in"	13	"阴平"	"ɕin13"	"新"	
"欣"	"欣"	"xin1"	"ɕ"	"in"	13	"阴平"	"ɕin13"		
"猩"	"猩"	"xin1"	"ɕ"	"in"	13	"阴平"	"ɕin13"	"新"	
"腥"	"腥"	"xin1"	"ɕ"	"in"	13	"阴平"	"ɕin13"	"新"	
"興"	"兴"	"xin1"	"ɕ"	"in"	13	"阴平"	"ɕin13"		
"芯"	"芯"	"xin1"	"ɕ"	"in"	13	"阴平"	"ɕin13"	"新"	
"薪"	"薪"	"xin1"	"ɕ"	"in"	13	"阴平"	"ɕin13"	"新"	
"辛"	"辛"	"xin1"	"ɕ"	"in"	13	"阴平"	"ɕin13"	"新"	
"鋅"	"锌"	"xin1"	"ɕ"	"in"	13	"阴平"	"ɕin13"		
"鑫"	"鑫"	"xin1"	"ɕ"	"in"	13	"阴平"	"ɕin13"		
"刑"	"刑"	"xin2"	"ɕ"	"in"	11	"阳平"	"ɕin11"		
"型"	"型"	"xin2"	"ɕ"	"in"	11	"阳平"	"ɕin11"		
"形"	"形"	"xin2"	"ɕ"	"in"	11	"阳平"	"ɕin11"		
"行"	"行"	"xin2"	"ɕ"	"in"	11	"阳平"	"ɕin11"		
"邢"	"邢"	"xin2"	"ɕ"	"in"	11	"阳平"	"ɕin11"		
"省"	"省"	"xin3"	"ɕ"	"in"	21	"上声"	"ɕin21"	"新"	
"醒"	"醒"	"xin3"	"ɕ"	"in"	21	"上声"	"ɕin21"	"新"	
"馨"	"馨"	"xin3"	"ɕ"	"in"	21	"上声"	"ɕin21"		
"信"	"信"	"xin5"	"ɕ"	"in"	45	"去声"	"ɕin45"	"新"	
"倖"	"幸"	"xin5"	"ɕ"	"in"	45	"去声"	"ɕin45"		
"姓"	"姓"	"xin5"	"ɕ"	"in"	45	"去声"	"ɕin45"	"新"	
"幸"	"幸"	"xin5"	"ɕ"	"in"	45	"去声"	"ɕin45"		
"性"	"性"	"xin5"	"ɕ"	"in"	45	"去声"	"ɕin45"	"新"	
"杏"	"杏"	"xin5"	"ɕ"	"in"	45	"去声"	"ɕin45"		
"汛"	"汛"	"xin5"	"ɕ"	"in"	45	"去声"	"ɕin45"	"老"	
"興"	"兴"	"xin5"	"ɕ"	"in"	45	"去声"	"ɕin45"		
"訊"	"讯"	"xin5"	"ɕ"	"in"	45	"去声"	"ɕin45"	"新"	
"迅"	"迅"	"xin5"	"ɕ"	"in"	45	"去声"	"ɕin45"	"老"	
"釁"	"衅"	"xin5"	"ɕ"	"in"	45	"去声"	"ɕin45"		
"削"	"削"	"xio2"	"ɕ"	"io"	11	"阳平"	"ɕio11"	"新"	
"學"	"学"	"xio2"	"ɕ"	"io"	11	"阳平"	"ɕio11"		
"兄"	"兄"	"xiong1"	"ɕ"	"ioŋ"	13	"阴平"	"ɕioŋ13"		
"兇"	"凶"	"xiong1"	"ɕ"	"ioŋ"	13	"阴平"	"ɕioŋ13"		
"凶"	"凶"	"xiong1"	"ɕ"	"ioŋ"	13	"阴平"	"ɕioŋ13"		
"匈"	"匈"	"xiong1"	"ɕ"	"ioŋ"	13	"阴平"	"ɕioŋ13"		
"洶"	"汹"	"xiong1"	"ɕ"	"ioŋ"	13	"阴平"	"ɕioŋ13"		
"胸"	"胸"	"xiong1"	"ɕ"	"ioŋ"	13	"阴平"	"ɕioŋ13"		
"熊"	"熊"	"xiong2"	"ɕ"	"ioŋ"	11	"阳平"	"ɕioŋ11"		
"畜"	"畜"	"xiong2"	"ɕ"	"ioŋ"	11	"阳平"	"ɕioŋ11"	"畜牧局"	
"雄"	"雄"	"xiong2"	"ɕ"	"ioŋ"	11	"阳平"	"ɕioŋ11"		
"嗅"	"嗅"	"xiong5"	"ɕ"	"ioŋ"	45	"去声"	"ɕioŋ45"	"白"	
"休"	"休"	"xiu1"	"ɕ"	"iəu"	13	"阴平"	"ɕiəu13"		
"修"	"修"	"xiu1"	"ɕ"	"iəu"	13	"阴平"	"ɕiəu13"	"新"	
"羞"	"羞"	"xiu1"	"ɕ"	"iəu"	13	"阴平"	"ɕiəu13"	"新"	
"脩"	"修"	"xiu1"	"ɕ"	"iəu"	13	"阴平"	"ɕiəu13"	"新"	
"朽"	"朽"	"xiu3"	"ɕ"	"iəu"	21	"上声"	"ɕiəu21"		
"嗅"	"嗅"	"xiu5"	"ɕ"	"iəu"	45	"去声"	"ɕiəu45"	"文"	
"宿"	"宿"	"xiu5"	"ɕ"	"iəu"	45	"去声"	"ɕiəu45"	"新"	
"秀"	"秀"	"xiu5"	"ɕ"	"iəu"	45	"去声"	"ɕiəu45"	"新"	
"繡"	"绣"	"xiu5"	"ɕ"	"iəu"	45	"去声"	"ɕiəu45"		
"袖"	"袖"	"xiu5"	"ɕ"	"iəu"	45	"去声"	"ɕiəu45"	"新"	
"鏽"	"锈"	"xiu5"	"ɕ"	"iəu"	45	"去声"	"ɕiəu45"	"新"	
"吁"	"吁"	"xu1"	"ɕ"	"y"	13	"阴平"	"ɕy13"		
"噓"	"嘘"	"xu1"	"ɕ"	"y"	13	"阴平"	"ɕy13"		
"墟"	"墟"	"xu1"	"ɕ"	"y"	13	"阴平"	"ɕy13"		
"抒"	"抒"	"xu1"	"ɕ"	"y"	13	"阴平"	"ɕy13"		
"書"	"书"	"xu1"	"ɕ"	"y"	13	"阴平"	"ɕy13"		
"梳"	"梳"	"xu1"	"ɕ"	"y"	13	"阴平"	"ɕy13"		
"樞"	"枢"	"xu1"	"ɕ"	"y"	13	"阴平"	"ɕy13"		
"疏"	"疏"	"xu1"	"ɕ"	"y"	13	"阴平"	"ɕy13"		
"紓"	"纾"	"xu1"	"ɕ"	"y"	13	"阴平"	"ɕy13"		
"舒"	"舒"	"xu1"	"ɕ"	"y"	13	"阴平"	"ɕy13"		
"蔬"	"蔬"	"xu1"	"ɕ"	"y"	13	"阴平"	"ɕy13"		
"虛"	"虚"	"xu1"	"ɕ"	"y"	13	"阴平"	"ɕy13"		
"輸"	"输"	"xu1"	"ɕ"	"y"	13	"阴平"	"ɕy13"		
"需"	"需"	"xu1"	"ɕ"	"y"	13	"阴平"	"ɕy13"	"新"	
"須"	"须"	"xu1"	"ɕ"	"y"	13	"阴平"	"ɕy13"	"新"	
"鬚"	"须"	"xu1"	"ɕ"	"y"	13	"阴平"	"ɕy13"	"新"	
"徐"	"徐"	"xu2"	"ɕ"	"y"	11	"阳平"	"ɕy11"		
"殊"	"殊"	"xu2"	"ɕ"	"y"	11	"阳平"	"ɕy11"		
"續"	"续"	"xu2"	"ɕ"	"y"	11	"阳平"	"ɕy11"		
"術"	"术"	"xu2"	"ɕ"	"y"	11	"阳平"	"ɕy11"		
"暑"	"暑"	"xu3"	"ɕ"	"y"	21	"上声"	"ɕy21"		
"曙"	"曙"	"xu3"	"ɕ"	"y"	21	"上声"	"ɕy21"		
"水"	"水"	"xu3"	"ɕ"	"y"	21	"上声"	"ɕy21"		
"薯"	"薯"	"xu3"	"ɕ"	"y"	21	"上声"	"ɕy21"		
"許"	"许"	"xu3"	"ɕ"	"y"	21	"上声"	"ɕy21"		
"卹"	"恤"	"xu5"	"ɕ"	"y"	45	"去声"	"ɕy45"		
"墅"	"墅"	"xu5"	"ɕ"	"y"	45	"去声"	"ɕy45"		
"序"	"序"	"xu5"	"ɕ"	"y"	45	"去声"	"ɕy45"		
"恕"	"恕"	"xu5"	"ɕ"	"y"	45	"去声"	"ɕy45"		
"恤"	"恤"	"xu5"	"ɕ"	"y"	45	"去声"	"ɕy45"		
"戍"	"戍"	"xu5"	"ɕ"	"y"	45	"去声"	"ɕy45"		
"敘"	"叙"	"xu5"	"ɕ"	"y"	45	"去声"	"ɕy45"		
"旭"	"旭"	"xu5"	"ɕ"	"y"	45	"去声"	"ɕy45"		
"樹"	"树"	"xu5"	"ɕ"	"y"	45	"去声"	"ɕy45"		
"睡"	"睡"	"xu5"	"ɕ"	"y"	45	"去声"	"ɕy45"		
"蓄"	"蓄"	"xu5"	"ɕ"	"y"	45	"去声"	"ɕy45"		
"豎"	"竖"	"xu5"	"ɕ"	"y"	45	"去声"	"ɕy45"		
"酗"	"酗"	"xu5"	"ɕ"	"y"	45	"去声"	"ɕy45"		
"刷"	"刷"	"xua2"	"ɕ"	"ya"	11	"阳平"	"ɕya11"		
"刷"	"刷"	"xua2"	"ɕ"	"ya"	11	"阳平"	"ɕya11"		
"摔"	"摔"	"xuai1"	"ɕ"	"yai"	13	"阴平"	"ɕyai13"		
"衰"	"衰"	"xuai1"	"ɕ"	"yai"	13	"阴平"	"ɕyai13"		
"帥"	"帅"	"xuai5"	"ɕ"	"yai"	45	"去声"	"ɕyai45"		
"帥"	"帅"	"xuai5"	"ɕ"	"yai"	45	"去声"	"ɕyai45"		
"率"	"率"	"xuai5"	"ɕ"	"yai"	45	"去声"	"ɕyai45"		
"蟀"	"蟀"	"xuai5"	"ɕ"	"yai"	45	"去声"	"ɕyai45"		
"喧"	"喧"	"xuan1"	"ɕ"	"yen"	13	"阴平"	"ɕyen13"		
"宣"	"宣"	"xuan1"	"ɕ"	"yen"	13	"阴平"	"ɕyen13"		
"掀"	"掀"	"xuan1"	"ɕ"	"yen"	13	"阴平"	"ɕyen13"		
"栓"	"栓"	"xuan1"	"ɕ"	"yen"	13	"阴平"	"ɕyen13"	"老"	
"軒"	"轩"	"xuan1"	"ɕ"	"yen"	13	"阴平"	"ɕyen13"		
"揎"	"揎"	"xuan1"	"ɕ"	"yen"	13	"阴平"	"ɕyen13"	"推"	
"弦"	"弦"	"xuan2"	"ɕ"	"yen"	11	"阳平"	"ɕyen11"	"老"	
"懸"	"悬"	"xuan2"	"ɕ"	"yen"	11	"阳平"	"ɕyen11"		
"玄"	"玄"	"xuan2"	"ɕ"	"yen"	11	"阳平"	"ɕyen11"		
"絃"	"弦"	"xuan2"	"ɕ"	"yen"	11	"阳平"	"ɕyen11"	"老"	
"舷"	"舷"	"xuan2"	"ɕ"	"yen"	11	"阳平"	"ɕyen11"	"老"	
"癬"	"癣"	"xuan3"	"ɕ"	"yen"	21	"上声"	"ɕyen21"		
"選"	"选"	"xuan3"	"ɕ"	"yen"	21	"上声"	"ɕyen21"		
"旋"	"旋"	"xuan5"	"ɕ"	"yen"	45	"去声"	"ɕyen45"		
"漩"	"漩"	"xuan5"	"ɕ"	"yen"	45	"去声"	"ɕyen45"		
"炫"	"炫"	"xuan5"	"ɕ"	"yen"	45	"去声"	"ɕyen45"		
"眩"	"眩"	"xuan5"	"ɕ"	"yen"	45	"去声"	"ɕyen45"		
"絢"	"绚"	"xuan5"	"ɕ"	"yen"	45	"去声"	"ɕyen45"		
"雙"	"双"	"xuang1"	"ɕ"	"yaŋ"	13	"阴平"	"ɕyaŋ13"		
"霜"	"霜"	"xuang1"	"ɕ"	"yaŋ"	13	"阴平"	"ɕyaŋ13"		
"薛"	"薛"	"xue1"	"ɕ"	"ye"	13	"阴平"	"ɕye13"	"新"	
"靴"	"靴"	"xue1"	"ɕ"	"ye"	13	"阴平"	"ɕye13"		
"穴"	"穴"	"xue2"	"ɕ"	"ye"	11	"阳平"	"ɕye11"	"新"	
"血"	"血"	"xue2"	"ɕ"	"ye"	11	"阳平"	"ɕye11"		
"屑"	"屑"	"xue5"	"ɕ"	"ye"	45	"去声"	"ɕye45"	"老"	
"雖"	"虽"	"xui1"	"ɕ"	"yəi"	13	"阴平"	"ɕyəi13"		
"水"	"水"	"xui3"	"ɕ"	"yəi"	13	"阴平"	"ɕyəi13"		
"勛"	"勋"	"xun1"	"ɕ"	"yn"	13	"阴平"	"ɕyn13"		
"燻"	"熏"	"xun1"	"ɕ"	"yn"	13	"阴平"	"ɕyn13"		
"薰"	"熏"	"xun1"	"ɕ"	"yn"	13	"阴平"	"ɕyn13"		
"蘊"	"蕴"	"xun1"	"ɕ"	"yn"	13	"阴平"	"ɕyn13"		
"鄖"	"郧"	"xun1"	"ɕ"	"yn"	13	"阴平"	"ɕyn13"		
"尋"	"寻"	"xun2"	"ɕ"	"yn"	11	"阳平"	"ɕyn11"		
"巡"	"巡"	"xun2"	"ɕ"	"yn"	11	"阳平"	"ɕyn11"		
"循"	"循"	"xun2"	"ɕ"	"yn"	11	"阳平"	"ɕyn11"		
"旬"	"旬"	"xun2"	"ɕ"	"yn"	11	"阳平"	"ɕyn11"		
"詢"	"询"	"xun2"	"ɕ"	"yn"	11	"阳平"	"ɕyn11"		
"殉"	"殉"	"xun5"	"ɕ"	"yn"	45	"去声"	"ɕyn45"		
"汛"	"汛"	"xun5"	"ɕ"	"yn"	45	"去声"	"ɕyn45"	"新"	
"瞬"	"瞬"	"xun5"	"ɕ"	"yn"	45	"去声"	"ɕyn45"		
"舜"	"舜"	"xun5"	"ɕ"	"yn"	45	"去声"	"ɕyn45"		
"訓"	"训"	"xun5"	"ɕ"	"yn"	45	"去声"	"ɕyn45"		
"迅"	"迅"	"xun5"	"ɕ"	"yn"	45	"去声"	"ɕyn45"	"新"	
"遜"	"逊"	"xun5"	"ɕ"	"yn"	45	"去声"	"ɕyn45"		
"順"	"顺"	"xun5"	"ɕ"	"yn"	45	"去声"	"ɕyn45"		
"馴"	"驯"	"xun5"	"ɕ"	"yn"	45	"去声"	"ɕyn45"		
"呀"	"呀"	"ya1"	"ʑ"	"ia"	13	"阴平"	"ʑia13"		
"壓"	"压"	"ya2"	"ʑ"	"ia"	11	"阳平"	"ʑia11"		
"押"	"押"	"ya2"	"ʑ"	"ia"	11	"阳平"	"ʑia11"	"新"	
"牙"	"牙"	"ya2"	"ʑ"	"ia"	11	"阳平"	"ʑia11"		
"芽"	"芽"	"ya2"	"ʑ"	"ia"	11	"阳平"	"ʑia11"		
"蚜"	"蚜"	"ya2"	"ʑ"	"ia"	11	"阳平"	"ʑia11"		
"衙"	"衙"	"ya2"	"ʑ"	"ia"	11	"阳平"	"ʑia11"		
"鴨"	"鸭"	"ya2"	"ʑ"	"ia"	11	"阳平"	"ʑia11"	"新"	
"訝"	"讶"	"ya3"	"ʑ"	"ia"	21	"上声"	"ʑia21"		
"雅"	"雅"	"ya3"	"ʑ"	"ia"	21	"上声"	"ʑia21"		
"軋"	"轧"	"ya5"	"ʑ"	"ia"	45	"去声"	"ʑia45"		
"亞"	"亚"	"ya5"	"ʑ"	"a"	45	"去声"	"ʑa45"		
"咽"	"咽"	"yan1"	"ʑ"	"en"	13	"阴平"	"ʑen13"		
"淹"	"淹"	"yan1"	"ʑ"	"en"	13	"阴平"	"ʑen13"		
"焉"	"焉"	"yan1"	"ʑ"	"en"	13	"阴平"	"ʑen13"		
"煙"	"烟"	"yan1"	"ʑ"	"en"	13	"阴平"	"ʑen13"		
"燕"	"燕"	"yan1"	"ʑ"	"en"	13	"阴平"	"ʑen13"		
"菸"	"烟"	"yan1"	"ʑ"	"en"	13	"阴平"	"ʑen13"		
"蔫"	"蔫"	"yan1"	"ʑ"	"en"	13	"阴平"	"ʑen13"		
"醃"	"腌"	"yan1"	"ʑ"	"en"	13	"阴平"	"ʑen13"		
"閹"	"阉"	"yan1"	"ʑ"	"en"	13	"阴平"	"ʑen13"		
"岩"	"岩"	"yan2"	"ʑ"	"en"	11	"阳平"	"ʑen11"	"新"	
"沿"	"沿"	"yan2"	"ʑ"	"en"	11	"阳平"	"ʑen11"		
"炎"	"炎"	"yan2"	"ʑ"	"en"	11	"阳平"	"ʑen11"	"新"	
"研"	"研"	"yan2"	"ʑ"	"en"	11	"阳平"	"ʑen11"	"新"	
"簷"	"檐"	"yan2"	"ʑ"	"en"	11	"阳平"	"ʑen11"	"新"	
"蜒"	"蜒"	"yan2"	"ʑ"	"en"	11	"阳平"	"ʑen11"		
"言"	"言"	"yan2"	"ʑ"	"en"	11	"阳平"	"ʑen11"	"新"	
"閻"	"阎"	"yan2"	"ʑ"	"en"	11	"阳平"	"ʑen11"	"新"	
"鹽"	"盐"	"yan2"	"ʑ"	"en"	11	"阳平"	"ʑen11"		
"奄"	"奄"	"yan3"	"ʑ"	"en"	21	"上声"	"ʑen21"		
"掩"	"掩"	"yan3"	"ʑ"	"en"	21	"上声"	"ʑen21"		
"演"	"演"	"yan3"	"ʑ"	"en"	21	"上声"	"ʑen21"	"新"	
"厭"	"厌"	"yan5"	"ʑ"	"en"	45	"去声"	"ʑen45"		
"堰"	"堰"	"yan5"	"ʑ"	"en"	45	"去声"	"ʑen45"		
"宴"	"宴"	"yan5"	"ʑ"	"en"	45	"去声"	"ʑen45"	"新"	
"焰"	"焰"	"yan5"	"ʑ"	"en"	45	"去声"	"ʑen45"	"新"	
"燕"	"燕"	"yan5"	"ʑ"	"en"	45	"去声"	"ʑen45"		
"硯"	"砚"	"yan5"	"ʑ"	"en"	45	"去声"	"ʑen45"	"新"	
"諺"	"谚"	"yan5"	"ʑ"	"en"	45	"去声"	"ʑen45"		
"豔"	"艳"	"yan5"	"ʑ"	"en"	45	"去声"	"ʑen45"	"新"	
"驗"	"验"	"yan5"	"ʑ"	"en"	45	"去声"	"ʑen45"	"新"	
"央"	"央"	"yang1"	"ʑ"	"aŋ"	13	"阴平"	"ʑaŋ13"		
"殃"	"殃"	"yang1"	"ʑ"	"aŋ"	13	"阴平"	"ʑaŋ13"		
"秧"	"秧"	"yang1"	"ʑ"	"aŋ"	13	"阴平"	"ʑaŋ13"		
"羊"	"羊"	"yang1"	"ʑ"	"aŋ"	13	"阴平"	"ʑaŋ13"		
"鴦"	"鸯"	"yang1"	"ʑ"	"aŋ"	13	"阴平"	"ʑaŋ13"		
"佯"	"佯"	"yang2"	"ʑ"	"aŋ"	11	"阳平"	"ʑaŋ11"		
"垟"	"垟"	"yang2"	"ʑ"	"aŋ"	11	"阳平"	"ʑaŋ11"		
"揚"	"扬"	"yang2"	"ʑ"	"aŋ"	11	"阳平"	"ʑaŋ11"		
"楊"	"杨"	"yang2"	"ʑ"	"aŋ"	11	"阳平"	"ʑaŋ11"		
"洋"	"洋"	"yang2"	"ʑ"	"aŋ"	11	"阳平"	"ʑaŋ11"		
"陽"	"阳"	"yang2"	"ʑ"	"aŋ"	11	"阳平"	"ʑaŋ11"		
"颺"	"扬"	"yang2"	"ʑ"	"aŋ"	11	"阳平"	"ʑaŋ11"		
"仰"	"仰"	"yang3"	"ʑ"	"aŋ"	21	"上声"	"ʑaŋ21"		
"氧"	"氧"	"yang3"	"ʑ"	"aŋ"	21	"上声"	"ʑaŋ21"		
"癢"	"痒"	"yang3"	"ʑ"	"aŋ"	21	"上声"	"ʑaŋ21"		
"養"	"养"	"yang3"	"ʑ"	"aŋ"	21	"上声"	"ʑaŋ21"		
"養"	"养"	"yang3"	"ʑ"	"aŋ"	21	"上声"	"ʑaŋ21"		
"樣"	"样"	"yang5"	"ʑ"	"aŋ"	45	"去声"	"ʑaŋ45"		
"漾"	"漾"	"yang5"	"ʑ"	"aŋ"	45	"去声"	"ʑaŋ45"		
"吆"	"吆"	"yao1"	"ʑ"	"au"	13	"阴平"	"ʑau13"		
"夭"	"夭"	"yao1"	"ʑ"	"au"	13	"阴平"	"ʑau13"		
"妖"	"妖"	"yao1"	"ʑ"	"au"	13	"阴平"	"ʑau13"		
"腰"	"腰"	"yao1"	"ʑ"	"au"	13	"阴平"	"ʑau13"		
"要"	"要"	"yao1"	"ʑ"	"au"	13	"阴平"	"ʑau13"		
"邀"	"邀"	"yao1"	"ʑ"	"au"	13	"阴平"	"ʑau13"		
"堯"	"尧"	"yao2"	"ʑ"	"au"	11	"阳平"	"ʑau11"		
"姚"	"姚"	"yao2"	"ʑ"	"au"	11	"阳平"	"ʑau11"		
"搖"	"摇"	"yao2"	"ʑ"	"au"	11	"阳平"	"ʑau11"	"文"	
"瑤"	"瑶"	"yao2"	"ʑ"	"au"	11	"阳平"	"ʑau11"		
"窯"	"窑"	"yao2"	"ʑ"	"au"	11	"阳平"	"ʑau11"		
"謠"	"谣"	"yao2"	"ʑ"	"au"	11	"阳平"	"ʑau11"		
"遙"	"遥"	"yao2"	"ʑ"	"au"	11	"阳平"	"ʑau11"		
"舀"	"舀"	"yao3"	"ʑ"	"au"	21	"上声"	"ʑau21"		
"耀"	"耀"	"yao5"	"ʑ"	"au"	45	"去声"	"ʑau45"		
"要"	"要"	"yao5"	"ʑ"	"au"	45	"去声"	"ʑau45"		
"躍"	"跃"	"yao5"	"ʑ"	"au"	45	"去声"	"ʑau45"	"白读"	
"噎"	"噎"	"ye1"	"ʑ"	"e"	13	"阴平"	"ʑe13"		
"椰"	"椰"	"ye1"	"ʑ"	"e"	13	"阴平"	"ʑe13"		
"耶"	"耶"	"ye1"	"ʑ"	"e"	13	"阴平"	"ʑe13"		
"爺"	"爷"	"ye2"	"ʑ"	"e"	11	"阳平"	"ʑe11"		
"葉"	"叶"	"ye2"	"ʑ"	"e"	11	"阳平"	"ʑe11"		
"頁"	"页"	"ye2"	"ʑ"	"e"	11	"阳平"	"ʑe11"		
"頡"	"颉"	"ye2"	"ʑ"	"e"	11	"阳平"	"ʑe11"		
"也"	"也"	"ye3"	"ʑ"	"e"	21	"上声"	"ʑe21"		
"冶"	"冶"	"ye3"	"ʑ"	"e"	21	"上声"	"ʑe21"		
"野"	"野"	"ye3"	"ʑ"	"e"	21	"上声"	"ʑe21"		
"夜"	"夜"	"ye5"	"ʑ"	"e"	45	"去声"	"ʑe45"		
"拽"	"拽"	"ye5"	"ʑ"	"e"	45	"去声"	"ʑe45"		
"掖"	"掖"	"ye5"	"ʑ"	"e"	45	"去声"	"ʑe45"		
"曳"	"曳"	"ye5"	"ʑ"	"e"	45	"去声"	"ʑe45"		
"液"	"液"	"ye5"	"ʑ"	"e"	45	"去声"	"ʑe45"		
"腋"	"腋"	"ye5"	"ʑ"	"e"	45	"去声"	"ʑe45"		
"謁"	"谒"	"ye5"	"ʑ"	"e"	45	"去声"	"ʑe45"		
"伊"	"伊"	"yi1"	"ʑ"	"i"	13	"阴平"	"ʑi13"		
"依"	"依"	"yi1"	"ʑ"	"i"	13	"阴平"	"ʑi13"		
"衣"	"衣"	"yi1"	"ʑ"	"i"	13	"阴平"	"ʑi13"		
"醫"	"医"	"yi1"	"ʑ"	"i"	13	"阴平"	"ʑi13"		
"銥"	"铱"	"yi1"	"ʑ"	"i"	13	"阴平"	"ʑi13"		
"一"	"一"	"yi2"	"ʑ"	"i"	11	"阳平"	"ʑi11"		
"乙"	"乙"	"yi2"	"ʑ"	"i"	11	"阳平"	"ʑi11"		
"儀"	"仪"	"yi2"	"ʑ"	"i"	11	"阳平"	"ʑi11"	"新"	
