序號	詞目	詞性	詞目索引	音讀	方言點	釋義	例句	相似詞	相反詞	對應音檔名稱
11615	樹下	名	詞目分類索引/植物	shi55 ha11		樹下。	例：食飽夜，大家坐在樹下尞涼。(吃過晚飯，大家坐在樹下乘涼。)			hk0000012218-1-5
11616	樹蔭	名	詞目分類索引/植物	shi55 rhim31		樹下日光照射不到的地方。	例：恁熱个天，大家坐在樹蔭下背尞涼。(這麼熱的天氣，大家坐在樹蔭底下乘涼。)	樹影		hk0000012220-1-5
11617	樹椏			shi55 bba11		樹枝。				hk0000012230-1-5
11618	樹杞林		詞目分類索引/空間方位	shi55 gi31 na53		地名。今竹東。位於新竹東方。竹東鎮古名「橡棋林」，肇因於先民初抵本地，遍地可見橡棋林樹繁茂成林因而由此命名，橡棋林樹又名「樹棋」樹，故竹東也稱做「樹杞林」。直至民國九年才改名竹東。				hk0000012231-1-5
11619	戍	動	詞目分類索引/財經法政	shi31		屯駐兵士防守邊疆。	例：戍守。			hk0000012238-1-5
11620	屑			seb24		見「鋸屑」。				hk0000012239-1-5
11621	述			sud43		記錄、說明。	例：描述。			hk0000012240-1-5
11622	術	名	詞目分類索引/教育文化	sud43		1.技藝。　2.策略、方法。	例：技術。 例：戰術。			hk0000012241-1-5
11623	術語	名	詞目分類索引/教育文化	sud43 ngi31		學術上用來表示特殊意義的專業詞彙。	例：各行各業个專業術語，一般人聽毋識。(各行各業的專業術語，一般人聽不懂。)			hk0000012242-1-5
11624	束			su24		1.綑縛、綑紮。　2.限制、管制。　3.聚集成一束的東西。	例：束縛。 例：管束。 例：香束。			hk0000012243-1-5
11625	叔	名	詞目分類索引/稱謂身分	shu24		1.稱謂。稱父親的弟弟。　2.稱先生的弟弟。　3.稱小於父親年齡的父執輩。	例：阿叔。 例：小郎叔。 例：阿楚叔。			hk0000012244-1-5
11626	叔伯	名	詞目分類索引/稱謂身分	shu24 ba24		指父親的兄弟，即伯父和叔叔。	例：厥叔伯兄弟盡多又無分家，逐年過年就當鬧熱。(他的兄弟很多又沒分家，每年過年都很熱鬧。)			hk0000012245-1-5
11627	淑		詞目分類索引/人物品評	shu24		美好、善良。	例：淑女。			hk0000012253-1-5
11628	速			su24		1.快。　2.事物進行過程的快慢程度。	例：速成。 例：速度。			hk0000012254-1-5
11629	速記	動	詞目分類索引/教育文化	su24 gi31		用簡略的符號，迅速記錄他人說話內容的方法，一般用於演講或會議時。	例：速記係愛訓練正會个。(速記是要訓練才會的。)			hk0000012255-1-5
11630	速成			su24 shin53						hk0000012256-1-5
11631	肅			siu24		莊重、莊嚴。	例：嚴肅。			hk0000012258-1-5
11632	縮	動		su24		事物由常態變小、變短、變少。與「脹」、「伸」相對。	例：縮結（簡潔）。			hk0000012259-1-5
11633	熟	形		shu55		1.烹煮使可食。　2.認識的。　3.經加工煉製的。	例：煮熟。 例：熟事。 例：熟鐵。			hk0000012260-1-5
11634	熟番	名	詞目分類索引/人物品評	shu55 fan11		（貶）已開化的原住民。	例：清朝時代，歇對平地个原住民安到熟番。(清朝時代，住在平地的原住民稱為熟番。)		生番	hk0000012261-1-5
11635	綏		詞目分類索引/衣著裝扮	sui11		1.登車時用以拉引的繩索。　2.布邊的鬚鬚。	例：執綏。 例：綏綏。			hk0000012266-1-5
11636	垂	動		sui53		1.低下。　2.愛哭貌。	例：垂頭喪氣。 例：噭垂垂。			hk0000012267-1-5
11637	隨	動　副		sui53		1.隨從、順從。　2.依照。　3.馬上、接著。	例：隨同。 例：隨機應變。 例：隨時。			hk0000012268-1-5
11638	隨後	副	詞目分類索引/時間節令	sui53 heu55		表示緊接前述的狀況或行動之後。	例：你兜先出發，𠊎隨後就到。(你們先出發，我隨後就到。)			hk0000012269-1-5
11639	隨意	動	詞目分類索引/事物情狀 詞目分類索引/生活狀態	sui53 rhi31		不受拘束。	例：毋使細義，大家隨意夾來食。(不必客氣，大家隨意夾來吃。)			hk0000012270-1-5
11640	隨緣	動	詞目分類索引/事物情狀 詞目分類索引/生活狀態	sui53 rhen53		順著機會和緣分，不加勉強。	例：婚姻个事監毋得，隨緣就好。(婚姻的事勉強不得，隨緣就好。)			hk0000012271-1-5
11641	隨在你			sui53 cai55 hen53						hk0000012274-1-5
11642	隨機應變	動	詞目分類索引/事物情狀	sui53 gi11 en31 bien31		臨事能隨情況之改變而採取靈活的處置。	例：做事愛隨機應變正會成功。(做事要隨機應變才會成功。)			hk0000012275-1-5
11643	水		詞目分類索引/天文地理 詞目分類索引/事物情狀 詞目分類索引/飲食	fi31		1.一種無色無味的液體。　2.水分太多。　3. 物體中所含的水分、液體。　4.海、河、江、湖的統稱。　5.額外的收入。	滾水。(水水。) 墨水。(渭水。) 油水。			hk0000012276-1-5
11644	水表	名	詞目分類索引/器物用品	fi31 bio31		用來測量自來水的用量，以供自來水事業經營參考及用戶收費依據之裝置。	例：自來水公司係看水表頂項个度數來收水費。(自來水公司是看水表上面的度數來收水費。)			hk0000012277-1-5
11645	水筆	名	詞目分類索引/器物用品	fi31 bid24		毛筆，可供寫字、畫畫用。	例：阿爸在該擂墨，準備用水筆寫字。(父親在那邊磨墨，準備用毛筆寫字。)			hk0000012278-1-5
11646	水沖			fi31 cung53		瀑布。	例：這座森林內底有吊橋和水沖，風景真靚。(（這座森林裡頭有吊橋和瀑布，風景很美。）)			hk0000012280-2-5-1
11647	水油	名	詞目分類索引/器物用品	fi31 rhiu53		一種石油分餾後的燃料用油，無色、揮發性較汽油低，可供照明及溶劑用。	例：頭擺還吂有電火該下，大家都點水油來照明。(以前還沒有電燈的時候，大家都點燃煤油來照明。)			hk0000012289-1-5
11648	水井	名	詞目分類索引/建築住居	fi31 ziang31		向地下挖掘來取水的深洞。	例：政府勸導沿海个居民毋好再過打水井了，係無地層會緊來緊沉下去。(政府勸導沿海的居民不能再挖鑿水井了，否則地層會越來越陷下去。)			hk0000012290-1-5
11649	水龍	名	詞目分類索引/器物用品	fi31 liung53		汲水用的幫浦、抽水機。	例：風搓過後，低瓤地區都浸水了，消防隊用水龍抽水。(颱風過後，低窪地區都淹水了，消防隊用幫浦抽水。)			hk0000012292-1-5
11650	水尾			fi31 mui11		河溪的下游處。「水尾」有時可引申作為河溪下游處村莊的地名。	例：水頭个水若得人柵去，蹛水尾个人就無水好用。(（上游的水要是被人阻斷，住在下游的人就沒水可用。）)			hk0000012293-1-5
11651	水門	名	詞目分類索引/建築住居	fi31 mun53		裝置在水裡，用以調節水勢或防備水患的閘門。	例：颱風來了，落大雨，愛摎水庫个水門打開來。(颱風來了，下大雨，要把水庫的水門打開來。)			hk0000012294-1-5
11652	水銀		詞目分類索引/天文地理	fi31 ngun53		汞的通稱。因其流動如水，顏色如銀，故稱為「水銀」。係常溫下液態銀白色的金屬，易揮發，有劇毒。可用以製成血壓計、體溫計、水銀電池、日光燈、除草劑、醫藥品等。				hk0000012297-1-5
11653	水田	名	詞目分類索引/產業勞動	fi31 teen53		能蓄水耕種的田地，種植需水量多的作物，像是菱角、茭白筍、芋頭、蓮花及水稻等水生作物。通常與旱田相對應。	例：水田較足水，所以收成較好。(水田比較不會缺水，所以收成比較好。)			hk0000012299-1-5
11654	水紋	名		fi31 bbun53		水面上細微的紋理。	例：一粒石頭擲到陂塘項，起仔一圈一圈个水紋。(一粒石頭丟到池塘裡，起了一圈一圈的漣漪。)			hk0000012300-1-5
11656	水牛牯		詞目分類索引/動物	fi31 ngiu53 gu31		動物名。小公牛。				hk0000012313-1-5
11657	水清清	形	詞目分類索引/事物情狀	fi31 cin11 cin11		水很清澈。	例：水清清，魚仔看現現。(清澈的水，魚看得一清二楚。)	水鮮鮮		hk0000012314-1-5
11658	水鮮鮮	形	詞目分類索引/事物情狀	fi31 sien11 sien11		水很清澈。	例：這條河壩个水鮮鮮，當多人來搞水。(這條河流的水很清澈，很多人來玩水。)	水清清		
11659	水土保持	動 名	詞目分類索引/財經法政	fi31 tu31 boo31 chi53		為防止土壤受侵蝕或流失，並保持其生產力的一種措施。如造林、修建梯田、植草等。	例：水土保持係維護生態環境當重要个工作之一。(水土保持是維護生態環境很重要的工作之一。)			hk0000012318-1-5
11660	瑞			sui31		吉祥。	例：祥龍獻瑞。			hk0000012321-1-5
11661	碎	形	詞目分類索引/事物情狀	cui31		1.破裂。　2.不完整的。	例：碎淨淨。 例：碎布。			hk0000012322-1-5
11662	碎碎	形	詞目分類索引/事物情狀	cui31 cui31		不完整的。	例：歸地泥就係碎碎个玻璃，去拿掃把掃起來正毋會割著人。(整地都是碎碎的玻璃，去拿掃把掃起來才不會割傷人。)			hk0000012323-1-5
11663	歲	名	詞目分類索引/宗教民俗 詞目分類索引/時間節令	se31		年歲。	例：歲數。			hk0000012324-1-5
11664	粹			cui31		1.精純而無雜質。　2.事物最精美的部分。	例：純粹。 例：國粹。			hk0000012325-1-5
11665	隧		詞目分類索引/交通通訊	sui55		地底下的通道，客語稱之為「涵空」。	例：隧道。			hk0000012326-1-5
11666	穗		詞目分類索引/植物	sui31		植物莖端成串結聚的小花或果實。	例：麥穗。			hk0000012327-1-5
11667	孫			sun11		名：孫子。	例：金孫(寶貝孫子)			hk0000012329-2-5-1
11668	存	動		cun53		1.生存、存在。　2.寄放。　3.在心中想著。　4.留下、保留。　5.停留並聚集。　6.殷勤撫慰。	例：共存。 例：存款。 例：存想。 例：存根。 例：存水。 例：溫存。			hk0000012333-1-5
11669	旬	名	詞目分類索引/時間節令	sun53		十天。	例：上旬。			hk0000012334-1-5
11670	巡	動		sun53		往來查看。	例：巡邏。			hk0000012335-1-5
11671	荀			sun53		姓。				hk0000012341-1-5
11672	純	形	詞目分類索引/事物情狀	shun53		1.無雜質。　2.質樸。	例：純金。 例：純良。			hk0000012342-1-5
11673	純金	形	詞目分類索引/財經法政	shun53 gim11		不含雜質的金子。	例：𫣆送純金个䯋鍊分阿婆做生日。(我們送純金的項鍊給奶奶當生日禮物。)			hk0000012343-1-5
11674	淳		詞目分類索引/人物品評	shun53		樸實的。	例：淳厚。			hk0000012345-1-5
11675	淳厚			shun53 heu55		樸實敦厚。	例：大家愛佮佢做朋友，係因為佢做人真淳厚。(（大家喜歡和他做朋友，是因為他為人很淳厚。）)	篤實老實		hk0000012346-1-5
11676	脣	名	詞目分類索引/人體器官 詞目分類索引/疾病醫療	fin53		1.口部的周圍。　2.邊緣。	例：嘴脣。 例：桌仔脣。			hk0000012347-1-5
11677	循	動		sun53		依照、遵行。	例：遵循。			hk0000012351-1-5
11678	詢	動		sun53		徵求意見。	例：詢問。			hk0000012352-1-5
11679	馴	形		shun53		溫和順服。	例：馴良。			hk0000012342-1-5
11680	醇	形		shun53		1.酒味濃郁。　2.化學上指分子中含有羥基（OH）的有機化合物，也就是烴分子上的氫原子被羥基所取代後的產物。醇類一般呈中性，低級醇易溶於水，多元醇帶甜味。常用於有機合成中，可作為溶劑、清潔劑、飲料、燃料等。如甲醇、乙醇等。	例：醇酒。			hk0000012355-1-5
11681	筍	名	詞目分類索引/飲食 詞目分類索引/植物	sun31		竹類地下莖所生的嫩芽，可食用。	例：竹筍。			hk0000012356-1-5
11682	筍蛄			sun31 gu11		動物名。昆蟲綱鞘翅目。橢圓形，頭小而口吻特長，如象鼻狀，故稱為「象鼻蟲」。此特指產生於竹筍的象鼻蟲。成蟲及幼蟲皆以植物為食，或於植物上造癭、捲葉。多寄生於香蕉、果樹或穀類上，而為害其果實或新芽。				hk0000012357-1-5
11683	損	動		sun31		1.減少。　2.損毀、破壞。	例：損失、損身（流產）。 例：損壞。			hk0000012358-1-5
11684	損害			sun31 hoi55		破壞、傷害。	例：長期耗夜會損害健康。(長期熬夜會損害健康。)	打壞　妨害　破壞　傷害　損傷　危害		hk0000012359-1-5
11685	榫	名	詞目分類索引/器物用品	sun31		木器接合凸出之處。	例：榫頭。			hk0000012362-1-5
11686	舜			shin31		上古的一個帝王。姓姚，名重華。性至孝。曾為堯攝政三十年，後受堯禪位為天子。建都於蒲阪，即今之山西永濟縣。死後傳位於禹。				hk0000012364-1-5
11687	順		詞目分類索引/表情動作 詞目分類索引/事物情狀	shin55		1.沿著相同方向、序次。　2.循、沿。　3.趁便。　4.依序整理。　5.依從。　6.合意。　7.酒不帶辣味。	順風。(順等。) 順續。(順順啊。) 順從。(順心。) 酒當順。			hk0000012365-1-5
11688	順心	形	詞目分類索引/思維心態 詞目分類索引/事物情狀 詞目分類索引/生活狀態	shin55 sim11		合乎自己的心意。	例：新年新頭，祝大家順心如意。(新的一年，祝大家順心如意。)	如意		hk0000012373-1-5
11689	順風耳	名	詞目分類索引/慣用語 詞目分類索引/宗教民俗 詞目分類索引/人物品評	shin55 fung11 ngi31		1.神話傳說中媽祖前的護法。　2.比喻耳朵靈敏的人。	例：千里眼摎順風耳係神話裡肚當有名个人物。(千里眼和順風耳是神話中有名的人物。) 例：講話較細聲兜仔，無等下分該隻順風耳聽著就壞哩。(說話小聲點，不然待會兒讓那個順風耳聽到就糟了。)			hk0000012374-1-5
11690	鬆	形	詞目分類索引/事物情狀	sung11		1.不緊、疏散。　2.不煩重的。	例：鬆軟。 例：輕鬆。			hk0000012377-1-5
11691	慫			sung31		慫恿唆使。	例：唆慫。			hk0000012381-1-5
11692	宋			sung31		1.古國名。周朝分封微子之地。約位於今河南省商邱縣南，後為齊所滅。　2.朝代名。見「宋朝」。　3.姓。				hk0000012382-1-5
11693	宋朝			sung31 chio53		朝代名。　1.（西元420年～西元479年）南北朝時，南朝宋由劉裕開國，所以稱之「劉宋」，以和趙匡胤所建立的趙宋有所區別。　2.（西元960年～西元1279年）自趙匡胤建都汴京至為蒙元所滅止，歷十八帝，三百二十年。自太祖傳至徽、欽二宗為金人所執，史稱「北宋」。高宗南渡建都臨安，保南方之地，史稱為「南宋」。				hk0000012383-1-5
