	單字	ipa_調類	ipa_調值	注释
3975	葉	jip9	jip⁵²	
4182	腋	jek9	jek⁵²	
2320	業	ȵip9	ȵip⁵²	
5126	謁			
3977	靨	jip8	jip³	
4237	一	jɐt7	jɐt⁴⁵	
4137	伊	ji1	ji⁴⁵	
4146	衣	ji1	ji⁴⁵	衣服
5489	衣			衣錦還鄉
4138	依	ji1	ji⁴⁵	
4242	揖	jɐp7	jɐp⁴⁵	
4238	壹	jɐt7	jɐt⁴⁵	
4139	漪	ji1	ji⁴⁵	
4140	醫	ji1	ji⁴⁵	
4105	夷	ji4	ji³¹	
5127	沂			
4089	迤	ji5	ji³¹²	斜行延伸
5445	迤			逶迤
4106	怡	ji4	ji³¹	
2362	宜	ȵi4	ȵi³¹	
4134	咦	ji2	ji³²³	
4107	姨	ji4	ji³¹	
4108	胰	ji4	ji³¹	
4109	移	ji4	ji³¹	
4110	貽	ji4	ji³¹	
4111	飴	ji4	ji³¹	
4112	疑	ji4	ji³¹	又读ȵi³¹
234	遺	wɐi4	wɐi³¹	遺失
4788	遺			贈遺
2363	儀	ȵi4	ȵi³¹	
4113	頤	ji4	ji³¹	
4114	彝	ji4	ji³¹	
3972	乙	jit8	jit³	
4090	已	ji5	ji³¹²	
4091	以	ji5	ji³¹²	
4092	矣	ji5	ji³¹²	
4135	倚	ji2	ji³²³	
4136	椅	ji2	ji³²³	
2295	蟻	ŋɐi5	ŋɐi³¹²	
5128	弋			
5129	刈			
2276	屹	ŋɐt9	ŋɐt⁵²	
4183	亦	jek9	jek⁵²	
4193	抑	jek7	jek⁴⁵	
4243	邑	jɐp7	jɐp⁴⁵	
4234	佚	jɐt9	jɐt⁵²	
157	役	wek9	wek⁵²	
4071	易	ji6	ji⁵²	容易
4184	易	jek9	jek⁵²	交易
4185	弈	jek9	jek⁵²	
4186	奕	jek9	jek⁵²	
158	疫	wek9	wek⁵²	
2292	羿	ŋɐi6	ŋɐi⁵²	
4194	益	jek7	jek⁴⁵	
4072	異	ji6	ji⁵²	
4235	逸	jɐt9	jɐt⁵²	
4187	翌	jek9	jek⁵²	
5130	肄			
5131	詣			
3940	裔	jui6	jui⁵²	
4130	意	ji3	ji³³	
2351	義	ȵi6	ȵi⁵²	
4236	溢	jɐt9	jɐt⁵²	
4188	蜴	jek9	jek⁵²	
4195	億	jek7	jek⁴⁵	
2364	誼	ȵi4	ȵi³¹	
2293	毅	ŋɐi6	ŋɐi⁵²	
5132	熠			
5133	熠			
5134	瞖			
4196	憶	jek7	jek⁴⁵	
55	縊	ʔɐi3	ʔɐi³³	
5135	翳			
5136	翳			
4239	臆	jɐt7	jɐt⁴⁵	
4189	翼	jek9	jek⁵²	
2294	藝	ŋɐi6	ŋɐi⁵²	
4190	繹	jek9	jek⁵²	
4191	譯	jek9	jek⁵²	
2356	議	ȵi5	ȵi³¹²	
5137	囈			
4093	懿	ji5	ji³¹²	
4192	驛	jek9	jek⁵²	
4252	因	jɐn1	jɐn⁴⁵	
4253	茵	jɐn1	jɐn⁴⁵	
4262	音	jɐm1	jɐm⁴⁵	
4254	洇	jɐn1	jɐn⁴⁵	
4255	姻	jɐn1	jɐn⁴⁵	
4256	氤	jɐn1	jɐn⁴⁵	
4257	殷	jɐn1	jɐn⁴⁵	殷切
4258	殷	jɐn1	jɐn⁴⁵	殷紅
4263	陰	jɐm1	jɐm⁴⁵	
4264	蔭	jɐm1	jɐm⁴⁵	
4265	瘖	jɐm1	jɐm⁴⁵	
2391	吟	ȵɐm4	ȵɐm³¹	
2281	垠	ŋɐn4	ŋɐn³¹	
2392	淫	ȵɐm4	ȵɐm³¹	
4248	寅	jɐn4	jɐn³¹	
4266	欽	jɐm1	jɐm⁴⁵	又读hiɐm⁴⁵
2282	銀	ŋɐn4	ŋɐn³¹	
5446	霪			
2283	齦	ŋɐn4	ŋɐn³¹	
176	尹	wɐn5	wɐn³¹²	
4244	引	jɐn5	jɐn³¹²	
4245	蚓	jɐn5	jɐn³¹²	
2393	飲	ȵɐm2	ȵɐm³²³	飲水
4780	飲			飲馬
4246	隱	jɐn5	jɐn³¹²	
4247	癮	jɐn5	jɐn³¹²	
4249	印	jɐn3	jɐn³³	
4172	英	jeŋ1	jeŋ⁴⁵	
4173	瑛	jeŋ1	jeŋ⁴⁵	
4174	嬰	jeŋ1	jeŋ⁴⁵	
4175	膺	jeŋ1	jeŋ⁴⁵	
41	罌	ʔɐŋ1	ʔɐŋ⁴⁵	
4176	櫻	jeŋ1	jeŋ⁴⁵	
42	鶯	ʔɐŋ1	ʔɐŋ⁴⁵	
4177	纓	jeŋ1	jeŋ⁴⁵	
4178	鷹	jeŋ1	jeŋ⁴⁵	
4179	鸚	jeŋ1	jeŋ⁴⁵	
2370	迎	ȵeŋ4	ȵeŋ³¹	
4157	盈	jeŋ4	jeŋ³¹	
4158	塋	jeŋ4	jeŋ³¹	
4159	滎	jeŋ4	jeŋ³¹	
4160	熒	jeŋ4	jeŋ³¹	
4161	瑩	jeŋ4	jeŋ³¹	
4162	螢	jeŋ4	jeŋ³¹	
4163	營	jeŋ4	jeŋ³¹	
4164	縈	jeŋ4	jeŋ³¹	
4165	蠅	jeŋ4	jeŋ³¹	
4166	瀛	jeŋ4	jeŋ³¹	
4167	贏	jeŋ4	jeŋ³¹	
4170	影	jeŋ2	jeŋ³²³	
150	潁	weŋ6	weŋ⁵²	
151	穎	weŋ6	weŋ⁵²	
4171	映	jeŋ2	jeŋ³²³	
2278	硬	ŋɐŋ6	ŋɐŋ⁵²	
4169	應	jeŋ3	jeŋ³³	回應,白读eŋ³³
4180	應	jeŋ1	jeŋ⁴⁵	應該
4168	瀅	jeŋ4	jeŋ³¹	
3941	唷	juɔ1	juɔ⁴⁵	
3942	喲	juɔ1	juɔ⁴⁵	
3896	佣	juŋ6	juŋ⁵²	
5138	邕			
3911	庸	juŋ4	juŋ³¹	
3912	傭	juŋ4	juŋ³¹	
3923	雍	juŋ1	juŋ⁴⁵	
3914	擁	juŋ2	juŋ³²³	
3924	壅	juŋ1	juŋ⁴⁵	
5139	癰			
154	永	weŋ5	weŋ³¹²	
3915	甬	juŋ2	juŋ³²³	
152	泳	weŋ6	weŋ⁵²	
3916	俑	juŋ2	juŋ³²³	
3899	勇	juŋ5	juŋ³¹²	
3917	恿	juŋ2	juŋ³²³	
153	詠	weŋ6	weŋ⁵²	
3918	湧	juŋ2	juŋ³²³	
3919	蛹	juŋ2	juŋ³²³	
3900	踊	juŋ5	juŋ³¹²	
3920	踴	juŋ2	juŋ³²³	
3897	用	juŋ6	juŋ⁵²	
4216	攸	jɐu4	jɐu³¹	
4231	幽	jɐu1	jɐu⁴⁵	
4217	悠	jɐu4	jɐu³¹	
4232	憂	jɐu1	jɐu⁴⁵	
4233	優	jɐu1	jɐu⁴⁵	
4218	尤	jɐu4	jɐu³¹	
4219	由	jɐu4	jɐu³¹	
4220	油	jɐu4	jɐu³¹	
4221	疣	jɐu4	jɐu³¹	
4222	郵	jɐu4	jɐu³¹	
4223	猶	jɐu4	jɐu³¹	
4224	遊	jɐu4	jɐu³¹	
4225	游	jɐu4	jɐu³¹	
4226	鈾	jɐu4	jɐu³¹	
4227	魷	jɐu4	jɐu³¹	
4204	友	jɐu5	jɐu³¹²	
4205	有	jɐu5	jɐu³¹²	
4206	有	jɐu5	jɐu³¹²	
4207	酉	jɐu5	jɐu³¹²	
4208	莠	jɐu5	jɐu³¹²	
4229	黝	jɐu2	jɐu³²³	
4197	又	jɐu6	jɐu⁵²	
4198	右	jɐu6	jɐu⁵²	
4228	幼	jɐu3	jɐu³³	
4199	佑	jɐu6	jɐu⁵²	
4200	柚	jɐu6	jɐu⁵²	
4201	囿	jɐu6	jɐu⁵²	
5140	宥			
4202	祐	jɐu6	jɐu⁵²	
4203	釉	jɐu6	jɐu⁵²	
4209	誘	jɐu5	jɐu³¹²	
5141	鼬			
4141	迂	ji1	ji⁴⁵	
4142	淤	ji1	ji⁴⁵	又读ji³²³
4143	瘀	ji1	ji⁴⁵	
4144	于	ji1	ji⁴⁵	
149	汙	wu1	wu⁴⁵	
4115	余	ji4	ji³¹	
4116	盂	ji4	ji³¹	
4145	於	ji1	ji⁴⁵	
4117	禺	ji4	ji³¹	
5142	竽			
4118	娛	ji4	ji³¹	
4119	萸	ji4	ji³¹	
2365	魚	ȵi4	ȵi³¹	
4120	隅	ji4	ji³¹	
4073	逾	ji6	ji⁵²	
4121	渝	ji4	ji³¹	
4122	愉	ji4	ji³¹	
4123	瑜	ji4	ji³¹	
4124	榆	ji4	ji³¹	
4125	虞	ji4	ji³¹	
4126	愚	ji4	ji³¹	
2366	漁	ȵi4	ȵi³¹	
4127	餘	ji4	ji³¹	
4128	諛	ji4	ji³¹	
4129	輿	ji4	ji³¹	
4094	予	ji5	ji³¹²	給予
5447	予			古代第一人稱
4095	宇	ji5	ji³¹²	
4096	羽	ji5	ji³¹²	
4097	雨	ji5	ji³¹²	落雨
5448	雨			雨我公田
4098	禹	ji5	ji³¹²	
5143	圄			
4099	與	ji5	ji³¹²	
4100	與	ji5	ji³¹²	我與你
5449	與			參與
2357	語	ȵi5	ȵi³¹²	語言
4812	語			不以語人
5450	嶼			島嶼
5487	嶼			大嶼山。山名
5144	齬			
2315	玉	ȵuk9	ȵuk⁵²	
129	芋	wu6	wu⁵²	
3935	郁	juk7	juk⁴⁵	
3928	育	juk9	juk⁵²	
3936	昱	juk7	juk⁴⁵	
5145	彧			
5451	峪			
3929	浴	juk9	juk⁵²	
159	域	wek9	wek⁵²	又读wɐk⁵²
3930	欲	juk9	juk⁵²	
4074	馭	ji6	ji⁵²	
4075	遇	ji6	ji⁵²	
4076	喻	ji6	ji⁵²	
4077	御	ji6	ji⁵²	
4078	寓	ji6	ji⁵²	
4079	裕	ji6	ji⁵²	
4080	愈	ji6	ji⁵²	
5146	煜			
4081	預	ji6	ji⁵²	
3937	毓	juk7	juk⁴⁵	
3931	獄	juk9	juk⁵²	
5452	嫗			
3932	慾	juk9	juk⁵²	
4082	豫	ji6	ji⁵²	
4083	諭	ji6	ji⁵²	
5453	燠			
4084	禦	ji6	ji⁵²	
4085	癒	ji6	ji⁵²	
4086	譽	ji6	ji⁵²	
5454	鬻			
5455	鷸			
164	鬱	wɐt7	wɐt⁴⁵	
4087	籲	ji6	ji⁵²	
4023	冤	jin1	jin⁴⁵	
5147	涴			
4024	淵	jin1	jin⁴⁵	
4025	鳶	jin1	jin⁴⁵	
4026	鴛	jin1	jin⁴⁵	
3997	元	jin4	jin³¹	
4591	垣	fun4	fun³¹	
3998	袁	jin4	jin³¹	
2332	原	ȵin4	ȵin³¹	
3999	員	jin4	jin³¹	
4000	援	jin4	jin³¹	又读wun³¹
5456	湲			
4001	園	jin4	jin³¹	
4002	圓	jin4	jin³¹	
4003	猿	jin4	jin³¹	
2333	源	ȵin4	ȵin³¹	
4004	緣	jin4	jin³¹	
5148	螈			
4005	轅	jin4	jin³¹	
3980	遠	jin6	jin⁵²	遠小人
3982	遠	jin5	jin³¹²	遠方
4014	苑	jin2	jin³²³	
4008	怨	jin3	jin³³	
3981	院	jin6	jin⁵²	
2324	願	ȵin6	ȵin⁵²	
3973	曰	jit8	jit³	
4069	約	jiɛk8	jiɛk³	
2319	月	ȵit9	ȵit⁵²	
2244	岳	ŋuɔk9	ŋuɔk⁵²	
3968	悅	jit9	jit⁵²	
3969	越	jit9	jit⁵²	
3970	粵	jit9	jit⁵²	
3971	閱	jit9	jit⁵²	
2245	樂	ŋuɔk9	ŋuɔk⁵²	音樂
2832	樂	luɔk9	luɔk⁵²	快樂
4824	樂			仁者樂山
5457	嶽			
4068	躍	jiɛk9	jiɛk⁵²	
5149	籰			
182	暈			
183	暈	wɐn4	wɐn³¹	頭暈
5150	氳			
184	云	wɐn4	wɐn³¹	
185	勻	wɐn4	wɐn³¹	
186	芸	wɐn4	wɐn³¹	
187	耘	wɐn4	wɐn³¹	
188	雲	wɐn4	wɐn³¹	
177	允	wɐn5	wɐn³¹²	
178	隕	wɐn5	wɐn³¹²	
179	殞	wɐn5	wɐn³¹²	
2381	孕	ȵɐn6	ȵɐn⁵²	
168	運	wɐn6	wɐn⁵²	
5458	慍			
1324	熨	tʰuɔŋ3	tʰuɔŋ³³	熨斗。訓讀「燙」
4828	熨			熨貼
169	醞	wɐn6	wɐn⁵²	
170	蘊	wɐn6	wɐn⁵²	
171	韻	wɐn6	wɐn⁵²	
1053	砸	ʦap9	ʦap⁵²	
1054	雜	ʦap9	ʦap⁵²	
371	災	ʦuɔi1	ʦuɔi⁴⁵	
5151	甾			
372	哉	ʦuɔi1	ʦuɔi⁴⁵	
373	栽	ʦuɔi1	ʦuɔi⁴⁵	
1140	仔	ʦɐi2	ʦɐi³²³	仔細
1141	仔	ʦɐi2	ʦɐi³²³	豬仔
369	宰	ʦuɔi2	ʦuɔi³²³	
1142	崽	ʦɐi2	ʦɐi³²³	
1143	崽	ʦɐi2	ʦɐi³²³	
367	載	ʦuɔi3	ʦuɔi³³	記載
370	載	ʦuɔi2	ʦuɔi³²³	一年半載
368	再	ʦuɔi3	ʦuɔi³³	
366	在	ʦuɔi6	ʦuɔi⁵²	
1117	簪	ʦam1	ʦam⁴⁵	
1118	簪	ʦam1	ʦam⁴⁵	
5459	咱			
5460	攢			
1105	暫	ʦam6	ʦam⁵²	
5461	鏨			
1093	贊	ʦan3	ʦan³³	
5152	灒			
1094	讚	ʦan3	ʦan³³	
354	臧	ʦuɔŋ1	ʦuɔŋ⁴⁵	
355	贓	ʦuɔŋ1	ʦuɔŋ⁴⁵	
356	髒	ʦuɔŋ1	ʦuɔŋ⁴⁵	
347	奘	ʦuɔŋ6	ʦuɔŋ⁵²	
352	葬	ʦuɔŋ3	ʦuɔŋ³³	
348	臟	ʦuɔŋ6	ʦuɔŋ⁵²	
391	遭	ʦou1	ʦou⁴⁵	
392	糟	ʦou1	ʦou⁴⁵	
393	蹧	ʦou1	ʦou⁴⁵	
362	鑿	ʦuɔk9	ʦuɔk⁵²	
385	早	ʦou2	ʦou³²³	
386	蚤	ʦou2	ʦou³²³	
387	棗	ʦou2	ʦou³²³	
659	澡	ʦʰou3	ʦʰou³³	
388	藻	ʦou2	ʦou³²³	
5153	繰			
380	皂	ʦou6	ʦou⁵²	
383	灶	ʦou3	ʦou³³	
381	造	ʦou6	ʦou⁵²	造訪
382	造	ʦou6	ʦou⁵²	製造
4832	造			新造
660	噪	ʦʰou3	ʦʰou³³	
661	燥	ʦʰou3	ʦʰou³³	
662	躁	ʦʰou3	ʦʰou³³	
1128	則	ʦɐk7	ʦɐk⁴⁵	
1125	責	ʦɐk8	ʦɐk³	
5462	嘖			
1120	擇	ʦɐk9	ʦɐk⁵²	白读tuɔk⁵²
1121	澤	ʦɐk9	ʦɐk⁵²	
1129	仄	ʦɐk7	ʦɐk⁴⁵	
890	賊	ʦʰɐk9	ʦʰɐk⁵²	
1111	怎	ʦɐm2	ʦɐm³²³	
1064	增	ʦɐŋ1	ʦɐŋ⁴⁵	
1065	憎	ʦɐŋ1	ʦɐŋ⁴⁵	
1060	贈	ʦɐŋ6	ʦɐŋ⁵²	
1042	扎	ʦat8	ʦat³	
899	吒	ʦʰɐk7	ʦʰɐk⁴⁵	叱吒
1041	吒	ʦat8	ʦat³	哪吒
1043	紮	ʦat8	ʦat³	
1152	喳	ʦa1	ʦa⁴⁵	
1153	渣	ʦa1	ʦa⁴⁵	白读ȵa⁴⁵
5154	劄			
1044	札	ʦat8	ʦat³	
1055	閘	ʦap9	ʦap⁵²	
1056	鍘	ʦap9	ʦap⁵²	
1057	眨	ʦap8	ʦap³	又读ʦam³²³
1147	乍	ʦa3	ʦa³³	
898	柵	ʦʰɐk7	ʦʰɐk⁴⁵	木柵
1808	柵	san1	san⁴⁵	柵極
5463	柞			
1148	炸	ʦa3	ʦa³³	
5464	蚱			
1149	詐	ʦa3	ʦa³³	
1150	榨	ʦa3	ʦa³³	
1122	摘	ʦɐk9	ʦɐk⁵²	
1146	齋	ʦai1	ʦai⁴⁵	
1123	宅	ʦɐk9	ʦɐk⁵²	
1130	窄	ʦɐk7	ʦɐk⁴⁵	
1139	債	ʦai3	ʦai³³	
1132	寨	ʦai6	ʦai⁵²	
446	沾	ʦim1	ʦim⁴⁵	
2431	粘	nim1	nim⁴⁵	
447	詹	ʦim1	ʦim⁴⁵	
439	氈	ʦin1	ʦin⁴⁵	
448	瞻	ʦim1	ʦim⁴⁵	
434	展	ʦin2	ʦin³²³	
1113	斬	ʦam2	ʦam³²³	
1097	盞	ʦan2	ʦan³²³	
1114	嶄	ʦam2	ʦam³²³	
435	輾	ʦin2	ʦin³²³	輾轉
2437	輾	niɛn5	niɛn³¹²	輾穀
443	占	ʦim3	ʦim³³	占領
449	占	ʦim1	ʦim⁴⁵	占卜
444	佔	ʦim3	ʦim³³	
1106	站	ʦam6	ʦam⁵²	
1075	棧	ʦan6	ʦan⁵²	
1109	湛	ʦam3	ʦam³³	又读ʦam⁵²
1076	綻	ʦan6	ʦan⁵²	
430	戰	ʦin3	ʦin³³	
1110	蘸	ʦam3	ʦam³³	
472	章	ʦiɛŋ1	ʦiɛŋ⁴⁵	
473	張	ʦiɛŋ1	ʦiɛŋ⁴⁵	
474	彰	ʦiɛŋ1	ʦiɛŋ⁴⁵	
475	漳	ʦiɛŋ1	ʦiɛŋ⁴⁵	
476	璋	ʦiɛŋ1	ʦiɛŋ⁴⁵	
477	樟	ʦiɛŋ1	ʦiɛŋ⁴⁵	
478	蟑	ʦiɛŋ1	ʦiɛŋ⁴⁵	
469	掌	ʦiɛŋ2	ʦiɛŋ³²³	
459	漲	ʦiɛŋ3	ʦiɛŋ³³	
454	丈	ʦiɛŋ6	ʦiɛŋ⁵²	
455	仗	ʦiɛŋ6	ʦiɛŋ⁵²	仗義
460	仗	ʦiɛŋ3	ʦiɛŋ³³	打仗
456	杖	ʦiɛŋ6	ʦiɛŋ⁵²	
461	帳	ʦiɛŋ3	ʦiɛŋ³³	
462	脹	ʦiɛŋ3	ʦiɛŋ³³	
463	障	ʦiɛŋ3	ʦiɛŋ³³	
464	賬	ʦiɛŋ3	ʦiɛŋ³³	
479	瘴	ʦiɛŋ1	ʦiɛŋ⁴⁵	
407	招	ʦiu1	ʦiu⁴⁵	
678	昭	ʦʰiu1	ʦʰiu⁴⁵	
679	釗	ʦʰiu1	ʦʰiu⁴⁵	
5465	啁			
1026	爪	ʦau2	ʦau³²³	
1027	找	ʦau2	ʦau³²³	
400	沼	ʦiu2	ʦiu³²³	
396	召	ʦiu6	ʦiu⁵²	召喚
4819	召			召南
1624	兆	siu6	siu⁵²	
5155	笊			
397	詔	ʦiu3	ʦiu³³	
398	照	ʦiu3	ʦiu³³	
1023	罩	ʦau3	ʦau³³	
395	趙	ʦiu6	ʦiu⁵²	
1625	肇	siu6	siu⁵²	
411	蜇	ʦit8	ʦit³	
491	遮	ʦiɛ1	ʦiɛ⁴⁵	
412	折	ʦit8	ʦit³	骨折
1631	折	sit9	sit⁵²	折本
413	哲	ʦit8	ʦit³	
420	摺	ʦip8	ʦip³	
5466	輒			
3564	蟄	kʰek7	kʰek⁴⁵	
5156	謫			
685	轍	ʦʰit8	ʦʰit³	
489	者	ʦiɛ2	ʦiɛ³²³	
5157	赭			
421	褶	ʦip8	ʦip³	皺褶
4820	褶			夾衣
490	這	ʦiɛ2	ʦiɛ³²³	
414	浙	ʦit8	ʦit³	
488	蔗	ʦiɛ3	ʦiɛ³³	
5467	着			
1099	珍	ʦɐn1	ʦɐn⁴⁵	
946	貞	ʦeŋ1	ʦeŋ⁴⁵	
1100	真	ʦɐn1	ʦɐn⁴⁵	
5158	砧			
1115	針	ʦɐm1	ʦɐm⁴⁵	
947	偵	ʦeŋ1	ʦeŋ⁴⁵	
1116	斟	ʦɐm1	ʦɐm⁴⁵	
948	楨	ʦeŋ1	ʦeŋ⁴⁵	
1101	甄	ʦɐn1	ʦɐn⁴⁵	
949	禎	ʦeŋ1	ʦeŋ⁴⁵	
1102	榛	ʦɐn1	ʦɐn⁴⁵	
1103	臻	ʦɐn1	ʦɐn⁴⁵	
1108	枕	ʦɐm3	ʦɐm³³	枕戈待旦
1112	枕	ʦɐm2	ʦɐm³²³	枕頭
868	疹	ʦʰɐn2	ʦʰɐn³²³	
869	診	ʦʰɐn2	ʦʰɐn³²³	
1088	圳	ʦɐn3	ʦɐn³³	
1074	陣	ʦɐn6	ʦɐn⁵²	
1089	振	ʦɐn3	ʦɐn³³	
5468	朕			
1090	賑	ʦɐn3	ʦɐn³³	
1091	震	ʦɐn3	ʦɐn³³	
1092	鎮	ʦɐn3	ʦɐn³³	
950	征	ʦeŋ1	ʦeŋ⁴⁵	
1066	爭	ʦɐŋ1	ʦɐŋ⁴⁵	
951	怔	ʦeŋ1	ʦeŋ⁴⁵	
1061	掙	ʦɐŋ6	ʦɐŋ⁵²	掙錢
1067	掙	ʦɐŋ1	ʦɐŋ⁴⁵	掙脫
1068	崢	ʦɐŋ1	ʦɐŋ⁴⁵	
1069	猙	ʦɐŋ1	ʦɐŋ⁴⁵	
952	蒸	ʦeŋ1	ʦeŋ⁴⁵	
850	睜	ʦʰɐŋ3	ʦʰɐŋ³³	
1070	箏	ʦɐŋ1	ʦɐŋ⁴⁵	
933	癥	ʦeŋ3	ʦeŋ³³	
939	拯	ʦeŋ2	ʦeŋ³²³	又读ʦʰeŋ³²³
940	整	ʦeŋ2	ʦeŋ³²³	
934	正	ʦeŋ3	ʦeŋ³³	正午
953	正	ʦeŋ1	ʦeŋ⁴⁵	正月
935	政	ʦeŋ3	ʦeŋ³³	
936	症	ʦeŋ3	ʦeŋ³³	
5159	䂻			
5469	諍			
932	鄭	ʦeŋ6	ʦeŋ⁵²	
937	證	ʦeŋ3	ʦeŋ³³	
529	之	ʦi1	ʦi⁴⁵	
530	支	ʦi1	ʦi⁴⁵	
1058	汁	ʦɐp7	ʦɐp⁴⁵	
531	芝	ʦi1	ʦi⁴⁵	
532	吱	ʦi1	ʦi⁴⁵	
533	枝	ʦi1	ʦi⁴⁵	
497	知	ʦi3	ʦi³³	知識
534	知	ʦi1	ʦi⁴⁵	知道
535	肢	ʦi1	ʦi⁴⁵	
536	胝	ʦi1	ʦi⁴⁵	
967	隻	ʦek8	ʦek³	
537	脂	ʦi1	ʦi⁴⁵	
5160	梔			
5161	稙			
538	蜘	ʦi1	ʦi⁴⁵	
977	織	ʦek7	ʦek⁴⁵	
963	直	ʦek9	ʦek⁵²	
1038	侄	ʦɐt9	ʦɐt⁵²	
1039	姪	ʦɐt9	ʦɐt⁵²	
964	值	ʦek9	ʦek⁵²	
1059	執	ʦɐp7	ʦɐp⁴⁵	
965	植	ʦek9	ʦek⁵²	
966	殖	ʦek9	ʦek⁵²	
978	職	ʦek7	ʦek⁴⁵	
5162	躑			
516	止	ʦi2	ʦi³²³	
517	只	ʦi2	ʦi³²³	
518	旨	ʦi2	ʦi³²³	
519	址	ʦi2	ʦi³²³	
520	芷	ʦi2	ʦi³²³	
521	祉	ʦi2	ʦi³²³	
522	指	ʦi2	ʦi³²³	
5470	枳			
5471	咫			
523	紙	ʦi2	ʦi³²³	
524	趾	ʦi2	ʦi³²³	
954	徵	ʦeŋ1	ʦeŋ⁴⁵	徵求
4821	徵			古代五音之一
498	至	ʦi3	ʦi³³	
499	志	ʦi3	ʦi³³	
1136	制	ʦɐi3	ʦɐi³³	
981	炙	ʦek1	ʦek⁴⁵	
492	治	ʦi6	ʦi⁵²	
990	峙	ʦei6	ʦei⁵²	
500	致	ʦi3	ʦi³³	
1253	秩	tit9	tit⁵²	
501	痔	ʦi3	ʦi³³	
1040	窒	ʦɐt9	ʦɐt⁵²	
502	蛭	ʦi3	ʦi³³	
503	蛭	ʦi3	ʦi³³	
504	智	ʦi3	ʦi³³	
505	痣	ʦi3	ʦi³³	
506	置	ʦi3	ʦi³³	
5163	雉			
507	稚	ʦi3	ʦi³³	
1137	製	ʦɐi3	ʦɐi³³	
508	誌	ʦi3	ʦi³³	
1131	滯	ʦɐi6	ʦɐi⁵²	
509	摯	ʦi3	ʦi³³	
979	幟	ʦek7	ʦek⁴⁵	又读ʦʰi³³
1046	質	ʦɐt7	ʦɐt⁴⁵	人質
1047	質	ʦɐt7	ʦɐt⁴⁵	物質
510	緻	ʦi3	ʦi³³	
1124	擲	ʦɐk9	ʦɐk⁵²	
415	櫛	ʦit8	ʦit³	
283	中	ʦuŋ3	ʦuŋ³³	中獎
299	中	ʦuŋ1	ʦuŋ⁴⁵	中間
300	忠	ʦuŋ1	ʦuŋ⁴⁵	
301	盅	ʦuŋ1	ʦuŋ⁴⁵	
302	衷	ʦuŋ1	ʦuŋ⁴⁵	
303	終	ʦuŋ1	ʦuŋ⁴⁵	
304	鍾	ʦuŋ1	ʦuŋ⁴⁵	
305	螽	ʦuŋ1	ʦuŋ⁴⁵	
306	鐘	ʦuŋ1	ʦuŋ⁴⁵	
289	冢	ʦuŋ2	ʦuŋ³²³	
290	塚	ʦuŋ2	ʦuŋ³²³	
291	腫	ʦuŋ2	ʦuŋ³²³	
284	種	ʦuŋ3	ʦuŋ³³	種植
292	種	ʦuŋ2	ʦuŋ³²³	種子
293	踵	ʦuŋ2	ʦuŋ³²³	
282	仲	ʦuŋ6	ʦuŋ⁵²	
278	重	ʦuŋ6	ʦuŋ⁵²	重要
557	重	ʦʰuŋ5	ʦʰuŋ³¹²	重量
562	重	ʦʰuŋ4	ʦʰuŋ³¹	重新
285	眾	ʦuŋ3	ʦuŋ³³	
286	衆	ʦuŋ3	ʦuŋ³³	
1029	舟	ʦɐu1	ʦɐu⁴⁵	
1030	州	ʦɐu1	ʦɐu⁴⁵	
1031	周	ʦɐu1	ʦɐu⁴⁵	
1032	洲	ʦɐu1	ʦɐu⁴⁵	
1033	週	ʦɐu1	ʦɐu⁴⁵	
321	粥	ʦuk7	ʦuk⁴⁵	
318	軸	ʦuk9	ʦuk⁵²	
5472	肘			
5164	帚			
1017	咒	ʦɐu3	ʦɐu³³	
1013	宙	ʦɐu6	ʦɐu⁵²	
1014	冑	ʦɐu6	ʦɐu⁵²	
1015	紂	ʦɐu6	ʦɐu⁵²	
1018	晝	ʦɐu3	ʦɐu³³	
1019	皺	ʦɐu3	ʦɐu³³	白读ȵɐu³³
1020	縐	ʦɐu3	ʦɐu³³	
1016	驟	ʦau6	ʦau⁵²	
539	朱	ʦi1	ʦi⁴⁵	
540	侏	ʦi1	ʦi⁴⁵	
541	茱	ʦi1	ʦi⁴⁵	
542	珠	ʦi1	ʦi⁴⁵	
543	株	ʦi1	ʦi⁴⁵	
544	硃	ʦi1	ʦi⁴⁵	
545	蛛	ʦi1	ʦi⁴⁵	
5165	誅			
5166	銖			
546	豬	ʦi1	ʦi⁴⁵	
547	諸	ʦi1	ʦi⁴⁵	
5473	藷			藷蕷
5474	藷			藷蔗
322	竹	ʦuk7	ʦuk⁴⁵	
323	竺	ʦuk7	ʦuk⁴⁵	
319	逐	ʦuk9	ʦuk⁵²	
324	燭	ʦuk7	ʦuk⁴⁵	
525	主	ʦi2	ʦi³²³	
526	拄	ʦi2	ʦi³²³	
527	煮	ʦi2	ʦi³²³	
325	囑	ʦuk7	ʦuk⁴⁵	
326	矚	ʦuk7	ʦuk⁴⁵	
374	助	ʦuɔ6	ʦuɔ⁵²	
493	住	ʦi6	ʦi⁵²	
5475	佇			
5476	杼			
511	注	ʦi3	ʦi³³	
747	柱	ʦʰi5	ʦʰi³¹²	
5167	炷			
327	祝	ʦuk7	ʦuk⁴⁵	
480	著	ʦiɛk9	ʦiɛk⁵²	著涼
484	著	ʦiɛk8	ʦiɛk³	著衫
495	著	ʦi3	ʦi³³	顯著
512	蛀	ʦi3	ʦi³³	
