#詞語	音標	解釋
园子	yæ̃ tsɿ	果园、菜园。
元元	yæ̃ yæ̃	油菜的一个品种,种子可榨油。
袁大头	yæ̃ ta5 tʰəu	铸有袁世凯头像的一种银元。
院	yæ̃5	院子:~里放咧个谁的自行车。
院墙	yæ̃5 tɕʰiaŋ	院子的围墙。
帮间	paŋ2 tɕiæ̃	程度适当,差不多:你问我这两个咋么个,我看~。
帮衬	paŋ2 tsʰəŋ5	帮助,帮扶。
膀子	paŋ3 tsɿ	禽类的翅膀:~扇呢扇呢地,就是飞不起来。②类似翅膀的构造:飞机落地的时候,~起火咧。
棒棒子	paŋ5 paŋ5 tsɿ	形状短小的棍子,也说“棍棍子”:手里提下一个~,准备干啥呢?②棍子状的物品。多用于小称:身上脏得很,垢甲都搓成~咧。
傍个	paŋ5 kɤ	一半儿:给我掰上~馍馍。②旁边儿:站着~去,没你啥事!
旁人	pʰaŋ2 ʐəŋ	别人:你又不是~,还客气个啥。
旁把外人	pʰaŋ2 pa vεi5 ʐəŋ	指没有亲友关系的人。
胮	pʰaŋ2	浮肿。
忙假	maŋ tɕia5	暑假。
忙忙迫迫	maŋ maŋ pei pei	忙忙碌碌:一天~地,不知道都弄咧些啥!
芒种	maŋ tʂuŋ	节气之一。
莽	maŋ3	人长得壮实,大块头:这个小伙子是个~小伙子。《广韵·肿韵》:“莫冲切。丰大。”
方子	faŋ2 tsɿ	办法。②特指药方。
方片儿	faŋ2 pʰiæ̃3 r	扑克当中的方块儿。
方框儿	faŋ2 kʰuaŋ r	汉字偏旁名称,如“固、围、圈”等字的外围。
方保无事	faŋ2 pɔu3 vu sɿ5	保证不会有什么事。
房房子	faŋ faŋ tsɿ	房子(小称义):开春咧,盖上几间~,过自己的日子去。
房下	faŋ ɕia5	村庄里面同宗同姓的人。
房笆	faŋ pa	将芦苇秆儿编织在一起放在瓦与椽子中间,起房面板的作用。
坊	faŋ3	以清真寺为中心,统辖周边回族居民的传统行教区划单位。
放树	faŋ5 ʂu5	砍伐树木。
放翻	faŋ5 fæ̃	弄翻,弄倒:几下就把他给~咧。/跑肚劲大得很,把一个壮汉随便就~咧。也说“放展”。
放展	faŋ5 tʂæ̃	同“放翻”。②放开手脚:~睡上一觉,明儿个再好好弄。
放咧羊咧	faŋ5 liε iaŋ liε	自由散漫,没人管理:老师一走,学生娃娃就~。
放一马	faŋ5 i2 ma3	相当于网开一面,给一次机会。
放水	faŋ5 tʂʰuei	浇水灌溉。②在比赛中故意让分使对方赢:明天的比赛只要他们不~,我们就能出线。③撒尿的诙谐用语。
放板	faŋ5 pæ̃3	放高利贷:让~的给骗劲大咧!
放命	faŋ5 miŋ5	病危:你大在家里~着呢,你还闲逛着呢!
放舍饭	faŋ5 ʂɤ3 fæ̃	旧指大户人家为救济难民而免费供应食物的活动。
放忙学	faŋ5 maŋ ɕyɤ	放暑假。
汪	vaŋ2	(食物)油脂太多。
汪汪地	vaŋ2 vaŋ2 ti	强调食物的油脂要多:把汤调得~,让我美美吃上一顿。
往过	vaŋ2 kuɤ5	朝边上让。
亡人	vaŋ ʐəŋ	死者。
亡命牌	vaŋ miŋ5 pʰεi	插在死刑犯后背验明正身的木牌。也说“亡命旗旗”。
亡命旗旗	vaŋ miŋ5 tɕʰi tɕʰi	同“亡命牌”。
王辩	vaŋ piæ̃5	指在别人说话时嘴快言语多、善于辩解的人:你连个~一样,不连你说咧!
王五八侯	vaŋ vu pa xəu	自以为是、自命不凡:乜~的,真不知道自己姓啥咧!
枉亏	vaŋ kʰuei	冤枉、吃亏。
往生板	vaŋ3 səŋ pæ̃3	民间用来印制冥票的模板,一般用桃木或杏木刻成。
往生钱	vaŋ3 səŋ tɕʰiæ̃	给死者焚烧的冥票。
当团长	taŋ2 tʰuæ̃ tʂaŋ3	指睡觉时因寒冷而蜷缩成一团。
当兵的	taŋ2 piŋ2 ti	军人。
当	taŋ	遇见:寻他寻咧半天没寻着,把他~着路上咧。②碰运气:~去么,说不上就~上咧。
当是的	taŋ sɿ2 ti	正是的。
当中里	taŋ tʂuŋ ȵi	中间。
党家子	taŋ3 tɕia tsɿ	称呼同姓或同族的人。
党字头	taŋ3 tsɿ tʰəu	汉字偏旁名称,如“常、堂、掌”等字的上部。
当	taŋ	以为,认为:你把人~个超子着哄着呢。②作为,当作:△掂的喇叭丢盹呢——把事没~事么。
当事	taŋ5 sɿ	受重视:人家对你这一回出国考察~得很。②一定:这个会你~要参加呢。
当客子	taŋ5 kʰei2 tsɿ	走街串巷的江湖游医,多以行骗为生。
挡挡挂挂	taŋ5 taŋ5 kua2 kua	碍手碍脚:房里太碎咧,做啥去~的不展脱。
挡挂	taŋ5 kua	阻拦、阻挡:你这么个闹活人家去,怕是有人~呢。
汤饭	tʰaŋ2 fæ̃5	带汤面食的总称。
汤瓶	tʰaŋ2 pʰiŋ	本地回族使用的洗浴用具。
汤汤水水	tʰaŋ2 tʰaŋ ʂuei3 ʂuei	(食物)带汤的:天气干得很,~吃上些。
汤汤子	tʰaŋ tʰaŋ tsɿ	烹调食物时产生的汁液。
汤灶	tʰaŋ2 tsɔu5	专门杀猪的地方。
堂叔老子	tʰaŋ2 ʂu lɔu3 tsɿ	同宗而非嫡亲的叔父。
糖瓜子	tʰaŋ kua tsɿ	圆形的麦芽糖。
搪土	tʰaŋ tʰu3	路面上的浮土、虚土:那半截路~厚得很,人走过去能吃三两土。
淌	tʰaŋ	掉落:杏儿黄咧,自己就往下~开咧。/吃馍馍的时候,不咧到处~得都是馍馍渣渣。
烫面饼子	tʰaŋ5 miæ̃5 piŋ3 tsɿ	用开水和面后烙成的饼。也说“死面饼子”。
囊	naŋ2	虚弱;他做重活去~着呢。②naŋ44懦弱。那是个~倯,啥都弄不成。《广韵·宕韵》:“奴浪切。缓也。”
囊囊子	naŋ2 naŋ tsɿ	食物成为糊状(使人厌恶)。
囊搡	naŋ2 saŋ3	窝囊。
囊	naŋ	富有,日子过得好:这几年开始养肉牛,马家庄人的日子过得~得很。
攮	naŋ3	用锋利的器具戳、扎。
齉	naŋ5	鼻塞不通气。
齉鼻子	naŋ5 pi tsɿ	说话时鼻音特别重的人。
狼眼	laŋ ȵiæ̃	傻眼儿:这个人就经常做下让人~的事!郎猫儿laŋ24mɔu213r公猫。
廊檐	laŋ iæ̃	屋檐:雨越下越大咧,~里的水都掉成线咧。
廊檐水	laŋ iæ̃ ʂuei	下雨时顺着房檐流下的雨水。
浪	laŋ5	用绳索捆绑:车上装的东西要~一下呢,小心跌下来!
浪沫子	laŋ5 mɤ tsɿ	下暴雨后,河水中漂浮的柴草,可做燃料。
浪	laŋ5	(到某地)闲逛、游玩:过年正是~亲戚的时候。
脏囊	tsaŋ2 naŋ3	肮脏、不卫生。
脏唧唧	tsaŋ2 tɕi3 tɕi	因油腻而显得很脏的样子。
脏唧瓦达	tsaŋ2 tɕi va3 ta	脏且乱:一天~的,没说收拾给一下。
脏头烂耳朵	tsaŋ2 tʰəu læ̃5 εr3 tuɤ	喻指不三不四、品行低下之人。
葬	tsaŋ5	言语行为不合常规:再不咧~行情咧。
藏蓝	tsaŋ5 læ̃	蓝中略带红的颜色。
仓	tsʰaŋ2	仓库、仓房。
仓促	tsʰaŋ3 tsʰu	做事没有准备,急急忙忙,时间不充足。
仓	tsʰaŋ5	有意识地储藏:干咧几年保管,怕是给自己~咧不少吧!
丧眼	saŋ2 ȵiæ̃3	使人讨厌:人~咧你是没一点办法。
丧棒	saŋ2 paŋ5	哭丧棒,是孝子在灵柩两旁跪草、陪祭、哭啼而手持的用剪成牙形的白纸缠裹的一根木棍,多为柳木。
搡	saŋ3	猛推:不晓得是谁从后头~咧一把,人就到前头去咧。
丧门星	saŋ5 məŋ ɕiŋ	迷信说法,指给他人带来灾难的人。
□	tʂaŋ	(表情)呆滞、(反应)迟钝:你~啥着呢。/一句话把人给说~咧。
□子	tʂaŋ tsɿ	表情呆滞、反应迟钝之人。
□耷耷	tʂaŋ ta ta	形容呆滞、迟钝的样子。
□眉耷眼	tʂaŋ mi ta ȵiæ̃3	同“瞕耷耷”。
张台	tʂaŋ tʰεi	耳光。
张嘴打哈欠	tʂaŋ2 tsuei3 ta3 xuɤ ɕiæ̃	打哈欠:你看那个人~的,怕是毒瘾犯咧。
章子	tʂaŋ2 tsɿ	印章:法院的大红~在上头拓着呢!
掌	tʂaŋ3	钉或缝在鞋底前部、后部的皮子、橡胶或小铁片等。
掌柜的	tʂaŋ3 kuei5 ti	旧时称商店老板或负责管理商店的人。②指丈夫或妻子。也说“掌柜子”。
掌不住辕	tʂaŋ3 pu tʂʰu5 yæ̃	做不了主,控制不了局面。
胀	tʂaŋ	身体内壁受到压迫而产生不舒服的感觉。②吃(贬义):不管别人吃咧吗没吃,先把自己~饱再说。③“胀气”的简略说法。
胀气	tʂaŋ5 tɕʰi5	生气,通常简略地说成“胀”:再不咧叫我见他,见咧我还~得很。
胀死拉呱	tʂaŋ5 sɿ la kua	形容吃东西吃得过多,很撑的样子。
肠肠肚肚	tʂʰaŋ tʂʰaŋ tu3 tu	泛指动物内脏。②比喻隐秘的想法:他究竟有多少~,谁都弄不清楚。
长虫	tʂʰaŋ tʂʰuŋ	蛇。
长面	tʂʰaŋ miæ̃5	长面条。
场	tʂʰaŋ	平坦的空地,多用来翻晒粮食,碾轧谷物。
畅快	tʂʰaŋ3 kʰuεi	痛快:他这么一说,我心里头多少~咧一些。②爽快:~去是个~人,就是有些小毛病。
敞胸露怀	tʂʰaŋ3 ɕyŋ lu5 xuεi	不系衣扣并露出胸脯,显得不正式、不雅观。
伤脸	ʂaŋ2 liæ̃3	害羞、丢脸。
伤痨	ʂaŋ2 lɔu	肺结核病。
晌午	ʂaŋ3 vu	中午。
上	ʂaŋ	位置在高处的,与“下”相对:楼~。②次序或时间在前的:~往年。③由低处到高处:~山。④去,到:~街。⑤向前进:冲~去。⑥增加:~水。⑦安装,连缀:~鞋。⑧涂:~药。⑨按规定时间进行或参加某种活动:~课。⑩拧紧发条:~弦。登载,记:~账。用在名词后边,表示时间、处所、范围:晚~。用在动词后边,表示开始、继续、趋向、完成:锁~。达到一定的程度或数量:~年纪。
上山趴洼	ʂaŋ5 sæ̃ pa2 va5	走山路。
上坡子	ʂaŋ5 pʰɤ2 tsɿ	由低向高去的坡。
上岗子	ʂaŋ5 kaŋ3 tsɿ	房屋或座位的主位方向。
上正时月	ʂaŋ5 tʂəŋ sɿ yɤ	指春节期间。
上九儿	ʂaŋ5 tɕiəu3 εr	农历正月初九。民俗之一,这天人们上街看热闹,有社火表演。
上房	ʂaŋ5 faŋ	院落里的正屋。②上到房子上面。
上粪	ʂaŋ5 fəŋ5	施肥。
上水	ʂaŋ5 ʂuei	供给生活、消防或工业生产用的清洁水的管道。
上头	ʂaŋ5 tʰəu	指孩子过于调皮:你惯娃娃惯得~咧!②指喝酒后头晕目眩的感觉:这个酒劲大得很,两盅子就~咧。
上板	ʂaŋ5 pæ̃3	哄骗某人:那是给人~着呢,你不咧信。
上心	ʂaŋ5 ɕiŋ	思考、考虑:我~这个事不好办。②ʂaŋ44ɕiŋ24用心:没想到你对学习还这么~。
上席	ʂaŋ5 ɕi	宴会桌上主宾的座位。
上灶	ʂaŋ5 tsɔu5	在集体食堂吃饭。
上往年	ʂaŋ5 vaŋ ȵiæ̃	指距今非常久远的年代。
上往年人	ʂaŋ5 vaŋ ȵiæ̃ ʐəŋ	指不合时宜却又很固执的人。
上家娃	ʂaŋ5 tɕia va	指爱听赞扬话、奉承话的人。
上下楼	ʂaŋ5 xa5 lu	上下两层的小楼。
上姑舅	ʂaŋ5 ku tɕiəu	外甥、外甥女对舅舅家族的称呼。
上前儿个	ʂaŋ5 tɕʰiæ̃ εr kɤ	前天之前的那一天。
上上个礼拜	ʂaŋ5 ʂaŋ5 kɤ li3 pεi	上个星期之前的一个星期。
禳	ʐaŋ	迷信的人向鬼神祈祷消除灾殃的活动:娃娃让鬼吓咧,赶紧给~一下。②用开玩笑的口吻讥讽某人:当咧官就认不得人咧,让我给好好~咧几句。《广韵·阳韵》:“汝阳切。除殃,祭也。”
禳治	ʐaŋ tʂʅ	同“禳①”
穰	ʐaŋ	虚弱:大病咧一场,身体~得很。
穰欠	ʐaŋ tɕʰiæ̃5	不好,差劲儿:他打篮球的技术还~着呢。
穰柴	ʐaŋ tsʰεi	指能够用来引火的柴草。
瓤口	ʐaŋ kʰəu	指西瓜成熟的程度:这个西瓜的~不行,还生着呢!
瓤皮子	ʐaŋ3 pʰi tsɿ	西北的一种风味小吃。制作时先将和好的面团儿放在适量的清水中反复搓洗,洗出其中所含的淀粉,将淀粉汁倒入特制的容器内上笼蒸熟即成。吃时,将成张的瓤皮子切成条状,浇上调料汁,冷食。
嚷仗	ʐaŋ3 tʂaŋ5	吵架。
壤踏	ʐaŋ3 tʰa	打搅,给别人添麻烦。
壤院子	ʐaŋ3 yæ̃5 tsɿ	向别人祝贺乔迁之喜。
让面	ʐaŋ5 miæ̃5	和面、发面。
刚	kaŋ2	只:大家俱都搬走咧,~剩下些零碎子咧。
钢钟锅	kaŋ tʂuŋ kuɤ	用细铝皮机制加工制成的锅。
咣	kaŋ	形容喝水很猛的样子:一进门就~咧一气子凉水。
钢	kaŋ3	磨、蹭:刀老咧,拿着磨石上~给几下。
钢臊	kaŋ3 sɔu5	不顾情面无休止地羞臊别人。
刚	kaŋ5	(性情)坚强、硬气:那是个~人一个,这一点困难就不算啥。
焵	kaŋ5	(烟、气)冒出或(尘土)扬起:快晌午咧,家家烟洞里~开烟咧。/赶紧烧,烧得~开大气咧就滚咧。/今儿在路上把人给~零干咧。
扛	kaŋ5	拖、拉、拽。~咧几米干脆~不动咧!
腔子	kʰaŋ tsɿ	胸脯、胸膛:为这事我是给人拍咧~的。/喝咧些白酒,~里连火着的一样。
扛	kʰaŋ	顶:再这个样子就~不住咧!②碰:把乜~咧一下乜还不愿意咧!
炕	kʰaŋ	火炕。②干烙:把馍馍放到锅里~干咧再吃。《说文》:“炕,干也。”③口渴:天热得很,把人给~死咧。
炕面子	kʰaŋ5 miæ̃5 tsɿ	用来砌火炕用的较大的方形土坯。
炕眼门	kʰaŋ5 ȵiæ̃ məŋ	火炕的门,通过它将燃料送入炕中。
炕墙子	kʰaŋ5 tɕʰiaŋ tsɿ	指灶台和火炕连在一起,中间砌的矮墙。炕桌子kʰaŋ44tʂuɤ21tsɿ21放在炕上的小桌,桌腿较短。
炕边子	kʰaŋ5 piæ̃ tsɿ	火炕靠边的地方。也说“炕边边”“炕沿子”。
夯口	xaŋ2 kʰəu3	难以开口:△棒槌剜牙呢——~得不得行。
巷巷子	xaŋ2 xaŋ tsɿ	小巷儿。
巷子	xaŋ2 tsɿ	小街道,常用于地名。
行子	xaŋ5 tsɿ	行:不行咧栽上两~树,不咧叫地闲着。
项圈子	xaŋ5 tɕʰyæ̃ tsɿ	项圈。在当地一般是指小孩子身体不好或认干亲的时候,由被认为是富贵之人或孩子的干爸干妈用项圈“拴”在孩子脖子上,以示吉利。
梁	liaŋ	条状的黄土山岗。常用作地名。
梁子	liaŋ tsɿ	隔阂、冤仇。
粮站	liaŋ tsæ̃5	粮店。
粮食柬柬	liaŋ ʂʅ tɕiæ̃3 tɕiæ̃	收割麦子等粮食作物时,边割边捆扎的小捆。
凉咧	liaŋ liε	受凉感冒。
凉粉	liaŋ fəŋ	一种风味食品。用土豆或扁豆的淀粉熬成稠糊,冷却后凝成块状,吃时切成细条,拌上醋、辣椒等佐料。
凉浆泡	liaŋ tɕiaŋ pʰɔu5	由于火伤或烫伤,在皮肤或黏膜的表面形成的水泡。
凉不欻欻	liaŋ pu tʂʰua tʂʰua	形容温度不够高、态度不够热情的状况。
两半个	liaŋ3 paŋ5 kɤ	两半儿:弄成~,一人一半儿。②两边儿:到~站下,不咧站着中间。
两面个	liaŋ3 miæ̃5 kɤ	两边儿。②(像一张纸的)两面。
两相好	liaŋ3 ɕiaŋ xɔu3	猜拳时数“二”。也说“哥俩好”、“二好好”等。
两点水	liaŋ2 tiæ̃3 ʂuei3	汉字偏旁名称,如“凉、冰、冲”等字的左边。
晾到干滩上	liaŋ5 tɔu5 kæ̃2 tʰæ̃2 ʂaŋ	撇在一边受冷落,无人理睬。
江米	tɕiaŋ2 mi3	糯米。
将凑	tɕiaŋ2 tsʰəu5	凑合。
浆水	tɕiaŋ2 ʂuei	蔬菜等经过发酵后过滤得到的液体,食用,味酸,可顶替食醋:割麦子恰,你给咱们渥上些~。②比喻某人说话酸腐气息重、话多:我还没说呢,你一下就~着没完咧。
浆水话	tɕiaŋ2 ʂuei3 xua5	比喻某人说话酸腐气息重、话多。
浆水面	tɕiaŋ2 ʂuei3 miæ̃5	一种汤面,用浆水代替食醋。
将前比后	tɕiaŋ2 tɕʰiæ̃ pi3 xəu5	用历史、现实中的人和事做例子规劝某人。
将	tɕiaŋ	刚:~回来坐下就喊着叫上班去呢。
将才	tɕiaŋ tsʰεi	刚才、刚刚。
讲究	tɕiaŋ3 tɕiəu	风俗习惯:你没问一下,乜们那搭有些啥~。匠工tɕiaŋ44kuŋ21指建筑行业中有一定技术的工人。
虹	tɕiaŋ5	彩虹:下罢过雨,东傍个出来咧一个~。
糨子	tɕiaŋ5 tsɿ	糨糊:△猫儿吃~呢——净在嘴上挖抓着呢。
犟板筋	tɕiaŋ5 pæ̃ tɕiŋ	指性格很倔、很犟的人。
犟倯	tɕiaŋ5 suŋ	同“犟板筋”。
犟嘴	tɕiaŋ5 tsuei3	顶嘴。
戗面风	tɕʰiaŋ2 miæ̃5 fəŋ	逆风、顶风。
墙帽	tɕʰiaŋ mɔu5	墙头上的装饰物,同时利于排水并保护墙体。墙洼tɕʰiaŋ24va44墙壁:△人活脸,树活皮,~活下一锨泥。
墙洼里	tɕʰiaŋ va5 ȵi	墙壁之上:~挂下张贤亮写下的一幅字。
墙拐拐	tɕʰiaŋ kuεi3 kuεi	墙拐角。
墙角角	tɕʰiaŋ tɕyɤ tɕyɤ	墙角。
藏猫猫猴儿	tɕʰiaŋ mɔu5 mɔu5 xəu r	捉迷藏:夏天黑咧正是耍~的时候。
娘儿	ȵiaŋ εr	姑姑。
娘母子	ȵiaŋ mu tsɿ	做母亲的:娃娃还没咋么呢,~嚎圆咧。
娘家人	ȵiaŋ tɕia ʐəŋ	已婚女子自己父母家的人。
娘母几个	ȵiaŋ mu tɕi3 kɤ	母亲和子女几个人:这一声把~给吓得劲大。
仰绊子	ȵiaŋ3 pæ̃ tsɿ	仰面朝天摔倒在地。
享应	ɕiaŋ2 iŋ	通常构成“动词+不~”,表虽得到但并不能真正享受:你叫他拿着去,他还是个拿不~。
香菜	ɕiaŋ2 tsʰεi5	芫荽。
香油	ɕiaŋ2 iəu	用芝麻榨的食用油。
香水梨	ɕiaŋ2 ʂuei3 li	同“化心梨”。
香包儿	ɕiaŋ2 pɔu r	香包,当地人在端午节时用丝线、碎绒布做的各式各样的挂在小孩胸前的小包,内装香草。
香饽饽	ɕiaŋ2 pɔu pɔu	形容受欢迎、被看重之人:你乜成咧领导的~咧么!
乡里	ɕiaŋ ȵi	乡下。
乡里人	ɕiaŋ ȵi ʐəŋ	乡下人。
乡里棒	ɕiaŋ ȵi paŋ5	对乡下人的蔑称。
相	ɕiaŋ	重点,关键:说来说去总算说到~上咧。②指望:你说这个事情有~吗没~?
相端	ɕiaŋ5 tuæ̃	观察:要好好~一下再作决定。②酌情处理:这个事情你看着~去。
相公	ɕiaŋ5 kuŋ	麻将用语。指某人比别人多拿或少拿牌,或者违反打牌规则,只能跟着打牌而不能和牌。
扬场	iaŋ tʂʰaŋ	把打下来的谷物、豆类等用机器、木锨等扬起,借风力吹掉壳和尘土,分离出干净的子粒。
扬意	iaŋ i5	不诚恳的、客套的、礼节性的邀请。
洋碱	iaŋ tɕiæ̃3	肥皂。
洋镐	iaŋ kɔu	鹤嘴镐的统称。
洋芋	iaŋ y5	马铃薯。
洋姜	iaŋ tɕiaŋ	菊芋。
洋火	iaŋ xuɤ3	火柴。
洋火匣匣	iaŋ xuɤ3 ɕia ɕia	火柴盒。
洋糖	iaŋ tʰaŋ	糖果。
洋瓷	iaŋ tsʰɿ	搪瓷。
洋蜡	iaŋ la	蜡烛。
洋灰	iaŋ xuei	水泥。
洋盘	iaŋ pʰæ̃	搪瓷盘子。
洋码号	iaŋ ma3 xɔu	阿拉伯数字。
洋气	iaŋ tɕʰi5	时尚。
洋暖	iaŋ nuæ̃3	指集中供热的暖气。
洋楼	iaŋ lu	对某人新的头发造型的谑称。
佯板	iaŋ pæ̃3	颠三倒四、神情恍惚。
佯昏子	iaŋ xuŋ tsɿ	疏忽大意、记性不好。
佯搭不睬	iaŋ ta pu tsʰεi3	装做没看见而不理睬。
羊棒子	iaŋ paŋ5 tsɿ	羊腿骨。
羊架子	iaŋ tɕia5 tsɿ	剔去肉的羊骨架。
羊羔子	iaŋ kɤ tsɿ	羊羔。
羊羔儿疯	iaŋ kɤ rfəŋ	癫痫。
羊肉泡馍	iaŋ ʐəu5 pʰɔu5 mɤ	传统风味小吃,将羊肉块或片清炖好,泡上饼子吃。
阳历	iaŋ li	公历。
阳历年	iaŋ li ȵiæ̃	元旦。
阳洼里	iaŋ va2 ȵi	山的阳面。②向阳处。
阳洼岗岗	iaŋ va kaŋ3 kaŋ	太阳一直能晒到的地方。
阳沟壕	iaŋ kəu xɔu	露天的排水沟。
阳寿	iaŋ ʂəu5	一种迷信的说法,指人在阳世间活的岁数。
仰窗	iaŋ3 tʂʰuaŋ	屋子里糊的顶棚。
养娃娃	iaŋ3 va va	生孩子。
瀁	iaŋ5	液体或粉状物装得太满而向外流、洒:车装得太满咧,~咧一路。《广韵·漾韵》:“余亮切。水溢荡貌。”
漾粪	iaŋ5 fəŋ5	将处理好的肥料均匀地撒到田里。
庄子	tʂuaŋ2 tsɿ	村庄。
桩	tʂuaŋ2	
装	tʂuaŋ2	
装	tʂuaŋ2	
庄客	tʂuaŋ2 kʰei	家中有红白喜事时,前来贺喜的同村的异姓宾客。
庄户人	tʂuaŋ2 xu5 ʐəŋ	农民。
装幌	tʂuaŋ2 xuaŋ2	装模作样。
装洋蒜	tʂuaŋ2 iaŋ suæ̃5	假装、伪装。
装孙子	tʂuaŋ2 suŋ2 tsɿ	假装不敢做某事或有意躲避。
奘	tʂuaŋ3	粗而大:这个树~得很,三个人都抱不过来。《广韵·漾韵》:“侧亮切。大也。”
壮	tʂuaŋ5	(动物)肥胖。
壮	tʂuaŋ5	把棉絮、荞麦皮或动物毛摊放在被子、棉衣、枕头里边:今年要给娃娃~个棉袄呢。《广韵·漾韵》:“侧亮切。行装。”
窗花	tʂʰuaŋ2 xua	剪纸的一种,常在过春节或有喜事时贴在窗户上用作装饰。
疮	tʂʰuaŋ2	通常指皮肤或黏膜上发生溃烂的疾病。
闯	tʂʰuaŋ	猛冲。②闯荡,历练。
撞	tʂʰuaŋ	碰撞(身体接触):谁又没~,咋自己跌倒咧?②碰到、碰见:刚出门就~上老张咧。
双身	ʂuaŋ2 ʂəŋ	怀孕。也说“大肚子”。
双虹	ʂuaŋ2 tɕiaŋ5	两道并列的彩虹。
霜降	ʂuaŋ2 tɕiaŋ	节气之一。
双眼层层	ʂuaŋ2 ȵiæ̃3 tsʰəŋ tsʰəŋ	双眼皮。
双立人	ʂuaŋ2 li ʐəŋ	汉字偏旁名称。如“征、行、街”等字的左边。
双下巴	ʂuaŋ2 xa5 pa	指下巴因肥胖而像有两重:过年把人给吃胖咧,都有咧~咧。
双旋儿	ʂuaŋ2 ɕyæ̃5 εr	指头发上有两处旋涡。
缩	ʂuaŋ	(人)手、脖子因寒冷、惧怕而缩进衣服:天冷得很,赶紧把手~进去。②身体向后退:往后~啥呢么,害怕咧?
光捻捻	kuaŋ2 ȵiæ̃3 ȵiæ̃	身上一丝不挂。
光唧唧	kuaŋ2 tɕi3 tɕi	光秃秃。②光滑。
光不拉唧	kuaŋ2 pu la tɕi	同“光唧唧”。
光阴	kuaŋ2 iŋ	时间:~过得快很!②生活、生计:娶个媳妇好好过~去!
光把连串	kuaŋ2 pa3 liæ̃ tʂʰuæ̃5	精光、一点儿都不剩余。
光串子	kuaŋ2 tʂʰuæ̃5 tsɿ	同“光把连串”。
