#漢字	音標	解釋#('wuu_th_shj_sz_ltc', '淸末蘇州話', '淸末蘇州', '#0000FF,#4D4D4D', None, None, '版本：2.0(2022-01-03)<br>來源：樛木整理自《一百年前的蘇州話》、《蘇州同音字彙1892》、《鄉音字類》<br>說明：加*的漢字表示[ʐ][dʐ]歸屬、陽上陽去歸屬缺乏直接資料，以區分這兩者的蘇州行政區劃內的方吳語爲基準。', '44 1 1a 陰平 ꜀,223 2 1b 陽平 ꜁,51 3 2a 陰上 ꜂,31 4 2b 陽上 ꜃,523 5 3a 陰去 ꜄,312 6 3b 陽去 ꜅,4 7 4a 陰入 ꜆,23 8 4b 陽入 ꜇')
踊	ioŋ3	
踏	dɑʔ8	
踏	daʔ8	
踐	tsiɛ5	
踐	tsiɛ5	～行
踐	ziɛ4	～踏
踐	ziɛ6	
踖	tsiəʔ7	
踘	tɕioʔ7	
踞	tɕy5	
踟	dʐʯ2	
踠	uø3	
踡	dʑiø2	
踢	tʰiəʔ7	
踧	tsʰoʔ7	
蹤	tsoŋ1	～跡
踰	ɦy2	
踱	doʔ8	
踴	ioŋ3	
踵	tʂoŋ3	
蹀	diəʔ8	
蹂	ʐ𐞢ʏ2	
蹄	di2	
蹇	tɕiɛ3	
蹇	tɕʰiɛ3	
蹈	dæ6	
蹉	tsʰᵊu1	～商
蹊	ɦi2	
蹋	tʰɑʔ7	
蹌	tsʰiã1	
蹎	diɛ2	
蹏	di2	
蹐	tsiəʔ7	
蹕	piəʔ7	
蹙	tsʰoʔ7	
蹜	ʂoʔ7	
蹠	tʂəʔ7	
蹡	tsʰiã1	
蹢	tiəʔ7	
蹤	tsoŋ1	
蹦	poŋ5	～上去
蹧	tsæ1	
蹩	pʰiəʔ7	
蹩	biəʔ8	～腳
蹭	dzən6	
蹭	zən2	
蹲	zən2	
蹴	tsʰoʔ7	
蹶	tɕyəʔ7	竭～
蹺	tɕʰiæ1	～腳
躁	tsʰæ5	
躁	tsæ5	暴～
躂	tʰaʔ7	蹧～，同“糟蹋”
躄	pʰiəʔ7	
躅	dʐoʔ8	
躇	tʂʯ1	
躇	dʐʯ2	
躇	dʐ𐞢ʏ2	
躉	tən3	一～當買下來
躊	dʐ𐞢ʏ2	
躋	tsi1	
躍	iɑʔ7	踴～
躐	liəʔ8	
躑	dʐəʔ8	
躓	tʂʯ5	
躕	dʐʯ2	
躚	siɛ1	
躡	ȵiəʔ8	
躩	tɕioʔ7	
躪	liən6	《字彙補》：同“藺”
身	ʂən1	
躬	koŋ1	鞠～
躭	tɛ1	～擱
躲	tᵊu3	～避
躺	tʰɑ̃3	
軀	tɕʰy1	身～
車	tɕy1	
車	tsʰo1	白讀：～水
軋	ɡɑʔ8	
軋	ɡaʔ8	～棉花
軋	tsaʔ7	
軌	kuᴇ3	火車出～
軍	tɕyən1	
軏	ɦyəʔ8	
軒	ɕiɛ1	翻～
軔	ʐən6	
軛	ŋəʔ8	
軝	dʑi2	
軟	ʐø4	
軟	ŋø4	欺硬弗欺～
軨	liɪn2	
軫	tʂən3	
軸	dʐoʔ8=	(書)
軸	dʑioʔ8	～子
軹	tʂʯ3	
軺	diæ2	
軻	kʰᵊu1	
軼	ɦiəʔ8	
軾	ʂəʔ7	
軿	biɛ4	
輀	əl2	
輂	tɕioʔ7	
較	tɕiæ5	比～
輅	lᵊu6	
輈	tʂ𐞢ʏ1	
輈	ts𐞢ʏ1	
載	tsᴇ3	
載	tsᴇ5	
輊	tʂʯ5	
輒	tʂʰəʔ7	動～得咎
輔	fv̩3	
輕	tɕʰiɪn1	～重
輖	tʂ𐞢ʏ1	
輗	ȵi2	
輛	liã6	
輜	tsɿ1	
輝	huᴇ1	光～
輟	tʂʰəʔ7	
輥	kʰuən3	
輥	kuən3	～繡球
輦	ȵiɛ4	
輩	pᴇ5	
輪	lən2	～盤
輭	ʐø4	
輭	ŋø4	
輯	tsʰiəʔ7	
輳	tsʰ𐞢ʏ5	
輴	dən4	
輶	ɦiʏ2	
輸	ʂʯ1	～赢
輻	foʔ7	
輾	tʂø3	～轉
輿	ɦy2	
轂	koʔ7	
轄	ɦiaʔ8	
轅	ɦiø2	～門
轆	loʔ8	～轤
轇	tɕiʏ1	
轉	tʂø3	團團～
轉	tʂø5	
轊	ɦuᴇ6	
轍	tʂʰəʔ7	覆～
轎	dʑiæ6	
轔	liən2	
轕	kəʔ7	
轖	səʔ7	
轗	ɦø6	
轘	ɦuɛ2	
轞	tɕʰiɛ3	
轟	hoŋ1	～隆～隆
轡	pʰi5	
轤	lᵊu2	
辛	siən5	
辛	siən1	
辜	kᵊu1	～負
辟	pʰiəʔ7	
辟	piəʔ7	
辠	zᴇ4	
辣	lɑʔ8	
辣	laʔ8	～火
辤	zɿ2	
辥	siəʔ7	
辦	bɛ6	
辨	biɛ6	
辭	dzɿ2	
辭	zɿ2	
辮	biɛ6	
辯	biɛ6	
辰	ʐən2	
辱	ʐoʔ8	羞～
農	noŋ2	～會
辴	tʂʰø3	
迂	y1	
迄	tɕʰiəʔ7	
迅	siɪn5	
迅	siən5	
迆	ɦi2	
迎	ȵiɪn2	
近	dʑiən6	
近	dʑiən4	
返	fɛ3	
迢	diæ2	
迥	tɕioŋ3	
迦	dʑiɑ2	
迨	dᴇ6	
迨	dᴇ4	
迪	diəʔ8	
迫	pəʔ7	強～
迭	diəʔ8	
迮	tsaʔ7	
述	dʐəʔ8	
迴	ɦuᴇ2	
迷	mi2	
迸	pã5	～坼
迸	piən5	
迹	tsiəʔ7	
追	tsᴇ1	
退	tʰᴇ5	
送	soŋ5	
适	kuaʔ7	
逃	dæ2	～走
逄	bɑ̃2	
逅	k𐞢ʏ5	
逆	ȵiəʔ8	
逋	bu2	
逍	siæ1	～遥
透	tʰ𐞢ʏ5	～澈
逐	dʐoʔ8	追～
途	dᵊu2	
逕	tɕiɪn5	
逖	tʰiəʔ7	
逗	tʰ𐞢ʏ5	～留不進。據《集韻》：他候切
逗	d𐞢ʏ6	
這	tʂəʔ7	～個
通	tʰoŋ1	
逝	ʐʯ6	
逞	tʂʰən3	
逞	tʂʰən5	～意
速	soʔ7	迅～
造	dzæ6	
造	zæ4	
逡	tsiɪn1	
逢	voŋ2	
逢	boŋ2	
連	liɛ2	打～廂
逭	ɦuɛ4	
逮	dᴇ6	
逮	dᴇ4	
逰	ɦiʏ2	
週	tʂ𐞢ʏ1	一～
進	tsiən5	
逵	ɡuᴇ2	
逶	uᴇ1	
逸	ɦiəʔ8	
逹	daʔ8	
逼	piəʔ7	
逾	ɦy2	
遁	dən6	
遂	dzᴇ6	
遂	zᴇ6	
遄	dʐø2	
遇	ȵy6	
遊	ɦiʏ2	
運	ɦyən6	～動
遍	piɛ5	
過	kᵊu5	
遏	əʔ7	
遐	io1	
遑	ɦuɑ̃2	
遒	z𐞢ʏ2	
道	dæ6	
道	dæ4	
達	dɑʔ8	
違	ɦuᴇ2	～背
遘	k𐞢ʏ5	
遙	ɦiæ2	
遛	l𐞢ʏ1	～狗
遜	sən5	
遝	dəʔ8	
遞	di6	
遠	ɦiø4	～水弗救近火
遢	tʰɑʔ7	
遢	tʰaʔ7	
遣	tɕʰiɛ3	～散
遥	ɦiæ2	
遨	ŋæ2	～遊
適	ʂəʔ7	～意
遭	tsæ1	
遮	tʂɑ1=	(書)
遮	tso1	～蓋
遯	dən6	
遲	dʐʯ2	
遴	liən6	
遵	tsən1	～命
遶	ʐæ4	圍～
遷	tsʰiɛ1	～移
選	siɛ3	～擧
遹	ɦyəʔ8	
遺	ɦi2	～產
遼	liæ2	
遽	tɕy5	
避	bi6	
邀	iæ1	
還	ɦuɛ2	討～
邅	tʂø1	
邇	əl4	
邈	moʔ8	
邊	piɛ1	
邋	laʔ8	～遢頭
邑	iəʔ7	
邕	ioŋ1	
邗	ɦø2	
邙	mɑ̃2	
邛	dʑioŋ2	
邠	piɪn1	
邢	ɦiɪn2	
那	nᵊu4	
那	nɑ3	陰陽調可能存疑
邦	pɑ̃1	
邨	tsʰən1	
邪	dziɑ2	
邪	ziɑ2	總覅走～路
邪	ziɑ2	
邰	tʰᴇ1	
邱	tɕʰiʏ1	虎～山
邲	pi5	
邳	pʰᴇ1	
邴	piɪn3	
邵	dʐæ6	
邸	ti3	
邾	tʂʯ1	
郁	ioʔ7	姓
郄	tɕʰiəʔ7	
郄	tɕʰiɑʔ7	
郇	siɪn1	
郈	k𐞢ʏ3	
郊	tɕiæ1	
郎	lɑ̃2	～中
郗	tʂʰʯ1	
郗	si1	
郛	fv̩1	
郜	kæ5	
郝	hoʔ7	
郟	kaʔ7	姓
郟	tɕiaʔ7	
郡	dʑyən6	吳～
郢	iɪn3	
郤	tɕʰiɑʔ7	
部	bu4	
郫	bi2	
郭	kuoʔ7	姓
郭	koʔ7	另讀。該時期uoʔ正併入oʔ
郯	dɛ2	
郰	ts𐞢ʏ1	
郵	ɦiʏ2	～務局
都	tᵊu1	
鄂	ŋoʔ8	
鄅	tɕy3	
鄆	ɦyən6	
鄉	ɕiã1	～村
鄏	ʐoʔ8	
鄒	ts𐞢ʏ1	姓
鄔	ᵊu1	
鄔	ᵊu3	
鄘	ɦioŋ2	
鄙	pi1	
鄜	fv̩1	
鄞	ȵiɪn2	
鄞	ȵiən2	
鄠	ɦᵊu4	
鄧	dən6	姓
鄭	dʐən6	姓；～重其事
鄰	liən2	家弗和防～欺。～弗和防外難。
鄱	bu2	
鄲	tɛ1	
鄶	kuᴇ5	
鄹	ts𐞢ʏ1	
酇	tsɛ5	
酆	foŋ1	
酈	liəʔ8	
酉	iʏ3	
酉	ɦiʏ4	
酊	tiɪn3	
酋	z𐞢ʏ2	
酌	tʂɑʔ7	我搭倷斟～斟～阿有啥個好法子
配	pʰᴇ5	分～
酎	dʐ𐞢ʏ6	
酏	ɦi2	
酒	ts𐞢ʏ3	
酖	dʐən6	
酡	dᵊu2	
酢	zoʔ8	
酣	hø1	～卧
酤	kᵊu1	
酥	sᵊu1	
酩	miɪn3	
酪	loʔ8	
酬	dʐ𐞢ʏ2	～謝。本音
酬	dʐ𐞢ʏ4	
酲	dʐən2	
酴	dᵊu2	
酵	kæ5	白讀：發～
酷	kʰoʔ7	～虐
酸	sø1	
酹	lᴇ6	
酺	bu2	
醁	loʔ8	
醃	iᴇ1	～豬肉
醃	iɛ1	
醅	bᴇ2	
醆	tsɛ3	
醉	tsᴇ5	吃～
醊	tʂʰəʔ7	
醋	tsʰᵊu5	酸～
醐	ɦᵊu2	
醑	si3	
醒	siɪn3	
醙	s𐞢ʏ3	
醜	tʂʰ𐞢ʏ3	出～
醞	yən5	
醡	tso5	
醢	hɛ3	
醩	tsæ1	
醪	læ2	
醫	i1	
醬	tsiã5	～園
醮	tsiæ5	
醯	ɕi1	
醰	dø2	
醲	ȵioŋ2	
醴	li4	
醵	dʑy2	
醵	dʑiɑʔ8	
醺	ɕyən1	醉～～
醼	iɛ5	
醽	liɪn2	
醿	mi2	
釀	ȵiã6	酒～
釁	ɕiɪn5	～隙
釃	sɑ1	～酒
采	tsʰᴇ3	
釋	ʂəʔ7	解～
里	li4	
重	dʐoŋ2*	～疊
重	dʐoŋ6	輕～
野	ɦiᴇ4	
野	ɦiɑ4	白讀：荒山～裡
野	iɑ3	
量	liã4	
量	liã2	丈～
量	liã6	本音
釐	li2	
金	tɕiən1	姓
釗	tʂæ5	
釘	tiɪn1	眼中～
釘	tiɪn1	
釜	fv̩3	
針	tʂən1	～線
釣	tiæ5	～魚
釦	kʰ𐞢ʏ3	鈕～
釧	tʂʰø5	
釬	ø5	聲調據《廣韻》類推而得
釭	kɑ̃1	
釵	tsʰɑ1	
釵	tsʰᴇ1	
鈇	fv̩1	
鈍	dən6	
鈐	dʑiɛ2	
鈔	tsʰæ5	～票
鈔	tsʰæ1	又音
鈕	ȵiʏ4	～頭
鈞	tɕyən1	
鈴	liɪn2	
鈸	bəʔ8	
鈿	diɛ2	
鉅	dʑy4	
鉉	ȵiø4	
鉋	bæ6	
鉛	kʰɛ1	～子
鉛	tɕʰiɛ1=	
鉞	ɦyəʔ8	
鉢	pəʔ7	
鉤	k𐞢ʏ1	
鉦	tʂən1	
鉶	ɦiɪn2	
銀	ȵiɪn2	
銃	tʂʰoŋ5	
銅	doŋ2	～鈿
銊	ɦyəʔ8	
銎	tɕʰioŋ1	
銓	tsʰiɛ1	
銕	tʰiəʔ7	
銖	tʂʯ1	
銗	ɦiɑ̃2	
銘	miɪn2	
銚	tiæ5	～子
銚	tʰiæ1	
銛	siɛ1	
銛	tʰiɛ3	～開鎖
銜	ɦɛ2	燕子～泥做窩
銜	ɦiɛ2	
銲	kø5	同“焊”
銳	sᴇ5	
銷	siæ1	～路
銹	s𐞢ʏ5	鐵～
銻	di2	
銼	tsʰᵊu5	
鋂	mᴇ2	
鋆	tɕyən1	
鋈	oʔ7	
鋋	diɛ2	
鋏	tɕiaʔ7	
鋐	ɦoŋ2	
鋒	foŋ1	
鋤	dzᵊu2	
鋤	zᵊu2	
鋦	tɕy5	
鋩	mɑ̃2	鋒～
鋸	kᴇ5	～子。聲調類推
鋸	tɕy5	～子，即木匠用个“鋸[kᴇ]子”
鋼	kɑ̃1	～刀
錄	loʔ8	“録”的旧字型
錍	bi2	
錐	tsᴇ1	
錘	zᴇ2	
錙	tsɿ1	
錚	tsən1	
錠	diɪn6	銀～
錡	tɕʰi3	
錢	dziɛ2	
錢	ziɛ2	姓
錦	tɕiən3	
錧	kuø3	
錨	mæ2	拋～
錫	siəʔ7	無～
錮	kᵊu5	
錯	tsʰᵊu5	
錯	tsʰo5	～誤
錯	tsʰoʔ7	山珍海～
録	loʔ8	
錶	piæ1	手～
鍇	tɕʰiɑ3	
鍊	liɛ6	
鍋	kᵊu1	砂～
鍍	dᵊu6	～金
鍔	ŋoʔ8	
鍘	dzɑʔ8	
鍛	tø5	～煉
鍛	dø6	
鍠	ɦuɑ̃2	
鍤	tsʰɑʔ7	
鍤	tsʰaʔ7	
鍪	m𐞢ʏ2	
鍬	tsʰ𐞢ʏ1	
鍰	ɦiø2	
鍵	dʑiɛ2	
鍵	dʑiɛ4	
鍼	tʂən1	
鍾	tʂoŋ1	姓
鎉	taʔ7	～鈕
鎔	ɦioŋ2	～化
鎖	sᵊu3	
鎗	tsʰiã1	～手
鎚	zᴇ2	
鎛	poʔ7	
鎧	kʰᴇ3	
鎩	sᴇ5	
鎪	s𐞢ʏ1	
鎬	ɦæ4	
鎭	tʂən5	
鎮	tʂən5	
鎰	iəʔ7	
鏃	ziɛ6	螺螄～。疑爲“鏇”
鏃	tsʰoʔ7	
鏈	liɛ6	～條
鏐	l𐞢ʏ2	
鏑	tsəʔ7	
鏖	æ1	
鏘	tsʰiã1	
鏚	tsʰiəʔ7	
鏞	ɦioŋ2	
鏟	tsʰɛ3	～刀
鏡	tɕiɪn5	
鏢	piæ1	保～
鏤	l𐞢ʏ4	
鏦	tsɑ̃1	
鏨	zɛ6	
鏹	tɕiã3	本音。《廣韻》：居兩切
鏹	tɕʰiã3	～水
鏻	liən2	
鐃	næ2	
鐋	tʰɑ̃1	
鐋	tʰɑ̃3	
鐎	tsiæ1	
鐐	liæ2	
鐘	tʂoŋ1	做一日和尚撞一日～
鐙	tən5	
鐫	tsiɛ1	
鐮	liɛ2	～刀
鐲	dʐoʔ8	
鐵	tʰiəʔ7	～匠
鐶	ɦuɛ2	
鐸	doʔ8	
鐺	tɑ̃1	
鑄	tʂʯ5	
鑊	ɦuoʔ8	～子
鑊	ɦoʔ8	
鑑	kɛ5	
鑑	tɕiɛ5	
鑒	tɕiɛ5	
鑕	tʂəʔ7	
鑛	kʰuɑ̃3	～工
鑠	ʂɑʔ7	
鑢	li6	
鑣	piæ1	
鑤	bæ6	推～
鑪	lᵊu2	
鑫	ɕiən1	
鑰	ɦiɑʔ8	～匙
鑱	dzɛ2	
鑱	zɛ2	
鑲	siã1	
鑷	ȵiəʔ8	夾～子
鑼	lᵊu2	
鑽	tsø1	
鑽	tsø5	扶～～眼
鑾	lø2	
鑿	dzoʔ8	斧頭吃～子，～子吃木頭
鑿	zoʔ8	斧頭吃～子，～子吃木頭
钂	tʰɑ̃1	
鉤	k𐞢ʏ1	
鎡	tsɿ1	
鏇	ziɛ6	
鐶	ɡuɛ2	
長	tʂã3	～輩
長	dʐã2	
門	mən2	
閂	ʂø1	門～
閃	ʂø3	
閆	ȵiɛ2	
閈	ɦø6	
閉	pi5	
開	kʰᴇ1	
閎	ɦoŋ2	
閏	ɦyən6	白讀
閏	ʐən6	
閑	ɦɛ2	
閑	ɦiɛ2	
閒	ɦɛ2	～空
閒	ɦiɛ2	～空
間	kɛ1	房子五～
間	tɕiɛ1	
間	tɕiɛ5	
閔	miɪn4	姓。
閘	zaʔ8	老蟲～
閟	pi5	
閡	ɦᴇ6	
閣	koʔ7	～樓
閥	vɑʔ8	
閥	vaʔ8	軍～
閧	ɦoŋ6	
閨	kuᴇ1	～閣
閩	miɪn2	
閫	kʰuən3	
閬	lɑ̃6	
閭	li2	
閱	ɦyəʔ8	～報室
閶	tʂʰã1	
閶	tsʰɑ̃1	白讀：～門
閹	iɛ1	
閻	ȵiɛ2	
閼	əʔ7	
閽	huən1	
閾	ɦyəʔ8	
闃	ɕyəʔ7	
闇	ɛ3=	(書)
闈	ɦuᴇ2	
闉	iɪn1	
闊	kʰuəʔ7	
闋	tɕʰyəʔ7	
闌	lɛ2	
闍	tᵊu1	
闐	diɛ2	
闑	ȵiəʔ8	
闓	kʰᴇ3	
闔	ɦəʔ8	
闕	tɕʰyəʔ7	
闖	tʂʰɑ̃5	
闗	kuɛ1	
闚	kʰuᴇ1	
關	kuɛ1	姓
闞	hɛ3	
闞	kʰø5	
闠	ɡuᴇ6	
闡	tʂʰø3	
闢	pʰiəʔ7	
闤	ɡuɛ2	
闤	ɦuɛ2	
闥	tʰaʔ7	
闥	daʔ8	疑非本字
阜	v𐞢ʏ6	
阜	v𐞢ʏ4	
阞	ləʔ8	
阡	tsʰiɛ1	南～北陌
阧	t𐞢ʏ3	
阨	ŋəʔ8	
阪	fɛ3	
阪	pɛ3	
阬	kʰən1	
阮	ȵiø4	
阱	ziɪn6	
阱	tsiɪn3	非本音。聲調據韻書類推
防	bɑ̃2	
阻	tsᵊu3	險～
阿	ᵊu1	～膠
阿	aʔ7	白讀：～對个
陀	dᵊu2	
陂	pʰu1	
附	fv̩5	
附	vv̩6	
陸	loʔ8	
陋	l𐞢ʏ6	
陌	mɑʔ8	～生人
陌	məʔ8	
降	ɦɑ̃2	投～
降	tɕiɑ̃5=	(書)
降	kɑ̃5	白讀
限	ɦɛ6	
限	ɦiɛ4=	
限	ɦiɛ6=	
陔	kᴇ1	
陘	ɦiɪn2	
陛	bi6	
陝	ʂø3	～西
陞	ʂən1	
陟	dʐəʔ8	
陡	t𐞢ʏ3	
院	ɦiø6	
陣	dʐən2	
陣	dʐən6	戰～
除	dʐʯ2	
陪	bᴇ2	
陬	ts𐞢ʏ1	
陰	iən1	
陲	zᴇ2	
陳	dʐən2	姓
陴	bi2	
陵	liɪn2	
陶	dæ2	姓
陷	ɦiɛ6	
陸	loʔ8	姓
陽	ɦiã2	
陾	dʐən2	
隄	di2	
隅	ȵy2	
隆	loŋ2	
隈	uᴇ1	
隉	ȵiəʔ8	
隊	dᴇ4	本音陽去
隋	dzᴇ2	
隋	zᴇ2	～朝
隍	ɦuɑ̃2	城～
階	kɑ1	白讀：～沿
階	tɕiɑ1	
隔	kaʔ7	白讀：隔～
隔	kɑʔ7	白讀：～一層
隔	kəʔ7	
隕	yən3	
隕	yən5	
隗	kuᴇ1	
隘	iɑ5	
隙	tɕʰiəʔ7	
際	tsi5	
障	tʂã5	～礙
障	tsɑ̃5	
隤	dᴇ2	
隧	zᴇ6	
隨	zᴇ2	
隩	æ5	
險	ɕiɛ3	
隮	tsi1	
隰	ziəʔ8	
隱	iən3	
隲	tʂəʔ7	
隴	loŋ4	
隸	di6	
隹	tsᴇ1	
隻	tsɑʔ7	
隻	tsəʔ7	
隼	siɪn3	
雀	tsiɑʔ7	麻～
雀	tsʰiɑʔ7	
雁	ŋɛ6	
雄	ɦioŋ2	英～
雅	nɡo2	
雅	iɑ3	
集	ziəʔ8	
雉	dʐʯ6	
雊	k𐞢ʏ5	
雋	tsiɪn5	
雌	tsʰɿ1	～雄
雍	ioŋ1	
雎	tsi1	
雒	loʔ8	
雕	tiæ1	～刻
雖	sᴇ1	漢字～是難識，但是會拼仔音，就容易識哉
雘	ɦoʔ8	
雙	ʂɑ̃1	
雜	dzəʔ8	
雜	zəʔ8	～貨店
雝	ioŋ1	
雞	tɕi1	～啼
離	li2	
難	nɛ2	
雨	ɦy4	
雨	y3	
雩	y1	
雪	siəʔ7	
雯	vən2	
雰	fən1	
雱	bɑ̃2	
雲	ɦyən2	
零	liɪn2	～頭
雷	lᴇ2	～響
雹	bɑ2	冰～。聲調類推
雹	boʔ8	
電	diɛ6	～報
需	si1	～要
霂	moʔ8	
霄	siæ1	
霅	saʔ7	
霆	diɪn2	雷～
震	tʂən5	
霈	pʰᴇ5	
霉	mᴇ2	
霋	tsʰi1	
霍	hoʔ7	～亂吐瀉
霎	saʔ7	一～
霏	fi1	
霑	tʂø1	
霓	ȵi2	
霖	liɪn2	
霙	iɪn1	
霜	ʂɑ̃1	～降
霞	io1	雲～
霢	məʔ8	
霤	l𐞢ʏ6	
霧	vv̩6	
霰	siɛ5	
霱	ɦyəʔ8	
露	lᵊu6	～水
霳	loŋ2	
霶	bɑ̃2	
霸	po5	
霹	pʰiəʔ7	～靂
霽	tsi5	
霾	mᴇ2	
靂	liəʔ8	
靄	ᴇ3	
靆	dᴇ6	
靈	liɪn2	
靉	ᴇ3	
靊	foŋ1	
青	tsʰiɪn1	
靖	ziɪn6	
靖	ziɪn4	安～
靜	ziɪn4	
靛	diɛ6	～青
靜	dziɪn6	
非	fi1	～洲
靠	kʰæ5	～天吃飯箇句說話，是～弗住个
靡	mi4	
靡	mi2	
面	miɛ6	～孔
靧	huᴇ5	
革	kɑʔ7	
革	kəʔ7	～命
靳	dʑiən4	
靴	ɕiu1	釘～
靶	po3	打～
靷	iən3	
鞂	tɕiəʔ7	
鞃	ɦoŋ2	
鞅	ɦiã4	
鞋	ɦɑ2	白讀：草～
鞌	ø1	～轡
鞍	ø1	
鞏	koŋ3	
鞘	siæ5	刀出～
鞟	kʰuoʔ7	
鞠	tɕioʔ7	～躬
鞦	tsʰ𐞢ʏ1	～韆
鞫	tɕioʔ7	
鞭	piɛ1	～子
鞮	di2	
鞶	bø2	
鞿	tɕi1	
韁	tɕiã1	
韆	tsʰiɛ1	
韉	tsiɛ1	秧～
韋	ɦuᴇ2	姓
韌	ʐən6	
韌	ȵiən6	堅～
韍	fəʔ7	
韎	mᴇ6	
韐	kəʔ7	
韓	ɦø2	姓
韙	uᴇ3	
韜	tʰæ1	
韝	k𐞢ʏ1	
韞	yən5	
韠	piəʔ7	
韡	uᴇ3	
韭	tɕiʏ3	～菜
韱	tsʰiɛ1	
音	iən1	
韶	ʐæ2	
韺	iɪn1	
韻	ɦyən6	
響	ɕiã3	
頀	ɦᵊu6	
頁	ɦiəʔ8	册～
頂	tiɪn3	
頃	tɕʰiɪn3	～刻
項	ɦɑ̃4	姓
項	ɦɑ̃6	
順	ʐən6	
須	si1	
頊	ɕioʔ7	
頌	dzoŋ6	
頌	zoŋ2	
頍	kuᴇ3	
頎	dʑi2	
頏	ɦɑ̃2	
預	ɦy6	～先
頑	ŋuɛ2	～皮
頑	vɛ2	
頑	ɦuɛ2	
頓	tən5	
頖	pʰø5	
頗	pʰu3	
領	liɪn2	～頭
領	liɪn4	～頭
頞	əʔ7	
頡	ɦiəʔ8	
頤	ɦi2	
頤	tsiəʔ7	
頦	ɡᴇ2	
頧	tᴇ1	
頭	d𐞢ʏ2	
頮	huᴇ5	
頰	tɕiaʔ7	
頷	ɦø6	
頸	tɕiɪn3	頭～
頻	biɪn2	
頽	dᴇ2	
顆	kʰᵊu1	
顆	kʰᵊu3	
顇	zᴇ6	
顋	sᴇ1	
題	di2	～目
額	ŋəʔ8	
額	ŋɑʔ8	白讀：～角頭
顏	ŋɛ2	
顏	ɦiɛ2	姓
顒	ɦioŋ2	
顓	tʂø1	
願	ȵiø6	情～
顙	sɑ̃3	
類	lᴇ6	
顢	mø2	
顣	tsʰoʔ7	
顥	ɦæ4	
顦	ziæ2	
顧	kᵊu5	姓
顯	ɕiɛ3	
顰	biɪn2	
顱	lᵊu2	
顴	dʑiø2	～骨
項	ɦiɑ̃2	
風	foŋ1	
颭	tiɛ3	
颯	səʔ7	
颳	kuɑʔ7	
颶	dʑy6	～風
颸	sɿ1	
颺	tʂʰã1	
颺	ɦiã2	
颺	ɦiã6	
颻	ɦiæ2	
颼	s𐞢ʏ1	
颿	vɛ2	
飀	l𐞢ʏ2	
飄	pʰiæ1	
飆	piæ1	
飛	fi1	
食	ʐəʔ8	火～，每日的飯食，熟食
飢	tɕi1	～餓
飤	zɿ6	
飥	tʰoʔ7	
飦	tʂø1	
飧	sən1	
飩	dən2	餛～
飪	ʐən2	
飫	y5	
飭	tʂʰəʔ7	
飯	vɛ6	
飱	tsʰø1	疑爲“餐”
飲	iən3	
飴	ɦi2	
飼	zɿ6	
飽	pæ3	
飾	ʂəʔ7	
餂	tʰiɛ3	
餃	tɕiæ5	水～子。據《廣韻》：居效切
餅	piɪn3	～乾
餈	zɿ2	
餉	ɕiã3	
餉	ɕiã5	軍～
養	ɦiã4	～育
養	ɦiã6	供～
餌	əl6	
餐	tsʰø1	
餒	nᴇ2	
餓	ŋᵊu6	
餔	bu2	
餕	tsiɪn5	
餖	d𐞢ʏ6	
餗	soʔ7	
餘	ɦy2	
餙	ʂəʔ7	
餛	ɦuən2	～飩
餧	nᴇ2	
館	kuø3	
餪	nø4	～房
餬	ɦᵊu2	
餮	tʰiəʔ7	
餱	ɦ𐞢ʏ2	
餲	ᴇ3	
餳	ziɪn2	～糖
餴	fən1	
餹	dɑ̃2	白～
餻	kæ1	
餼	ɕi5	
餿	s𐞢ʏ1	～粥～飯
饁	ɦiəʔ8	
饅	mø2	～頭
饈	s𐞢ʏ1	
饉	dʑiɪn6	
饋	ɡuᴇ6	
饋	ɡuᴇ6	～送
饌	dzɛ6	
饌	zɛ4	
饌	zɛ6	
饎	tʂʯ5	
饐	i5	
饑	tɕi1	
饒	ʐæ2	
饒	ȵiæ2	白讀：弗～讓
饔	ioŋ1	
饕	tʰæ1	
饗	ɕiã3	
饘	tʂø1	
饙	fən1	
饛	moŋ2	
饜	iɛ5	
饞	zɛ2	
饞	zᴇ2	
饟	ɕiã5	
首	ʂ𐞢ʏ3	
馘	kuəʔ7	
香	ɕiã1	
馚	fən1	～馧，香氣
馥	foʔ7	
馨	ɕiɪn1	～香
馬	mo4	好～不吃回頭草
馭	ȵy6	
馮	voŋ2	姓
馳	dʐʯ2	
馴	ziɪn2	
馵	tʂʯ5	
馹	ʐəʔ8	
駁	poʔ7	
駉	tɕioŋ1	
駌	iø1	
駐	tʂʯ5	
駑	nᵊu2	
駒	tɕy1	
駓	pʰᴇ1	
駕	tɕiɑ5	文讀：～駛員
駕	kɑ5	白讀
駘	tʰᴇ1	
駙	vv̩6	
駛	sɿ3	
駝	dᵊu2	
駟	sɿ5	
駢	biɛ4	
駪	siɪn1	
駬	əl4	
駭	ɕiᴇ3=	(書)驚～
駭	ho3	
駮	poʔ7	～船
駰	iɪn1	
駱	loʔ8	姓
駸	tsiɪn1	
駿	tsiɪn5	
騁	tʂʰən5	
騂	siɪn1	
騄	loʔ8	
騅	tsᴇ1	
騋	lᴇ2	
騌	tʂoŋ1	
騎	dʑi2	～馬
騏	dʑi2	
騐	ȵiɛ6	
騑	fi1	
騖	vv̩6	
