#漢字	音標	解釋
㓤	kʰiak7	【替字】生氣。~氣走，悻悻地離開。
鑱	tsʰam2	
鑲	sioŋ1	
鑴	hi1	
鑵	kuon5	
鑷	niap7	
鑼	lo2	
鑽	son5	
鑽	tson1	
鑽	tson5	
鑾	lan2	
鑿	tsʰok8	
钁	kʰiok7	
長	tʃoŋ3	
長	tʃʰoŋ2	
長	tsʰoŋ2	
門	mun2	
閂	tsʰon1	
閃	ʃam3	
閃	ʃam5	
閆	iam2	
閇	pi5	
閉	pi5	
開	hoi1	
開	kʰoi1	
閌	kʰoŋ5	
閎	fen2	
閏	iun5	
閑	han2	
閒	han2	
間	kian1	
間	kian5	
閔	men1	
閕	ha2	
閗	teu5	
閘	ap7	
閘	ʃan5	
閙	nau5	
閟	pi5	
閡	ŋoi3	
關	kuan1	
閣	kok7	
閤	hap8	
閥	fat8	
閧	fuŋ5	
閨	kui1	
閩	men2	
閩	min2	
閫	kʰun5	
閬	loŋ5	
閭	li1	
閱	iat8	
閵	nin5	
閶	tʃʰoŋ1	
閹	iam1	
閻	iam2	
閽	fun1	
閾	vet7	
闃	kʰiet7	
闇	am5	閉合。~豆苗，蓋住豆苗以生芽。~窯，關上口子使窯悶熱。
闈	vi2	
闈	vui2	
闊	fat7	
闊	kʰuat7	
闊	kuat7	
闋	kʰiet7	
闌	lan2	
闍	tu1	
闐	tʰien2	
闑	ȵet7	
闒	tʰap7	
闓	kʰoi3	
闔	hap8	①關。雙~門，雙開門。②所有。~城博學，城裏所有學者。
闕	kʰiet7	
闖	tsʰoŋ5	
闗	kuan1	
關	kuan1	
闞	kʰam3	
闟	hip7	
闠	kʰui5	
闡	ʃan5	
闢	pʰit7	
闤	fan2	
闥	tat7	
阜	feu5	
阞	lit8	
阢	ŋut7	
阧	teu3	
阨	ak7	
阪	fan3	
阬	haŋ1	
阬	kaŋ1	
阯	tʃɿ3	
阱	tsiaŋ3	
防	foŋ2	
阸	ak7	
阹	kʰi1	
阻	tsɿ3	
阼	tsʰɿ5	
阽	tiam5	
阿	a1	
阿	a5	【替字】本字爲「下」，到、往。纏~樹上。
阿	o1	
陀	tʰo2	
陁	tʰo2	
陂	pi1	
附	fu5	
陊	tʰo5	
陋	leu5	
陌	met7	
降	hoŋ2	
降	koŋ5	
限	han5	
陔	koi1	
陗	tsʰiau5	
陘	hin2	
陜	kʰiap8	
陝	ʃam3	
陞	ʃin1	
陟	tʃit7	
陡	teu3	
院	ian5	
陣	tʃʰin5	
除	tʃʰu2	
陪	pʰi2	
陪	pʰui2	
陫	pʰi5	
陫	pʰui5	
陬	tseu1	
陰	im1	
陲	ʃui2	
陳	tʃʰin2	
陴	pi1	
陵	lin2	
陶	tʰau2	
陶	iau2	
陷	ham5	
陸	liuk7	
陻	in1	
陼	tu3	
陽	ioŋ2	
隂	im1	
隄	tʰi2	
隅	ȵi2	
隆	luŋ2	
隈	voi1	
隉	niap7	
隉	ȵet7	
隊	tui5	
隋	tʰo5	
隍	foŋ2	
階	kiai1	
隓	fi1	
隓	tʰo3	
隔	kak7	
隕	iun3	
隖	vu3	
隘	ai5	
隙	hit7	
際	tsi5	
障	tʃoŋ1	
隣	lin2	
隤	tʰui3	
隦	pi1	
隧	sui5	
隨	sui2	
隩	iuk7	
險	hiam3	
隮	tsi1	
隱	iun3	
隳	fi1	
隳	tʰo3	
隴	luŋ3	
隸	li5	
隹	tʃui1	
隻	tʃak7	
隼	sun3	
隽	tsun5	
雀	tsiok7	
雁	ŋan5	
雁	nian5	
雄	hiak7	【訓讀】①②從、由。~哪子來。
雄	hiuŋ2	
雅	ŋa1	
集	sip8	
雇	ku5	
雉	tʃʰɿ1	
雉	tʃʰi1	
雊	keu5	
雋	tsun5	
雌	tsʰɿ1	
雍	iuŋ1	
雎	tsɿ1	
雕	tiau1	
雕	tʰiau1	
雖	sui1	
雗	hon5	
雙	suŋ1	
雚	kuon5	
雛	tsʰɿ1	
雜	tsʰap8	
雝	iuŋ1	
雞	kai1	
雞	ke1	
雟	hi1	
離	li2	
難	nan2	
難	nan5	
雨	i3	
雩	i2	
雪	siet7	
雯	vun2	
雰	fun1	
雱	pʰoŋ2	
雲	iun2	
零	lan3	
零	laŋ2	
零	lin2	
雷	lui2	
雸	kam1	
雹	pʰok8	
雺	vu5	
電	tʰien5	
需	si1	
霂	muk7	
霃	tʃʰim2	
霄	siau1	
霆	tʰin2	
震	tʃin3	
震	tʃun1	
霉	moi2	
霋	tsʰi1	
霍	kʰok7	
霎	tsʰiap7	
霏	fi1	
霏	fui1	
霑	tʃam1	
霓	ȵi2	
霓	i2	
霔	tʃu5	
霔	ʃu5	
霖	lim2	
霜	soŋ1	
霞	ha2	
霡	mak7	
霢	mak7	
霤	liu5	
霧	vu5	
霩	kuok7	
霪	im2	
霫	sip8	
霯	ten5	
露	lu5	
霵	sip8	
霵	tsʰip8	
霶	pʰoŋ2	
霸	pa5	
霹	pʰit7	
霼	hi5	
霽	tsi5	
霾	mai2	
靀	muŋ2	
靂	lit8	
靄	ai5	
靈	lin2	
靉	oi5	
靑	tsʰiaŋ1	
靑	tsʰiaŋ5	
靑	tsʰiaŋ1	
靖	tsʰin5	
靘	tsʰin5	
靚	tsʰiaŋ5	
靛	tʰien5	
靜	tsʰin5	
非	fi1	
非	fui1	
靠	kʰau5	
靡	mi3	
面	mien5	
靣	mien5	
靦	tʰien3	
靧	fi5	
靧	fui5	
革	ket7	
靪	ten1	
靫	tsʰa1	
靮	tit7	
靱	niun5	
靳	kiun3	
靴	hio1	
靵	niu3	
靶	pa3	
靸	sap7	
靼	tat7	
靿	iau5	
鞁	pʰi5	
鞄	pʰau2	
鞅	ioŋ3	
鞇	in1	
鞉	tʰau2	
鞋	hai2	
鞍	on1	
鞏	kiuŋ3	
鞕	ŋaŋ5	
鞗	tʰiau2	
鞘	siau5	
鞙	kian1	
鞚	kʰuŋ5	
鞜	tʰap7	
鞟	kuok7	
鞠	kʰiuk7	
鞤	poŋ1	
鞦	tsʰiu1	
鞨	hot7	
鞬	kian1	
鞭	pien1	
鞭	pin1	
鞮	tʰi2	
鞲	keu1	
鞳	tʰap7	
鞶	pʰan2	
鞸	pit7	
鞹	kuok7	
鞽	kʰiau1	
鞾	hio1	
韀	tsien1	
韁	kioŋ1	
韂	tʃam1	
韂	tsʰan5	
韃	tat7	
韆	tsʰien1	
韈	mat7	
韋	vi2	
韋	vui2	
韌	niun5	
韎	mi5	
韎	mui5	
韒	siau5	
韓	hon2	
韔	tʃʰoŋ3	
韙	vi3	
韙	vui3	
韜	tʰau1	
韝	keu1	
韞	vun5	
韠	pit7	
韡	vi3	
韡	vui3	
韣	tʰuk8	
韭	kiu3	
韮	kiu3	
韯	siam2	
韱	siam2	
韲	tsi1	
音	im1	
韵	iun5	
韶	ʃau1	
韸	pʰuŋ2	
韻	iun5	
響	hioŋ3	
頁	iap8	
頁	sak7	
頂	taŋ3	
頃	kʰen3	
項	hoŋ5	
順	ʃun5	
順	ʃun3	
須	si1	
頌	siuŋ5	
頎	kʰi2	
頏	hoŋ2	
預	i5	
頑	ŋan2	
頑	ŋuan2	
頒	pan1	
頓	tun3	
頓	tun5	
頗	pʰo3	
頗	pʰo5	
領	liaŋ1	
領	liaŋ5	
領	iaŋ5	
頜	ŋam3	
頟	niak7	
頡	kiet7	
頦	hoi2	
頦	koi1	【替字】下巴至喉嚨處。
頭	tʰeu2	
頮	fi5	
頮	fui5	
頰	kap7	
頷	ŋam1	
頷	ŋam3	
頷	ŋap7	
頸	kiaŋ3	
頹	tʰui1	
頻	pʰin2	
賴	lai5	
顀	tʃʰui2	
顆	kʰo5	
顇	tsʰui5	
顋	soi1	
題	tʰi2	
額	niak7	
額	siuŋ5	
顏	nian2	
顓	tʃon1	
顖	sim3	
顗	kʰoi3	
願	nian5	
顙	soŋ3	
顚	tien1	
顚	tin5	
類	lui5	
顣	tsʰuk7	
顧	ku5	
顫	tʃan5	
顯	hien3	
顰	pʰin2	
顱	lu2	
顴	kʰian2	
風	fuŋ1	
颬	ha2	
颭	tʃam5	
颮	pʰiau1	
颯	sap7	
颲	liet8	
颴	sien2	
颵	sau1	
颶	ki5	
颸	sɿ1	
颺	ioŋ2	
颻	iau2	
颼	seu1	
颽	kʰoi3	
颾	sau1	
飂	liu2	
飄	pʰiau1	
飇	pʰiau1	
飛	fi1	
飛	fui1	
飛	pi1	
飛	pui1	
食	ʃit8	
食	sɿ5	【文】
飢	ki1	
飣	taŋ5	
飥	tʰok7	
飧	tsʰon1	
飩	tʰun2	
飫	i5	
飭	hit7	
飮	im3	
飯	fan5	
飱	tsʰon1	
飮	im3	
飴	i2	
飶	pit7	
飻	tʰiet7	
飼	sɿ5	
飽	pau3	
飾	ʃit7	
飾	hit7	
餂	tʰiam3	
餃	kau3	
餠	piaŋ3	
餉	hioŋ3	
養	ioŋ1	
餌	ȵi3	
餐	tsʰon1	
餑	pʰut8	
餒	nui3	
餓	ŋo3	
餔	pʰu2	
餕	tsun5	
餖	tʰeu5	
餗	suk7	
餘	i2	
餙	ʃit7	
餙	hit7	
餚	ŋau2	
餜	kuo3	
餞	tsien5	
餠	piaŋ3	
餡	ham5	
餡	tʰau1	
餤	tʰam2	
餧	nui3	
餧	vi5	
餧	vui5	
館	kuon3	
餪	non3	
餬	fu2	
餮	tʰiet7	
餱	heu2	
餲	hot8	
餵	vi5	
餵	vui5	
餹	tʰoŋ2	
餻	kau1	
餻	ko1	
餼	hi5	
餽	kʰui5	
餿	seu1	
饁	iap7	
饅	man2	
饆	pit7	
饈	siu1	
饉	kiun3	
饋	kʰian5	
饌	tsʰon5	
饌	sien3	
饎	ʃan5	
饎	tʃɿ5	
饐	i5	
饑	ki1	
饒	niau2	
饔	iuŋ1	
饕	tʰau1	
饕	hau2	
饗	hioŋ3	
饘	tʃan1	
饛	muŋ2	
饜	iam5	
饞	tsʰam2	
饠	lo2	
首	ʃu3	
首	ʃiu3	
香	hioŋ1	
馚	fun2	
馡	fi1	
馡	fui1	
馥	fuk8	
馨	him1	
馬	ma1	
馭	ȵi5	
馮	pʰuŋ2	
馰	tit7	
馱	tʰo2	
馳	tʃʰɿ1	
馳	tʃʰi1	
馴	ʃun2	
馹	ȵit8	驛站馬匹。
馺	sap7	
駁	pok7	
駂	pau3	
駄	tʰo2	
駏	kʰi3	
駐	tʃu5	
駑	nu2	
駒	ki1	
駓	pʰi1	
駔	tsoŋ3	
駕	ka5	
駘	kʰioi5	【替字】本字可能是「睡」。疲憊。行~，走累。
駘	kʰoi3	
駙	fu5	
駛	sɿ3	
駜	pit7	
駝	tʰo2	
駞	tʰo2	
駟	si5	
駠	liu2	
駡	ma5	
駣	tʰau2	
駪	sin1	
駬	ȵi5	
駭	hai2	
駮	pok7	
駱	lok8	
駸	tsʰim1	
駹	maŋ2	
駻	hon5	
駼	tʰu2	
駾	tʰui5	
駿	tsun5	
騁	pʰin3	
騂	sin1	
騃	ai3	
騅	tʃui1	
騇	ʃa5	
騈	pʰin2	
騊	tʰau2	
騌	tsuŋ1	
騍	kʰo5	
騎	kʰi2	
騏	kʰi2	
騐	niam5	
騖	vu5	
騙	pʰien5	
騠	tʰi2	
騣	tsuŋ1	
騤	kʰui2	
騫	kʰian1	
騭	tʃit7	
騮	liu2	
騰	tʰen2	
騶	tseu1	
騷	sau1	
騸	ʃan5	
騾	lo2	
驀	met7	
驁	ŋau2	
驂	tsʰam1	
驃	pʰiau1	
驃	pʰiau5	
驅	kʰi1	
驊	fa2	
驎	lin2	
驐	tun1	
驒	tʰo2	
驕	kiau1	
驗	niam5	
驘	lo2	
驙	tʃan1	
驚	kiaŋ1	
驟	tsʰeu3	
驢	lu2	
驤	sioŋ1	
驥	ki3	
驩	fon1	
驪	li2	
驫	piau1	
骨	kut7	
骭	kon5	
骯	aŋ1	
骰	tʰeu2	
骰	heu2	
骰	set7	
骵	tʰi3	
骶	ti3	
骸	hai2	
骻	kʰua5	
骼	kok7	
骽	tʰui3	
骾	kaŋ3	
髀	pi3	
髁	kʰo5	
髂	kʰa5	
髃	ȵi2	
髆	pok7	
髑	tʰuk8	
髒	tsoŋ5	
髓	sui3	
髓	soi3	
髓	sioi3	
體	tʰi3	
髙	kau1	
髙	ko1	
髠	kʰun1	
髡	kʰun1	
髢	tʰi5	
髣	foŋ3	
髦	mau2	
髧	tʰam3	
髫	tʰiau2	
髭	tsɿ1	
髮	fat7	
髯	niam2	
髳	mau3	
髴	fut7	
髹	hiu1	
髺	kuat7	
髻	ki5	
髿	sa1	
鬂	pin5	
鬃	tsuŋ1	
鬄	tʰi5	
鬅	pʰen2	
鬆	suŋ1	
鬈	kʰian2	
鬋	tsien5	
鬌	to3	
鬍	fu2	
鬐	kʰi2	
鬒	tʃin3	
鬘	man5	
鬙	sen1	
鬚	si1	
鬟	fan2	
鬡	nen2	
鬢	pin5	
鬥	teu5	
鬧	nau5	
鬨	fuŋ5	
鬩	hit7	
鬩	ȵet7	
鬪	teu5	
鬭	teu5	
鬮	kʰeu1	
鬮	keu1	
鬯	tʃʰoŋ3	
鬱	iut7	
鬲	lit8	
鬵	tsʰim2	
鬷	tsuŋ1	
鬻	iuk7	
鬼	kui3	
鬽	mi5	
鬽	mui5	
魁	kʰui2	
魂	fun2	
魃	pʰat8	
魄	pʰak7	
魅	mi5	
魅	mui5	
魈	siau1	
魋	tʰui2	
魍	voŋ3	
魎	lioŋ3	
魏	ŋui3	
魔	mo2	
魘	iam3	
魚	ȵiu2	
魚	ŋ̍2	
魛	tau1	
魦	sa1	
魨	tʰun2	
魪	kiai5	
魫	tʃʰim2	
魯	lu1	
鮎	niam2	
鮏	siaŋ1	
鮐	tʰoi2	
鮑	pʰau5	
鮒	fu5	
鮓	tsa5	
鮕	ku1	
鮞	i2	
鮦	tʰuŋ2	
鮫	kau1	
鮮	sien1	
鮾	nui3	
鯁	kaŋ3	卡喉嚨。
鯆	pʰu2	
鯉	li1	
鯊	sa1	
鯗	sioŋ3	
鯘	nui3	
鯢	ȵi2	
鯤	kʰun1	
鯨	kin1	
鯪	lien2	
鯫	tseu1	
鯷	tʰi2	
鯸	heu2	
鯹	siaŋ1	
鯽	tsit8	
鯿	pien1	
鰌	tsʰiu1	
鰍	tsʰiu1	
鰐	ŋok8	
鰒	fuk7	
鰓	soi1	
鰕	ha2	
鰜	kiam1	
鰥	kuan1	
鰩	iau2	
鰭	kʰi2	
鰱	lien2	
鰲	ŋau2	
鰲	ŋo2	
鰵	men1	
鰹	kian1	
鰻	man2	
鰾	pʰiau5	
鱅	hiuŋ2	
鱉	piet7	
鱍	pʰat7	
鱒	tsun3	
鱔	ʃan1	
鱗	lin1	
鱘	tsʰim2	
鱠	kʰuai5	
鱣	tʃan1	
鱨	ʃoŋ2	
鱭	tsʰi5	
鱭	tsɿ5	
鱮	si5	
鱵	tʃim1	
鱶	sioŋ3	
鱷	ŋok8	
鱻	sien1	
鳥	niau3	
鳥	niau1	
鳦	iat7	
鳧	fu2	
鳩	keu1	
鳲	ʃɿ1	
鳳	fuŋ5	
鳴	min2	
鳶	ian1	
鳸	fu5	
鳻	pan1	
鴂	kiet7	
鴄	pʰit7	
鴆	tʃʰim2	
鴇	pau3	
鴈	ŋan5	
鴈	nian5	
鴉	a1	
鴒	lin2	
鴕	tʰo2	
鴙	tʃʰɿ1	
鴙	tʃʰi1	
鴛	ian1	
鴞	hiau1	
鴟	tʃʰɿ1	
鴟	tʃʰi1	
鴠	tan5	
鴣	ku1	
鴦	ioŋ1	
鴨	ap7	
鴷	liet8	
鴻	fuŋ2	
鴽	i2	
鴿	kap7	
鵁	kau1	
鵂	hiu1	
鵑	kian1	
鵗	hi1	
鵚	tʰut7	
鵜	tʰi2	
鵝	ŋo2	
鵠	kuk7	原文注音kouc8，聲調批量誤。
鵪	em1	
鵬	pʰen2	
鵮	kʰam1	
鵰	tiau1	
鵲	siak7	
鵴	kʰiuk7	
鵶	a1	
鵷	ian1	
鵻	tʃui1	
鵽	tot7	
鶂	ȵet7	
鶃	ȵet7	
鶄	tsin1	
鶉	ʃun2	
鶉	tʰun2	
鶋	ki1	
鶖	tsʰiu1	
鶗	tʰi2	
鶘	fu2	
鶛	kiai1	
鶩	muk8	
鶯	in2	
鶴	hok8	
鶹	liu2	
鶽	sun3	
鷀	tsʰɿ2	
鷂	iau5	
鷄	kʰe1	
鷄	kai1	
鷓	tʃa5	
鷗	eu1	
鷙	tʃɿ5	
鷝	pit7	
鷥	sɿ1	
鷦	tsiau2	
鷩	piet7	
鷮	kiau1	
鷯	liau5	
鷲	tsʰiu5	
鷳	han2	
鷸	iut8	
鷹	in1	
鷹	in5	
鷺	lu5	
鷽	hok7	
鸃	ȵi2	
鸇	tʃan1	
鸎	in2	
鸐	tʰit8	
鸑	ŋok8	
鸕	lu2	
鸚	en1	
鸛	kuon5	
鸞	lan2	
鹵	lu1	
鹹	ham2	①味道鹹。~魚。~水話，當地人說的語言(尤指粵語)。②充滿汗漬灰塵而髒。~衫，髒衣。③不節制吃東西。細人子毋愛咹~，小孩別一下吃這麼多。
鹺	tsʰo1	
鹻	kiam5	
鹼	kian3	
鹼	kiam5	
鹽	iam2	
鹿	luk8	
麃	piau1	
麅	pʰau2	
麆	tsʰɿ1	
麇	kʰiun2	
麈	tʃu3	
麌	ȵi3	
麑	ȵi2	
麒	kʰi2	
麓	luk8	
麕	kʰiun2	
麖	kiaŋ1	
麗	li5	
麘	hioŋ1	
麝	ʃa5	
麞	tʃoŋ1	
麟	lin2	
麥	mak8	
麩	fu1	
麪	mien5	
麯	kʰiuk7	
麰	meu2	
麴	kʰiuk7	
麵	mien5	
麻	ma2	
麼	mo2	
麼	mut7	
麾	fi1	
麾	fui1	
黃	voŋ2	
黆	kuoŋ1	
黌	fuŋ2	
黍	ʃu3	
黎	li2	
黏	niam2	
黐	tʰi1	
黑	het8	
黔	kʰiam2	
默	met8	
黛	tʰoi5	
黜	tʃot7	
黝	iu5	
點	tiam3	
點	tiam5	
點	tem1	
點	tien3	
黟	i1	
黥	kin1	
黧	li2	
黨	toŋ3	
黭	am5	
黮	tʰam5	
黯	am5	
黲	tsʰam3	
黴	mi2	
黶	iam3	
黷	tʰuk8	
黸	lu2	
黹	tʃɿ3	
黺	fun3	
黼	pʰu3	
黽	men3	
鼂	tʃʰau2	
鼃	va1	
鼇	ŋau2	
鼈	piet7	
鼉	tʰo2	
鼎	tin3	
鼐	nai5	
鼒	tsɿ1	
鼓	ku3	
鼓	kʰu1	
鼕	tuŋ2	
鼕	tʰuŋ2	
鼗	tʰau2	
鼙	pi1	
鼙	pʰi2	
鼛	kau1	
鼠	tʃʰu3	
鼢	fun3	
鼪	sen1	
鼯	ŋ̍3	
鼴	ian3	
鼷	hi2	
鼻	pʰi5	
鼾	hon5	
鼾	pʰon5	
鼾	pʰun5	
鼿	ŋut7	
齁	keu1	
齁	heu1	
齁	kʰu5	
齅	tʃʰu5	
齅	tʃʰiu5	
齆	vuŋ5	
齈	nuŋ2	
齊	tsʰe2	
齊	tsʰi2	
齋	sai2	
齋	tsai1	
齍	tsi2	
齍	ti2	
齎	tsɿ1	
齏	tsi1	
齒	tʃʰɿ3	
齒	tʃʰi3	
齔	tsʰen5	
齕	ŋat7	
齘	hai5	
齝	tʃʰɿ1	
齝	tʃʰi1	
齟	tsɿ1	
齠	tʰiau2	
齡	lin2	
齦	kʰe5	【替字】用牙啃。
齧	ŋat7	
齩	ŋau1	
齬	ni3	
齯	ȵi2	
齶	ŋok8	
齸	it7	
齻	tien1	
龍	liuŋ2	
龐	pʰoŋ2	
龐	luŋ2	
龔	kiuŋ3	
龕	kʰam1	
龜	kui1	
龝	tsʰiu1	
龠	iok7	
𠗉	kia1	【替字】(被凍得)手腳僵硬。手~，手僵硬。
𠱘	iok7	【替字】吐。細人子~奶，吐奶。
𠳞	hiok7	【替字】扭曲。日頭曬~，太陽曬變形。凳~開，凳子會扭曲變形。
𠸺	iok7	【替字】吐。細人子~奶，吐奶。
𡰵	kʰiak8	同「屐」。
𢫱	an5	【替字】伸展。伸腰打~/~腰/~肚，坐了很久後舒展身體。
𢬿	kʰai1	【替字】本字爲「荷」。挑起。
𢲈	kʰiak8	【替字】①強迫。佢~我做，他強迫我做。②艱難、不公平。佢咹會~，他知道如何把你帶到他想要你去的地方。
𣣹	hap8	①小量飲嘗。~一口酒。②吸收、聚集。~倒臭味，臭氣熏天難以呼吸。③【文】同「喝」。
𤍠	ȵet8	
𤟟	em3	【替字】①觀察。有人~，有人看。②嚇唬。~我毋倒，嚇不倒我。
𤶀	kau3	同「絞」。~腸肚，內臟絞痛。
𥄼	kia1	【替字】睜開。~目毋開，睜不開眼。
𧊘	kʰia2	【替字】蜘蛛。百越底層詞。la2~，蜘蛛。
𧮞	fok7	【替字】欺騙。生人~死鬼，夥人騙死鬼。
𨌩	tʰoŋ5	【替字】本字爲「趟」。
𫫯	au1	象聲詞。~~跳，貓叫聲。
