#漢字	音標	解釋
𧾷	tsʊʔ7	çȯ̆
闍	tu1	tū
闐	tʰiɛn2	ʻtiên
闐	tiɛn5	tién
闑	niɛʔ7	niĕ
闑	kuəi5	kuéi
闒	tʰaʔ7	ʻtă
闓	kʰai3	ʻkài
闓	kʰai5	ʻkái
闔	xɔʔ7	hŏ
闕	kʰyɛʔ7	ʻkiuĕ
闖	tʂʰɨn5	ʻchín
闘	təu5	téu
闚	kʰuəi1	ʻkuēi
關	kuan1	kuān
闞	kʰan5	ʻkán
闞	xiɛn3	hièn
闞	xiɛn5	hién
闠	xuəi5	hoéi
闡	tʂʰɛn3	ʻchèn
闡	tʂʰɛn3	ʻchièn
闢	pɪʔ7	piė̆
闢	`pʰɪʔ7`	ʻpiė̆
闣	taŋ5	tám
闤	xuan2	hoân
闥	tʰaʔ7	ʻtă
闾	ly2	liụ̂
阜	`fu3`	fù
阜	`fəu3`	fèu
阠	sin5	sín
阡	tsʰiɛn1	ʻçiēn
阤	`tʂɨ3`	chì
阤	tʰɔ2	ʻtô
阤	tɔ3	tò
阨	ŋɛʔ7	gĕ
阨	iai5	iái
阪	fan3	fàn
阫	pʰuəi2	ʻpoêi
阬	kʰəŋ1	ʻkēm
阮	ɻuɛn3	juèn
阮	yɛn2	iuên
阮	yɛn3	iuèn
阯	tʂɨ3	chì
阰	pi5	pí
防	faŋ2	fâm
防	faŋ5	fám
阸	iai5	iái
阹	kʰy1	ʻkiụ̄
阺	ti3	tì
阺	`ʂɨ3`	xì
阻	tsu3	çù
阻	tʂu3	chù
阼	tsu5	çú
阽	iɛn2	iên
阿	ɔ1	ō
陀	i2	î
陀	tʰɔ2	ʻtô
陁	tʰɔ2	ʻtô
陂	pi1	pī
陂	pi5	pí
陂	puəi1	poēi
附	fu5	fú
陊	`tʂɨ3`	chì
陋	ləu5	léu
陌	mɛʔ7	mĕ
降	xiaŋ2	hiâm
降	kiaŋ5	kiám
限	xən3	hèn
限	`xiɛn3`	hièn
陑	ɯ˞2	ûl
陓	y1	iụ̄
陔	kai1	kāi
陔	kai3	kài
陘	xiŋ2	hîm
陛	`pi3`	pì
陛	pi5	pí
陝	ʂɛn3	xèn
陝	ʂɛn3	xièn
陞	ʂɨŋ1	xīm
陟	tʂəʔ7	chė̆
陡	təu3	tèu
院	yɛn5	iuén
除	tʂʰʉ2	ʻchụ̂
除	tʂʉ5	chụ́
陪	pʰuəi2	ʻpoêi
陫	ʋi3	vì
陫	ʋi3	ùi 校註：ui 轄字同 vi，音標按 vi 轉寫
陬	tsəu1	çēu
陬	tsiəu1	çiēu
陰	in1	īn
陲	tʂʰui2	ʻchûi
陳	tʂʰɨn2	ʻchîn
陳	tʂɨn5	chín
陴	pʰi2	ʻpî
陵	liŋ2	lîm
陶	tʰau2	ʻtâo
陶	tau5	táo
陶	iau2	iâo
陷	xiɛn5	hién
陸	lʊʔ7	lȯ̆
陽	iaŋ2	iâm
陾	ɻəŋ2	jêm
隃	ʂʉ1	xụ̄
隃	ʂʉ5	xụ́
隄	ti1	tī
隄	ti3	tì
隅	y2	iụ̂
隆	luŋ2	lûm
隈	uəi1	goēi 校註：goei 轄字同 uei，音標按 uei 轉寫
隈	uəi1	uēi
隉	niɛʔ7	niĕ
隊	`tui3`	tùi
隊	tui5	túi
隋	xuəi5	hoéi
隍	xuaŋ2	hoâm
階	kiai1	kiāi
隑	kʰi2	ʻkî
隒	iɛn3	ièn
隒	niɛn3	nièn
隔	kɛʔ7	kĕ
隕	yn3	iùn
隕	yɛn2	iuên
隖	u3	ù
隗	uəi2	goêi 校註：goei 轄字同 uei，音標按 uei 轉寫
隗	uəi3	goèi 校註：goei 轄字同 uei，音標按 uei 轉寫
隘	iai5	iái
隙	xɪʔ7	hiė̆
障	tʂaŋ5	chám
隣	lin2	lîn
隤	tʰui2	ʻtûi
隧	tʂui5	chúi
隧	sui5	súi
隨	sui2	sûi
隩	ŋau5	gáo
隩	iʊʔ7	iȯ̆
險	xiɛn3	hièn
隮	tsi1	çī
隮	tsi5	çí
隰	sɪʔ7	siė̆
隱	in3	ìn
隱	in5	ín
隲	tʂəʔ7	chė̆
隴	luŋ3	lùm
隶	i5	í
隷	li5	lí
隹	tʂui1	chūi
隻	tʂəʔ7	chė̆
隼	syn3	siùn
雀	tsiɔʔ7	çiŏ
雃	kʰiɛn1	ʻkiēn
雄	xiuŋ2	hiûm
雅	ia3	ià
集	tsɪʔ7	çiė̆
雇	`xu3`	hù
雇	ku5	kú
雉	`tʂɨ3`	chì
雊	kəu5	kéu
雋	tsyɛn3	çiuèn
雌	tsʰi1	ʻçī
雌	tsʰɯ1	ʻçu̇̄
雍	iuŋ1	iūm
雍	iuŋ5	iúm
雎	tsy1	çiụ̄
雑	tsʰaʔ7	ʻçă
雓	y2	iụ̂
雖	sui1	sūi
雙	ʂuaŋ1	xoām
雙	ʂuaŋ1	xuām
雛	tsʰu2	ʻçû
雛	tʂʰu2	ʻchû
雜	tsaʔ7	çă
雞	ki1	kī
離	li2	lî
離	li5	lí
難	nɔ2	nô
難	nan2	nân
難	nan5	nán
雨	y3	iụ̀
雨	y5	iụ́
雩	y2	iụ̂
雪	syɛʔ7	siuĕ
雯	ʋuən2	vên 校註：ven 拼寫疑誤，當作 vuen
雰	fuən1	fuēn
雱	pʰaŋ1	ʻpām
雲	yn2	iûn
雵	iaŋ1	iām
零	liŋ5	lím
零	liɛn2	liên
雷	lui2	lûi
雹	pɔʔ7	pŏ
雺	məu2	mêu
雺	muŋ2	mûm
電	tiɛn5	tién
需	sy1	siụ̄
霂	mʊʔ7	mȯ̆
霄	siau1	siāo
霅	tʂaʔ7	chă
霅	saʔ7	să
霅	tʂɛʔ7	chĕ
霅	xiaʔ7	hiă
霆	tʰiŋ2	ʻtîm
霆	tʰiŋ3	ʻtìm
霆	tiŋ5	tím
震	tʂɨn1	chīn
震	tʂɨn5	chín
霈	pʰuəi5	ʻpoéi
霋	tsʰi1	ʻçī
霎	ʂaʔ7	xă
霎	ʂɛʔ7	xĕ
霏	fi1	fī
霑	tʂɛn1	chēn
霑	tʂɛn1	chiēn
霒	in1	īn
霓	ni2	nî
霓	niɛʔ7	niĕ
霓	nɪʔ7	niė̆
霖	lin2	lîn
霙	iŋ1	īm
霙	iaŋ1	iām
霜	ʂuaŋ1	xoām
霜	ʂuaŋ1	xuām
霝	liŋ2	lîm
霞	xia2	hiâ
霡	mɛʔ7	mĕ
霦	pin1	pīn
霧	ʋu5	vú
霨	uəi5	goéi 校註：goei 轄字同 uei，音標按 uei 轉寫
霨	uəi5	uéi
霩	xɔʔ7	hŏ
霩	kʰuɔʔ7	ʻkuŏ
霪	in2	în
霫	tsʰɪʔ7	ʻçiė̆
霫	sɪʔ7	siė̆
霮	tʰan3	ʻtàn
霯	tʰəŋ5	ʻtém
霰	siɛn5	sién
霱	ʏʔ7	iụ̆
露	lu5	lú
霳	luŋ2	lûm
霴	tai5	tái
霶	pʰaŋ1	ʻpām
霷	iaŋ2	iâm
霸	pa5	pá
霸	pʰɛʔ7	ʻpĕ
霹	pʰɪʔ7	ʻpiė̆
霼	xi3	hì
霼	xi5	hí
霽	tsi5	çí
霾	li2	lî
霾	mai2	mâi
霾	mai5	mái
霿	məu5	méu
霿	muŋ2	mûm
霿	muŋ5	múm
靂	lɪʔ7	liė̆
靃	sui3	sùi
靄	ɔʔ7	ŏ
靄	ŋai3	gài
靄	ŋai5	gái
靆	`tai3`	tài
靆	tai5	tái
靈	liŋ2	lîm
靉	ŋai3	gài
靉	ŋai5	gái
青	tsʰiŋ1	ʻçīm
靖	tsiŋ5	çím
靘	tsʰiŋ5	ʻçím
靚	`tsiŋ3`	çìm
靚	tsiŋ5	çím
靜	`tsiŋ3`	çìm
靜	tsiŋ5	çím
非	fi1	fī
靡	mi3	mì
靡	mi5	mí
面	miɛn5	mién
靦	tʰiɛn3	ʻtièn
靧	xuəi5	hoéi
靨	iɛʔ7	iĕ
革	kɛʔ7	kĕ
革	kɪʔ7	kiė̆
靫	tʂʰa1	ʻchā
靫	tsʰai1	ʻçāi
靫	tʂʰai1	ʻchāi
靬	kʰan1	ʻkān
靬	xiɛn1	hiēn
靮	tɪʔ7	tiė̆
靳	kin5	kín
靶	pa5	pá
靷	in3	ìn
靷	in5	ín
靸	saʔ7	să
靽	puɔn5	puón
靿	iau5	iáo
鞁	pi5	pí
鞂	kia5	kiá
鞃	kʰuŋ1	ʻkūm
鞃	xuŋ2	hûm
鞃	kʰuəŋ1	ʻkuēm
鞄	pʰɔʔ7	ʻpŏ
鞄	pʰau2	ʻpâo
鞄	`pau3`	pào
鞅	iaŋ3	iàm
鞇	in1	īn
鞈	tʰaʔ7	ʻtă
鞈	kiaʔ7	kiă
鞉	tʰau2	ʻtâo
鞍	ŋan1	gān
鞎	xən2	hên
鞏	kuŋ3	kùm
鞓	tʰiŋ1	ʻtīm
鞔	muɔn2	muôn
鞕	ŋəŋ5	gém
鞕	iŋ5	ím
鞗	tʰiau2	ʻtiâo
鞘	ʂau1	xiāo
鞘	siau5	siáo
鞚	kʰuŋ5	ʻkúm
鞜	tʰaʔ7	ʻtă
鞞	pi1	pī
鞞	pi3	pì
鞞	piŋ3	pìm
鞠	kiʊʔ7	kiȯ̆
鞠	kʰiuŋ1	ʻkiūm
鞣	ɻəu2	jêu
鞣	ɻəu5	jéu
鞤	paŋ1	pām
鞦	tsʰiəu1	ʻçiēu
鞨	maʔ7	mă
鞨	xɔʔ7	hŏ
鞪	məu2	mêu
鞬	kiɛn1	kiēn
鞬	kiɛn3	kièn
鞬	`kiɛn3`	kièn
鞭	piɛn1	piēn
鞮	ti1	tī
鞮	tʰi2	ʻtî
鞳	tʰaʔ7	ʻtă
鞴	pi5	pí
鞴	fʊʔ7	fȯ̆
鞴	pu5	pú
鞵	xiai2	hiâi
鞶	pʰuɔn2	ʻpuôn
鞸	piŋ3	pìm
鞹	kuɔʔ7	kuŏ
鞹	kʰuɔʔ7	ʻkuŏ
鞻	ləu2	lêu
鞻	ky5	kiụ́
鞾	xyɛ1	hiuē
鞿	ki1	kī
韀	tsiɛn1	çiēn
韁	kiaŋ1	kiām
韂	tʂʰɛn5	ʻchién
韄	xuɛʔ7	hoĕ
韄	xuɔʔ7	huŏ
韅	xiɛn3	hièn
韅	xiɛn5	hién
韆	tsʰiɛn1	ʻçiēn
韇	tʊʔ7	tȯ̆
韈	ʋaʔ7	vă
韈	uaʔ7	uă
韉	tsiɛn1	çiēn
韋	uəi2	goêi 校註：goei 轄字同 uei，音標按 uei 轉寫
韋	uəi2	uêi
韌	ɻɨn5	jín
韍	fʊʔ7	fȯ̆
韍	fuəʔ7	foĕ
韎	muəi5	múi
韎	muəi5	moéi
韏	kyɛn3	kiuèn
韐	kɔʔ7	kŏ
韐	kiaʔ7	kiă
韓	xan2	hân
韔	tʂʰaŋ5	ʻchám
韘	ʂɛʔ7	xĕ
韙	uəi3	goèi 校註：goei 轄字同 uei，音標按 uei 轉寫
韙	uəi3	uèi
韛	pai5	pái
韜	tʰau1	ʻtāo
韜	tʰau5	ʻtáo
韝	kəu1	kēu
韞	yn3	iùn
韞	uən3	uèn
韠	pɪʔ7	piė̆
韡	uəi3	uèi
韣	tʊʔ7	tȯ̆
韣	ʂʊʔ7	xȯ̆
韭	kiəu3	kièu
韲	tsi1	çī
音	in1	īn
韵	yn5	iún
韶	ʂau2	xâo
韸	pʰuŋ2	ʻpûm
韺	iŋ1	īm
韻	yn5	iún
韽	ŋan1	gān
韽	ŋan5	gán
響	xiaŋ3	hiàm
頀	xu5	hú
頂	tiŋ3	tìm
頃	kʰiŋ3	ʻkìm
頃	kʰiuŋ3	ʻkiùm
頄	kʰiəu2	ʻkiêu
項	`xiaŋ3`	hiàm
順	ʂʉn5	xún
須	pan1	pān
須	sy1	siụ̄
頊	xiʊʔ7	hiȯ̆
頌	suŋ5	súm
頍	kʰuəi3	ʻkuèi
頏	kaŋ1	kām
頏	xaŋ2	hâm
頏	xaŋ3	hàm
預	y5	iụ́
頑	uan2	uân
頑	uɔn2	uôn
頒	pan1	pān
頒	fuən2	fuên
頓	tʊʔ7	tȯ̆
頓	tun5	tún
頔	tɪʔ7	tiė̆
頗	pʰɔ1	ʻpō
頗	pʰɔ3	ʻpò
領	liŋ3	lìm
頜	kɔʔ7	kŏ
頞	ɔʔ7	ŏ
頠	uəi3	goèi 校註：goei 轄字同 uei，音標按 uei 轉寫
頡	kiaʔ7	kiă
頡	xiɛʔ7	hiĕ
頣	i2	î
頦	kai1	kāi
頦	xai2	hâi
頧	tui1	tūi
頩	pʰiŋ3	ʻpìm
頫	fu3	fù
頫	tʰiau5	ʻtiáo
頭	tʰəu2	ʻtêu
頰	kiɛʔ7	kiĕ
頲	tʰiŋ3	ʻtìm
頴	iŋ3	ìm
頵	kyn1	kiūn
頷	`xan3`	hàn
頸	kiŋ3	kìm
頻	pin1	pīn
頻	pʰin2	ʻpîn
顁	tiŋ5	tím
顅	kʰiɛn1	ʻkiēn
顆	kʰɔ3	ʻkò
顆	kʰuɔ3	ʻkuò
顇	tsʰui5	ʻçúi
顉	kʰin1	ʻkīn
顉	uan3	uàn
顋	sai1	sāi
題	tʰi2	ʻtî
題	ti5	tí
額	ŋɛʔ7	gĕ
顏	iɛn2	iên
顏	niɛn2	niên
顐	xuən3	hoèn
顐	xuən5	hoén
顑	xiɛn3	hièn
顒	iuŋ2	iûm
顓	tʂuɛn1	chuēn
顗	i3	ì
顗	ni3	nì
願	yɛn5	iuén
顙	saŋ1	sām
顙	saŋ3	sàm
顚	tiɛn1	tiēn
類	lui5	lúi
顤	iau5	iáo
顥	`xau3`	hào
顧	ku5	kú
顪	xuəi5	hoéi
顫	ʂɛn1	xēn
顫	tʂɛn5	chén
顫	ʂɛn1	xiēn
顫	tʂɛn5	chién
顯	xiɛn3	hièn
顰	pʰin2	ʻpîn
顱	lu2	lû
顴	kʰyɛn2	ʻkiuên
風	fuŋ1	fūm
颫	fu2	fû
颭	tʂɛn3	chèn
颭	tʂɛn5	chén
颭	tʂɛn3	chièn
颭	piɛn3	pièn
颭	tʂɛn5	chién
颮	pʰɔʔ7	ʻpŏ
颯	saʔ7	să
颯	lɪʔ7	liė̆
颲	liɛʔ7	liĕ
颵	ʂau1	xiāo
颶	ky5	kiụ́
颸	sɯ1	su̇̄
颹	uəi3	goèi 校註：goei 轄字同 uei，音標按 uei 轉寫
颹	uəi3	uèi
颺	iaŋ2	iâm
颺	iaŋ5	iám
颻	iau2	iâo
颼	səu1	sēu
颾	sau1	sāo
颿	fan2	fân
颿	fan5	fán
飁	tsʰɪʔ7	ʻçiė̆
飁	sɪʔ7	siė̆
飂	liau2	leâo
飂	liəu2	liêu
飂	liəu5	liéu
飄	pʰiau1	ʻpiāo
飆	piau1	piāo
飋	sɛʔ7	sĕ
飛	fi1	fī
食	ʂəʔ7	xė̆
食	i5	í
飢	ki1	kī
飣	tiŋ5	tím
飤	sɯ5	su̇́
飩	tʰun5	ʻtún
飫	y5	iụ́
飭	tʂʰəʔ7	ʻchė̆
飯	`fan3`	fàn
飯	fan5	fán
飱	sun1	sūn
飲	in3	ìn
飲	in5	ín
飴	i2	î
飵	tsu5	çú
飶	piɛʔ7	piĕ
飶	pɪʔ7	piė̆
飷	tsʰiɛ3	ʻçiè
飽	pau3	pào
飾	ʂəʔ7	xė̆
餁	`ɻɨn3`	jìn
餂	tʰiɛn3	ʻtièn
餂	tʰiɛn5	ʻtién
餈	tsʰɯ2	ʻçu̇̂
餉	ʂaŋ3	xàm
餉	ʂaŋ5	xám
養	iaŋ3	iàm
養	iaŋ5	iám
餌	mi3	mì
餌	ɯ˞3	ùl
餌	ɯ˞5	úl
餐	tsʰan1	ʻçān
餒	nui3	nùi
餔	pu1	pū
餕	tsʰyn5	ʻçiún
餖	təu5	téu
餗	sʊʔ7	sȯ̆
餘	y2	iụ̂
餞	`tsiɛn3`	çièn
餞	tsiɛn5	çién
餟	tʂui5	chúi
餠	piŋ3	pìm
餤	tʰan2	ʻtân
餤	iɛn2	iên
餥	fi1	fī
餧	uəi5	goéi 校註：goei 轄字同 uei，音標按 uei 轉寫
餧	uəi5	uéi
館	kuɔn3	kuòn
館	kuɔn5	kuón
餪	nuɔn3	nuòn
餫	yn5	iún
餬	xu2	hû
餭	xuaŋ2	hoâm
餮	tʰiɛʔ7	ʻtiĕ
餱	xəu2	hêu
餲	i5	í
餲	ɔʔ7	ŏ
餲	iai5	iái
餹	tʰaŋ2	ʻtâm
餺	pɔʔ7	pŏ
餻	kau1	kāo
餼	xi5	hí
饁	iɛʔ7	iĕ
饁	niɛʔ7	niĕ
饅	muɔn2	muôn
饇	y5	iụ́
饉	kin5	kín
饊	san3	sàn
饊	san5	sán
饋	kʰuəi5	ʻkuéi
饌	tʂuɛn5	chuén
饌	syɛn3	siuèn
饎	tʂʰɨ5	ʻchí
饐	i5	í
饑	ki1	kī
饒	ɻau2	jâo
饔	iuŋ1	iūm
饔	iuŋ5	iúm
饕	tʰau1	ʻtāo
饗	xiaŋ1	hiām
饗	xiaŋ3	hiàm
饘	tʂɛn1	chēn
饘	tʂɛn1	chiēn
饙	fuən1	fuēn
饛	muŋ2	mûm
饜	iɛn5	ién
饞	tsʰan2	ʻçân
饞	tʂʰan2	ʻchân
饟	ʂaŋ1	xām
饠	lɔ2	lô
饦	tʰɔʔ7	ʻtŏ
饿	ŋɔ5	gó
首	ʂəu3	xèu
首	ʂəu5	xéu
首	ʂəu3	xièu
首	ʂəu5	xiéu
馗	kʰiəu2	ʻkiêu
馗	kʰuəi2	ʻkuêi
馘	kuɛʔ7	kuĕ
馘	kuɛʔ7	kuȯ̆ 校註：kuȯ 轄字同 kue，音標按 kue 轉寫
香	xiaŋ1	hiām
馝	piɛʔ7	piĕ
馞	pʰʊʔ7	ʻpȯ̆
馡	fi1	fī
馣	ŋan3	gàn
馤	ŋai5	gái
馥	fʊʔ7	fȯ̆
馧	yn1	iūn
馨	xiŋ1	hīm
馬	ma3	mà
馬	sin1	sīn
馮	pʰiŋ2	ʻpîm
馮	fuŋ2	fûm
馯	xan5	hán
馰	tɪʔ7	tiė̆
馲	tsɛʔ7	çĕ
馳	tʂʰɨ2	ʻchî
馴	syn2	siûn
馵	tʂʉ5	chụ́
馹	ɻəʔ7	jė̆
馺	saʔ7	să
駂	pau3	pào
駃	kyɛʔ7	kiuĕ
駃	kʰuai5	ʻkuái
駉	kiuŋ1	kiūm
駏	`ky3`	kiụ̀
駐	tʂʉ5	chụ́
駑	nu2	nû
駒	ky1	kiụ̄
駓	pʰi1	ʻpī
駓	pʰuəi1	ʻpoēi
駔	tsaŋ3	çàm
駕	kia5	kiá
駘	tʰai1	ʻtāi
駘	tʰai2	ʻtâi
駘	`tai3`	tài
駙	fu5	fú
駛	ʂɨ3	xì
駛	sɯ3	su̇̀
駛	sɯ5	su̇́
駜	pɪʔ7	piė̆
駝	tʰɔ1	ʻtō
駝	tʰɔ2	ʻtô
駞	sɯ3	su̇̀
駟	sɯ5	su̇́
駟	sɪʔ7	siė̆
駣	`tʂau3`	chào
駣	`tau3`	tào
駥	ɻuŋ2	jûm
駩	tsʰyɛn1	ʻçiuēn
駬	ɯ˞3	ùl
駭	xiai3	hiài
駮	pɔʔ7	pŏ
駰	in1	īn
駱	lɔʔ7	lŏ
駴	xiai3	hiài
駷	suŋ3	sùm
駸	tsʰin1	ʻçīn
駹	maŋ2	mâm
駻	xan5	hán
駼	tʰu2	ʻtû
駾	tui5	túi
駾	tʰui5	ʻtúi
駿	tsʰyn5	ʻçiún
駿	syn5	siún
騀	ŋɔ3	gò
騁	tʂʰɨŋ3	ʻchìm
騂	siŋ1	sīm
騃	ŋai3	gài
騃	iai3	iài
騄	lʊʔ7	lȯ̆
騅	tʂui1	chūi
騈	pʰiɛn2	ʻpiên
騊	tʰau2	ʻtâo
騋	lai2	lâi
騏	kʰi2	ʻkî
騑	fi1	fī
騖	mʊʔ7	mȯ̆
騖	ʋu5	vú
騗	pʰiɛn5	ʻpién
騘	tsʰuŋ1	ʻçūm
騛	fi1	fī
騜	xuaŋ2	hoâm
騝	kʰiɛn2	ʻkiên
騠	tʰi2	ʻtî
騢	xia2	hiâ
騣	tsuŋ1	çūm
騤	kʰuəi2	ʻkuêi
騤	kuəi5	kuéi
騧	kɔ1	kō
騧	kua1	kuā
騧	kuɔ1	kuō
騧	kuai1	kuāi
騩	kuəi1	kuēi
騬	tsʰəŋ2	ʻçêm
騯	pʰəŋ2	ʻpêm
騰	tʰəŋ2	ʻtêm
騱	xi1	hī
騱	xi2	hî
騵	yɛn2	iuên
騶	tsəu1	çēu
騶	tʂəu1	chēu
騶	tsʰy1	ʻçiụ̄
騷	sau1	sāo
騷	sau5	sáo
騷	siau1	siāo
騺	tʂɨ5	chí
騻	ʂuaŋ3	xoàm
騻	ʂuaŋ3	xuàm
騼	lʊʔ7	lȯ̆
驀	mɛʔ7	mĕ
驁	ŋau2	gâo
驁	ŋau5	gáo
驂	tsʰan1	ʻçān
驃	piau5	piáo
驅	kʰy1	ʻkiụ̄
驅	kʰy5	ʻkiụ́
驅	kʰiəu1	ʻkiēu
驈	ʏʔ7	iụ̆
驉	xy1	hiụ̄
驊	xua2	hoâ
驍	kiau1	kiāo
驍	xiau1	hiāo
驎	lin2	lîn
驑	liəu2	liêu
驒	tʰɔ2	ʻtô
驒	tʰan2	ʻtân
驔	tʰan2	ʻtân
驔	`tiɛn3`	tièn
驕	kiau1	kiāo
驕	kʰiau1	ʻkiāo
驖	tʰiɛʔ7	ʻtiĕ
驗	iɛn5	ién
驗	niɛn5	nién
驘	lɔ2	lô
驙	tʰan2	ʻtân
驙	tʂɛn1	chēn
驙	tʂɛn1	chiēn
驚	kiŋ1	kīm
驛	ɪʔ7	iė̆
驟	tsəu5	çéu
驢	ly2	liụ̂
驤	siaŋ1	siām
驥	ki5	kí
驦	ʂuaŋ1	xoām
驦	ʂuaŋ1	xuām
驪	li2	lî
骨	kʊʔ7	kȯ̆
骩	uəi3	goèi 校註：goei 轄字同 uei，音標按 uei 轉寫
骫	uəi3	uèi
骭	kan5	kán
骯	kaŋ1	kām
骯	xaŋ3	hàm
骰	tʰəu2	ʻtêu
骲	pɔʔ7	pŏ
骳	`pi3`	pì
骳	pi5	pí
骴	tsʰɯ2	ʻçu̇̂
骴	tsɯ5	çu̇́
骸	xiai2	hiâi
骹	`xau3`	hào
骹	kʰiau1	ʻkiāo
骹	kʰiau5	ʻkiáo
骻	kʰua3	ʻkuà
骼	kɛʔ7	kĕ
骾	kəŋ3	kèm
骿	pʰiɛn2	ʻpiên
髀	pi3	pì
髁	`xɔ3`	hò
髁	kʰua3	ʻkuà
髁	`xuɔ3`	huò
髂	kʰia5	ʻkiá
髃	ŋəu3	gèu
髃	y2	iụ̂
髆	pɔʔ7	pŏ
髇	xiau1	hiāo
髏	ləu2	lêu
髑	tʊʔ7	tȯ̆
髒	tsaŋ5	çám
髓	sui3	sùi
體	tʰi3	ʻtì
髖	kʰuɔn1	ʻkuōn
高	kau1	kāo
高	kau5	káo
髟	piau1	piāo
髟	piəu1	piēu
髡	kʰuən1	ʻkuēn
髢	tʰi5	ʻtí
髦	mau2	mâo
髦	məu2	mêu
髧	tʰan3	ʻtàn
髫	tʰiau2	ʻtiâo
髭	tsɯ1	çu̇̄
髮	faʔ7	fă
髲	pi5	pí
髳	məu2	mêu
髳	muŋ2	mûm
髴	fi5	fí
髴	fʊʔ7	fȯ̆
髴	fuəʔ7	foĕ
髵	ɯ˞2	ûl
髶	ɻuŋ2	jûm
髹	xiəu1	hiēu
髻	ki5	kí
髻	kiɛʔ7	kiĕ
髼	pʰuŋ2	ʻpûm
髽	tʂa1	chā
髽	tʂua1	chuā
髾	ʂau1	xāo
髾	ʂau1	xiāo
髿	ʂa1	xā
髿	sɔ1	sō
鬀	tʰi5	ʻtí
鬆	suŋ1	sūm
鬆	suŋ5	súm
鬈	kʰyɛn2	ʻkiuên
鬉	tsuŋ1	çūm
鬊	ʂʉn5	xún
鬋	tsiɛn1	çiēn
鬋	tsiɛn5	çién
鬌	tɔ3	tò
鬌	tʂʰui2	ʻchûi
鬐	kʰi2	ʻkî
鬒	tʂɨn3	chìn
鬕	ma5	má
鬖	san1	sān
鬗	muɔn2	muôn
鬘	muɔn2	muôn
鬙	səŋ1	sēm
鬚	sy1	siụ̄
鬝	kʰiaʔ7	ʻkiă
鬝	xiaʔ7	hiă
鬝	kʰiɛn1	ʻkiēn
鬞	nuŋ5	núm
鬟	xuan2	hoân
鬠	kuɔʔ7	kuŏ
鬠	kuəi5	kuéi
鬡	nəŋ2	nêm
鬣	liɛʔ7	liĕ
鬩	xɪʔ7	hiė̆
鬯	tʂʰaŋ5	ʻchám
鬲	kɛʔ7	kĕ
鬲	lɪʔ7	liė̆
鬴	fu3	fù
鬷	tsuŋ1	çūm
鬷	tsuŋ3	çùm
鬺	ʂaŋ1	xām
鬻	iʊʔ7	iȯ̆
鬼	kuəi3	kuèi
鬾	pɔʔ7	pŏ
魁	kʰuəi1	ʻkuēi
魁	kʰuəi3	ʻkuèi
魂	xuən2	hoên
魄	pʰɛʔ7	ʻpĕ
魄	tʰɔʔ7	ʻtŏ
魅	muəi5	múi
魅	muəi5	moéi
魋	tʂʰui2	ʻchûi
魋	tʰui2	ʻtûi
魋	muəi5	múi
魋	muəi5	moéi
魌	kʰi1	ʻkī
魍	ʋaŋ3	vàm
魎	liaŋ3	leàm
魏	uəi5	goéi 校註：goei 轄字同 uei，音標按 uei 轉寫
魑	tʂʰɨ1	ʻchī
魔	mɔ2	mô
魖	xy1	hiụ̄
魗	tʂʰəu2	ʻchêu
魘	iɛn3	ièn
魚	y2	iụ̂
魧	xaŋ3	hàm
魪	kiai5	kiái
魭	xuan3	hoàn
魭	uan5	uán
魭	xuɔn3	huòn
魭	uɔn5	uón
魮	pʰi2	ʻpî
魯	lu3	lù
魴	faŋ2	fâm
魵	fuən3	fuèn
魻	xia1	hiā
魼	kʰy1	ʻkiụ̄
魾	pʰuəi1	ʻpoēi
鮀	tʰɔ2	ʻtô
鮁	pɔʔ7	pŏ
鮆	tsi3	çì
鮆	tsi5	çí
鮊	pɛʔ7	pĕ
鮋	iəu2	iêu
鮎	niɛn2	niên
鮑	pʰɔʔ7	ʻpŏ
鮑	`pau3`	pào
鮒	fu5	fú
鮓	tʂa3	chà
鮕	ku5	kú
鮛	ʂʊʔ7	xȯ̆
鮝	siaŋ3	siàm
鮞	ni2	nî
鮦	tʰuŋ2	ʻtûm
鮦	`tʂuŋ3`	chùm
鮧	tʰi2	ʻtî
鮪	uəi3	goèi 校註：goei 轄字同 uei，音標按 uei 轉寫
鮪	uəi3	uèi
鮫	kiau1	kiāo
鮬	kʰy1	ʻkiụ̄
鮭	xiai2	hiâi
鮮	siɛn1	siēn
鮮	siɛn3	sièn
鮿	tʂɛʔ7	chĕ
鯀	iau2	iâo
鯀	kuən3	kuèn
鯁	kəŋ3	kèm
鯆	pʰu1	ʻpū
鯉	li3	lì
鯊	ʂa1	xā
鯓	tʂʰɨn2	ʻchîn
鯖	tsʰiŋ1	ʻçīm
鯖	tʂɨŋ1	chīm
鯘	nui3	nùi
鯛	`tʂəu3`	chèu
鯞	tʂəu3	chèu
鯤	kuən1	kuēn
鯤	kʰuən1	ʻkuēn
鯨	kʰiŋ2	ʻkîm
鯪	liŋ2	lîm
鯫	tsəu1	çēu
鯫	tsʰəu3	ʻçèu
鯫	tsiəu1	çiēu
鯫	tsʰiɛn3	ʻçièn
鯹	siŋ1	sīm
鯽	tsɪʔ7	çiė̆
鯿	piɛn1	piēn
鰅	iuŋ2	iûm
鰈	tʰaʔ7	ʻtă
鰈	tiɛʔ7	tiĕ
