"字目"	"读音"	"注释"	"声母"	"韵母"	"声调"	"重复数"
"域"	"uek54"	""	""	"uek"	"54"	"1"
"役"	"uek54"	""	""	"uek"	"54"	"1"
"獲"	"uek54"	""	""	"uek"	"54"	"1"
"穫"	"uek54"	""	""	"uek"	"54"	"1"
"或"	"huek54"	""	"h"	"uek"	"54"	"1"
"虢"	"kuek32"	""	"k"	"uek"	"32"	"1"
"惑"	"huek54"	""	"h"	"uek"	"54"	"1"
"盈"	"ueŋ44"	""	""	"ueŋ"	"44"	"1"
"荣"	"ueŋ44"	""	""	"ueŋ"	"44"	"1"
"营"	"ueŋ44"	""	""	"ueŋ"	"44"	"1"
"萤"	"ueŋ44"	""	""	"ueŋ"	"44"	"1"
"荧"	"ueŋ44"	""	""	"ueŋ"	"44"	"1"
"永"	"ueŋ53"	""	""	"ueŋ"	"53"	"1"
"孕"	"ueŋ213"	"孕妇"	""	"ueŋ"	"213"	"2"
"榮"	"ueŋ44"	""	""	"ueŋ"	"44"	"1"
"營"	"ueŋ44"	""	""	"ueŋ"	"44"	"1"
"螢"	"ueŋ44"	""	""	"ueŋ"	"44"	"1"
"熒"	"ueŋ44"	""	""	"ueŋ"	"44"	"1"
"宏"	"kʰueŋ44"	""	"kʰ"	"ueŋ"	"44"	"1"
"琼"	"kʰueŋ44"	""	"kʰ"	"ueŋ"	"44"	"1"
"顷"	"kʰueŋ53"	""	"kʰ"	"ueŋ"	"53"	"1"
"倾"	"kʰueŋ223"	""	"kʰ"	"ueŋ"	"223"	"2"
"瓊"	"kʰueŋ44"	""	"kʰ"	"ueŋ"	"44"	"1"
"頃"	"kʰueŋ53"	""	"kʰ"	"ueŋ"	"53"	"1"
"傾"	"kʰueŋ223"	""	"kʰ"	"ueŋ"	"223"	"2"
"耿"	"kueŋ53"	""	"k"	"ueŋ"	"53"	"1"
"迥"	"kueŋ53"	""	"k"	"ueŋ"	"53"	"1"
"炯"	"kueŋ53"	""	"k"	"ueŋ"	"53"	"1"
"划"	"ueʔ54"	"同画"	""	"ueʔ"	"54"	"3"
"画"	"ueʔ54"	""	""	"ueʔ"	"54"	"2"
"哕"	"ueʔ32"	""	""	"ueʔ"	"32"	"1"
"龌"	"ueʔ32"	"~龊"	""	"ueʔ"	"32"	"2"
"劃"	"ueʔ54"	"同画"	""	"ueʔ"	"54"	"2"
"畫"	"ueʔ54"	""	""	"ueʔ"	"54"	"2"
"噦"	"ueʔ32"	""	""	"ueʔ"	"32"	"1"
"齷"	"ueʔ32"	"~龊"	""	"ueʔ"	"32"	"2"
"刷"	"sueʔ32"	""	"s"	"ueʔ"	"32"	"1"
"说"	"sueʔ32"	""	"s"	"ueʔ"	"32"	"1"
"說"	"sueʔ32"	""	"s"	"ueʔ"	"32"	"1"
"物"	"ɱueʔ54"	""	"ɱ"	"ueʔ"	"54"	"2"
"缺"	"kʰueʔ32"	"文"	"kʰ"	"ueʔ"	"32"	"2"
"橛"	"kueʔ54"	""	"k"	"ueʔ"	"54"	"1"
"刮"	"kueʔ32"	""	"k"	"ueʔ"	"32"	"2"
"郭"	"kueʔ32"	""	"k"	"ueʔ"	"32"	"1"
"血"	"hueʔ32"	""	"h"	"ueʔ"	"32"	"1"
"袜"	"gueʔ54"	""	"g"	"ueʔ"	"54"	"1"
"月"	"gueʔ54"	""	"g"	"ueʔ"	"54"	"1"
"襪"	"gueʔ54"	""	"g"	"ueʔ"	"54"	"1"
"桅"	"ui44"	""	""	"ui"	"44"	"1"
"为"	"ui44"	""	""	"ui"	"44"	"2"
"违"	"ui44"	"又"	""	"ui"	"44"	"2"
"围"	"ui44"	""	""	"ui"	"44"	"1"
"煨"	"ui53"	""	""	"ui"	"53"	"2"
"萎"	"ui53"	""	""	"ui"	"53"	"1"
"委"	"ui53"	""	""	"ui"	"53"	"1"
"违"	"ui53"	""	""	"ui"	"53"	"2"
"炜"	"ui53"	""	""	"ui"	"53"	"1"
"伟"	"ui53"	""	""	"ui"	"53"	"1"
"韦"	"ui53"	""	""	"ui"	"53"	"1"
"维"	"ui53"	""	""	"ui"	"53"	"3"
"医"	"ui223"	""	""	"ui"	"223"	"1"
"衣"	"ui223"	""	""	"ui"	"223"	"2"
"威"	"ui223"	""	""	"ui"	"223"	"1"
"谓"	"ui213"	""	""	"ui"	"213"	"1"
"为"	"ui311"	""	""	"ui"	"311"	"2"
"胃"	"ui311"	""	""	"ui"	"311"	"1"
"為"	"ui44"	""	""	"ui"	"44"	"2"
"違"	"ui44"	"又"	""	"ui"	"44"	"2"
"圍"	"ui44"	""	""	"ui"	"44"	"1"
"違"	"ui53"	""	""	"ui"	"53"	"2"
"煒"	"ui53"	""	""	"ui"	"53"	"1"
"偉"	"ui53"	""	""	"ui"	"53"	"1"
"韋"	"ui53"	""	""	"ui"	"53"	"1"
"維"	"ui53"	""	""	"ui"	"53"	"3"
"醫"	"ui223"	""	""	"ui"	"223"	"1"
"謂"	"ui213"	""	""	"ui"	"213"	"1"
"為"	"ui311"	""	""	"ui"	"311"	"2"
"爲"	"ui311"	""	""	"ui"	"311"	"1"
"推"	"tsʰui223"	""	"tsʰ"	"ui"	"223"	"3"
"催"	"tsʰui223"	""	"tsʰ"	"ui"	"223"	"1"
"崔"	"tsʰui223"	""	"tsʰ"	"ui"	"223"	"1"
"摧"	"tsʰui223"	""	"tsʰ"	"ui"	"223"	"1"
"碎"	"tsʰui21"	""	"tsʰ"	"ui"	"21"	"1"
"脆"	"tsʰui21"	""	"tsʰ"	"ui"	"21"	"1"
"喙"	"tsʰui21"	""	"tsʰ"	"ui"	"21"	"1"
"嘴"	"tsʰui21"	"训"	"tsʰ"	"ui"	"21"	"1"
"翠"	"tsʰui21"	""	"tsʰ"	"ui"	"21"	"1"
"沝"	"tsui53"	"水本字"	"ts"	"ui"	"53"	"1"
"水"	"tsui53"	""	"ts"	"ui"	"53"	"2"
"椎"	"tsui223"	""	"ts"	"ui"	"223"	"1"
"赘"	"tsui21"	""	"ts"	"ui"	"21"	"2"
"醉"	"tsui21"	""	"ts"	"ui"	"21"	"1"
"悴"	"tsui213"	""	"ts"	"ui"	"213"	"1"
"贅"	"tsui21"	""	"ts"	"ui"	"21"	"2"
"颓"	"tʰue44"	""	"tʰ"	"ue"	"44"	"2"
"颓"	"tʰui44"	""	"tʰ"	"ui"	"44"	"2"
"锤"	"tʰui44"	""	"tʰ"	"ui"	"44"	"2"
"槌"	"tʰui44"	""	"tʰ"	"ui"	"44"	"1"
"腿"	"tʰui53"	""	"tʰ"	"ui"	"53"	"1"
"梯"	"tʰui223"	""	"tʰ"	"ui"	"223"	"1"
"推"	"tʰui223"	"又"	"tʰ"	"ui"	"223"	"3"
"頹"	"tʰui44"	""	"tʰ"	"ui"	"44"	"1"
"錘"	"tʰui44"	""	"tʰ"	"ui"	"44"	"2"
"锤"	"tui44"	""	"t"	"ui"	"44"	"2"
"追"	"tui223"	""	"t"	"ui"	"223"	"1"
"对"	"tui21"	""	"t"	"ui"	"21"	"1"
"队"	"tui311"	""	"t"	"ui"	"311"	"1"
"坠"	"tui311"	""	"t"	"ui"	"311"	"1"
"錘"	"tui44"	""	"t"	"ui"	"44"	"2"
"對"	"tui21"	""	"t"	"ui"	"21"	"1"
"隊"	"tui311"	""	"t"	"ui"	"311"	"1"
"墜"	"tui311"	""	"t"	"ui"	"311"	"1"
"随"	"sui44"	""	"s"	"ui"	"44"	"1"
"隋"	"sui44"	""	"s"	"ui"	"44"	"1"
"垂"	"sui44"	""	"s"	"ui"	"44"	"2"
"谁"	"sui44"	""	"s"	"ui"	"44"	"1"
"水"	"sui53"	""	"s"	"ui"	"53"	"2"
"蓑"	"sui223"	"白"	"s"	"ui"	"223"	"2"
"虽"	"sui223"	""	"s"	"ui"	"223"	"1"
"睡"	"sui213"	""	"s"	"ui"	"213"	"1"
"瑞"	"sui213"	""	"s"	"ui"	"213"	"1"
"遂"	"sui213"	""	"s"	"ui"	"213"	"1"
"隧"	"sui213"	""	"s"	"ui"	"213"	"1"
"穂"	"sui213"	""	"s"	"ui"	"213"	"1"
"隨"	"sui44"	""	"s"	"ui"	"44"	"1"
"誰"	"sui44"	""	"s"	"ui"	"44"	"1"
"雖"	"sui223"	""	"s"	"ui"	"223"	"1"
"呸"	"pfʰui21"	"吐出"	"pfʰ"	"ui"	"21"	"1"
"屁"	"pfʰui21"	""	"pfʰ"	"ui"	"21"	"1"
"肥"	"pfui44"	""	"pf"	"ui"	"44"	"1"
"悲"	"pfui223"	""	"pf"	"ui"	"223"	"1"
"危"	"ŋui44"	""	"ŋ"	"ui"	"44"	"2"
"伪"	"ŋui213"	""	"ŋ"	"ui"	"213"	"1"
"魏"	"ŋui311"	""	"ŋ"	"ui"	"311"	"1"
"偽"	"ŋui213"	""	"ŋ"	"ui"	"213"	"1"
"危"	"ɱui44"	"又"	"ɱ"	"ui"	"44"	"2"
"微"	"ɱui44"	""	"ɱ"	"ui"	"44"	"3"
"薇"	"ɱui44"	""	"ɱ"	"ui"	"44"	"1"
"美"	"ɱui53"	""	"ɱ"	"ui"	"53"	"1"
"□"	"ɱui21"	"不怕(不畏合音)"	"ɱ"	"ui"	"21"	"38"
"雷"	"lui44"	""	"l"	"ui"	"44"	"1"
"累"	"lui53"	""	"l"	"ui"	"53"	"2"
"垒"	"lui53"	""	"l"	"ui"	"53"	"1"
"泪"	"lui213"	""	"l"	"ui"	"213"	"1"
"累"	"lui311"	""	"l"	"ui"	"311"	"2"
"类"	"lui311"	""	"l"	"ui"	"311"	"1"
"壘"	"lui53"	""	"l"	"ui"	"53"	"1"
"淚"	"lui213"	""	"l"	"ui"	"213"	"1"
"類"	"lui311"	""	"l"	"ui"	"311"	"1"
"葵"	"kʰui44"	""	"kʰ"	"ui"	"44"	"2"
"逵"	"kʰui44"	""	"kʰ"	"ui"	"44"	"1"
"轨"	"kʰui53"	""	"kʰ"	"ui"	"53"	"1"
"开"	"kʰui223"	""	"kʰ"	"ui"	"223"	"2"
"亏"	"kʰui223"	""	"kʰ"	"ui"	"223"	"1"
"窥"	"kʰui223"	""	"kʰ"	"ui"	"223"	"1"
"气"	"kʰui21"	""	"kʰ"	"ui"	"21"	"2"
"季"	"kʰui21"	""	"kʰ"	"ui"	"21"	"1"
"溃"	"kʰui213"	""	"kʰ"	"ui"	"213"	"1"
"愧"	"kʰui213"	""	"kʰ"	"ui"	"213"	"1"
"馈"	"kʰui213"	""	"kʰ"	"ui"	"213"	"1"
"軌"	"kʰui53"	""	"kʰ"	"ui"	"53"	"1"
"開"	"kʰui223"	""	"kʰ"	"ui"	"223"	"2"
"虧"	"kʰui223"	""	"kʰ"	"ui"	"223"	"1"
"窺"	"kʰui223"	""	"kʰ"	"ui"	"223"	"1"
"氣"	"kʰui21"	""	"kʰ"	"ui"	"21"	"2"
"潰"	"kʰui213"	""	"kʰ"	"ui"	"213"	"1"
"饋"	"kʰui213"	""	"kʰ"	"ui"	"213"	"1"
"几"	"kui53"	""	"k"	"ui"	"53"	"5"
"诡"	"kui53"	""	"k"	"ui"	"53"	"1"
"鬼"	"kui53"	""	"k"	"ui"	"53"	"1"
"圭"	"kui223"	""	"k"	"ui"	"223"	"1"
"闺"	"kui223"	""	"k"	"ui"	"223"	"1"
"奎"	"kui223"	""	"k"	"ui"	"223"	"1"
"规"	"kui223"	""	"k"	"ui"	"223"	"1"
"归"	"kui223"	""	"k"	"ui"	"223"	"1"
"瑰"	"kui21"	""	"k"	"ui"	"21"	"1"
"挂"	"kui21"	"~纸"	"k"	"ui"	"21"	"3"
"桂"	"kui21"	""	"k"	"ui"	"21"	"1"
"癸"	"kui21"	""	"k"	"ui"	"21"	"1"
"贵"	"kui21"	""	"k"	"ui"	"21"	"1"
"跪"	"kui213"	""	"k"	"ui"	"213"	"1"
"柜"	"kui311"	""	"k"	"ui"	"311"	"1"
"幾"	"kui53"	""	"k"	"ui"	"53"	"5"
"詭"	"kui53"	""	"k"	"ui"	"53"	"1"
"閨"	"kui223"	""	"k"	"ui"	"223"	"1"
"規"	"kui223"	""	"k"	"ui"	"223"	"1"
"歸"	"kui223"	""	"k"	"ui"	"223"	"1"
"掛"	"kui21"	"~纸"	"k"	"ui"	"21"	"2"
"貴"	"kui21"	""	"k"	"ui"	"21"	"1"
"櫃"	"kui311"	""	"k"	"ui"	"311"	"1"
"匪"	"hui53"	""	"h"	"ui"	"53"	"1"
"翡"	"hui53"	""	"h"	"ui"	"53"	"1"
"麾"	"hui223"	""	"h"	"ui"	"223"	"1"
"非"	"hui223"	""	"h"	"ui"	"223"	"1"
"飞"	"hui223"	""	"h"	"ui"	"223"	"2"
"妃"	"hui223"	""	"h"	"ui"	"223"	"1"
"菲"	"hui223"	""	"h"	"ui"	"223"	"1"
"徽"	"hui223"	""	"h"	"ui"	"223"	"1"
"挥"	"hui223"	""	"h"	"ui"	"223"	"1"
"辉"	"hui223"	""	"h"	"ui"	"223"	"1"
"废"	"hui21"	""	"h"	"ui"	"21"	"1"
"肺"	"hui21"	""	"h"	"ui"	"21"	"1"
"沸"	"hui21"	""	"h"	"ui"	"21"	"1"
"费"	"hui21"	""	"h"	"ui"	"21"	"2"
"惠"	"hui213"	""	"h"	"ui"	"213"	"1"
"慧"	"hui213"	""	"h"	"ui"	"213"	"1"
"飛"	"hui223"	""	"h"	"ui"	"223"	"2"
"揮"	"hui223"	""	"h"	"ui"	"223"	"1"
"輝"	"hui223"	""	"h"	"ui"	"223"	"1"
"廢"	"hui21"	""	"h"	"ui"	"21"	"1"
"費"	"hui21"	""	"h"	"ui"	"21"	"2"
"维"	"dzui44"	""	"dz"	"ui"	"44"	"3"
"维"	"dzui44"	""	"dz"	"ui"	"44"	"3"
"遗"	"dzui44"	"又"	"dz"	"ui"	"44"	"2"
"帷"	"dzui44"	""	"dz"	"ui"	"44"	"1"
"潍"	"dzui44"	""	"dz"	"ui"	"44"	"1"
"蕊"	"dzui53"	""	"dz"	"ui"	"53"	"1"
"遗"	"dzui213"	""	"dz"	"ui"	"213"	"2"
"唯"	"dzui213"	""	"dz"	"ui"	"213"	"1"
"維"	"dzui44"	""	"dz"	"ui"	"44"	"3"
"維"	"dzui44"	""	"dz"	"ui"	"44"	"3"
"遺"	"dzui44"	"又"	"dz"	"ui"	"44"	"2"
"濰"	"dzui44"	""	"dz"	"ui"	"44"	"1"
"遺"	"dzui213"	""	"dz"	"ui"	"213"	"2"
"垝"	"gui311"	"一~墙"	"g"	"ui"	"311"	"3"
"垝"	"kui311"	"一~墙"	"k"	"ui"	"311"	"3"
"垝"	"bvui311"	"又，一~墙"	"bv"	"ui"	"311"	"3"
"煨"	"bvui44"	""	"bv"	"ui"	"44"	"2"
"微"	"bvui44"	"又"	"bv"	"ui"	"44"	"3"
"吠"	"bvui311"	"又"	"bv"	"ui"	"311"	"2"
"吠"	"bvui21"	""	"bv"	"ui"	"21"	"2"
"痱"	"bvui21"	""	"bv"	"ui"	"21"	"1"
"畏"	"ũi21"	""	""	"ũi"	"21"	"1"
"位"	"ũi311"	""	""	"ũi"	"311"	"1"
"毁"	"hũi53"	""	"h"	"ũi"	"53"	"1"
"毀"	"hũi53"	""	"h"	"ũi"	"53"	"1"
"鬱"	"uk54"	"~闷"	""	"uk"	"54"	"1"
"熨"	"uk32"	""	""	"uk"	"32"	"1"
"猝"	"tsʰuk32"	""	"tsʰ"	"uk"	"32"	"1"
"出"	"tsʰuk32"	""	"tsʰ"	"uk"	"32"	"1"
"秫"	"tsuk54"	""	"ts"	"uk"	"54"	"1"
"脱"	"tʰuk32"	""	"tʰ"	"uk"	"32"	"1"
"突"	"tʰuk32"	""	"tʰ"	"uk"	"32"	"2"
"脫"	"tʰuk32"	""	"tʰ"	"uk"	"32"	"1"
"突"	"tuk54"	""	"t"	"uk"	"54"	"2"
"术"	"suk54"	""	"s"	"uk"	"54"	"1"
"述"	"suk54"	""	"s"	"uk"	"54"	"1"
"帅"	"suk32"	""	"s"	"uk"	"32"	"2"
"戌"	"suk32"	""	"s"	"uk"	"32"	"1"
"恤"	"suk32"	""	"s"	"uk"	"32"	"1"
"術"	"suk54"	""	"s"	"uk"	"54"	"1"
"帥"	"suk32"	""	"s"	"uk"	"32"	"2"
"不"	"pfuk32"	""	"pf"	"uk"	"32"	"1"
"勿"	"ɱuk32"	"文"	"ɱ"	"uk"	"32"	"2"
"吻"	"ɱuk32"	""	"ɱ"	"uk"	"32"	"1"
"刎"	"ɱuk32"	""	"ɱ"	"uk"	"32"	"1"
"㪐"	"luk32"	"脱落"	"l"	"uk"	"32"	"1"
"捋"	"luk54"	""	"l"	"uk"	"54"	"1"
"窟"	"kʰuk32"	""	"kʰ"	"uk"	"32"	"1"
"屈"	"kʰuk32"	""	"kʰ"	"uk"	"32"	"1"
"倔"	"kʰuk32"	""	"kʰ"	"uk"	"32"	"1"
"滑"	"kuk54"	""	"k"	"uk"	"54"	"1"
"猾"	"kuk54"	""	"k"	"uk"	"54"	"1"
"掘"	"kuk54"	""	"k"	"uk"	"54"	"2"
"骨"	"kuk32"	""	"k"	"uk"	"32"	"1"
"掘"	"kuk32"	""	"k"	"uk"	"32"	"2"
"佛"	"huk54"	""	"h"	"uk"	"54"	"1"
"核"	"huk54"	"果~"	"h"	"uk"	"54"	"2"
"弗"	"huk32"	""	"h"	"uk"	"32"	"1"
"糯"	"tsuk54"	"训"	"ts"	"uk"	"54"	"3"
"滚"	"kun53"	"口语"	"k"	"un"	"53"	"2"
"滾"	"kun53"	"口语"	"k"	"un"	"53"	"2"
"匀"	"uŋ44"	""	""	"uŋ"	"44"	"1"
"焚"	"uŋ44"	""	""	"uŋ"	"44"	"1"
"云"	"uŋ44"	"不知所~"	""	"uŋ"	"44"	"2"
"耘"	"uŋ44"	""	""	"uŋ"	"44"	"1"
"稳"	"uŋ53"	""	""	"uŋ"	"53"	"1"
"温"	"uŋ223"	""	""	"uŋ"	"223"	"1"
"瘟"	"uŋ223"	""	""	"uŋ"	"223"	"1"
"韵"	"uŋ311"	""	""	"uŋ"	"311"	"1"
"运"	"uŋ311"	""	""	"uŋ"	"311"	"1"
"勻"	"uŋ44"	""	""	"uŋ"	"44"	"1"
"雲"	"uŋ44"	"不知所~"	""	"uŋ"	"44"	"2"
"穩"	"uŋ53"	""	""	"uŋ"	"53"	"1"
"溫"	"uŋ223"	""	""	"uŋ"	"223"	"1"
"韻"	"uŋ311"	""	""	"uŋ"	"311"	"1"
"運"	"uŋ311"	""	""	"uŋ"	"311"	"1"
"存"	"tsʰuŋ44"	""	"tsʰ"	"uŋ"	"44"	"2"
"蹲"	"tsʰuŋ44"	""	"tsʰ"	"uŋ"	"44"	"2"
"忖"	"tsʰuŋ53"	""	"tsʰ"	"uŋ"	"53"	"1"
"蠢"	"tsʰuŋ53"	""	"tsʰ"	"uŋ"	"53"	"1"
"伸"	"tsʰuŋ223"	""	"tsʰ"	"uŋ"	"223"	"2"
"皴"	"tsʰuŋ223"	""	"tsʰ"	"uŋ"	"223"	"1"
"春"	"tsʰuŋ223"	""	"tsʰ"	"uŋ"	"223"	"1"
"寸"	"tsʰuŋ21"	""	"tsʰ"	"uŋ"	"21"	"1"
"船"	"tsuŋ44"	""	"ts"	"uŋ"	"44"	"1"
"准"	"tsuŋ53"	""	"ts"	"uŋ"	"53"	"1"
"尊"	"tsuŋ223"	""	"ts"	"uŋ"	"223"	"1"
"遵"	"tsuŋ223"	""	"ts"	"uŋ"	"223"	"1"
"骏"	"tsuŋ21"	""	"ts"	"uŋ"	"21"	"1"
"俊"	"tsuŋ21"	""	"ts"	"uŋ"	"21"	"1"
"峻"	"tsuŋ21"	""	"ts"	"uŋ"	"21"	"1"
"圳"	"tsuŋ21"	""	"ts"	"uŋ"	"21"	"1"
"阵"	"tsuŋ311"	""	"ts"	"uŋ"	"311"	"2"
"駿"	"tsuŋ21"	""	"ts"	"uŋ"	"21"	"1"
"陣"	"tsuŋ311"	""	"ts"	"uŋ"	"311"	"2"
"屯"	"tʰuŋ44"	""	"tʰ"	"uŋ"	"44"	"1"
"尘"	"tʰuŋ44"	"筅~"	"tʰ"	"uŋ"	"44"	"2"
"豚"	"tʰuŋ44"	""	"tʰ"	"uŋ"	"44"	"1"
"臀"	"tʰuŋ44"	""	"tʰ"	"uŋ"	"44"	"1"
"吞"	"tʰuŋ223"	""	"tʰ"	"uŋ"	"223"	"1"
"饨"	"tʰuŋ223"	""	"tʰ"	"uŋ"	"223"	"1"
"塵"	"tʰuŋ44"	"筅~"	"tʰ"	"uŋ"	"44"	"2"
"飩"	"tʰuŋ223"	""	"tʰ"	"uŋ"	"223"	"1"
"唇"	"tuŋ44"	""	"t"	"uŋ"	"44"	"1"
"钝"	"tuŋ53"	""	"t"	"uŋ"	"53"	"1"
"盾"	"tuŋ53"	""	"t"	"uŋ"	"53"	"1"
"遁"	"tuŋ53"	""	"t"	"uŋ"	"53"	"1"
"顿"	"tuŋ53"	""	"t"	"uŋ"	"53"	"1"
"堆"	"tuŋ223"	""	"t"	"uŋ"	"223"	"1"
"敦"	"tuŋ223"	""	"t"	"uŋ"	"223"	"1"
"墩"	"tuŋ223"	""	"t"	"uŋ"	"223"	"2"
"蹲"	"tuŋ223"	"又"	"t"	"uŋ"	"223"	"2"
"鈍"	"tuŋ53"	""	"t"	"uŋ"	"53"	"1"
"頓"	"tuŋ53"	""	"t"	"uŋ"	"53"	"1"
"寻"	"suŋ44"	""	"s"	"uŋ"	"44"	"3"
"蝉"	"suŋ44"	""	"s"	"uŋ"	"44"	"2"
"荀"	"suŋ44"	""	"s"	"uŋ"	"44"	"1"
"询"	"suŋ44"	""	"s"	"uŋ"	"44"	"1"
"旬"	"suŋ44"	""	"s"	"uŋ"	"44"	"1"
"循"	"suŋ44"	""	"s"	"uŋ"	"44"	"1"
"巡"	"suŋ44"	""	"s"	"uŋ"	"44"	"1"
"纯"	"suŋ44"	""	"s"	"uŋ"	"44"	"1"
"醇"	"suŋ44"	""	"s"	"uŋ"	"44"	"1"
"淳"	"suŋ44"	""	"s"	"uŋ"	"44"	"1"
"损"	"suŋ53"	""	"s"	"uŋ"	"53"	"1"
"笋"	"suŋ53"	""	"s"	"uŋ"	"53"	"1"
"孙"	"suŋ223"	""	"s"	"uŋ"	"223"	"2"
"甥"	"suŋ223"	"侄子"	"s"	"uŋ"	"223"	"2"
"逊"	"suŋ21"	""	"s"	"uŋ"	"21"	"1"
"舜"	"suŋ21"	""	"s"	"uŋ"	"21"	"1"
"瞬"	"suŋ21"	""	"s"	"uŋ"	"21"	"1"
"殉"	"suŋ213"	""	"s"	"uŋ"	"213"	"1"
"顺"	"suŋ213"	""	"s"	"uŋ"	"213"	"1"
"尋"	"suŋ44"	""	"s"	"uŋ"	"44"	"4"
"蟬"	"suŋ44"	""	"s"	"uŋ"	"44"	"2"
"詢"	"suŋ44"	""	"s"	"uŋ"	"44"	"1"
"純"	"suŋ44"	""	"s"	"uŋ"	"44"	"1"
"損"	"suŋ53"	""	"s"	"uŋ"	"53"	"1"
"筍"	"suŋ53"	""	"s"	"uŋ"	"53"	"1"
"孫"	"suŋ223"	""	"s"	"uŋ"	"223"	"2"
"遜"	"suŋ21"	""	"s"	"uŋ"	"21"	"1"
"順"	"suŋ213"	""	"s"	"uŋ"	"213"	"1"
"盆"	"pfʰuŋ44"	""	"pfʰ"	"uŋ"	"44"	"1"
"坟"	"pfʰuŋ44"	""	"pfʰ"	"uŋ"	"44"	"1"
"潘"	"pfʰuŋ223"	"潲水"	"pfʰ"	"uŋ"	"223"	"3"
"喷"	"pfʰuŋ21"	""	"pfʰ"	"uŋ"	"21"	"1"
"墳"	"pfʰuŋ44"	""	"pfʰ"	"uŋ"	"44"	"1"
"噴"	"pfʰuŋ21"	""	"pfʰ"	"uŋ"	"21"	"1"
"㖹"	"pfuŋ44"	""	"pf"	"uŋ"	"44"	"2"
"㖹"	"pfuŋ44"	""	"pf"	"uŋ"	"44"	"2"
"笨"	"pfuŋ53"	""	"pf"	"uŋ"	"53"	"1"
"奔"	"pfuŋ223"	""	"pf"	"uŋ"	"223"	"1"
"分"	"pfuŋ223"	"送"	"pf"	"uŋ"	"223"	"2"
"粪"	"pfuŋ21"	""	"pf"	"uŋ"	"21"	"2"
"糞"	"pfuŋ21"	""	"pf"	"uŋ"	"21"	"2"
"怒"	"nuŋ21"	""	"n"	"uŋ"	"21"	"2"
"忍"	"nuŋ53"	""	"n"	"uŋ"	"53"	"2"
"嫩"	"nuŋ21"	""	"n"	"uŋ"	"21"	"1"
"闷"	"ɱuŋ21"	""	"ɱ"	"uŋ"	"21"	"1"
"悶"	"ɱuŋ21"	""	"ɱ"	"uŋ"	"21"	"1"
"仑"	"luŋ44"	""	"l"	"uŋ"	"44"	"1"
"伦"	"luŋ44"	""	"l"	"uŋ"	"44"	"1"
"沦"	"luŋ44"	""	"l"	"uŋ"	"44"	"1"
"轮"	"luŋ44"	""	"l"	"uŋ"	"44"	"1"
"论"	"luŋ213"	""	"l"	"uŋ"	"213"	"1"
"侖"	"luŋ44"	""	"l"	"uŋ"	"44"	"1"
"倫"	"luŋ44"	""	"l"	"uŋ"	"44"	"1"
"淪"	"luŋ44"	""	"l"	"uŋ"	"44"	"1"
"輪"	"luŋ44"	""	"l"	"uŋ"	"44"	"1"
"論"	"luŋ213"	""	"l"	"uŋ"	"213"	"1"
"群"	"kʰuŋ44"	"~体"	"kʰ"	"uŋ"	"44"	"2"
"綑"	"kʰuŋ53"	""	"kʰ"	"uŋ"	"53"	"1"
"菌"	"kʰuŋ53"	""	"kʰ"	"uŋ"	"53"	"1"
"窘"	"kʰuŋ53"	""	"kʰ"	"uŋ"	"53"	"1"
"昆"	"kʰuŋ223"	""	"kʰ"	"uŋ"	"223"	"1"
"坤"	"kʰuŋ223"	""	"kʰ"	"uŋ"	"223"	"1"
"困"	"kʰuŋ21"	""	"kʰ"	"uŋ"	"21"	"1"
"睏"	"kʰuŋ21"	""	"kʰ"	"uŋ"	"21"	"1"
"拳"	"kuŋ44"	""	"k"	"uŋ"	"44"	"1"
"群"	"kuŋ44"	"一~人"	"k"	"uŋ"	"44"	"2"
"裙"	"kuŋ44"	""	"k"	"uŋ"	"44"	"1"
"滚"	"kuŋ53"	""	"k"	"uŋ"	"53"	"2"
"君"	"kuŋ223"	""	"k"	"uŋ"	"223"	"1"
"军"	"kuŋ223"	""	"k"	"uŋ"	"223"	"1"
"棍"	"kuŋ213"	""	"k"	"uŋ"	"213"	"1"
"滾"	"kuŋ53"	""	"k"	"uŋ"	"53"	"2"
"軍"	"kuŋ223"	""	"k"	"uŋ"	"223"	"1"
"痕"	"huŋ44"	""	"h"	"uŋ"	"44"	"1"
"魂"	"huŋ44"	""	"h"	"uŋ"	"44"	"1"
"浑"	"huŋ44"	""	"h"	"uŋ"	"44"	"1"
"云"	"huŋ44"	""	"h"	"uŋ"	"44"	"2"
"粉"	"huŋ53"	""	"h"	"uŋ"	"53"	"1"
"昏"	"huŋ223"	""	"h"	"uŋ"	"223"	"2"
"婚"	"huŋ223"	""	"h"	"uŋ"	"223"	"1"
"馄"	"huŋ223"	""	"h"	"uŋ"	"223"	"1"
"混"	"huŋ223"	""	"h"	"uŋ"	"223"	"1"
"分"	"huŋ223"	""	"h"	"uŋ"	"223"	"2"
"芬"	"huŋ223"	""	"h"	"uŋ"	"223"	"1"
"纷"	"huŋ223"	""	"h"	"uŋ"	"223"	"1"
"熏"	"huŋ223"	""	"h"	"uŋ"	"223"	"1"
"荤"	"huŋ223"	""	"h"	"uŋ"	"223"	"1"
"粪"	"huŋ21"	""	"h"	"uŋ"	"21"	"2"
"奋"	"huŋ21"	""	"h"	"uŋ"	"21"	"1"
"训"	"huŋ21"	""	"h"	"uŋ"	"21"	"1"
