"漢字"	"拼音"	"IPA"	"注釋"	"说明"
"方"	"hng1"	"hŋ˧˧"	"又"	
"方"	"pang1"	"paŋ˧˧"	"又"	
"方"	"huang1"	"huaŋ˧˧"	"文"	
"肪"	"huang2"	"huaŋ˥˨"		
"仿"	"huang2"	"huaŋ˥˨"		
"放"	"pang3"	"paŋ˨˩˨"		
"放"	"huang3"	"huaŋ˨˩˨"	"文"	
"芳"	"phang1"	"pʰaŋ˧˧"		
"芳"	"huang1"	"huaŋ˧˧"	"文"	
"妨"	"huang5"	"huaŋ˥˥"		
"紡"	"phang2"	"pʰaŋ˥˨"		
"仿"	"huang2"	"huaŋ˥˨"		
"彷"	"huang2"	"huaŋ˥˨"		
"訪"	"huang2"	"huaŋ˥˨"		
"房"	"pang5"	"paŋ˥˥"		
"防"	"huang5"	"huaŋ˥˥"		
"亡"	"buang5"	"buaŋ˥˥"		
"忘"	"buang5"	"buaŋ˥˥"		
"忘"	"buang7"	"buaŋ˧˩"	"又"	
"網"	"mang6"	"maŋ˧˥"		
"望"	"mo7"	"mo˧˩"		
"望"	"buang6"	"buaŋ˧˥"	"文"	
"妄"	"buang2"	"buaŋ˥˨"		
"逛"	"kuang3"	"kuaŋ˨˩˨"		
"逛"	"khuang1"	"kʰuaŋ˧˧"	"又"	
"逛"	"kuang6"	"kuaŋ˧˥"	"又"	
"匡"	"khang1"	"kʰaŋ˧˧"		
"匡"	"khuang1"	"kʰuaŋ˧˧"	"文"	
"筐"	"kheng1"	"kʰeŋ˧˧"		
"筐"	"khuang1"	"kʰuaŋ˧˧"	"文"	
"狂"	"khuang5"	"kʰuaŋ˥˥"		
"況"	"khuang3"	"kʰuaŋ˨˩˨"		
"枉"	"uang2"	"uaŋ˥˨"		
"王"	"heng5"	"heŋ˥˥"	"白，姓氏"	
"王"	"uang5"	"uaŋ˥˥"		
"往"	"uang2"	"uaŋ˥˨"		
"旺"	"uang6"	"uaŋ˧˥"		
"郭"	"kueh4"	"kueʔ˨"		
"擴"	"khuang3"	"kʰuaŋ˨˩˨"		
"擴"	"khuak4"	"kʰuak˨"	"又"	
"廓"	"kuak4"	"kuak˨"		
"霍"	"khak4"	"kʰak˨"		
"藿"	"khak4"	"kʰak˨"		
"鑊"	"uak8"	"uak˥˦"		
"縛"	"pak8"	"pak˥˦"		
"钁"	"khiak4"	"kʰiak˨"		
"邦"	"pang1"	"paŋ˧˧"		
"綁"	"pang2"	"paŋ˥˨"		
"胖"	"phuann6"	"pʰua ̃˧˥"		
"龐"	"phang5"	"pʰaŋ˥˥"		
"棒"	"pang6"	"paŋ˧˥"		
"蚌"	"hong2"	"hoŋ˥˨"	"白"	
"蚌"	"pang6"	"paŋ˧˥"	"文"	
"樁"	"tseng1"	"tseŋ˧˧"	"白"	
"樁"	"tsuang1"	"tsuaŋ˧˧"	"文"	
"撞"	"tsuang6"	"tsuaŋ˧˥"		
"窗"	"theng1"	"tʰeŋ˧˧"		
"雙"	"sang1"	"saŋ˧˧"		
"江"	"kang1"	"kaŋ˧˧"		
"肛"	"kang1"	"kaŋ˧˧"		
"扛"	"kurng1"	"kɯŋ˧˧"		
"講"	"kang2"	"kaŋ˥˨"		
"港"	"kang2"	"kaŋ˥˨"		
"耩"	"kang2"	"kaŋ˥˨"		
"降"	"kang3"	"kaŋ˨˩˨"		
"虹"	"hong5"	"hoŋ˥˥"		
"虹"	"kheng6"	"kʰeŋ˧˥"	"又"	
"腔"	"khionn1"	"kʰio ̃˧˧"		
"降"	"hang5"	"haŋ˥˥"		
"項"	"hang6"	"haŋ˧˥"		
"巷"	"hang7"	"haŋ˧˩"		
"剝"	"pak4"	"pak˨"		
"駁"	"poh4"	"poʔ˨"		
"璞"	"phok4"	"pʰok˨"		
"雹"	"phak4"	"pʰak˨"		
"卓"	"toh8"	"toʔ˥˦"		
"桌"	"toh4"	"toʔ˨"		
"琢"	"toh4"	"toʔ˨"		
"啄"	"toh4"	"toʔ˨"		
"戳"	"tuh8"	"tuʔ˥˦"		
"濁"	"tsuak8"	"tsuak˥˦"		
"濯"	"tek8"	"tek˥˦"		
"濯"	"tsuak8"	"tsuak˥˦"		
"捉"	"tshok4"	"tsʰok˨"		
"鐲"	"tshok4"	"tsʰok˨"		
"鐲"	"tsuak8"	"tsuak˥˦"	"又"	
"朔"	"suak4"	"suak˨"		
"朔"	"sok4"	"sok˨"	"又"	
"覺"	"kak4"	"kak˨"		
"角"	"kak4"	"kak˨"		
"餃"	"kiau2"	"kiau˥˨"		
"確"	"khak4"	"kʰak˨"		
"殼"	"khak4"	"kʰak˨"		
"嶽"	"ngak8"	"ŋak˥˦"		
"樂"	"gauh8"	"gauʔ˥˦"		
"樂"	"lak8"	"lak˥˦"	"又"	
"學"	"oh8"	"oʔ˥˦"		
"學"	"hak8"	"hak˥˦"	"文"	
"握"	"ok4"	"ok˨"		
"崩"	"pong1"	"poŋ˧˧"		
"朋"	"pheng5"	"pʰeŋ˥˥"		
"登"	"teng1"	"teŋ˧˧"		
"燈"	"teng1"	"teŋ˧˧"		
"等"	"tang2"	"taŋ˥˨"		
"等"	"theng6"	"tʰeŋ˧˥"	"又"	
"等"	"teng2"	"teŋ˥˨"	"文"	
"凳"	"teng3"	"teŋ˨˩˨"		
"藤"	"ting5"	"tiŋ˥˥"		
"騰"	"theng5"	"tʰeŋ˥˥"		
"疼"	"thiann3"	"tʰia ̃˨˩˨"		
"謄"	"theng5"	"tʰeŋ˥˥"		
"鄧"	"teng6"	"teŋ˧˥"		
"能"	"leng5"	"leŋ˥˥"		
"楞"	"leng5"	"leŋ˥˥"		
"增"	"tseng1"	"tseŋ˧˧"		
"憎"	"tseng1"	"tseŋ˧˧"		
"曾"	"tsang1"	"tsaŋ˧˧"	"白，姓氏"	
"曾"	"tseng1"	"tseŋ˧˧"	"文"	
"曾"	"tseng5"	"tseŋ˥˥"	"又"	
"層"	"tsang5"	"tsaŋ˥˥"		
"贈"	"tsang6"	"tsaŋ˧˥"		
"僧"	"tseng1"	"tseŋ˧˧"		
"亙"	"keng3"	"keŋ˨˩˨"		
"肯"	"kheng2"	"kʰeŋ˥˨"		
"恒"	"heng5"	"heŋ˥˥"		
"冰"	"piann1"	"pia ̃˧˧"		
"憑"	"peng5"	"peŋ˥˥"		
"淩"	"leng5"	"leŋ˥˥"		
"菱"	"leng5"	"leŋ˥˥"		
"陵"	"leng5"	"leŋ˥˥"		
"征"	"tseng1"	"tseŋ˧˧"		
"澄"	"theng5"	"tʰeŋ˥˥"		
"懲"	"teng1"	"teŋ˧˧"		
"橙"	"tsheng5"	"tsʰeŋ˥˥"		
"瞪"	"teng3"	"teŋ˨˩˨"		
"蒸"	"tseng1"	"tseŋ˧˧"		
"拯"	"tsing2"	"tɕiŋ˥˨"		
"證"	"tseng3"	"tseŋ˨˩˨"		
"症"	"tseng3"	"tseŋ˨˩˨"		
"稱"	"tsheng1"	"tsʰeŋ˧˧"		
"秤"	"tshing3"	"tɕʰiŋ˨˩˨"		
"乘"	"seng5"	"seŋ˥˥"		
"乘"	"seng6"	"seŋ˧˥"		
"繩"	"sing5"	"ɕiŋ˥˥"		
"剩"	"sing5"	"ɕiŋ˥˥"		
"剩"	"seng5"	"seŋ˥˥"	"文"	
"剩"	"sing7"	"ɕiŋ˧˩"		
"升"	"seng1"	"seŋ˧˧"		
"勝"	"seng3"	"seŋ˨˩˨"		
"承"	"seng5"	"seŋ˥˥"		
"丞"	"seng5"	"seŋ˥˥"		
"仍"	"dzing5"	"dziŋ˥˥"		
"仍"	"dzeng5"	"dzeŋ˥˥"	"又"	
"仍"	"dziong5"	"dzioŋ˥˥"	"又"	
"扔"	"dzing5"	"dziŋ˥˥"		
"兢"	"kheng1"	"kʰeŋ˧˧"		
"凝"	"nging5"	"ŋiŋ˥˥"		
"興"	"heng1"	"heŋ˧˧"		
"興"	"heng3"	"heŋ˨˩˨"		
"鷹"	"eng1"	"eŋ˧˧"		
"應"	"ing3"	"iŋ˨˩˨"		
"應"	"eng3"	"eŋ˨˩˨"	"文"	
"蠅"	"sing5"	"ɕiŋ˥˥"		
"孕"	"heng6"	"heŋ˧˥"		
"北"	"pak4"	"pak˨"		
"墨"	"bak4"	"bak˨"		
"默"	"mik8"	"mik˥˦"		
"德"	"tek4"	"tek˨"		
"得"	"tik4"	"tik˨"		
"忒"	"tek4"	"tek˨"		
"特"	"tek8"	"tek˥˦"		
"肋"	"lek8"	"lek˥˦"		
"勒"	"lek8"	"lek˥˦"		
"勒"	"tek8"	"tek˥˦"	"又，彌~佛"	
"則"	"tsek4"	"tsek˨"		
"賊"	"tshak8"	"tsʰak˥˦"		
"塞"	"sak4"	"sak˨"		
"刻"	"khak4"	"kʰak˨"		
"刻"	"khek4"	"kʰek˨"	"文"	
"克"	"khiok4"	"kʰiok˨"		
"黑"	"hek4"	"hek˨"		
"逼"	"pek4"	"pek˨"		
"匿"	"nek8"	"nek˥˦"		
"力"	"lak8"	"lak˥˦"		
"即"	"tsiak4"	"tɕiak˨"		
"鯽"	"tsik4"	"tɕik˨"		
"稷"	"tsek4"	"tsek˨"		
"息"	"sek4"	"sek˨"		
"熄"	"sek4"	"sek˨"		
"媳"	"sek4"	"sek˨"		
"飭"	"thek4"	"tʰek˨"		
"直"	"tik8"	"tik˥˦"		
"值"	"tak8"	"tak˥˦"		
"值"	"tek8"	"tek˥˦"	"文"	
"側"	"tshek4"	"tsʰek˨"		
"測"	"tshek4"	"tsʰek˨"		
"惻"	"tshek4"	"tsʰek˨"		
"色"	"sek4"	"sek˨"		
"織"	"tsik4"	"tɕik˨"		
"職"	"tseh4"	"tseʔ˨"		
"食"	"tsiah4"	"tɕiaʔ˨"		
"食"	"sik8"	"ɕik˥˦"	"又，火~"	
"蝕"	"sih8"	"ɕiʔ˥˦"		
"識"	"sek4"	"sek˨"		
"式"	"sek4"	"sek˨"		
"飾"	"sek4"	"sek˨"		
"殖"	"sek4"	"sek˨"		
"植"	"sek4"	"sek˨"		
"棘"	"kek4"	"kek˨"		
"極"	"kek8"	"kek˥˦"		
"憶"	"ek8"	"ek˥˦"		
"憶"	"i3"	"i˨˩˨"	"又"	
"憶"	"inn3"	"i ̃˨˩˨"	"又，~得"	
"億"	"ek8"	"ek˥˦"		
"抑"	"ak4"	"ak˨"		
"抑"	"a1"	"a˧˧"	"俗"	
"弋"	"ek8"	"ek˥˦"		
"翼"	"sik8"	"ɕik˥˦"		
"翼"	"iah8"	"iaʔ˥˦"	"又"	
"翼"	"ek8"	"ek˥˦"	"文"	
"弘"	"hong5"	"hoŋ˥˥"		
"國"	"kok4"	"kok˨"		
"或"	"hok8"	"hok˥˦"		
"惑"	"hok8"	"hok˥˦"		
"域"	"hok8"	"hok˥˦"		
"烹"	"pheng1"	"pʰeŋ˧˧"		
"彭"	"phenn5"	"pʰe ̃˥˥"		
"膨"	"phenn5"	"pʰe ̃˥˥"		
"盲"	"menn5"	"me ̃˥˥"		
"猛"	"menn2"	"me ̃˥˨"		
"孟"	"meng6"	"meŋ˧˥"		
"打"	"ta2"	"ta˥˨"		
"冷"	"nenn2"	"ne ̃˥˨"		
"撐"	"thenn1"	"tʰe ̃˧˧"		
"澄"	"theng5"	"tʰeŋ˥˥"		
"鐺"	"tang1"	"taŋ˧˧"		
"鐺"	"tshang1"	"tsʰaŋ˧˧"	"又"	
"生"	"senn1"	"se ̃˧˧"		
"生"	"tshenn1"	"tsʰe ̃˧˧"	"又"	
"生"	"seng1"	"seŋ˧˧"	"文"	
"牲"	"senn1"	"se ̃˧˧"		
"牲"	"seng1"	"seŋ˧˧"	"文"	
"笙"	"seng1"	"seŋ˧˧"		
"甥"	"seng1"	"seŋ˧˧"		
"甥"	"sung1"	"suŋ˧˧"	"俗"	
"省"	"senn2"	"se ̃˥˨"		
"更"	"kenn1"	"ke ̃˧˧"	"白"	
"更"	"keng1"	"keŋ˧˧"		
"更"	"keng3"	"keŋ˨˩˨"	"又"	
"庚"	"kenn1"	"ke ̃˧˧"		
"羹"	"kenn1"	"ke ̃˧˧"		
"哽"	"kenn2"	"ke ̃˥˨"		
"坑"	"khenn1"	"kʰe ̃˧˧"		
"硬"	"ngenn6"	"ŋe ̃˧˥"		
"亨"	"heng1"	"heŋ˧˧"		
"行"	"kiann5"	"kia ̃˥˥"		
"行"	"henn5"	"he ̃˥˥"	"又"	
"行"	"heng5"	"heŋ˥˥"	"文"	
"行"	"hang5"	"haŋ˥˥"	"又"	
"行"	"heng6"	"heŋ˧˥"	"又"	
"衡"	"huang5"	"huaŋ˥˥"		
"杏"	"heng6"	"heŋ˧˥"		
"浜"	"pang1"	"paŋ˧˧"		
"迸"	"pong3"	"poŋ˨˩˨"		
"迸"	"peng6"	"peŋ˧˥"	"文"	
"棚"	"penn5"	"pe ̃˥˥"		
"萌"	"meng5"	"meŋ˥˥"		
"爭"	"tsenn1"	"tse ̃˧˧"		
"爭"	"tseng1"	"tseŋ˧˧"	"文"	
"睜"	"tseng1"	"tseŋ˧˧"		
"耕"	"kenn1"	"ke ̃˧˧"		
"耿"	"keng2"	"keŋ˥˨"		
"莖"	"kenn3"	"ke ̃˨˩˨"		
"幸"	"heng6"	"heŋ˧˥"		
"鶯"	"eng1"	"eŋ˧˧"		
"鸚"	"eng1"	"eŋ˧˧"		
"櫻"	"eng1"	"eŋ˧˧"		
"兵"	"piann1"	"pia ̃˧˧"		
"丙"	"piann2"	"pia ̃˥˨"		
"秉"	"piann3"	"pia ̃˨˩˨"		
"柄"	"penn2"	"pe ̃˥˨"		
"柄"	"peng2"	"peŋ˥˨"	"文"	
"平"	"penn5"	"pe ̃˥˥"		
"平"	"phenn5"	"pʰe ̃˥˥"	"又"	
"平"	"pheng5"	"pʰeŋ˥˥"	"文"	
"評"	"pheng5"	"pʰeŋ˥˥"		
"病"	"penn7"	"pe ̃˧˩"		
"明"	"menn5"	"me ̃˥˥"	"白，~年"	
"明"	"meng5"	"meŋ˥˥"		
"鳴"	"meng5"	"meŋ˥˥"		
"盟"	"meng5"	"meŋ˥˥"		
"皿"	"meng2"	"meŋ˥˨"		
"命"	"miann7"	"mia ̃˧˩"		
"命"	"meng6"	"meŋ˧˥"	"文"	
"京"	"kiann1"	"kia ̃˧˧"		
"荊"	"keng1"	"keŋ˧˧"		
"驚"	"kiann1"	"kia ̃˧˧"		
"境"	"keng2"	"keŋ˥˨"		
"景"	"keng2"	"keŋ˥˨"		
"警"	"keng6"	"keŋ˧˥"		
"敬"	"keng3"	"keŋ˨˩˨"		
"竟"	"keng2"	"keŋ˥˨"		
"鏡"	"kiann3"	"kia ̃˨˩˨"		
"卿"	"kheng1"	"kʰeŋ˧˧"		
"慶"	"kheng3"	"kʰeŋ˨˩˨"		
"擎"	"khia5"	"kʰia˥˥"	"白，~筆"	
"擎"	"kheng5"	"kʰeŋ˥˥"		
"鯨"	"kheng5"	"kʰeŋ˥˥"		
"競"	"keng6"	"keŋ˧˥"		
"迎"	"nging5"	"ŋiŋ˥˥"		
"迎"	"ngeng5"	"ŋeŋ˥˥"	"又"	
"英"	"eng1"	"eŋ˧˧"		
"影"	"iann2"	"ia ̃˥˨"		
"映"	"iann3"	"ia ̃˨˩˨"		
"映"	"iang3"	"iaŋ˨˩˨"	"又"	
"映"	"hiang3"	"hiaŋ˨˩˨"	"又"	
"映"	"eng3"	"eŋ˨˩˨"	"文"	
"餅"	"piann2"	"pia ̃˥˨"		
"並"	"peng6"	"peŋ˧˥"		
"聘"	"phiann3"	"pʰia ̃˨˩˨"		
"聘"	"pheng3"	"pʰeŋ˨˩˨"	"文"	
"名"	"miann5"	"mia ̃˥˥"		
"領"	"niann2"	"nia ̃˥˨"		
"嶺"	"niann2"	"nia ̃˥˨"		
"拎"	"leng1"	"leŋ˧˧"		
"令"	"leng6"	"leŋ˧˥"		
"精"	"tsiann1"	"tɕia ̃˧˧"		
"精"	"tseng1"	"tseŋ˧˧"	"文"	
"晶"	"tsiann1"	"tɕia ̃˧˧"		
"旌"	"seng1"	"seŋ˧˧"		
"睛"	"tsenn5"	"tse ̃˥˥"		
"井"	"tsenn2"	"tse ̃˥˨"		
"清"	"tsheng1"	"tsʰeŋ˧˧"		
"請"	"tshiann2"	"tɕʰia ̃˥˨"		
"情"	"tsiann5"	"tɕia ̃˥˥"	"白，親~，心~"	
"情"	"tsheng5"	"tsʰeŋ˥˥"		
"靜"	"tsenn6"	"tse ̃˧˥"		
"淨"	"tseng6"	"tseŋ˧˥"		
"性"	"senn3"	"se ̃˨˩˨"		
"姓"	"senn3"	"se ̃˨˩˨"		
"貞"	"tseng1"	"tseŋ˧˧"		
"蟶"	"tseng1"	"tseŋ˧˧"		
"偵"	"tseng1"	"tseŋ˧˧"		
"逞"	"theng2"	"tʰeŋ˥˨"		
"呈"	"tiann5"	"tia ̃˥˥"		
"呈"	"thiann5"	"tʰia ̃˥˥"		
"程"	"thiann5"	"tʰia ̃˥˥"		
"鄭"	"tenn7"	"te ̃˧˩"		
"正"	"tsiann1"	"tɕia ̃˧˧"		
"正"	"tsiann3"	"tɕia ̃˨˩˨"		
"征"	"tseng1"	"tseŋ˧˧"		
"整"	"tsiann2"	"tɕia ̃˥˨"		
"政"	"tseng3"	"tseŋ˨˩˨"		
"聲"	"siann1"	"ɕia ̃˧˧"		
"聖"	"siann3"	"ɕia ̃˨˩˨"		
"城"	"siann5"	"ɕia ̃˥˥"		
"成"	"siann5"	"ɕia ̃˥˥"		
"成"	"tsiann5"	"tɕia ̃˥˥"	"又，唔~人"	
"成"	"seng5"	"seŋ˥˥"	"文"	
"誠"	"seng5"	"seŋ˥˥"		
"盛"	"seng6"	"seŋ˧˥"		
"盛"	"sing5"	"ɕiŋ˥˥"	"又"	
"盛"	"siann7"	"ɕia ̃˧˩"	"白"	
"頸"	"kenn3"	"ke ̃˨˩˨"		
"勁"	"kenn3"	"ke ̃˨˩˨"		
"勁"	"keng6"	"keŋ˧˥"	"文"	
"輕"	"khing1"	"kʰiŋ˧˧"		
"嬰"	"eng1"	"eŋ˧˧"		
"纓"	"eng2"	"eŋ˥˨"		
"盈"	"iong5"	"ioŋ˥˥"		
"盈"	"eng5"	"eŋ˥˥"	"又"	
"贏"	"iann5"	"ia ̃˥˥"		
"姘"	"pheng1"	"pʰeŋ˧˧"		
"拼"	"piann3"	"pia ̃˨˩˨"		
"拼"	"pheng1"	"pʰeŋ˧˧"	"又"	
"瓶"	"phing5"	"pʰiŋ˥˥"		
"屏"	"phing5"	"pʰiŋ˥˥"		
"並"	"peng6"	"peŋ˧˥"		
"銘"	"meng5"	"meŋ˥˥"		
"冥"	"menn5"	"me ̃˥˥"	"白，蜀~"	
"冥"	"meng5"	"meŋ˥˥"		
"丁"	"teng1"	"teŋ˧˧"		
"釘"	"teng1"	"teŋ˧˧"		
"頂"	"teng2"	"teŋ˥˨"		
"鼎"	"tiann2"	"tia ̃˥˨"		
"釘"	"teng3"	"teŋ˨˩˨"		
"訂"	"teng3"	"teŋ˨˩˨"		
"聽"	"thiann1"	"tʰia ̃˧˧"		
"汀"	"theng1"	"tʰeŋ˧˧"		
"廳"	"thiann1"	"tʰia ̃˧˧"		
"聽"	"theng3"	"tʰeŋ˨˩˨"		
"廷"	"theng5"	"tʰeŋ˥˥"		
"停"	"theng5"	"tʰeŋ˥˥"		
"亭"	"teng5"	"teŋ˥˥"		
"庭"	"theng5"	"tʰeŋ˥˥"		
"蜓"	"theng5"	"tʰeŋ˥˥"		
"挺"	"theng2"	"tʰeŋ˥˨"		
"艇"	"theng2"	"tʰeŋ˥˨"		
"錠"	"tiann6"	"tia ̃˧˥"		
"錠"	"teng6"	"teŋ˧˥"	"文"	
"定"	"tiann7"	"tia ̃˧˩"		
"定"	"teng6"	"teŋ˧˥"	"文"	
"寧"	"leng5"	"leŋ˥˥"		
"寧"	"neng5"	"neŋ˥˥"	"又"	
"佞"	"leng6"	"leŋ˧˥"		
"靈"	"leng5"	"leŋ˥˥"		
"零"	"leng5"	"leŋ˥˥"		
"鈴"	"leng1"	"leŋ˧˧"		
"伶"	"leng5"	"leŋ˥˥"		
"另"	"leng5"	"leŋ˥˥"		
"青"	"tshenn1"	"tsʰe ̃˧˧"		
"蜻"	"tshenn1"	"tsʰe ̃˧˧"		
"星"	"tshenn1"	"tsʰe ̃˧˧"		
"腥"	"tshenn1"	"tsʰe ̃˧˧"		
"醒"	"tshenn2"	"tsʰe ̃˥˨"		
"經"	"kiann1"	"kia ̃˧˧"	"白，易~"	
"經"	"kenn1"	"ke ̃˧˧"	"又白"	
"經"	"keng1"	"keŋ˧˧"	"文"	
"徑"	"kenn3"	"ke ̃˨˩˨"		
"磬"	"kheng3"	"kʰeŋ˨˩˨"		
"馨"	"heng1"	"heŋ˧˧"		
"刑"	"heng5"	"heŋ˥˥"		
"型"	"heng5"	"heŋ˥˥"		
"形"	"heng5"	"heŋ˥˥"		
"百"	"peh4"	"peʔ˨"		
"柏"	"peh4"	"peʔ˨"		
"伯"	"peh4"	"peʔ˨"		
"迫"	"pek4"	"pek˨"		
"拍"	"phah4"	"pʰaʔ˨"		
"珀"	"phek4"	"pʰek˨"		
"魄"	"phek4"	"pʰek˨"		
"魄"	"thoh4"	"tʰoʔ˨"	"又"	
"白"	"peh8"	"peʔ˥˦"		
"帛"	"peh8"	"peʔ˥˦"		
"陌"	"mik8"	"mik˥˦"		
"陌"	"mek8"	"mek˥˦"	"文"	
"拆"	"thiah4"	"tʰiaʔ˨"		
"擇"	"toh8"	"toʔ˥˦"		
"澤"	"tsek8"	"tsek˥˦"		
"宅"	"theh8"	"tʰeʔ˥˦"		
"窄"	"tsa3"	"tsa˨˩˨"		
"格"	"keh4"	"keʔ˨"		
"客"	"kheh4"	"kʰeʔ˨"		
"客"	"khah4"	"kʰaʔ˨"	"又"	
"咳"	"ka1"	"ka˧˧"		
"額"	"hiah8"	"hiaʔ˥˦"		
"赫"	"heh4"	"heʔ˨"		
"麥"	"beh8"	"beʔ˥˦"		
"脈"	"meh8"	"meʔ˥˦"		
"摘"	"tiah4"	"tiaʔ˨"		
"責"	"tseh4"	"tseʔ˨"		
"策"	"tsheh4"	"tsʰeʔ˨"		
"冊"	"tsheh4"	"tsʰeʔ˨"		
"柵"	"tsah8"	"tsaʔ˥˦"		
"柵"	"sang1"	"saŋ˧˧"	"又"	
"革"	"kek4"	"kek˨"		
"隔"	"keh4"	"keʔ˨"		
"核"	"huk8"	"huk˥˦"	"俗"	
"核"	"hek4"	"hek˨"	"文"	
"厄"	"eh4"	"eʔ˨"		
"扼"	"eh4"	"eʔ˨"		
"軛"	"eh4"	"eʔ˨"		
"碧"	"phek4"	"pʰek˨"		
"戟"	"kek4"	"kek˨"		
"隙"	"khiah4"	"kʰiaʔ˨"		
"劇"	"kiah8"	"kiaʔ˥˦"		
"屐"	"kiah8"	"kiaʔ˥˦"		
"逆"	"ngek8"	"ŋek˥˦"		
"璧"	"piah4"	"piaʔ˨"		
"僻"	"phiah8"	"pʰiaʔ˥˦"		
"辟"	"phek4"	"pʰek˨"		
"積"	"tseh4"	"tseʔ˨"		
"積"	"tsek4"	"tsek˨"	"文，~惡"	
"跡"	"tsiah4"	"tɕiaʔ˨"		
"脊"	"tsiah4"	"tɕiaʔ˨"		
"籍"	"tsia6"	"tɕia˧˥"		
"藉"	"tsiah6"	"tɕiaʔ˧˥"		
"昔"	"sek4"	"sek˨"		
"惜"	"sioh4"	"ɕioʔ˨"		
"席"	"siah8"	"ɕiaʔ˥˦"	"又"	
"席"	"tshioh4"	"tɕʰioʔ˨"		
"夕"	"sek4"	"sek˨"		
"擲"	"sek4"	"sek˨"		
"只"	"tsiah4"	"tɕiaʔ˨"		
"炙"	"tshiah4"	"tɕʰiaʔ˨"		
"赤"	"tshiah4"	"tɕʰiaʔ˨"		
"斥"	"tshek4"	"tsʰek˨"		
"尺"	"tshioh4"	"tɕʰioʔ˨"		
"射"	"iah4"	"iaʔ˨"	"通“斁”"	
"適"	"sek4"	"sek˨"		
"釋"	"sek4"	"sek˨"		
"石"	"tsioh8"	"tɕioʔ˥˦"		
"碩"	"sek4"	"sek˨"		
"益"	"iah4"	"iaʔ˨"		
"亦"	"ia7"	"ia˧˩"	"訓“也”"	
"亦"	"ek8"	"ek˥˦"		
"譯"	"ek8"	"ek˥˦"		
"易"	"iah8"	"iaʔ˥˦"	"白，~經"	
"易"	"ek8"	"ek˥˦"		
"液"	"ek8"	"ek˥˦"		
"腋"	"ek8"	"ek˥˦"		
"壁"	"piah4"	"piaʔ˨"		
"霹"	"phek4"	"pʰek˨"		
"劈"	"phek4"	"pʰek˨"		
"劈"	"phoh4"	"pʰoʔ˨"	"又"	
"覓"	"mik8"	"mik˥˦"		
"滴"	"tih4"	"tiʔ˨"		
"嫡"	"tiah4"	"tiaʔ˨"	"白"	
"嫡"	"tek8"	"tek˥˦"		
"的"	"tek8"	"tek˥˦"		
"的"	"ti1"	"ti˧˧"	"文"	
"踢"	"thak4"	"tʰak˨"		
"踢"	"nek4"	"nek˨"	"俗"	
"踢"	"thek4"	"tʰek˨"	"文"	
"剔"	"thak4"	"tʰak˨"		
"剔"	"thek4"	"tʰek˨"	"文"	
"狄"	"tek8"	"tek˥˦"		
"笛"	"tek8"	"tek˥˦"		
"敵"	"tek8"	"tek˥˦"		
"糴"	"tiah4"	"tiaʔ˨"		
"溺"	"nek8"	"nek˥˦"		
"曆"	"leh8"	"leʔ˥˦"		
"歷"	"leh8"	"leʔ˥˦"		
"績"	"tseh4"	"tseʔ˨"		
"戚"	"tshek4"	"tsʰek˨"		
"寂"	"sok4"	"sok˨"		
"錫"	"siah4"	"ɕiaʔ˨"		
"析"	"sek4"	"sek˨"		
"擊"	"khek4"	"kʰek˨"		
"激"	"kek4"	"kek˨"		
"喫"	"ngek4"	"ŋek˨"		
"喫"	"ngiak4"	"ŋiak˨"	"又"	
"礦"	"khuang3"	"kʰuaŋ˨˩˨"		
"橫"	"huenn5"	"hue ̃˥˥"		
"轟"	"hong1"	"hoŋ˧˧"		
"宏"	"hong5"	"hoŋ˥˥"		
"兄"	"hiann1"	"hia ̃˧˧"		
"榮"	"iong5"	"ioŋ˥˥"		
"永"	"iong2"	"ioŋ˥˨"		
"泳"	"iong3"	"ioŋ˨˩˨"		
"詠"	"iong3"	"ioŋ˨˩˨"		
"傾"	"khuang1"	"kʰuaŋ˧˧"		
"傾"	"kheng1"	"kʰeŋ˧˧"	"文"	
"頃"	"khuang2"	"kʰuaŋ˥˨"		
"瓊"	"khuang5"	"kʰuaŋ˥˥"		
"營"	"iann5"	"ia ̃˥˥"		
"塋"	"eng5"	"eŋ˥˥"		
"穎"	"theng2"	"tʰeŋ˥˨"		
"穎"	"khuang2"	"kʰuaŋ˥˨"	"又"	
"螢"	"eng5"	"eŋ˥˥"		
"迥"	"kuang2"	"kuaŋ˥˨"		
"虢"	"khiak4"	"kʰiak˨"		
"獲"	"uak8"	"uak˥˦"		
"劃"	"ueh8"	"ueʔ˥˦"		
"役"	"hiah8"	"hiaʔ˥˦"		
"疫"	"mok8"	"mok˥˦"	"俗"	
"疫"	"ek8"	"ek˥˦"		
"篷"	"phang5"	"pʰaŋ˥˥"		
"篷"	"phong5"	"pʰoŋ˥˥"		
"蓬"	"phong5"	"pʰoŋ˥˥"		
"蒙"	"mou5"	"mou˥˥"		
"懵"	"mong2"	"moŋ˥˨"		
"東"	"tang1"	"taŋ˧˧"		
"東"	"tong1"	"toŋ˧˧"	"文"	
"董"	"tong2"	"toŋ˥˨"		
"懂"	"tong2"	"toŋ˥˨"		
"棟"	"tong3"	"toŋ˨˩˨"		
"凍"	"tong3"	"toŋ˨˩˨"		
"通"	"thang3"	"tʰaŋ˨˩˨"		
"通"	"thong1"	"tʰoŋ˧˧"		
