"汉字"	"拼音"	"IPA"	"注释"
"峰"	"hong1"	"hoŋ˧˦"	
"蜂"	"phang1"	"pʰaŋ˧˦"	
"鋒"	"hong1"	"hoŋ˧˦"	
"捧"	"hong3"	"hoŋ˥˨"	
"捧"	"phong3"	"pʰoŋ˥˨"	
"逢"	"hong2"	"hoŋ˥˥"	
"縫"	"hong2"	"hoŋ˥˥"	
"縫"	"phong2"	"pʰoŋ˥˥"	
"奉"	"hong4"	"hoŋ˨˥"	
"俸"	"hong3"	"hoŋ˥˨"	
"縫"	"phang6"	"pʰaŋ˨˨"	
"濃"	"long2"	"loŋ˥˥"	
"龍"	"leng2"	"lɛŋ˥˥"	
"隴"	"long3"	"loŋ˥˨"	
"隴"	"leng3"	"lɛŋ˥˨"	
"壟"	"long3"	"loŋ˥˨"	
"蹤"	"tsong1"	"tsoŋ˧˦"	
"縱"	"tsong5"	"tsoŋ˨˩˨"	
"從"	"tshong2"	"tsʰoŋ˥˥"	
"松"	"song2"	"soŋ˥˥"	
"誦"	"song4"	"soŋ˨˥"	
"頌"	"song4"	"soŋ˨˥"	
"訟"	"song4"	"soŋ˨˥"	
"冢"	"thong3"	"tʰoŋ˥˨"	
"寵"	"thong3"	"tʰoŋ˥˨"	
"重"	"tong4"	"toŋ˨˥"	"文"
"重"	"teng2"	"tɛŋ˥˥"	"白"
"重"	"tang4"	"taŋ˨˥"	"白"
"鐘"	"tseng1"	"tsɛŋ˧˦"	
"盅"	"tseng1"	"tsɛŋ˧˦"	
"種"	"tseng3"	"tsɛŋ˥˨"	
"腫"	"tseng3"	"tsɛŋ˥˨"	
"種"	"tseng5"	"tsɛŋ˨˩˨"	
"衝"	"tshong1"	"tsʰoŋ˧˦"	
"衝"	"tshiong5"	"tsʰioŋ˨˩˨"	"替"
"舂"	"tseng1"	"tsɛŋ˧˦"	
"茸"	"jong2"	"dzoŋ˥˥"	
"恭"	"kiong1"	"kioŋ˧˦"	
"供"	"kiong1"	"kioŋ˧˦"	"文"
"供"	"keng1"	"kɛŋ˧˦"	"白"
"蚣"	"kang1"	"kaŋ˧˦"	
"拱"	"kiong3"	"kioŋ˥˨"	
"鞏"	"khiong3"	"kʰioŋ˥˨"	
"恐"	"khiong3"	"kʰioŋ˥˨"	
"共"	"kang6"	"kaŋ˨˨"	
"胸"	"heng1"	"hɛŋ˧˦"	
"兇"	"hiong1"	"hioŋ˧˦"	
"凶"	"hiong1"	"hioŋ˧˦"	
"雍"	"iong1"	"ioŋ˧˦"	
"擁"	"iong5"	"ioŋ˨˩˨"	
"容"	"iong2"	"ioŋ˥˥"	
"熔"	"iong2"	"ioŋ˥˥"	
"庸"	"iong1"	"ioŋ˧˦"	
"甬"	"iong5"	"ioŋ˨˩˨"	
"勇"	"iong3"	"ioŋ˥˨"	
"湧"	"iong5"	"ioŋ˨˩˨"	"文"
"湧"	"eng3"	"ɛŋ˥˨"	"白"
"用"	"iong4"	"ioŋ˨˥"	"文，吳~"
"用"	"eng6"	"ɛŋ˨˨"	"白"
"卜"	"pok7"	"pok˧˨"	
"撲"	"phok7"	"pʰok˧˨"	
"僕"	"pok8"	"pok˥˦"	
"蔔"	"pok8"	"pok˥˦"	
"曝"	"phak8"	"pʰak˥˦"	
"瀑"	"phak8"	"pʰak˥˦"	
"木"	"bak8"	"bak˥˦"	
"沐"	"mok8"	"mok˥˦"	
"禿"	"thek7"	"tʰɛk˧˨"	
"獨"	"tok8"	"tok˥˦"	"文"
"獨"	"tak8"	"tak˥˦"	"白，孤~"
"讀"	"thak8"	"tʰak˥˦"	
"牘"	"tok8"	"tok˥˦"	
"鹿"	"tek8"	"tɛk˥˦"	
"禄"	"lok8"	"lok˥˦"	
"族"	"tsok8"	"tsok˥˦"	"文"
"族"	"tsak8"	"tsak˥˦"	"白，種~"
"速"	"sok7"	"sok˧˨"	
"穀"	"kok7"	"kok˧˨"	"文"
"穀"	"kak7"	"kak˧˨"	"白"
"谷"	"kok7"	"kok˧˨"	
"哭"	"khau5"	"kʰau˨˩˨"	
"斛"	"hok8"	"hok˥˦"	
"屋"	"ok7"	"ok˧˨"	
"篤"	"tok7"	"tok˧˨"	
"督"	"tok7"	"tok˧˨"	
"毒"	"tak8"	"tak˥˦"	
"酷"	"khok7"	"kʰok˧˨"	
"沃"	"o5"	"o˨˩˨"	"俗"
"沃"	"ok7"	"ok˧˨"	"文"
"沃"	"ak7"	"ak˧˨"	"白"
"福"	"hok7"	"hok˧˨"	
"幅"	"pak7"	"pak˧˨"	
"蝠"	"hok7"	"hok˧˨"	
"輻"	"pak7"	"pak˧˨"	
"複"	"hok7"	"hok˧˨"	
"腹"	"pak7"	"pak˧˨"	
"覆"	"hok8"	"hok˥˦"	"文"
"覆"	"phak7"	"pʰak˧˨"	"白"
"覆"	"phiu5"	"pʰiu˨˩˨"	"白"
"復"	"hok8"	"hok˥˦"	
"服"	"hok8"	"hok˥˦"	
"伏"	"hok8"	"hok˥˦"	
"袱"	"hok8"	"hok˥˦"	
"目"	"mak8"	"mak˥˦"	
"穆"	"mok8"	"mok˥˦"	
"牧"	"mok8"	"mok˥˦"	
"六"	"lak8"	"lak˥˦"	
"陸"	"lok8"	"lok˥˦"	"文"
"陸"	"lek8"	"lɛk˥˦"	"白"
"戮"	"lok8"	"lok˥˦"	
"肅"	"sok7"	"sok˧˨"	
"夙"	"sok7"	"sok˧˨"	
"宿"	"sok7"	"sok˧˨"	"文，~命"
"宿"	"suah7"	"suaʔ˧˨"	"訓"
"竹"	"tek7"	"tɛk˧˨"	
"築"	"tok7"	"tok˧˨"	
"畜"	"thiok7"	"tʰiok˧˨"	
"搐"	"thek7"	"tʰɛk˧˨"	
"逐"	"tok8"	"tok˥˦"	
"軸"	"tek8"	"tɛk˥˦"	
"縮"	"sok7"	"sok˧˨"	
"祝"	"tsok7"	"tsok˧˨"	
"粥"	"kiok7"	"kiok˧˨"	"俗"
"叔"	"sok7"	"sok˧˨"	"文"
"叔"	"tsek7"	"tsɛk˧˨"	"白"
"熟"	"sek8"	"sɛk˥˦"	
"淑"	"sok7"	"sok˧˨"	
"肉"	"nek8"	"nɛk˥˦"	
"肉"	"bah7"	"baʔ˧˨"	"訓"
"菊"	"kek7"	"kɛk˧˨"	
"蓄"	"thiok7"	"tʰiok˧˨"	
"蓄"	"hak7"	"hak˧˨"	"購置"
"郁"	"hiok7"	"hiok˧˨"	
"育"	"iok8"	"iok˥˦"	
"綠"	"lok8"	"lok˥˦"	
"錄"	"lok8"	"lok˥˦"	
"足"	"tsok7"	"tsok˧˨"	
"促"	"tshok7"	"tsʰok˧˨"	"文"
"促"	"tshek7"	"tsʰɛk˧˨"	"白"
"粟"	"tshek7"	"tsʰɛk˧˨"	
"俗"	"sok8"	"sok˥˦"	
"續"	"sok8"	"sok˥˦"	
"燭"	"tsek7"	"tsɛk˧˨"	
"囑"	"tsok7"	"tsok˧˨"	
"觸"	"tshok7"	"tsʰok˧˨"	
"贖"	"sok8"	"sok˥˦"	
"束"	"sok7"	"sok˧˨"	
"蜀"	"tsuak8"	"tsuak˥˦"	
"蜀"	"juak8"	"dzuak˥˦"	"又"
"屬"	"sok8"	"sok˥˦"	
"辱"	"jok8"	"dzok˥˦"	
"褥"	"jok8"	"dzok˥˦"	
"曲"	"khiok7"	"kʰiok˧˨"	"文"
"曲"	"khek7"	"kʰɛk˧˨"	"白"
"局"	"kek8"	"kɛk˥˦"	
"玉"	"gek8"	"gɛk˥˦"	
"獄"	"gek8"	"gɛk˥˦"	
"旭"	"hiok7"	"hiok˧˨"	
"欲"	"ainn5"	"ãi˨˩˨"	"訓"
"欲"	"boh7"	"boʔ˧˨"	"訓"
"浴"	"iok8"	"iok˥˦"	"文"
"浴"	"ek8"	"ɛk˥˦"	"白"
"慾"	"iok8"	"iok˥˦"	
